"Level_Name","Date","Cases.Cumulative","CI.Lower","CI.Upper","Level"
"Southwest Texas RAC",2020-05-03,1916,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-04,1949,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-05,1994,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-06,2024,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-07,2130,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-08,2182,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-09,2235,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-10,2327,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-11,2339,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-12,2390,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-13,2429,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-14,2488,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-15,2570,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-16,2658,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-17,2681,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-18,2695,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-19,2792,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-20,2893,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-21,2957,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-22,3016,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-23,3045,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-24,3076,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-25,3100,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-26,3108,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-27,3158,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-28,3221,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-29,3312,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-30,3388,NA,NA,"TSA"
"Southwest Texas RAC",2020-05-31,3592,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-01,3602,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-02,3629,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-03,3698,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-04,3794,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-05,3879,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-06,4155,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-07,4312,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-08,4333,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-09,4365,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-10,4587,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-11,4738,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-12,4952,NA,NA,"TSA"
"Southwest Texas RAC",2020-06-13,5098.78253048917,5021.0610761435,5176.50398483484,"TSA"
"Southwest Texas RAC",2020-06-14,5227.08645543759,5103.0488694943,5351.12404138089,"TSA"
"Southwest Texas RAC",2020-06-15,5365.82568403264,5209.95578621262,5521.69558185267,"TSA"
"Southwest Texas RAC",2020-06-16,5520.36501909937,5336.76516448872,5703.96487371003,"TSA"
"Southwest Texas RAC",2020-06-17,5684.06211738652,5469.05068023234,5899.07355454069,"TSA"
"Southwest Texas RAC",2020-06-18,5849.31874873059,5595.39021787681,6103.24727958436,"TSA"
"Southwest Texas RAC",2020-06-19,6012.35520197253,5711.94790579671,6312.76249814834,"TSA"
"Southwest Texas RAC",2020-06-20,6172.94177721596,5820.35109535828,6525.53245907365,"TSA"
"Southwest Texas RAC",2020-06-21,6332.33984469788,5923.62664514308,6741.05304425269,"TSA"
"Southwest Texas RAC",2020-06-22,6491.68900027688,6023.83741251597,6959.54058803779,"TSA"
"Texas 'J' RAC",2020-03-04,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-05,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-06,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-07,NA,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-08,NA,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-09,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-10,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-11,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-12,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-13,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-14,NA,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-15,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-16,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-17,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-18,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-19,0,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-20,1,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-21,2,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-22,2,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-23,2,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-24,2,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-25,4,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-26,6,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-27,8,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-28,10,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-29,14,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-30,18,NA,NA,"TSA"
"Texas 'J' RAC",2020-03-31,22,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-01,30,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-02,31,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-03,37,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-04,48,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-05,55,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-06,61,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-07,72,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-08,75,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-09,79,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-10,88,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-11,89,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-12,91,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-13,94,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-14,97,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-15,106,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-16,116,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-17,128,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-18,132,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-19,132,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-20,133,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-21,156,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-22,158,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-23,163,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-24,172,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-25,175,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-26,174,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-27,182,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-28,189,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-29,192,NA,NA,"TSA"
"Texas 'J' RAC",2020-04-30,197,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-01,201,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-02,203,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-03,207,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-04,211,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-05,223,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-06,227,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-07,235,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-08,246,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-09,249,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-10,249,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-11,253,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-12,265,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-13,271,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-14,276,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-15,280,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-16,290,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-17,295,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-18,295,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-19,301,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-20,311,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-21,321,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-22,333,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-23,337,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-24,346,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-25,369,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-26,374,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-27,376,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-28,407,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-29,420,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-30,424,NA,NA,"TSA"
"Texas 'J' RAC",2020-05-31,451,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-01,460,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-02,473,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-03,485,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-04,497,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-05,514,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-06,528,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-07,529,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-08,529,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-09,483,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-10,596,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-11,608,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-12,632,NA,NA,"TSA"
"Texas 'J' RAC",2020-06-13,637.066764293454,612.160121132067,661.973407454841,"TSA"
"Texas 'J' RAC",2020-06-14,653.635226679876,624.296488484325,682.973964875427,"TSA"
"Texas 'J' RAC",2020-06-15,670.203689066298,636.091656478653,704.315721653942,"TSA"
"Texas 'J' RAC",2020-06-16,686.77215145272,647.578395320178,725.965907585261,"TSA"
"Texas 'J' RAC",2020-06-17,703.340613839141,658.781407858728,747.899819819555,"TSA"
"Texas 'J' RAC",2020-06-18,719.909076225563,669.719936544831,770.098215906296,"TSA"
"Texas 'J' RAC",2020-06-19,736.477538611985,680.409425982911,792.54565124106,"TSA"
"Texas 'J' RAC",2020-06-20,753.046000998407,690.862599720924,815.229402275891,"TSA"
"Texas 'J' RAC",2020-06-21,769.614463384829,701.090174369983,838.138752399675,"TSA"
"Texas 'J' RAC",2020-06-22,786.182925771251,711.101345829195,861.264505713308,"TSA"
