"Level_Name","Date","Cases.Cumulative","CI.Lower","CI.Upper","Level"
"Anderson",2020-03-04,0,NA,NA,"County"
"Anderson",2020-03-05,0,NA,NA,"County"
"Anderson",2020-03-06,0,NA,NA,"County"
"Anderson",2020-03-07,NA,NA,NA,"County"
"Anderson",2020-03-08,NA,NA,NA,"County"
"Anderson",2020-03-09,0,NA,NA,"County"
"Anderson",2020-03-10,0,NA,NA,"County"
"Anderson",2020-03-11,0,NA,NA,"County"
"Anderson",2020-03-12,0,NA,NA,"County"
"Anderson",2020-03-13,0,NA,NA,"County"
"Anderson",2020-03-14,NA,NA,NA,"County"
"Anderson",2020-03-15,0,NA,NA,"County"
"Anderson",2020-03-16,0,NA,NA,"County"
"Anderson",2020-03-17,0,NA,NA,"County"
"Anderson",2020-03-18,0,NA,NA,"County"
"Anderson",2020-03-19,0,NA,NA,"County"
"Anderson",2020-03-20,0,NA,NA,"County"
"Anderson",2020-03-21,0,NA,NA,"County"
"Anderson",2020-03-22,0,NA,NA,"County"
"Anderson",2020-03-23,0,NA,NA,"County"
"Anderson",2020-03-24,0,NA,NA,"County"
"Anderson",2020-03-25,0,NA,NA,"County"
"Anderson",2020-03-26,0,NA,NA,"County"
"Anderson",2020-03-27,0,NA,NA,"County"
"Anderson",2020-03-28,0,NA,NA,"County"
"Anderson",2020-03-29,0,NA,NA,"County"
"Anderson",2020-03-30,0,NA,NA,"County"
"Anderson",2020-03-31,0,NA,NA,"County"
"Anderson",2020-04-01,1,NA,NA,"County"
"Anderson",2020-04-02,1,NA,NA,"County"
"Anderson",2020-04-03,1,NA,NA,"County"
"Anderson",2020-04-04,1,NA,NA,"County"
"Anderson",2020-04-05,1,NA,NA,"County"
"Anderson",2020-04-06,1,NA,NA,"County"
"Anderson",2020-04-07,1,NA,NA,"County"
"Anderson",2020-04-08,1,NA,NA,"County"
"Anderson",2020-04-09,2,NA,NA,"County"
"Anderson",2020-04-10,2,NA,NA,"County"
"Anderson",2020-04-11,3,NA,NA,"County"
"Anderson",2020-04-12,3,NA,NA,"County"
"Anderson",2020-04-13,3,NA,NA,"County"
"Anderson",2020-04-14,3,NA,NA,"County"
"Anderson",2020-04-15,4,NA,NA,"County"
"Anderson",2020-04-16,6,NA,NA,"County"
"Anderson",2020-04-17,6,NA,NA,"County"
"Anderson",2020-04-18,6,NA,NA,"County"
"Anderson",2020-04-19,8,NA,NA,"County"
"Anderson",2020-04-20,8,NA,NA,"County"
"Anderson",2020-04-21,10,NA,NA,"County"
"Anderson",2020-04-22,14,NA,NA,"County"
"Anderson",2020-04-23,14,NA,NA,"County"
"Anderson",2020-04-24,16,NA,NA,"County"
"Anderson",2020-04-25,16,NA,NA,"County"
"Anderson",2020-04-26,18,NA,NA,"County"
"Anderson",2020-04-27,19,NA,NA,"County"
"Anderson",2020-04-28,23,NA,NA,"County"
"Anderson",2020-04-29,23,NA,NA,"County"
"Anderson",2020-04-30,29,NA,NA,"County"
"Anderson",2020-05-01,30,NA,NA,"County"
"Anderson",2020-05-02,32,NA,NA,"County"
"Anderson",2020-05-03,32,NA,NA,"County"
"Anderson",2020-05-04,32,NA,NA,"County"
"Anderson",2020-05-05,34,NA,NA,"County"
"Anderson",2020-05-06,38,NA,NA,"County"
"Anderson",2020-05-07,40,NA,NA,"County"
"Anderson",2020-05-08,41,NA,NA,"County"
"Anderson",2020-05-09,41,NA,NA,"County"
"Anderson",2020-05-10,41,NA,NA,"County"
"Anderson",2020-05-11,41,NA,NA,"County"
"Anderson",2020-05-12,50,NA,NA,"County"
"Anderson",2020-05-13,50,NA,NA,"County"
"Anderson",2020-05-14,51,NA,NA,"County"
"Anderson",2020-05-15,52,NA,NA,"County"
