"Level_Name","Date","Cases.Cumulative","CI.Lower","CI.Upper","Level"
"Anderson",2020-05-16,54,NA,NA,"County"
"Anderson",2020-05-17,54,NA,NA,"County"
"Anderson",2020-05-18,54,NA,NA,"County"
"Anderson",2020-05-19,60,NA,NA,"County"
"Anderson",2020-05-20,61,NA,NA,"County"
"Anderson",2020-05-21,63,NA,NA,"County"
"Anderson",2020-05-22,64,NA,NA,"County"
"Anderson",2020-05-23,66,NA,NA,"County"
"Anderson",2020-05-24,66,NA,NA,"County"
"Anderson",2020-05-25,66,NA,NA,"County"
"Anderson",2020-05-26,66,NA,NA,"County"
"Anderson",2020-05-27,66,NA,NA,"County"
"Anderson",2020-05-28,66,NA,NA,"County"
"Anderson",2020-05-29,72,NA,NA,"County"
"Anderson",2020-05-30,72,NA,NA,"County"
"Anderson",2020-05-31,72,NA,NA,"County"
"Anderson",2020-06-01,72,NA,NA,"County"
"Anderson",2020-06-02,76,NA,NA,"County"
"Anderson",2020-06-03,78,NA,NA,"County"
"Anderson",2020-06-04,85,NA,NA,"County"
"Anderson",2020-06-05,87,NA,NA,"County"
"Anderson",2020-06-06,85,NA,NA,"County"
"Anderson",2020-06-07,85,NA,NA,"County"
"Anderson",2020-06-08,85,NA,NA,"County"
"Anderson",2020-06-09,91,NA,NA,"County"
"Anderson",2020-06-10,91,NA,NA,"County"
"Anderson",2020-06-11,95,NA,NA,"County"
"Anderson",2020-06-12,95,NA,NA,"County"
"Anderson",2020-06-13,96.9372879596865,93.4384629952886,100.436112924084,"County"
"Anderson",2020-06-14,98.6118660476961,93.9533667205867,103.270365374806,"County"
"Anderson",2020-06-15,100.286444135706,94.5545201231085,106.018368148303,"County"
"Anderson",2020-06-16,101.961022223715,95.1904126919287,108.731631755502,"County"
"Anderson",2020-06-17,103.635600311725,95.838191498422,111.433009125028,"County"
"Anderson",2020-06-18,105.310178399735,96.4858024002856,114.134554399184,"County"
"Anderson",2020-06-19,106.984756487744,97.1262270462177,116.843285929271,"County"
"Anderson",2020-06-20,108.659334575754,97.7551187077944,119.563550443714,"County"
"Anderson",2020-06-21,110.333912663764,98.3696767416333,122.298148585894,"County"
"Anderson",2020-06-22,112.008490751773,98.9680528047816,125.048928698765,"County"
"Andrews",2020-03-04,0,NA,NA,"County"
"Andrews",2020-03-05,0,NA,NA,"County"
"Andrews",2020-03-06,0,NA,NA,"County"
"Andrews",2020-03-07,NA,NA,NA,"County"
"Andrews",2020-03-08,NA,NA,NA,"County"
"Andrews",2020-03-09,0,NA,NA,"County"
"Andrews",2020-03-10,0,NA,NA,"County"
"Andrews",2020-03-11,0,NA,NA,"County"
"Andrews",2020-03-12,0,NA,NA,"County"
"Andrews",2020-03-13,0,NA,NA,"County"
"Andrews",2020-03-14,NA,NA,NA,"County"
"Andrews",2020-03-15,0,NA,NA,"County"
"Andrews",2020-03-16,0,NA,NA,"County"
"Andrews",2020-03-17,0,NA,NA,"County"
"Andrews",2020-03-18,0,NA,NA,"County"
"Andrews",2020-03-19,0,NA,NA,"County"
"Andrews",2020-03-20,0,NA,NA,"County"
"Andrews",2020-03-21,0,NA,NA,"County"
"Andrews",2020-03-22,0,NA,NA,"County"
"Andrews",2020-03-23,0,NA,NA,"County"
"Andrews",2020-03-24,0,NA,NA,"County"
"Andrews",2020-03-25,0,NA,NA,"County"
"Andrews",2020-03-26,0,NA,NA,"County"
"Andrews",2020-03-27,0,NA,NA,"County"
"Andrews",2020-03-28,0,NA,NA,"County"
"Andrews",2020-03-29,0,NA,NA,"County"
"Andrews",2020-03-30,0,NA,NA,"County"
"Andrews",2020-03-31,0,NA,NA,"County"
"Andrews",2020-04-01,0,NA,NA,"County"
"Andrews",2020-04-02,0,NA,NA,"County"
"Andrews",2020-04-03,0,NA,NA,"County"
"Andrews",2020-04-04,1,NA,NA,"County"
"Andrews",2020-04-05,6,NA,NA,"County"
"Andrews",2020-04-06,6,NA,NA,"County"
"Andrews",2020-04-07,10,NA,NA,"County"
"Andrews",2020-04-08,10,NA,NA,"County"
"Andrews",2020-04-09,10,NA,NA,"County"
"Andrews",2020-04-10,11,NA,NA,"County"
"Andrews",2020-04-11,11,NA,NA,"County"
"Andrews",2020-04-12,11,NA,NA,"County"
"Andrews",2020-04-13,12,NA,NA,"County"
"Andrews",2020-04-14,13,NA,NA,"County"
"Andrews",2020-04-15,13,NA,NA,"County"
"Andrews",2020-04-16,19,NA,NA,"County"
"Andrews",2020-04-17,19,NA,NA,"County"
"Andrews",2020-04-18,19,NA,NA,"County"
"Andrews",2020-04-19,19,NA,NA,"County"
"Andrews",2020-04-20,19,NA,NA,"County"
"Andrews",2020-04-21,19,NA,NA,"County"
"Andrews",2020-04-22,19,NA,NA,"County"
"Andrews",2020-04-23,19,NA,NA,"County"
"Andrews",2020-04-24,19,NA,NA,"County"
"Andrews",2020-04-25,19,NA,NA,"County"
"Andrews",2020-04-26,19,NA,NA,"County"
"Andrews",2020-04-27,19,NA,NA,"County"
"Andrews",2020-04-28,19,NA,NA,"County"
"Andrews",2020-04-29,19,NA,NA,"County"
"Andrews",2020-04-30,19,NA,NA,"County"
"Andrews",2020-05-01,20,NA,NA,"County"
"Andrews",2020-05-02,20,NA,NA,"County"
"Andrews",2020-05-03,21,NA,NA,"County"
"Andrews",2020-05-04,21,NA,NA,"County"
"Andrews",2020-05-05,21,NA,NA,"County"
"Andrews",2020-05-06,21,NA,NA,"County"
"Andrews",2020-05-07,21,NA,NA,"County"
"Andrews",2020-05-08,21,NA,NA,"County"
"Andrews",2020-05-09,21,NA,NA,"County"
"Andrews",2020-05-10,21,NA,NA,"County"
"Andrews",2020-05-11,21,NA,NA,"County"
"Andrews",2020-05-12,22,NA,NA,"County"
"Andrews",2020-05-13,22,NA,NA,"County"
"Andrews",2020-05-14,22,NA,NA,"County"
"Andrews",2020-05-15,22,NA,NA,"County"
"Andrews",2020-05-16,22,NA,NA,"County"
"Andrews",2020-05-17,22,NA,NA,"County"
"Andrews",2020-05-18,22,NA,NA,"County"
"Andrews",2020-05-19,22,NA,NA,"County"
"Andrews",2020-05-20,22,NA,NA,"County"
"Andrews",2020-05-21,22,NA,NA,"County"
"Andrews",2020-05-22,23,NA,NA,"County"
"Andrews",2020-05-23,23,NA,NA,"County"
"Andrews",2020-05-24,24,NA,NA,"County"
"Andrews",2020-05-25,27,NA,NA,"County"
"Andrews",2020-05-26,27,NA,NA,"County"
"Andrews",2020-05-27,27,NA,NA,"County"
"Andrews",2020-05-28,27,NA,NA,"County"
"Andrews",2020-05-29,27,NA,NA,"County"
"Andrews",2020-05-30,27,NA,NA,"County"
"Andrews",2020-05-31,27,NA,NA,"County"
"Andrews",2020-06-01,27,NA,NA,"County"
"Andrews",2020-06-02,27,NA,NA,"County"
"Andrews",2020-06-03,27,NA,NA,"County"
"Andrews",2020-06-04,27,NA,NA,"County"
"Andrews",2020-06-05,27,NA,NA,"County"
"Andrews",2020-06-06,27,NA,NA,"County"
"Andrews",2020-06-07,27,NA,NA,"County"
"Andrews",2020-06-08,27,NA,NA,"County"
"Andrews",2020-06-09,27,NA,NA,"County"
"Andrews",2020-06-10,27,NA,NA,"County"
"Andrews",2020-06-11,27,NA,NA,"County"
"Andrews",2020-06-12,27,NA,NA,"County"
"Andrews",2020-06-13,27.2699999994069,25.3965718987407,29.1434281000732,"County"
"Andrews",2020-06-14,27.5399999988139,24.8905725707208,30.1894274269069,"County"
"Andrews",2020-06-15,27.8099999982208,24.5651273435396,31.054872652902,"County"
"Andrews",2020-06-16,28.0799999976277,24.3331437962952,31.8268561989602,"County"
"Andrews",2020-06-17,28.3499999970346,24.1608874129866,32.5391125810827,"County"
"Andrews",2020-06-18,28.6199999964416,24.0310570800179,33.2089429128653,"County"
"Andrews",2020-06-19,28.8899999958485,23.9333751423256,33.8466248493714,"County"
"Andrews",2020-06-20,29.1599999952554,23.8611451390693,34.4588548514415,"County"
"Andrews",2020-06-21,29.4299999946624,23.8097156926637,35.0502842966611,"County"
"Andrews",2020-06-22,29.6999999940693,23.7757001634008,35.6242998247378,"County"
"Angelina",2020-03-04,0,NA,NA,"County"
"Angelina",2020-03-05,0,NA,NA,"County"
"Angelina",2020-03-06,0,NA,NA,"County"
"Angelina",2020-03-07,NA,NA,NA,"County"
"Angelina",2020-03-08,NA,NA,NA,"County"
"Angelina",2020-03-09,0,NA,NA,"County"
"Angelina",2020-03-10,0,NA,NA,"County"
"Angelina",2020-03-11,0,NA,NA,"County"
"Angelina",2020-03-12,0,NA,NA,"County"
"Angelina",2020-03-13,0,NA,NA,"County"
"Angelina",2020-03-14,NA,NA,NA,"County"
"Angelina",2020-03-15,0,NA,NA,"County"
"Angelina",2020-03-16,0,NA,NA,"County"
"Angelina",2020-03-17,0,NA,NA,"County"
"Angelina",2020-03-18,0,NA,NA,"County"
"Angelina",2020-03-19,0,NA,NA,"County"
"Angelina",2020-03-20,0,NA,NA,"County"
"Angelina",2020-03-21,0,NA,NA,"County"
"Angelina",2020-03-22,0,NA,NA,"County"
"Angelina",2020-03-23,0,NA,NA,"County"
"Angelina",2020-03-24,0,NA,NA,"County"
"Angelina",2020-03-25,0,NA,NA,"County"
"Angelina",2020-03-26,1,NA,NA,"County"
"Angelina",2020-03-27,1,NA,NA,"County"
"Angelina",2020-03-28,1,NA,NA,"County"
"Angelina",2020-03-29,3,NA,NA,"County"
"Angelina",2020-03-30,3,NA,NA,"County"
"Angelina",2020-03-31,4,NA,NA,"County"
"Angelina",2020-04-01,5,NA,NA,"County"
"Angelina",2020-04-02,5,NA,NA,"County"
"Angelina",2020-04-03,8,NA,NA,"County"
"Angelina",2020-04-04,10,NA,NA,"County"
"Angelina",2020-04-05,10,NA,NA,"County"
"Angelina",2020-04-06,14,NA,NA,"County"
"Angelina",2020-04-07,14,NA,NA,"County"
"Angelina",2020-04-08,14,NA,NA,"County"
"Angelina",2020-04-09,15,NA,NA,"County"
"Angelina",2020-04-10,16,NA,NA,"County"
"Angelina",2020-04-11,16,NA,NA,"County"
"Angelina",2020-04-12,16,NA,NA,"County"
"Angelina",2020-04-13,16,NA,NA,"County"
"Angelina",2020-04-14,17,NA,NA,"County"
"Angelina",2020-04-15,17,NA,NA,"County"
"Angelina",2020-04-16,20,NA,NA,"County"
"Angelina",2020-04-17,23,NA,NA,"County"
"Angelina",2020-04-18,23,NA,NA,"County"
"Angelina",2020-04-19,23,NA,NA,"County"
"Angelina",2020-04-20,23,NA,NA,"County"
"Angelina",2020-04-21,27,NA,NA,"County"
"Angelina",2020-04-22,30,NA,NA,"County"
"Angelina",2020-04-23,31,NA,NA,"County"
"Angelina",2020-04-24,33,NA,NA,"County"
"Angelina",2020-04-25,36,NA,NA,"County"
"Angelina",2020-04-26,36,NA,NA,"County"
"Angelina",2020-04-27,36,NA,NA,"County"
"Angelina",2020-04-28,46,NA,NA,"County"
"Angelina",2020-04-29,49,NA,NA,"County"
"Angelina",2020-04-30,53,NA,NA,"County"
"Angelina",2020-05-01,54,NA,NA,"County"
"Angelina",2020-05-02,55,NA,NA,"County"
"Angelina",2020-05-03,55,NA,NA,"County"
"Angelina",2020-05-04,55,NA,NA,"County"
"Angelina",2020-05-05,79,NA,NA,"County"
"Angelina",2020-05-06,86,NA,NA,"County"
"Angelina",2020-05-07,93,NA,NA,"County"
"Angelina",2020-05-08,100,NA,NA,"County"
"Angelina",2020-05-09,100,NA,NA,"County"
"Angelina",2020-05-10,100,NA,NA,"County"
"Angelina",2020-05-11,100,NA,NA,"County"
"Angelina",2020-05-12,117,NA,NA,"County"
"Angelina",2020-05-13,117,NA,NA,"County"
"Angelina",2020-05-14,119,NA,NA,"County"
"Angelina",2020-05-15,131,NA,NA,"County"
"Angelina",2020-05-16,139,NA,NA,"County"
"Angelina",2020-05-17,139,NA,NA,"County"
"Angelina",2020-05-18,139,NA,NA,"County"
"Angelina",2020-05-19,154,NA,NA,"County"
"Angelina",2020-05-20,154,NA,NA,"County"
"Angelina",2020-05-21,168,NA,NA,"County"
"Angelina",2020-05-22,172,NA,NA,"County"
"Angelina",2020-05-23,175,NA,NA,"County"
"Angelina",2020-05-24,175,NA,NA,"County"
"Angelina",2020-05-25,175,NA,NA,"County"
"Angelina",2020-05-26,175,NA,NA,"County"
"Angelina",2020-05-27,193,NA,NA,"County"
"Angelina",2020-05-28,201,NA,NA,"County"
"Angelina",2020-05-29,203,NA,NA,"County"
"Angelina",2020-05-30,205,NA,NA,"County"
"Angelina",2020-05-31,205,NA,NA,"County"
"Angelina",2020-06-01,205,NA,NA,"County"
"Angelina",2020-06-02,215,NA,NA,"County"
"Angelina",2020-06-03,232,NA,NA,"County"
"Angelina",2020-06-04,232,NA,NA,"County"
"Angelina",2020-06-05,232,NA,NA,"County"
"Angelina",2020-06-06,237,NA,NA,"County"
"Angelina",2020-06-07,237,NA,NA,"County"
"Angelina",2020-06-08,237,NA,NA,"County"
"Angelina",2020-06-09,237,NA,NA,"County"
"Angelina",2020-06-10,281,NA,NA,"County"
"Angelina",2020-06-11,281,NA,NA,"County"
"Angelina",2020-06-12,309,NA,NA,"County"
"Angelina",2020-06-13,313.971039973235,301.219524357487,326.722555588983,"County"
"Angelina",2020-06-14,323.282805596565,306.007742886768,340.557868306361,"County"
"Angelina",2020-06-15,331.776388412356,310.05503828911,353.497738535602,"County"
"Angelina",2020-06-16,340.424190398054,314.479165099346,366.369215696761,"County"
"Angelina",2020-06-17,349.042923632676,318.921081780743,379.164765484609,"County"
"Angelina",2020-06-18,357.66713603237,323.370366490142,391.963905574598,"County"
"Angelina",2020-06-19,366.290315664959,327.787154220467,404.793477109451,"County"
"Angelina",2020-06-20,374.913689963684,332.153936549926,417.673443377442,"County"
"Angelina",2020-06-21,383.537027569815,336.458384529594,430.615670610036,"County"
"Angelina",2020-06-22,392.160372092128,340.692753155245,443.62799102901,"County"
"Aransas",2020-03-04,0,NA,NA,"County"
"Aransas",2020-03-05,0,NA,NA,"County"
"Aransas",2020-03-06,0,NA,NA,"County"
"Aransas",2020-03-07,NA,NA,NA,"County"
"Aransas",2020-03-08,NA,NA,NA,"County"
"Aransas",2020-03-09,0,NA,NA,"County"
"Aransas",2020-03-10,0,NA,NA,"County"
"Aransas",2020-03-11,0,NA,NA,"County"
"Aransas",2020-03-12,0,NA,NA,"County"
"Aransas",2020-03-13,0,NA,NA,"County"
"Aransas",2020-03-14,NA,NA,NA,"County"
"Aransas",2020-03-15,0,NA,NA,"County"
"Aransas",2020-03-16,0,NA,NA,"County"
"Aransas",2020-03-17,0,NA,NA,"County"
"Aransas",2020-03-18,0,NA,NA,"County"
"Aransas",2020-03-19,0,NA,NA,"County"
"Aransas",2020-03-20,0,NA,NA,"County"
"Aransas",2020-03-21,0,NA,NA,"County"
"Aransas",2020-03-22,0,NA,NA,"County"
"Aransas",2020-03-23,0,NA,NA,"County"
"Aransas",2020-03-24,0,NA,NA,"County"
"Aransas",2020-03-25,0,NA,NA,"County"
"Aransas",2020-03-26,0,NA,NA,"County"
"Aransas",2020-03-27,0,NA,NA,"County"
"Aransas",2020-03-28,0,NA,NA,"County"
"Aransas",2020-03-29,0,NA,NA,"County"
"Aransas",2020-03-30,0,NA,NA,"County"
"Aransas",2020-03-31,0,NA,NA,"County"
"Aransas",2020-04-01,0,NA,NA,"County"
"Aransas",2020-04-02,0,NA,NA,"County"
"Aransas",2020-04-03,0,NA,NA,"County"
"Aransas",2020-04-04,0,NA,NA,"County"
"Aransas",2020-04-05,1,NA,NA,"County"
"Aransas",2020-04-06,1,NA,NA,"County"
"Aransas",2020-04-07,1,NA,NA,"County"
"Aransas",2020-04-08,2,NA,NA,"County"
"Aransas",2020-04-09,2,NA,NA,"County"
"Aransas",2020-04-10,2,NA,NA,"County"
"Aransas",2020-04-11,2,NA,NA,"County"
"Aransas",2020-04-12,2,NA,NA,"County"
"Aransas",2020-04-13,2,NA,NA,"County"
"Aransas",2020-04-14,2,NA,NA,"County"
"Aransas",2020-04-15,2,NA,NA,"County"
"Aransas",2020-04-16,2,NA,NA,"County"
"Aransas",2020-04-17,2,NA,NA,"County"
"Aransas",2020-04-18,2,NA,NA,"County"
"Aransas",2020-04-19,2,NA,NA,"County"
"Aransas",2020-04-20,2,NA,NA,"County"
"Aransas",2020-04-21,2,NA,NA,"County"
"Aransas",2020-04-22,2,NA,NA,"County"
"Aransas",2020-04-23,2,NA,NA,"County"
"Aransas",2020-04-24,2,NA,NA,"County"
"Aransas",2020-04-25,2,NA,NA,"County"
"Aransas",2020-04-26,2,NA,NA,"County"
"Aransas",2020-04-27,2,NA,NA,"County"
"Aransas",2020-04-28,2,NA,NA,"County"
"Aransas",2020-04-29,2,NA,NA,"County"
"Aransas",2020-04-30,2,NA,NA,"County"
"Aransas",2020-05-01,2,NA,NA,"County"
"Aransas",2020-05-02,2,NA,NA,"County"
"Aransas",2020-05-03,2,NA,NA,"County"
"Aransas",2020-05-04,2,NA,NA,"County"
"Aransas",2020-05-05,2,NA,NA,"County"
"Aransas",2020-05-06,2,NA,NA,"County"
"Aransas",2020-05-07,2,NA,NA,"County"
"Aransas",2020-05-08,2,NA,NA,"County"
"Aransas",2020-05-09,2,NA,NA,"County"
"Aransas",2020-05-10,2,NA,NA,"County"
"Aransas",2020-05-11,2,NA,NA,"County"
"Aransas",2020-05-12,2,NA,NA,"County"
"Aransas",2020-05-13,2,NA,NA,"County"
"Aransas",2020-05-14,3,NA,NA,"County"
"Aransas",2020-05-15,3,NA,NA,"County"
"Aransas",2020-05-16,3,NA,NA,"County"
"Aransas",2020-05-17,3,NA,NA,"County"
"Aransas",2020-05-18,3,NA,NA,"County"
"Aransas",2020-05-19,3,NA,NA,"County"
"Aransas",2020-05-20,4,NA,NA,"County"
"Aransas",2020-05-21,5,NA,NA,"County"
"Aransas",2020-05-22,5,NA,NA,"County"
"Aransas",2020-05-23,5,NA,NA,"County"
"Aransas",2020-05-24,5,NA,NA,"County"
"Aransas",2020-05-25,5,NA,NA,"County"
"Aransas",2020-05-26,5,NA,NA,"County"
"Aransas",2020-05-27,5,NA,NA,"County"
"Aransas",2020-05-28,5,NA,NA,"County"
"Aransas",2020-05-29,5,NA,NA,"County"
"Aransas",2020-05-30,5,NA,NA,"County"
"Aransas",2020-05-31,5,NA,NA,"County"
"Aransas",2020-06-01,5,NA,NA,"County"
"Aransas",2020-06-02,5,NA,NA,"County"
"Aransas",2020-06-03,5,NA,NA,"County"
"Aransas",2020-06-04,5,NA,NA,"County"
"Aransas",2020-06-05,5,NA,NA,"County"
"Aransas",2020-06-06,5,NA,NA,"County"
"Aransas",2020-06-07,5,NA,NA,"County"
"Aransas",2020-06-08,5,NA,NA,"County"
"Aransas",2020-06-09,5,NA,NA,"County"
"Aransas",2020-06-10,5,NA,NA,"County"
"Aransas",2020-06-11,5,NA,NA,"County"
"Aransas",2020-06-12,6,NA,NA,"County"
"Aransas",2020-06-13,6.2412882900196,5.77360606274272,6.70897051729649,"County"
"Aransas",2020-06-14,6.19153759332906,5.46581450499281,6.91726068166531,"County"
"Aransas",2020-06-15,6.32078006546031,5.43876703213556,7.20279309878507,"County"
"Aransas",2020-06-16,6.33993916062883,5.3087292913758,7.37114902988185,"County"
"Aransas",2020-06-17,6.42680111822102,5.27460089566851,7.57900134077352,"County"
"Aransas",2020-06-18,6.47202484026098,5.20524784304578,7.73880183747618,"County"
"Aransas",2020-06-19,6.54285667690403,5.17396717990523,7.91174617390283,"County"
"Aransas",2020-06-20,6.59793915421839,5.13236283722821,8.06351547120856,"County"
"Aransas",2020-06-21,6.6627077143666,5.10741427960269,8.21800114913051,"County"
"Aransas",2020-06-22,6.721519194058,5.08084129318545,8.36219709493054,"County"
"Archer",2020-03-04,0,NA,NA,"County"
"Archer",2020-03-05,0,NA,NA,"County"
"Archer",2020-03-06,0,NA,NA,"County"
"Archer",2020-03-07,NA,NA,NA,"County"
"Archer",2020-03-08,NA,NA,NA,"County"
"Archer",2020-03-09,0,NA,NA,"County"
"Archer",2020-03-10,0,NA,NA,"County"
"Archer",2020-03-11,0,NA,NA,"County"
"Archer",2020-03-12,0,NA,NA,"County"
"Archer",2020-03-13,0,NA,NA,"County"
"Archer",2020-03-14,NA,NA,NA,"County"
"Archer",2020-03-15,0,NA,NA,"County"
"Archer",2020-03-16,0,NA,NA,"County"
"Archer",2020-03-17,0,NA,NA,"County"
"Archer",2020-03-18,0,NA,NA,"County"
"Archer",2020-03-19,0,NA,NA,"County"
"Archer",2020-03-20,0,NA,NA,"County"
"Archer",2020-03-21,0,NA,NA,"County"
"Archer",2020-03-22,0,NA,NA,"County"
"Archer",2020-03-23,0,NA,NA,"County"
"Archer",2020-03-24,0,NA,NA,"County"
"Archer",2020-03-25,0,NA,NA,"County"
"Archer",2020-03-26,0,NA,NA,"County"
"Archer",2020-03-27,0,NA,NA,"County"
"Archer",2020-03-28,0,NA,NA,"County"
"Archer",2020-03-29,0,NA,NA,"County"
"Archer",2020-03-30,0,NA,NA,"County"
"Archer",2020-03-31,0,NA,NA,"County"
"Archer",2020-04-01,0,NA,NA,"County"
"Archer",2020-04-02,0,NA,NA,"County"
"Archer",2020-04-03,0,NA,NA,"County"
"Archer",2020-04-04,0,NA,NA,"County"
"Archer",2020-04-05,0,NA,NA,"County"
"Archer",2020-04-06,0,NA,NA,"County"
"Archer",2020-04-07,0,NA,NA,"County"
"Archer",2020-04-08,0,NA,NA,"County"
"Archer",2020-04-09,0,NA,NA,"County"
"Archer",2020-04-10,0,NA,NA,"County"
"Archer",2020-04-11,0,NA,NA,"County"
"Archer",2020-04-12,0,NA,NA,"County"
"Archer",2020-04-13,0,NA,NA,"County"
"Archer",2020-04-14,0,NA,NA,"County"
"Archer",2020-04-15,0,NA,NA,"County"
"Archer",2020-04-16,0,NA,NA,"County"
"Archer",2020-04-17,0,NA,NA,"County"
"Archer",2020-04-18,0,NA,NA,"County"
"Archer",2020-04-19,0,NA,NA,"County"
"Archer",2020-04-20,0,NA,NA,"County"
"Archer",2020-04-21,0,NA,NA,"County"
"Archer",2020-04-22,0,NA,NA,"County"
"Archer",2020-04-23,0,NA,NA,"County"
"Archer",2020-04-24,0,NA,NA,"County"
"Archer",2020-04-25,0,NA,NA,"County"
"Archer",2020-04-26,0,NA,NA,"County"
"Archer",2020-04-27,0,NA,NA,"County"
"Archer",2020-04-28,0,NA,NA,"County"
"Archer",2020-04-29,0,NA,NA,"County"
"Archer",2020-04-30,0,NA,NA,"County"
"Archer",2020-05-01,0,NA,NA,"County"
"Archer",2020-05-02,0,NA,NA,"County"
"Archer",2020-05-03,0,NA,NA,"County"
"Archer",2020-05-04,0,NA,NA,"County"
"Archer",2020-05-05,0,NA,NA,"County"
"Archer",2020-05-06,0,NA,NA,"County"
"Archer",2020-05-07,0,NA,NA,"County"
"Archer",2020-05-08,0,NA,NA,"County"
"Archer",2020-05-09,0,NA,NA,"County"
"Archer",2020-05-10,0,NA,NA,"County"
"Archer",2020-05-11,0,NA,NA,"County"
"Archer",2020-05-12,0,NA,NA,"County"
"Archer",2020-05-13,0,NA,NA,"County"
"Archer",2020-05-14,0,NA,NA,"County"
"Archer",2020-05-15,1,NA,NA,"County"
"Archer",2020-05-16,1,NA,NA,"County"
"Archer",2020-05-17,1,NA,NA,"County"
"Archer",2020-05-18,1,NA,NA,"County"
"Archer",2020-05-19,1,NA,NA,"County"
"Archer",2020-05-20,1,NA,NA,"County"
"Archer",2020-05-21,1,NA,NA,"County"
"Archer",2020-05-22,1,NA,NA,"County"
"Archer",2020-05-23,1,NA,NA,"County"
"Archer",2020-05-24,1,NA,NA,"County"
"Archer",2020-05-25,1,NA,NA,"County"
"Archer",2020-05-26,1,NA,NA,"County"
"Archer",2020-05-27,1,NA,NA,"County"
"Archer",2020-05-28,1,NA,NA,"County"
"Archer",2020-05-29,1,NA,NA,"County"
"Archer",2020-05-30,1,NA,NA,"County"
"Archer",2020-05-31,1,NA,NA,"County"
"Archer",2020-06-01,1,NA,NA,"County"
"Archer",2020-06-02,1,NA,NA,"County"
"Archer",2020-06-03,1,NA,NA,"County"
