Date,zipcode,population_served,positivity_rate,viral_load_log10,viral_load_pct_vs_baseline
2020-07-06,77002,15613,0.172078588488913,12.6686168935902,100
2020-07-13,77002,15613,0.153918893042388,12.5833204099497,82
2020-07-20,77002,15613,0.136139242663685,12.5027487576817,68
2020-07-27,77002,15613,0.119119682420623,12.4318998648831,58
2020-08-03,77002,15613,0.103240257381026,12.3756351112883,51
2020-08-10,77002,15613,0.0888810126127129,12.3388158766323,47
2020-08-17,77002,15613,0.0764219931835059,12.3259902252644,45
2020-08-24,77002,15613,0.0661866105664942,12.3352167446366,46
2020-08-31,77002,15613,0.0582428310284377,12.3584387796337,49
2020-09-07,77002,15613,0.0525866325890892,12.3873612953352,52
2020-09-14,77002,15613,0.0492139891714427,12.4136892568205,56
2020-09-21,77002,15613,0.048120874698492,12.4291276291687,58
2020-09-28,77002,15613,0.0493032630932311,12.4278056734921,57
2020-10-05,77002,15613,0.0526583792377577,12.4168121749311,56
2020-10-12,77002,15613,0.0575808643363148,12.4075494882798,55
2020-10-19,77002,15613,0.0633058693816999,12.4114229224735,55
2020-10-26,77002,15613,0.0690684804376133,12.4398377864476,59
2020-11-02,77002,15613,0.0741037835677556,12.504185318957,68
2020-11-09,77002,15613,0.0776468648358269,12.6088873172144,87
2020-11-16,77002,15613,0.0790861121134683,12.7401181094714,118
2020-11-23,77002,15613,0.0786914706541781,12.8811007877284,163
2020-11-30,77002,15613,0.077047379014672,13.0150584439857,222
2020-12-07,77002,15613,0.0747386644771364,13.1252141702439,286
2020-12-14,77002,15613,0.0723501543237578,13.1959842647082,337
2020-12-21,77002,15613,0.0704666758367226,13.2257046761027,361
2020-12-28,77002,15613,0.0695645752479657,13.2217108285702,357
2021-01-04,77002,15613,0.0694139532995422,13.1914887800661,333
2021-01-11,77002,15613,0.0695022227747855,13.1425245885456,298
2021-01-18,77002,15613,0.0693160467769496,13.0823044229801,259
2021-01-25,77002,15613,0.0683420884092882,13.0174260397165,223
2021-02-01,77002,15613,0.0660670107750553,12.9512789896166,192
2021-02-08,77002,15613,0.0620770920566545,12.8865343324611,165
2021-02-15,77002,15613,0.0566948281308307,12.825863128031,144
2021-02-22,77002,15613,0.0505726898240126,12.7719364361074,127
2021-03-01,77002,15613,0.0443647044482407,12.7274214204113,114
2021-03-08,77002,15613,0.0387248993155555,12.693325266921,106
2021-03-15,77002,15613,0.0343073017379973,12.6663944794577,99
2021-03-22,77002,15613,0.0316649312984393,12.6426999450873,94
2021-03-29,77002,15613,0.0305003928919038,12.6183125508756,89
2021-04-05,77002,15613,0.0300903035752989,12.5893031838885,83
2021-04-12,77002,15613,0.0297080995235525,12.5521607607374,76
2021-04-19,77002,15613,0.0286272169115924,12.5082018978993,69
2021-04-26,77002,15613,0.0261210919143466,12.4618438335031,62
2021-05-03,77002,15613,0.0215818866430829,12.4175549188623,56
2021-05-10,77002,15613,0.0155454367991968,12.3798035052903,51
2021-05-17,77002,15613,0.0091867275177804,12.353057959147,48
2021-05-24,77002,15613,0.0036877266150244,12.3417268735369,47
2021-05-31,77002,15613,0.0002304019071191,12.3499837533262,48
2021-06-07,77002,15613,-3.2787897449281e-06,12.381945346604,52
2021-06-14,77002,15613,0.0040459689254454,12.4417284014595,59
2021-06-21,77002,15613,0.0120780982123876,12.5334496659818,73
2021-06-28,77002,15613,0.0229468138576992,12.6605489143716,98
2021-07-05,77002,15613,0.0354930354030207,12.8150948750463,140
2021-07-12,77002,15613,0.0485576823899927,12.9797209528521,205
2021-07-19,77002,15613,0.060981674360256,13.1367749542762,294
2021-07-26,77002,15613,0.071648118286944,13.2686046858056,398
