"Date","County","Doses_Allocated_1","Doses_Allocated_2","Doses_Administered","At_Least_One_Vaccinated","Fully_Vaccinated","Population_Over_16","Population_Over_65","Population_Phase_1A_Healthcare","Population_Phase1A_Care_Residents","Population_Phase_1B_Medical_Condition"
2021-01-03,"Burleson",NA,NA,167,NA,NA,"14869","3867","143","218","5600"
2021-01-03,"Camp",NA,NA,90,NA,NA,"10031","2494","207","152","3927"
2021-01-03,"Carson",NA,NA,111,NA,NA,"4718","1250","60","0","1547"
2021-01-03,"Cass",NA,NA,167,NA,NA,"24182","6856","1216","550","9010"
2021-01-03,"Castro",NA,NA,55,NA,NA,"5607","1236","121","174","2168"
2021-01-03,"Cochran",NA,NA,19,NA,NA,"2188","468","57","0","956"
2021-01-03,"Coke",NA,NA,12,NA,NA,"2756","947","47","130","899"
2021-01-03,"Collingsworth",NA,NA,79,NA,NA,"2263","555","80","92","847"
2021-01-03,"Comanche",NA,NA,392,NA,NA,"10944","3330","330","292","3738"
2021-01-03,"Concho",NA,NA,15,NA,NA,"2288","689","76","66","815"
2021-01-03,"Cottle",NA,NA,14,NA,NA,"1123","339","5","0","446"
2021-01-03,"Crane",NA,NA,90,NA,NA,"3554","594","71","110","1353"
2021-01-03,"Crockett",NA,NA,3,NA,NA,"2694","612","31","56","1031"
2021-01-03,"Crosby",NA,NA,115,NA,NA,"4421","1085","98","115","1771"
2021-01-03,"Culberson",NA,NA,31,NA,NA,"1746","480","67","0","722"
2021-01-03,"Dallam",NA,NA,11,NA,NA,"5217","857","40","0","2067"
2021-01-03,"Delta",NA,NA,51,NA,NA,"4222","1118","379","100","1580"
2021-01-03,"DeWitt",NA,NA,239,NA,NA,"16110","4035","319","438","6110"
2021-01-03,"Dickens",NA,NA,7,NA,NA,"1858","525","21","0","689"
2021-01-03,"Duval",NA,NA,90,NA,NA,"8600","2031","69","150","3541"
2021-01-03,"Eastland",NA,NA,143,NA,NA,"14970","4054","860","389","5393"
2021-01-03,"Edwards",NA,NA,6,NA,NA,"1555","561","24","0","528"
2021-01-03,"Falls",NA,NA,90,NA,NA,"14049","3226","328","187","5671"
2021-01-03,"Fayette",NA,NA,457,NA,NA,"20879","6679","998","647","6844"
2021-01-03,"Fisher",NA,NA,9,NA,NA,"3088","961","101","28","1061"
2021-01-03,"Foard",NA,NA,9,NA,NA,"962","315","7","80","332"
2021-01-03,"Gaines",NA,NA,212,NA,NA,"14548","1907","323","95","6156"
2021-01-03,"Garza",NA,NA,16,NA,NA,"5325","719","33","75","2197"
2021-01-03,"Gillespie",NA,NA,570,NA,NA,"22307","8110","1175","706","6815"
2021-01-03,"Glasscock",NA,NA,1,NA,NA,"1099","210","23","0","426"
2021-01-03,"Goliad",NA,NA,74,NA,NA,"6281","1832","39","135","2282"
2021-01-03,"Gonzales",NA,NA,147,NA,NA,"15937","3572","550","256","6356"
2021-01-03,"Gray",NA,NA,139,NA,NA,"16924","3531","689","315","6978"
2021-01-03,"Hall",NA,NA,40,NA,NA,"2406","711","27","72","978"
2021-01-03,"Hamilton",NA,NA,262,NA,NA,"6832","2146","481","296","2427"
2021-01-03,"Hansford",NA,NA,130,NA,NA,"3987","812","139","84","1616"
2021-01-03,"Howard",NA,NA,330,NA,NA,"29544","4813","1456","454","12143"
2021-01-03,"Hudspeth",NA,NA,36,NA,NA,"3979","775","33","0","1778"
2021-01-03,"Irion",NA,NA,11,NA,NA,"1234","328","15","0","429"
2021-01-03,"Jackson",NA,NA,231,NA,NA,"11425","2720","380","237","4205"
2021-01-03,"Jeff Davis",NA,NA,11,NA,NA,"2180","812","28","0","685"
2021-01-03,"Jim Hogg",NA,NA,55,NA,NA,"3791","890","14","60","1572"
2021-01-03,"Kendall",NA,NA,534,NA,NA,"37890","9152","1091","801","12702"
2021-01-03,"Kenedy",NA,NA,4,NA,NA,"321","68","1","0","139"
2021-01-03,"Kent",NA,NA,3,NA,NA,"615","201","13","60","198"
2021-01-03,"Kimble",NA,NA,58,NA,NA,"3651","1288","90","0","1243"
2021-01-03,"King",NA,NA,1,NA,NA,"205","51","7","0","69"
2021-01-03,"Kinney",NA,NA,2,NA,NA,"3050","910","11","0","1171"
2021-01-03,"Lamb",NA,NA,129,NA,NA,"9740","2240","454","226","3968"
2021-01-03,"Lee",NA,NA,213,NA,NA,"13993","3219","334","226","5333"
2021-01-03,"Lipscomb",NA,NA,70,NA,NA,"2520","617","24","61","919"
2021-01-03,"Madison",NA,NA,104,NA,NA,"11595","2264","299","258","4451"
2021-01-03,"Marion",NA,NA,56,NA,NA,"8277","2697","351","158","3058"
2021-01-03,"Martin",NA,NA,45,NA,NA,"4136","659","165","0","1624"
2021-01-03,"Mason",NA,NA,106,NA,NA,"3521","1250","104","0","1147"
2021-01-03,"McCulloch",NA,NA,16,NA,NA,"6435","1792","212","122","2275"
2021-01-03,"McLennan",NA,NA,2071,NA,NA,"200781","37728","11153","3621","71906"
2021-01-03,"McMullen",NA,NA,1,NA,NA,"616","189","10","0","202"
2021-01-03,"Menard",NA,NA,49,NA,NA,"1790","699","9","40","550"
2021-01-03,"Mills",NA,NA,99,NA,NA,"4006","1416","149","152","1305"
2021-01-03,"Mitchell",NA,NA,156,NA,NA,"6958","1259","265","96","2753"
2021-01-03,"Motley",NA,NA,10,NA,NA,"994","368","22","50","319"
2021-01-03,"Navarro",NA,NA,434,NA,NA,"38360","8651","1720","869","15775"
2021-01-03,"Oldham",NA,NA,48,NA,NA,"1728","316","18","0","654"
2021-01-03,"Pecos",NA,NA,301,NA,NA,"12317","2141","400","120","5047"
2021-01-03,"Rains",NA,NA,105,NA,NA,"10277","3123","163","68","3649"
2021-01-03,"Reagan",NA,NA,1,NA,NA,"2841","427","52","42","1173"
2021-01-03,"Real",NA,NA,15,NA,NA,"2943","1053","25","86","1051"
2021-01-03,"Red River",NA,NA,119,NA,NA,"9965","3044","420","252","3717"
2021-01-03,"Refugio",NA,NA,289,NA,NA,"5583","1617","228","154","2031"
2021-01-03,"Roberts",NA,NA,13,NA,NA,"672","193","16","0","227"
2021-01-03,"Sabine",NA,NA,52,NA,NA,"8871","3267","572","186","3077"
2021-01-03,"San Saba",NA,NA,11,NA,NA,"5000","1465","33","72","1828"
2021-01-03,"Schleicher",NA,NA,22,NA,NA,"2218","559","65","34","793"
2021-01-03,"Shackelford",NA,NA,9,NA,NA,"2612","691","52","0","937"
2021-01-03,"Sherman",NA,NA,13,NA,NA,"2294","462","24","42","868"
2021-01-03,"Somervell",NA,NA,103,NA,NA,"7386","1770","457","220","2741"
2021-01-03,"Sterling",NA,NA,5,NA,NA,"975","186","10","44","375"
2021-01-03,"Stonewall",NA,NA,18,NA,NA,"1095","361","63","53","369"
2021-01-03,"Sutton",NA,NA,9,NA,NA,"2992","723","91","0","1051"
2021-01-03,"Swisher",NA,NA,129,NA,NA,"5764","1305","114","61","2381"
2021-01-03,"Terrell",NA,NA,8,NA,NA,"639","255","10","0","207"
2021-01-03,"Throckmorton",NA,NA,14,NA,NA,"1247","445","64","0","399"
2021-01-03,"Trinity",NA,NA,87,NA,NA,"12104","3956","347","241","4400"
2021-01-03,"Upton",NA,NA,116,NA,NA,"2730","537","170","30","1105"
2021-01-03,"Waller",NA,NA,255,NA,NA,"43350","6546","1182","466","16819"
2021-01-03,"Wheeler",NA,NA,51,NA,NA,"3915","1002","200","114","1459"
2021-01-03,"Yoakum",NA,NA,163,NA,NA,"6135","1033","225","60","2367"
2021-01-03,"Zapata",NA,NA,151,NA,NA,"9981","1866","195","202","4642"
2021-01-03,"Zavala",NA,NA,54,NA,NA,"8840","1723","25","60","4035"
2021-01-10,"Anderson",NA,NA,694,NA,NA,"48045","8658","2051","833","20206"
2021-01-10,"Andrews",NA,NA,39,NA,NA,"13503","1833","309","106","5450"
2021-01-10,"Aransas",NA,NA,369,NA,NA,"19803","6791","370","252","6701"
2021-01-10,"Archer",NA,NA,299,NA,NA,"6921","1677","80","13","2381"
2021-01-10,"Armstrong",NA,NA,115,NA,NA,"1499","470","32","86","466"
2021-01-10,"Bailey",NA,NA,28,NA,NA,"5089","1036","114","74","1982"
2021-01-10,"Bandera",NA,NA,280,NA,NA,"19763","6439","352","180","6555"
2021-01-10,"Baylor",NA,NA,149,NA,NA,"2793","844","137","97","908"
2021-01-10,"Bee",NA,NA,541,NA,NA,"26496","4091","981","684","11359"
2021-01-10,"Blanco",NA,NA,120,NA,NA,"10092","3004","90","102","3388"
2021-01-10,"Borden",NA,NA,11,NA,NA,"543","174","9","0","163"
2021-01-10,"Bosque",NA,NA,761,NA,NA,"15224","4741","624","407","5126"
2021-01-10,"Brazoria",NA,NA,7664,NA,NA,"287683","45752","9762","2648","105966"
2021-01-10,"Briscoe",NA,NA,84,NA,NA,"1272","404","19","0","452"
2021-01-10,"Brooks",NA,NA,43,NA,NA,"5317","1308","323","246","2253"
2021-01-10,"Burleson",NA,NA,263,NA,NA,"14869","3867","143","218","5600"
2021-01-10,"Callahan",NA,NA,178,NA,NA,"11263","2958","146","122","4094"
2021-01-10,"Carson",NA,NA,203,NA,NA,"4718","1250","60","0","1547"
2021-01-10,"Chambers",NA,NA,716,NA,NA,"33062","5259","958","244","12484"
2021-01-10,"Childress",NA,NA,267,NA,NA,"6094","1165","251","136","2395"
2021-01-10,"Clay",NA,NA,331,NA,NA,"8666","2484","136","60","3011"
2021-01-10,"Coke",NA,NA,90,NA,NA,"2756","947","47","130","899"
2021-01-10,"Coleman",NA,NA,123,NA,NA,"6721","2119","342","162","2379"
2021-01-10,"Comanche",NA,NA,108,NA,NA,"10944","3330","330","292","3738"
2021-01-10,"Concho",NA,NA,31,NA,NA,"2288","689","76","66","815"
2021-01-10,"Coryell",NA,NA,492,NA,NA,"60428","8040","1178","610","22789"
2021-01-10,"Cottle",NA,NA,29,NA,NA,"1123","339","5","0","446"
2021-01-10,"Crane",NA,NA,25,NA,NA,"3554","594","71","110","1353"
2021-01-10,"Crockett",NA,NA,98,NA,NA,"2694","612","31","56","1031"
2021-01-10,"Crosby",NA,NA,72,NA,NA,"4421","1085","98","115","1771"
2021-01-10,"Culberson",NA,NA,27,NA,NA,"1746","480","67","0","722"
2021-01-10,"Dallam",NA,NA,198,NA,NA,"5217","857","40","0","2067"
2021-01-10,"Deaf Smith",NA,NA,331,NA,NA,"13439","2423","238","147","5332"
2021-01-10,"Delta",NA,NA,39,NA,NA,"4222","1118","379","100","1580"
2021-01-10,"DeWitt",NA,NA,212,NA,NA,"16110","4035","319","438","6110"
2021-01-10,"Dickens",NA,NA,14,NA,NA,"1858","525","21","0","689"
2021-01-10,"Dimmit",NA,NA,67,NA,NA,"7539","1749","238","175","3179"
2021-01-10,"Donley",NA,NA,143,NA,NA,"2716","804","27","65","918"
2021-01-10,"Duval",NA,NA,159,NA,NA,"8600","2031","69","150","3541"
2021-01-10,"Edwards",NA,NA,11,NA,NA,"1555","561","24","0","528"
2021-01-10,"Falls",NA,NA,138,NA,NA,"14049","3226","328","187","5671"
2021-01-10,"Fannin",NA,NA,543,NA,NA,"28874","6588","962","614","10987"
2021-01-10,"Fayette",NA,NA,207,NA,NA,"20879","6679","998","647","6844"
2021-01-10,"Floyd",NA,NA,204,NA,NA,"4371","1070","132","68","1723"
2021-01-10,"Franklin",NA,NA,131,NA,NA,"8554","2367","169","163","2871"
2021-01-10,"Freestone",NA,NA,229,NA,NA,"15808","3996","553","261","6319"
2021-01-10,"Frio",NA,NA,221,NA,NA,"16121","2499","186","166","6797"
2021-01-10,"Gaines",NA,NA,344,NA,NA,"14548","1907","323","95","6156"
2021-01-10,"Garza",NA,NA,32,NA,NA,"5325","719","33","75","2197"
2021-01-10,"Glasscock",NA,NA,10,NA,NA,"1099","210","23","0","426"
2021-01-10,"Gray",NA,NA,592,NA,NA,"16924","3531","689","315","6978"
2021-01-10,"Guadalupe",NA,NA,1461,NA,NA,"130517","23614","3801","1225","49282"
2021-01-10,"Hale",NA,NA,627,NA,NA,"25476","4604","873","399","10561"
2021-01-10,"Hall",NA,NA,107,NA,NA,"2406","711","27","72","978"
2021-01-10,"Hamilton",NA,NA,280,NA,NA,"6832","2146","481","296","2427"
2021-01-10,"Hansford",NA,NA,19,NA,NA,"3987","812","139","84","1616"
2021-01-10,"Hardeman",NA,NA,238,NA,NA,"3190","912","102","16","1146"
2021-01-10,"Hardin",NA,NA,819,NA,NA,"45112","9762","1003","527","16190"
2021-01-10,"Harrison",NA,NA,923,NA,NA,"51900","11607","3063","608","20509"
2021-01-10,"Hartley",NA,NA,187,NA,NA,"4561","861","196","94","1669"
2021-01-10,"Haskell",NA,NA,101,NA,NA,"4831","1266","123","68","1872"
2021-01-10,"Hemphill",NA,NA,201,NA,NA,"2827","606","104","98","1066"
2021-01-10,"Hill",NA,NA,380,NA,NA,"29198","7684","862","523","11381"
2021-01-10,"Hockley",NA,NA,354,NA,NA,"17799","3453","483","263","6829"
2021-01-10,"Hood",NA,NA,575,NA,NA,"50193","15416","1720","867","16867"
2021-01-10,"Houston",NA,NA,406,NA,NA,"18929","5176","634","538","7399"
2021-01-10,"Hudspeth",NA,NA,86,NA,NA,"3979","775","33","0","1778"
2021-01-10,"Hutchinson",NA,NA,359,NA,NA,"16258","3581","504","246","6098"
2021-01-10,"Irion",NA,NA,39,NA,NA,"1234","328","15","0","429"
2021-01-10,"Jack",NA,NA,196,NA,NA,"7230","1515","198","149","2732"
2021-01-10,"Jackson",NA,NA,302,NA,NA,"11425","2720","380","237","4205"
2021-01-10,"Jasper",NA,NA,484,NA,NA,"28056","7187","1597","374","11687"
2021-01-10,"Jeff Davis",NA,NA,35,NA,NA,"2180","812","28","0","685"
2021-01-10,"Jim Wells",NA,NA,685,NA,NA,"30579","6358","3897","985","12474"
2021-01-10,"Jones",NA,NA,133,NA,NA,"17011","3188","337","254","6981"
2021-01-10,"Kaufman",NA,NA,2094,NA,NA,"102341","16113","2857","1189","40613"
2021-01-10,"Kenedy",NA,NA,7,NA,NA,"321","68","1","0","139"
2021-01-10,"Kent",NA,NA,48,NA,NA,"615","201","13","60","198"
2021-01-10,"King",NA,NA,2,NA,NA,"205","51","7","0","69"
2021-01-10,"Kinney",NA,NA,24,NA,NA,"3050","910","11","0","1171"
2021-01-10,"Kleberg",NA,NA,410,NA,NA,"24188","4046","1401","341","9265"
2021-01-10,"Knox",NA,NA,123,NA,NA,"2808","736","95","127","976"
2021-01-10,"La Salle",NA,NA,43,NA,NA,"6212","1018","22","60","2410"
2021-01-10,"Lamb",NA,NA,277,NA,NA,"9740","2240","454","226","3968"
2021-01-10,"Lampasas",NA,NA,145,NA,NA,"17366","4322","348","284","6457"
2021-01-10,"Lee",NA,NA,175,NA,NA,"13993","3219","334","226","5333"
2021-01-10,"Leon",NA,NA,141,NA,NA,"13946","4334","155","74","4662"
2021-01-10,"Liberty",NA,NA,731,NA,NA,"66868","11399","1398","614","28567"
2021-01-10,"Lipscomb",NA,NA,55,NA,NA,"2520","617","24","61","919"
2021-01-10,"Llano",NA,NA,114,NA,NA,"18908","8119","277","358","5362"
2021-01-10,"Lynn",NA,NA,143,NA,NA,"4496","974","191","40","1838"
2021-01-10,"Madison",NA,NA,110,NA,NA,"11595","2264","299","258","4451"
2021-01-10,"Marion",NA,NA,163,NA,NA,"8277","2697","351","158","3058"
2021-01-10,"Martin",NA,NA,190,NA,NA,"4136","659","165","0","1624"
2021-01-10,"Mason",NA,NA,15,NA,NA,"3521","1250","104","0","1147"
2021-01-10,"McCulloch",NA,NA,64,NA,NA,"6435","1792","212","122","2275"
2021-01-10,"McLennan",NA,NA,3126,NA,NA,"200781","37728","11153","3621","71906"
2021-01-10,"McMullen",NA,NA,2,NA,NA,"616","189","10","0","202"
2021-01-10,"Menard",NA,NA,7,NA,NA,"1790","699","9","40","550"
2021-01-10,"Midland",NA,NA,1990,NA,NA,"131025","18438","5950","1288","49538"
2021-01-10,"Mills",NA,NA,109,NA,NA,"4006","1416","149","152","1305"
2021-01-10,"Mitchell",NA,NA,110,NA,NA,"6958","1259","265","96","2753"
2021-01-10,"Montague",NA,NA,209,NA,NA,"15872","4444","560","383","5668"
2021-01-10,"Moore",NA,NA,449,NA,NA,"14986","2372","448","176","6143"
2021-01-10,"Morris",NA,NA,104,NA,NA,"9830","2730","77","179","3692"
2021-01-10,"Motley",NA,NA,18,NA,NA,"994","368","22","50","319"
2021-01-10,"Newton",NA,NA,127,NA,NA,"11298","2878","55","113","4648"
2021-01-10,"Oldham",NA,NA,71,NA,NA,"1728","316","18","0","654"
2021-01-10,"Orange",NA,NA,485,NA,NA,"65087","13729","1456","548","26244"
2021-01-10,"Parker",NA,NA,2441,NA,NA,"111686","22331","2890","1301","40567"
2021-01-10,"Parmer",NA,NA,224,NA,NA,"7222","1366","161","174","2910"
2021-01-10,"Rains",NA,NA,101,NA,NA,"10277","3123","163","68","3649"
2021-01-10,"Randall",NA,NA,6491,NA,NA,"108431","21424","2812","869","34803"
2021-01-10,"Reagan",NA,NA,66,NA,NA,"2841","427","52","42","1173"
2021-01-10,"Real",NA,NA,81,NA,NA,"2943","1053","25","86","1051"
2021-01-10,"Reeves",NA,NA,265,NA,NA,"12781","1878","281","89","5277"
2021-01-10,"Refugio",NA,NA,75,NA,NA,"5583","1617","228","154","2031"
2021-01-10,"Roberts",NA,NA,33,NA,NA,"672","193","16","0","227"
2021-01-10,"Robertson",NA,NA,165,NA,NA,"13474","3412","252","252","4991"
2021-01-10,"Rockwall",NA,NA,1971,NA,NA,"80325","13395","3750","1347","27575"
2021-01-10,"San Augustine",NA,NA,158,NA,NA,"6811","2227","415","337","2590"
2021-01-10,"San Jacinto",NA,NA,312,NA,NA,"23444","6488","132","190","9275"
2021-01-10,"San Patricio",NA,NA,730,NA,NA,"51116","10209","975","347","19063"
2021-01-10,"San Saba",NA,NA,7,NA,NA,"5000","1465","33","72","1828"
2021-01-10,"Schleicher",NA,NA,79,NA,NA,"2218","559","65","34","793"
2021-01-10,"Scurry",NA,NA,326,NA,NA,"13000","2566","399","128","5165"
2021-01-10,"Shackelford",NA,NA,19,NA,NA,"2612","691","52","0","937"
2021-01-10,"Shelby",NA,NA,350,NA,NA,"19449","4532","540","369","7876"
2021-01-10,"Sherman",NA,NA,21,NA,NA,"2294","462","24","42","868"
2021-01-10,"Somervell",NA,NA,82,NA,NA,"7386","1770","457","220","2741"
2021-01-10,"Sterling",NA,NA,34,NA,NA,"975","186","10","44","375"
2021-01-10,"Stonewall",NA,NA,32,NA,NA,"1095","361","63","53","369"
2021-01-10,"Swisher",NA,NA,130,NA,NA,"5764","1305","114","61","2381"
2021-01-10,"Terry",NA,NA,176,NA,NA,"9307","1858","345","178","3985"
2021-01-10,"Throckmorton",NA,NA,62,NA,NA,"1247","445","64","0","399"
2021-01-10,"Trinity",NA,NA,286,NA,NA,"12104","3956","347","241","4400"
2021-01-10,"Upshur",NA,NA,412,NA,NA,"33011","7825","714","567","12366"
2021-01-10,"Upton",NA,NA,20,NA,NA,"2730","537","170","30","1105"
2021-01-10,"Van Zandt",NA,NA,638,NA,NA,"45216","11495","1280","711","16861"
2021-01-10,"Waller",NA,NA,506,NA,NA,"43350","6546","1182","466","16819"
2021-01-10,"Washington",NA,NA,586,NA,NA,"29086","7889","2581","1018","10662"
2021-01-10,"Wichita",NA,NA,4323,NA,NA,"105631","19854","8664","2030","42031"
2021-01-10,"Wilbarger",NA,NA,448,NA,NA,"10361","2421","457","304","4240"
2021-01-10,"Willacy",NA,NA,297,NA,NA,"16897","3057","325","557","7612"
2021-01-10,"Wilson",NA,NA,765,NA,NA,"40488","8411","1224","615","13986"
2021-01-10,"Winkler",NA,NA,70,NA,NA,"5954","964","102","0","2445"
2021-01-10,"Yoakum",NA,NA,186,NA,NA,"6135","1033","225","60","2367"
2021-01-10,"Zapata",NA,NA,44,NA,NA,"9981","1866","195","202","4642"
2021-01-10,"Zavala",NA,NA,102,NA,NA,"8840","1723","25","60","4035"
2021-01-17,"Blanco",NA,NA,210,NA,NA,"10092","3004","90","102","3388"
2021-01-17,"Borden",NA,NA,7,NA,NA,"543","174","9","0","163"
2021-01-17,"Briscoe",NA,NA,52,NA,NA,"1272","404","19","0","452"
2021-01-17,"Camp",NA,NA,138,NA,NA,"10031","2494","207","152","3927"
2021-01-17,"Cochran",NA,NA,62,NA,NA,"2188","468","57","0","956"
2021-01-17,"Coke",NA,NA,41,NA,NA,"2756","947","47","130","899"
2021-01-17,"Concho",NA,NA,27,NA,NA,"2288","689","76","66","815"
2021-01-17,"Cottle",NA,NA,15,NA,NA,"1123","339","5","0","446"
2021-01-17,"Crockett",NA,NA,151,NA,NA,"2694","612","31","56","1031"
2021-01-17,"Delta",NA,NA,42,NA,NA,"4222","1118","379","100","1580"
2021-01-17,"DeWitt",NA,NA,156,NA,NA,"16110","4035","319","438","6110"
2021-01-17,"Dickens",NA,NA,16,NA,NA,"1858","525","21","0","689"
2021-01-17,"Donley",NA,NA,24,NA,NA,"2716","804","27","65","918"
2021-01-17,"Edwards",NA,NA,9,NA,NA,"1555","561","24","0","528"
2021-01-17,"Fisher",NA,NA,46,NA,NA,"3088","961","101","28","1061"
2021-01-17,"Floyd",NA,NA,113,NA,NA,"4371","1070","132","68","1723"
2021-01-17,"Foard",NA,NA,105,NA,NA,"962","315","7","80","332"
2021-01-17,"Garza",NA,NA,50,NA,NA,"5325","719","33","75","2197"
2021-01-17,"Glasscock",NA,NA,16,NA,NA,"1099","210","23","0","426"
2021-01-17,"Goliad",NA,NA,399,NA,NA,"6281","1832","39","135","2282"
2021-01-17,"Hall",NA,NA,48,NA,NA,"2406","711","27","72","978"
2021-01-17,"Haskell",NA,NA,39,NA,NA,"4831","1266","123","68","1872"
2021-01-17,"Hudspeth",NA,NA,46,NA,NA,"3979","775","33","0","1778"
2021-01-17,"Irion",NA,NA,12,NA,NA,"1234","328","15","0","429"
2021-01-17,"Jack",NA,NA,93,NA,NA,"7230","1515","198","149","2732"
2021-01-17,"Jeff Davis",NA,NA,27,NA,NA,"2180","812","28","0","685"
2021-01-17,"Jim Hogg",NA,NA,439,NA,NA,"3791","890","14","60","1572"
2021-01-17,"Kenedy",NA,NA,1,NA,NA,"321","68","1","0","139"
2021-01-17,"Kent",NA,NA,5,NA,NA,"615","201","13","60","198"
2021-01-17,"Kinney",NA,NA,4,NA,NA,"3050","910","11","0","1171"
2021-01-17,"Lamb",NA,NA,198,NA,NA,"9740","2240","454","226","3968"
2021-01-17,"Lampasas",NA,NA,153,NA,NA,"17366","4322","348","284","6457"
2021-01-17,"Lipscomb",NA,NA,53,NA,NA,"2520","617","24","61","919"
2021-01-17,"Live Oak",NA,NA,251,NA,NA,"10055","2533","35","100","3769"
2021-01-17,"Llano",NA,NA,301,NA,NA,"18908","8119","277","358","5362"
2021-01-17,"Lynn",NA,NA,187,NA,NA,"4496","974","191","40","1838"
2021-01-17,"Marion",NA,NA,51,NA,NA,"8277","2697","351","158","3058"
2021-01-17,"Martin",NA,NA,42,NA,NA,"4136","659","165","0","1624"
2021-01-17,"McCulloch",NA,NA,200,NA,NA,"6435","1792","212","122","2275"
2021-01-17,"McLennan",NA,NA,4123,NA,NA,"200781","37728","11153","3621","71906"
2021-01-17,"McMullen",NA,NA,2,NA,NA,"616","189","10","0","202"
2021-01-17,"Menard",NA,NA,18,NA,NA,"1790","699","9","40","550"
2021-01-17,"Motley",NA,NA,8,NA,NA,"994","368","22","50","319"
2021-01-17,"Oldham",NA,NA,54,NA,NA,"1728","316","18","0","654"
2021-01-17,"Reagan",NA,NA,51,NA,NA,"2841","427","52","42","1173"
2021-01-17,"Real",NA,NA,11,NA,NA,"2943","1053","25","86","1051"
2021-01-17,"Red River",NA,NA,317,NA,NA,"9965","3044","420","252","3717"
2021-01-17,"Roberts",NA,NA,1,NA,NA,"672","193","16","0","227"
2021-01-17,"Shackelford",NA,NA,39,NA,NA,"2612","691","52","0","937"
2021-01-17,"Sherman",NA,NA,88,NA,NA,"2294","462","24","42","868"
2021-01-17,"Somervell",NA,NA,105,NA,NA,"7386","1770","457","220","2741"
2021-01-17,"Stephens",NA,NA,217,NA,NA,"7542","1890","168","92","2928"
2021-01-17,"Sterling",NA,NA,6,NA,NA,"975","186","10","44","375"
2021-01-17,"Sutton",NA,NA,10,NA,NA,"2992","723","91","0","1051"
2021-01-17,"Swisher",NA,NA,133,NA,NA,"5764","1305","114","61","2381"
2021-01-17,"Winkler",NA,NA,140,NA,NA,"5954","964","102","0","2445"
2021-01-17,"Yoakum",NA,NA,35,NA,NA,"6135","1033","225","60","2367"
2021-01-17,"Zavala",NA,NA,84,NA,NA,"8840","1723","25","60","4035"
2021-01-24,"Anderson",NA,NA,362,NA,NA,"48045","8658","2051","833","20206"
2021-01-24,"Aransas",NA,NA,582,NA,NA,"19803","6791","370","252","6701"
2021-01-24,"Archer",NA,NA,125,NA,NA,"6921","1677","80","13","2381"
2021-01-24,"Armstrong",NA,NA,38,NA,NA,"1499","470","32","86","466"
2021-01-24,"Atascosa",NA,NA,526,NA,NA,"38768","7605","1124","651","15239"
2021-01-24,"Austin",NA,NA,386,NA,NA,"23704","5933","667","396","7873"
2021-01-24,"Bandera",NA,NA,292,NA,NA,"19763","6439","352","180","6555"
2021-01-24,"Baylor",NA,NA,285,NA,NA,"2793","844","137","97","908"
2021-01-24,"Blanco",NA,NA,220,NA,NA,"10092","3004","90","102","3388"
2021-01-24,"Borden",NA,NA,13,NA,NA,"543","174","9","0","163"
2021-01-24,"Brewster",NA,NA,61,NA,NA,"7706","2231","303","0","2579"
2021-01-24,"Briscoe",NA,NA,10,NA,NA,"1272","404","19","0","452"
2021-01-24,"Brooks",NA,NA,115,NA,NA,"5317","1308","323","246","2253"
2021-01-24,"Calhoun",NA,NA,154,NA,NA,"16817","3981","470","384","6161"
2021-01-24,"Callahan",NA,NA,88,NA,NA,"11263","2958","146","122","4094"
2021-01-24,"Camp",NA,NA,262,NA,NA,"10031","2494","207","152","3927"
2021-01-24,"Carson",NA,NA,107,NA,NA,"4718","1250","60","0","1547"
2021-01-24,"Cass",NA,NA,218,NA,NA,"24182","6856","1216","550","9010"
2021-01-24,"Castro",NA,NA,150,NA,NA,"5607","1236","121","174","2168"
2021-01-24,"Cochran",NA,NA,64,NA,NA,"2188","468","57","0","956"
2021-01-24,"Coke",NA,NA,55,NA,NA,"2756","947","47","130","899"
2021-01-24,"Coleman",NA,NA,73,NA,NA,"6721","2119","342","162","2379"
2021-01-24,"Collingsworth",NA,NA,15,NA,NA,"2263","555","80","92","847"
2021-01-24,"Cottle",NA,NA,6,NA,NA,"1123","339","5","0","446"
2021-01-24,"Crane",NA,NA,489,NA,NA,"3554","594","71","110","1353"
2021-01-24,"Crockett",NA,NA,28,NA,NA,"2694","612","31","56","1031"
2021-01-24,"Crosby",NA,NA,113,NA,NA,"4421","1085","98","115","1771"
2021-01-24,"Culberson",NA,NA,45,NA,NA,"1746","480","67","0","722"
2021-01-24,"Delta",NA,NA,86,NA,NA,"4222","1118","379","100","1580"
2021-01-24,"DeWitt",NA,NA,110,NA,NA,"16110","4035","319","438","6110"
2021-01-24,"Dickens",NA,NA,24,NA,NA,"1858","525","21","0","689"
2021-01-24,"Donley",NA,NA,21,NA,NA,"2716","804","27","65","918"
2021-01-24,"Duval",NA,NA,220,NA,NA,"8600","2031","69","150","3541"
2021-01-24,"Edwards",NA,NA,12,NA,NA,"1555","561","24","0","528"
2021-01-24,"Fisher",NA,NA,203,NA,NA,"3088","961","101","28","1061"
2021-01-24,"Floyd",NA,NA,49,NA,NA,"4371","1070","132","68","1723"
2021-01-24,"Foard",NA,NA,9,NA,NA,"962","315","7","80","332"
2021-01-24,"Franklin",NA,NA,126,NA,NA,"8554","2367","169","163","2871"
