"Date","County","Doses_Allocated_1","Doses_Allocated_2","Doses_Administered","At_Least_One_Vaccinated","Fully_Vaccinated","Population_Over_16","Population_Over_65","Population_Phase_1A_Healthcare","Population_Phase1A_Care_Residents","Population_Phase_1B_Medical_Condition"
2021-01-31,"Parmer",0,300,329,NA,NA,"7222","1366","161","174","2910"
2021-01-31,"Pecos",600,NA,805,NA,NA,"12317","2141","400","120","5047"
2021-01-31,"Polk",800,100,816,NA,NA,"42276","9733","1184","574","17118"
2021-01-31,"Potter",6975,2000,5742,NA,NA,"88673","15203","10224","1770","35559"
2021-01-31,"Presidio",200,100,556,NA,NA,"5069","1601","27","0","2039"
2021-01-31,"Randall",500,900,8527,NA,NA,"108431","21424","2812","869","34803"
2021-01-31,"Reeves",975,300,837,NA,NA,"12781","1878","281","89","5277"
2021-01-31,"Robertson",0,100,348,NA,NA,"13474","3412","252","252","4991"
2021-01-31,"Rockwall",975,900,3264,NA,NA,"80325","13395","3750","1347","27575"
2021-01-31,"Runnels",100,100,393,NA,NA,"8184","2153","405","312","2979"
2021-01-31,"Rusk",300,500,636,NA,NA,"43777","9197","1501","759","17428"
2021-01-31,"San Augustine",200,200,121,NA,NA,"6811","2227","415","337","2590"
2021-01-31,"San Jacinto",0,500,460,NA,NA,"23444","6488","132","190","9275"
2021-01-31,"San Patricio",0,400,2029,NA,NA,"51116","10209","975","347","19063"
2021-01-31,"Scurry",975,100,987,NA,NA,"13000","2566","399","128","5165"
2021-01-31,"Shackelford",200,NA,56,NA,NA,"2612","691","52","0","937"
2021-01-31,"Shelby",300,200,263,NA,NA,"19449","4532","540","369","7876"
2021-01-31,"Sherman",400,NA,263,NA,NA,"2294","462","24","42","868"
2021-01-31,"Smith",4500,2800,5760,NA,NA,"182283","39337","19690","3030","62467"
2021-01-31,"Somervell",300,NA,235,NA,NA,"7386","1770","457","220","2741"
2021-01-31,"Starr",1300,200,1434,NA,NA,"45765","7370","4479","1999","21117"
2021-01-31,"Stephens",300,200,93,NA,NA,"7542","1890","168","92","2928"
2021-01-31,"Stonewall",300,NA,26,NA,NA,"1095","361","63","53","369"
2021-01-31,"Sutton",100,NA,129,NA,NA,"2992","723","91","0","1051"
2021-01-31,"Swisher",300,NA,257,NA,NA,"5764","1305","114","61","2381"
2021-01-31,"Tarrant",27700,20750,55688,NA,NA,"1617160","244511","86106","18386","590239"
2021-01-31,"Taylor",2925,1400,4460,NA,NA,"107257","20131","11065","2465","36680"
2021-01-31,"Terry",0,100,1081,NA,NA,"9307","1858","345","178","3985"
2021-01-31,"Throckmorton",200,NA,119,NA,NA,"1247","445","64","0","399"
2021-01-31,"Titus",100,300,503,NA,NA,"24323","4845","1811","633","9797"
2021-01-31,"Tom Green",2250,400,3282,NA,NA,"93752","18625","6702","1601","33131"
2021-01-31,"Travis",14750,6300,26803,NA,NA,"1032386","129553","51820","8264","311477"
2021-01-31,"Tyler",600,200,393,NA,NA,"17963","4895","476","238","6926"
2021-01-31,"Upshur",200,300,534,NA,NA,"33011","7825","714","567","12366"
2021-01-31,"Uvalde",975,300,1085,NA,NA,"20379","4508","1498","515","8253"
2021-01-31,"Val Verde",100,600,1774,NA,NA,"36546","7003","2610","490","14417"
2021-01-31,"Van Zandt",400,200,816,NA,NA,"45216","11495","1280","711","16861"
2021-01-31,"Victoria",2200,100,2408,NA,NA,"71388","15242","5624","1030","27119"
2021-01-31,"Walker",500,100,869,NA,NA,"63471","10049","1526","400","24628"
2021-01-31,"Waller",1100,NA,789,NA,NA,"43350","6546","1182","466","16819"
2021-01-31,"Ward",0,100,455,NA,NA,"8921","1629","137","92","3551"
2021-01-31,"Washington",4000,800,1369,NA,NA,"29086","7889","2581","1018","10662"
2021-01-31,"Webb",5200,700,9707,NA,NA,"196916","26921","12073","1646","88397"
2021-01-31,"Wharton",0,300,693,NA,NA,"32110","7239","1438","615","12933"
2021-01-31,"Wheeler",300,NA,133,NA,NA,"3915","1002","200","114","1459"
2021-01-31,"Wichita",2150,1000,4954,NA,NA,"105631","19854","8664","2030","42031"
2021-01-31,"Wilbarger",400,300,830,NA,NA,"10361","2421","457","304","4240"
2021-01-31,"Willacy",100,100,350,NA,NA,"16897","3057","325","557","7612"
2021-01-31,"Williamson",8700,2800,12993,NA,NA,"458433","73202","14404","4639","146388"
2021-01-31,"Wilson",0,300,1139,NA,NA,"40488","8411","1224","615","13986"
2021-01-31,"Winkler",0,200,306,NA,NA,"5954","964","102","0","2445"
2021-01-31,"Wise",100,500,1017,NA,NA,"54722","10598","3589","552","22459"
2021-01-31,"Wood",100,400,869,NA,NA,"38005","12527","1046","880","13019"
2021-01-31,"Young",0,200,566,NA,NA,"14219","3774","862","431","5296"
2021-02-14,"Anderson",100,100,718,NA,NA,"48045","8658","2051","833","20206"
2021-02-14,"Andrews",200,400,91,NA,NA,"13503","1833","309","106","5450"
2021-02-14,"Angelina",2000,200,2423,NA,NA,"67056","14422","6534","1752","28054"
2021-02-14,"Aransas",200,NA,1022,NA,NA,"19803","6791","370","252","6701"
2021-02-14,"Archer",100,100,261,NA,NA,"6921","1677","80","13","2381"
2021-02-14,"Armstrong",100,NA,100,NA,NA,"1499","470","32","86","466"
2021-02-14,"Atascosa",200,300,741,NA,NA,"38768","7605","1124","651","15239"
2021-02-14,"Austin",100,200,799,NA,NA,"23704","5933","667","396","7873"
2021-02-14,"Bailey",975,975,895,NA,NA,"5089","1036","114","74","1982"
2021-02-14,"Bandera",100,NA,544,NA,NA,"19763","6439","352","180","6555"
2021-02-14,"Bastrop",1800,1600,1382,NA,NA,"68839","13865","1462","696","29356"
2021-02-14,"Baylor",100,NA,543,NA,NA,"2793","844","137","97","908"
2021-02-14,"Bee",2950,3225,2338,NA,NA,"26496","4091","981","684","11359"
2021-02-14,"Bell",4500,4100,5868,NA,NA,"272969","40534","15894","2466","95066"
2021-02-14,"Bexar",27175,47525,62714,NA,NA,"1552823","247843","100704","17248","614646"
2021-02-14,"Blanco",400,NA,323,NA,NA,"10092","3004","90","102","3388"
2021-02-14,"Bosque",100,NA,586,NA,NA,"15224","4741","624","407","5126"
2021-02-14,"Bowie",2000,500,1778,NA,NA,"73689","15832","6332","1467","29102"
2021-02-14,"Brazoria",10500,2500,10067,NA,NA,"287683","45752","9762","2648","105966"
2021-02-14,"Brazos",3000,1800,5749,NA,NA,"186843","21693","7514","1414","59619"
2021-02-14,"Brewster",100,200,242,NA,NA,"7706","2231","303","0","2579"
2021-02-14,"Brooks",100,300,327,NA,NA,"5317","1308","323","246","2253"
2021-02-14,"Brown",200,100,765,NA,NA,"30883","7720","1663","911","11188"
2021-02-14,"Burleson",200,100,511,NA,NA,"14869","3867","143","218","5600"
2021-02-14,"Burnet",975,1075,1025,NA,NA,"39239","10999","1823","595","13132"
2021-02-14,"Caldwell",300,100,514,NA,NA,"34853","6512","1286","524","14114"
2021-02-14,"Calhoun",200,NA,416,NA,NA,"16817","3981","470","384","6161"
2021-02-14,"Callahan",100,200,342,NA,NA,"11263","2958","146","122","4094"
2021-02-14,"Cameron",8575,4100,14886,NA,NA,"311689","58607","29737","6315","127806"
2021-02-14,"Camp",0,100,343,NA,NA,"10031","2494","207","152","3927"
2021-02-14,"Carson",100,NA,148,NA,NA,"4718","1250","60","0","1547"
2021-02-14,"Cass",200,NA,396,NA,NA,"24182","6856","1216","550","9010"
2021-02-14,"Castro",100,400,206,NA,NA,"5607","1236","121","174","2168"
2021-02-14,"Chambers",1200,1300,933,NA,NA,"33062","5259","958","244","12484"
2021-02-14,"Cherokee",300,400,1224,NA,NA,"40876","9444","1500","738","16376"
2021-02-14,"Childress",200,NA,98,NA,NA,"6094","1165","251","136","2395"
2021-02-14,"Clay",100,975,126,NA,NA,"8666","2484","136","60","3011"
2021-02-14,"Coleman",100,NA,153,NA,NA,"6721","2119","342","162","2379"
2021-02-14,"Collin",11000,11600,31126,NA,NA,"801716","116575","38139","7817","236374"
2021-02-14,"Collingsworth",100,100,123,NA,NA,"2263","555","80","92","847"
2021-02-14,"Colorado",100,100,516,NA,NA,"17107","4850","853","477","5957"
2021-02-14,"Comal",2400,600,5210,NA,NA,"125307","28528","5457","1845","38712"
2021-02-14,"Comanche",100,NA,796,NA,NA,"10944","3330","330","292","3738"
2021-02-14,"Concho",100,NA,173,NA,NA,"2288","689","76","66","815"
2021-02-14,"Cooke",500,NA,1414,NA,NA,"32675","7804","948","552","11640"
2021-02-14,"Coryell",975,975,1280,NA,NA,"60428","8040","1178","610","22789"
2021-02-14,"Crane",100,NA,165,NA,NA,"3554","594","71","110","1353"
2021-02-14,"Crosby",100,NA,134,NA,NA,"4421","1085","98","115","1771"
2021-02-14,"Culberson",100,200,28,NA,NA,"1746","480","67","0","722"
2021-02-14,"Dallam",975,1075,724,NA,NA,"5217","857","40","0","2067"
2021-02-14,"Dallas",43325,47625,72675,NA,NA,"2028105","292117","142713","21399","730851"
2021-02-14,"Dawson",200,200,180,NA,NA,"9789","1898","304","112","4206"
2021-02-14,"Deaf Smith",100,300,517,NA,NA,"13439","2423","238","147","5332"
2021-02-14,"Delta",100,NA,114,NA,NA,"4222","1118","379","100","1580"
2021-02-14,"Denton",9850,8450,12714,NA,NA,"697330","93499","23806","5913","257836"
2021-02-14,"Dewitt",200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,"Dimmit",1175,975,687,NA,NA,"7539","1749","238","175","3179"
2021-02-14,"Donley",100,NA,41,NA,NA,"2716","804","27","65","918"
2021-02-14,"Duval",100,100,762,NA,NA,"8600","2031","69","150","3541"
2021-02-14,"Eastland",200,100,189,NA,NA,"14970","4054","860","389","5393"
2021-02-14,"Ector",3900,4600,3621,NA,NA,"120896","15970","5303","1016","50679"
2021-02-14,"El Paso",12925,18500,30738,NA,NA,"640180","105175","35065","8383","245567"
2021-02-14,"Ellis",2500,100,3988,NA,NA,"141665","24288","3985","1994","54463"
2021-02-14,"Erath",1200,NA,973,NA,NA,"34875","6256","1250","481","12564"
2021-02-14,"Falls",975,1275,241,NA,NA,"14049","3226","328","187","5671"
2021-02-14,"Fannin",1175,975,545,NA,NA,"28874","6588","962","614","10987"
2021-02-14,"Fayette",200,NA,770,NA,NA,"20879","6679","998","647","6844"
2021-02-14,"Fisher",100,NA,157,NA,NA,"3088","961","101","28","1061"
2021-02-14,"Floyd",100,NA,181,NA,NA,"4371","1070","132","68","1723"
2021-02-14,"Foard",0,100,221,NA,NA,"962","315","7","80","332"
2021-02-14,"Fort Bend",11625,7425,29007,NA,NA,"616413","93851","24721","4977","175581"
2021-02-14,"Freestone",100,NA,260,NA,NA,"15808","3996","553","261","6319"
2021-02-14,"Frio",200,975,411,NA,NA,"16121","2499","186","166","6797"
2021-02-14,"Gaines",200,NA,122,NA,NA,"14548","1907","323","95","6156"
2021-02-14,"Galveston",5975,6275,14257,NA,NA,"269280","50987","11784","2830","96486"
2021-02-14,"Garza",100,NA,47,NA,NA,"5325","719","33","75","2197"
2021-02-14,"Gillespie",1200,1300,1032,NA,NA,"22307","8110","1175","706","6815"
2021-02-14,"Goliad",200,NA,614,NA,NA,"6281","1832","39","135","2282"
2021-02-14,"Gonzales",100,100,372,NA,NA,"15937","3572","550","256","6356"
2021-02-14,"Gray",300,100,222,NA,NA,"16924","3531","689","315","6978"
2021-02-14,"Grayson",200,300,2619,NA,NA,"107521","24182","9338","2131","40586"
2021-02-14,"Gregg",3025,2550,3520,NA,NA,"95544","19451","7025","2324","37362"
2021-02-14,"Grimes",100,200,592,NA,NA,"23245","5134","234","311","9653"
2021-02-14,"Guadalupe",800,NA,3265,NA,NA,"130517","23614","3801","1225","49282"
2021-02-14,"Hansford",0,200,156,NA,NA,"3987","812","139","84","1616"
2021-02-14,"Hardeman",200,NA,185,NA,NA,"3190","912","102","16","1146"
2021-02-14,"Hardin",0,500,1662,NA,NA,"45112","9762","1003","527","16190"
2021-02-14,"Harris",54225,52350,114815,NA,NA,"3601939","514167","225769","27623","1408024"
2021-02-14,"Harrison",200,500,1346,NA,NA,"51900","11607","3063","608","20509"
2021-02-14,"Hays",4650,2150,5204,NA,NA,"183380","26187","5488","1907","61462"
2021-02-14,"Henderson",0,100,1748,NA,NA,"67238","18534","2043","998","26544"
2021-02-14,"Hidalgo",13900,13875,31715,NA,NA,"620824","98328","54962","17074","286328"
2021-02-14,"Hill",300,NA,1104,NA,NA,"29198","7684","862","523","11381"
2021-02-14,"Hockley",200,NA,542,NA,NA,"17799","3453","483","263","6829"
2021-02-14,"Hood",600,100,1974,NA,NA,"50193","15416","1720","867","16867"
2021-02-14,"Hopkins",0,700,469,NA,NA,"29175","6887","1192","620","11166"
2021-02-14,"Houston",100,NA,456,NA,NA,"18929","5176","634","538","7399"
2021-02-14,"Howard",0,400,358,NA,NA,"29544","4813","1456","454","12143"
2021-02-14,"Hunt",600,NA,1718,NA,NA,"77878","15810","4112","947","31096"
2021-02-14,"Jack",100,NA,79,NA,NA,"7230","1515","198","149","2732"
2021-02-14,"Jackson",100,600,145,NA,NA,"11425","2720","380","237","4205"
2021-02-14,"Jasper",0,1600,1070,NA,NA,"28056","7187","1597","374","11687"
2021-02-14,"Jefferson",11000,2950,8170,NA,NA,"197382","37595","13127","2431","90120"
2021-02-14,"Jim Hogg",0,100,639,NA,NA,"3791","890","14","60","1572"
2021-02-14,"Jim Wells",975,1275,3008,NA,NA,"30579","6358","3897","985","12474"
2021-02-14,"Johnson",4100,100,3818,NA,NA,"135345","25151","3559","1471","53224"
2021-02-14,"Jones",100,100,275,NA,NA,"17011","3188","337","254","6981"
2021-02-14,"Karnes",100,400,389,NA,NA,"12669","2211","370","244","5177"
2021-02-14,"Kaufman",1100,100,2831,NA,NA,"102341","16113","2857","1189","40613"
2021-02-14,"Kendall",0,100,2103,NA,NA,"37890","9152","1091","801","12702"
2021-02-14,"Kerr",0,100,1122,NA,NA,"43793","14769","2805","1022","13990"
2021-02-14,"Kleberg",1975,2175,1887,NA,NA,"24188","4046","1401","341","9265"
2021-02-14,"La Salle",975,1950,802,NA,NA,"6212","1018","22","60","2410"
2021-02-14,"Lamar",1000,500,1320,NA,NA,"39402","9726","3115","745","14986"
2021-02-14,"Lampasas",100,NA,355,NA,NA,"17366","4322","348","284","6457"
2021-02-14,"Leon",0,100,230,NA,NA,"13946","4334","155","74","4662"
2021-02-14,"Liberty",975,975,1436,NA,NA,"66868","11399","1398","614","28567"
2021-02-14,"Limestone",800,100,508,NA,NA,"18871","4670","2332","1060","7512"
2021-02-14,"Llano",200,NA,673,NA,NA,"18908","8119","277","358","5362"
2021-02-14,"Lubbock",5000,5300,14189,NA,NA,"244992","39476","20974","4093","83028"
2021-02-14,"Madison",0,100,261,NA,NA,"11595","2264","299","258","4451"
2021-02-14,"Mason",100,NA,239,NA,NA,"3521","1250","104","0","1147"
2021-02-14,"Matagorda",0,100,625,NA,NA,"28247","6391","1113","369","11409"
2021-02-14,"Maverick",1200,700,492,NA,NA,"42606","7003","2970","1198","18727"
2021-02-14,"Mcculloch",0,100,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,"Mclennan",3450,5650,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,"Medina",0,100,1743,NA,NA,"41263","8757","899","536","16090"
2021-02-14,"Midland",4875,5175,6046,NA,NA,"131025","18438","5950","1288","49538"
2021-02-14,"Milam",0,200,976,NA,NA,"19689","5245","532","297","7641"
2021-02-14,"Montague",200,NA,691,NA,NA,"15872","4444","560","383","5668"
2021-02-14,"Montgomery",6450,4150,14276,NA,NA,"467232","81457","20255","3836","157396"
2021-02-14,"Morris",200,NA,263,NA,NA,"9830","2730","77","179","3692"
2021-02-14,"Nacogdoches",500,1300,1758,NA,NA,"51773","9953","2530","755","19948"
2021-02-14,"Navarro",1500,600,1846,NA,NA,"38360","8651","1720","869","15775"
2021-02-14,"Nolan",200,800,260,NA,NA,"11321","2737","519","251","4249"
2021-02-14,"Nueces",5975,4925,17907,NA,NA,"284366","54069","25582","4100","113767"
2021-02-14,"Ochiltree",100,100,223,NA,NA,"7106","1148","200","114","2812"
2021-02-14,"Orange",0,400,2566,NA,NA,"65087","13729","1456","548","26244"
2021-02-14,"Palo Pinto",300,100,528,NA,NA,"23207","5893","864","283","8796"
2021-02-14,"Panola",100,NA,535,NA,NA,"18462","4589","473","377","7117"
2021-02-14,"Parker",1950,1950,4127,NA,NA,"111686","22331","2890","1301","40567"
2021-02-14,"Parmer",100,NA,600,NA,NA,"7222","1366","161","174","2910"
2021-02-14,"Potter",5000,200,3476,NA,NA,"88673","15203","10224","1770","35559"
2021-02-14,"Presidio",500,200,655,NA,NA,"5069","1601","27","0","2039"
2021-02-14,"Rains",200,NA,221,NA,NA,"10277","3123","163","68","3649"
2021-02-14,"Randall",0,100,5273,NA,NA,"108431","21424","2812","869","34803"
2021-02-14,"Red River",0,100,350,NA,NA,"9965","3044","420","252","3717"
2021-02-14,"Reeves",975,975,1304,NA,NA,"12781","1878","281","89","5277"
2021-02-14,"Robertson",0,200,537,NA,NA,"13474","3412","252","252","4991"
2021-02-14,"Rockwall",1000,400,3149,NA,NA,"80325","13395","3750","1347","27575"
2021-02-14,"Runnels",100,200,176,NA,NA,"8184","2153","405","312","2979"
2021-02-14,"Sabine",200,NA,447,NA,NA,"8871","3267","572","186","3077"
2021-02-14,"San Jacinto",0,200,545,NA,NA,"23444","6488","132","190","9275"
2021-02-14,"San Patricio",0,1000,2786,NA,NA,"51116","10209","975","347","19063"
2021-02-14,"Smith",4000,6800,6125,NA,NA,"182283","39337","19690","3030","62467"
2021-02-14,"Starr",1000,600,1696,NA,NA,"45765","7370","4479","1999","21117"
2021-02-14,"Tarrant",27950,16950,57606,NA,NA,"1617160","244511","86106","18386","590239"
2021-02-14,"Taylor",3025,5125,3289,NA,NA,"107257","20131","11065","2465","36680"
2021-02-14,"Terry",100,100,261,NA,NA,"9307","1858","345","178","3985"
2021-02-14,"Throckmorton",0,100,15,NA,NA,"1247","445","64","0","399"
2021-02-14,"Titus",300,600,850,NA,NA,"24323","4845","1811","633","9797"
2021-02-14,"Tom Green",1950,2450,3993,NA,NA,"93752","18625","6702","1601","33131"
2021-02-14,"Travis",17950,6650,26528,NA,NA,"1032386","129553","51820","8264","311477"
2021-02-14,"Trinity",100,NA,311,NA,NA,"12104","3956","347","241","4400"
2021-02-14,"Tyler",0,100,689,NA,NA,"17963","4895","476","238","6926"
2021-02-14,"Upshur",100,100,680,NA,NA,"33011","7825","714","567","12366"
2021-02-14,"Upton",100,NA,103,NA,NA,"2730","537","170","30","1105"
2021-02-14,"Uvalde",975,1175,1558,NA,NA,"20379","4508","1498","515","8253"
2021-02-14,"Val Verde",0,2050,465,NA,NA,"36546","7003","2610","490","14417"
2021-02-14,"Van Zandt",100,NA,914,NA,NA,"45216","11495","1280","711","16861"
2021-02-14,"Victoria",2000,1400,2720,NA,NA,"71388","15242","5624","1030","27119"
2021-02-14,"Walker",0,300,1255,NA,NA,"63471","10049","1526","400","24628"
2021-02-14,"Waller",0,100,862,NA,NA,"43350","6546","1182","466","16819"
2021-02-14,"Ward",100,NA,586,NA,NA,"8921","1629","137","92","3551"
2021-02-14,"Washington",3000,2000,1171,NA,NA,"29086","7889","2581","1018","10662"
2021-02-14,"Webb",5000,200,4846,NA,NA,"196916","26921","12073","1646","88397"
2021-02-14,"Wharton",200,800,663,NA,NA,"32110","7239","1438","615","12933"
2021-02-14,"Wheeler",100,NA,263,NA,NA,"3915","1002","200","114","1459"
2021-02-14,"Wichita",500,2850,3178,NA,NA,"105631","19854","8664","2030","42031"
2021-02-14,"Wilbarger",0,100,482,NA,NA,"10361","2421","457","304","4240"
2021-02-14,"Willacy",100,NA,399,NA,NA,"16897","3057","325","557","7612"
2021-02-14,"Williamson",9700,7600,9462,NA,NA,"458433","73202","14404","4639","146388"
2021-02-14,"Wilson",100,300,1146,NA,NA,"40488","8411","1224","615","13986"
2021-02-14,"Winkler",100,NA,433,NA,NA,"5954","964","102","0","2445"
2021-02-14,"Wise",1000,100,1118,NA,NA,"54722","10598","3589","552","22459"
2021-02-14,"Wood",0,100,1389,NA,NA,"38005","12527","1046","880","13019"
2021-02-14,"Young",400,100,728,NA,NA,"14219","3774","862","431","5296"
2021-02-14,"Zapata",200,200,365,NA,NA,"9981","1866","195","202","4642"
2021-02-21,"Anderson",400,NA,20,NA,NA,"48045","8658","2051","833","20206"
2021-02-21,"Andrews",200,400,86,NA,NA,"13503","1833","309","106","5450"
2021-02-21,"Angelina",2000,600,132,NA,NA,"67056","14422","6534","1752","28054"
2021-02-21,"Aransas",200,NA,44,NA,NA,"19803","6791","370","252","6701"
2021-02-21,"Archer",200,NA,9,NA,NA,"6921","1677","80","13","2381"
2021-02-21,"Armstrong",100,NA,19,NA,NA,"1499","470","32","86","466"
2021-02-21,"Atascosa",600,NA,144,NA,NA,"38768","7605","1124","651","15239"
2021-02-21,"Austin",200,NA,135,NA,NA,"23704","5933","667","396","7873"
2021-02-21,"Bailey",1170,1170,183,NA,NA,"5089","1036","114","74","1982"
2021-02-21,"Bastrop",2100,1000,143,NA,NA,"68839","13865","1462","696","29356"
2021-02-21,"Baylor",100,NA,21,NA,NA,"2793","844","137","97","908"
2021-02-21,"Bee",3540,3510,158,NA,NA,"26496","4091","981","684","11359"
2021-02-21,"Bell",6450,4680,386,NA,NA,"272969","40534","15894","2466","95066"
2021-02-21,"Bexar",34930,29790,16929,NA,NA,"1552823","247843","100704","17248","614646"
2021-02-21,"Blanco",300,NA,27,NA,NA,"10092","3004","90","102","3388"
2021-02-21,"Bosque",700,100,64,NA,NA,"15224","4741","624","407","5126"
2021-02-21,"Bowie",2200,400,59,NA,NA,"73689","15832","6332","1467","29102"
2021-02-21,"Brazoria",5640,1400,3016,NA,NA,"287683","45752","9762","2648","105966"
2021-02-21,"Brazos",4100,1200,282,NA,NA,"186843","21693","7514","1414","59619"
2021-02-21,"Brewster",200,NA,105,NA,NA,"7706","2231","303","0","2579"
2021-02-21,"Briscoe",100,NA,4,NA,NA,"1272","404","19","0","452"
2021-02-21,"Brooks",200,NA,24,NA,NA,"5317","1308","323","246","2253"
2021-02-21,"Brown",500,100,169,NA,NA,"30883","7720","1663","911","11188"
2021-02-21,"Burleson",300,100,17,NA,NA,"14869","3867","143","218","5600"
2021-02-21,"Burnet",1170,1170,95,NA,NA,"39239","10999","1823","595","13132"
2021-02-21,"Caldwell",800,200,111,NA,NA,"34853","6512","1286","524","14114"
2021-02-21,"Calhoun",200,NA,37,NA,NA,"16817","3981","470","384","6161"
2021-02-21,"Callahan",100,NA,11,NA,NA,"11263","2958","146","122","4094"
2021-02-21,"Cameron",9070,6500,8991,NA,NA,"311689","58607","29737","6315","127806"
2021-02-21,"Camp",100,NA,28,NA,NA,"10031","2494","207","152","3927"
2021-02-21,"Carson",100,NA,64,NA,NA,"4718","1250","60","0","1547"
2021-02-21,"Cass",200,NA,6,NA,NA,"24182","6856","1216","550","9010"
2021-02-21,"Castro",100,NA,22,NA,NA,"5607","1236","121","174","2168"
2021-02-21,"Chambers",1200,1200,652,NA,NA,"33062","5259","958","244","12484"
2021-02-21,"Cherokee",400,300,176,NA,NA,"40876","9444","1500","738","16376"
2021-02-21,"Childress",200,NA,4,NA,NA,"6094","1165","251","136","2395"
2021-02-21,"Clay",200,1170,8,NA,NA,"8666","2484","136","60","3011"
2021-02-21,"Cochran",100,NA,43,NA,NA,"2188","468","57","0","956"
2021-02-21,"Coleman",100,NA,85,NA,NA,"6721","2119","342","162","2379"
2021-02-21,"Collin",18100,58180,12124,NA,NA,"801716","116575","38139","7817","236374"
2021-02-21,"Collingsworth",100,NA,10,NA,NA,"2263","555","80","92","847"
2021-02-21,"Colorado",500,1000,56,NA,NA,"17107","4850","853","477","5957"
2021-02-21,"Comal",2400,500,1136,NA,NA,"125307","28528","5457","1845","38712"
2021-02-21,"Comanche",200,NA,172,NA,NA,"10944","3330","330","292","3738"
2021-02-21,"Concho",100,100,22,NA,NA,"2288","689","76","66","815"
2021-02-21,"Cooke",1400,400,73,NA,NA,"32675","7804","948","552","11640"
2021-02-21,"Coryell",1570,1170,397,NA,NA,"60428","8040","1178","610","22789"
2021-02-21,"Crane",100,NA,7,NA,NA,"3554","594","71","110","1353"
2021-02-21,"Crosby",100,NA,85,NA,NA,"4421","1085","98","115","1771"
2021-02-21,"Culberson",100,NA,3,NA,NA,"1746","480","67","0","722"
2021-02-21,"Dallam",1170,1270,11,NA,NA,"5217","857","40","0","2067"
2021-02-21,"Dallas",45790,58120,27875,NA,NA,"2028105","292117","142713","21399","730851"
2021-02-21,"Dawson",200,NA,172,NA,NA,"9789","1898","304","112","4206"
2021-02-21,"Deaf Smith",200,NA,117,NA,NA,"13439","2423","238","147","5332"
2021-02-21,"Denton",19320,32870,4880,NA,NA,"697330","93499","23806","5913","257836"
2021-02-21,"Dewitt",300,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,"Dimmit",100,1270,686,NA,NA,"7539","1749","238","175","3179"
2021-02-21,"Donley",100,NA,3,NA,NA,"2716","804","27","65","918"
2021-02-21,"Duval",100,NA,190,NA,NA,"8600","2031","69","150","3541"
2021-02-21,"Eastland",100,NA,45,NA,NA,"14970","4054","860","389","5393"
2021-02-21,"Ector",5850,4680,2803,NA,NA,"120896","15970","5303","1016","50679"
2021-02-21,"El Paso",16190,16800,15869,NA,NA,"640180","105175","35065","8383","245567"
2021-02-21,"Ellis",4880,NA,1156,NA,NA,"141665","24288","3985","1994","54463"
2021-02-21,"Erath",1200,300,113,NA,NA,"34875","6256","1250","481","12564"
2021-02-21,"Falls",1270,1170,583,NA,NA,"14049","3226","328","187","5671"
2021-02-21,"Fannin",1170,1170,57,NA,NA,"28874","6588","962","614","10987"
2021-02-21,"Fayette",400,200,75,NA,NA,"20879","6679","998","647","6844"
2021-02-21,"Fisher",100,NA,83,NA,NA,"3088","961","101","28","1061"
2021-02-21,"Floyd",100,NA,81,NA,NA,"4371","1070","132","68","1723"
2021-02-21,"Foard",100,NA,NA,NA,NA,"962","315","7","80","332"
2021-02-21,"Fort Bend",13360,37740,12986,NA,NA,"616413","93851","24721","4977","175581"
2021-02-21,"Franklin",300,NA,21,NA,NA,"8554","2367","169","163","2871"
2021-02-21,"Freestone",200,NA,25,NA,NA,"15808","3996","553","261","6319"
2021-02-21,"Frio",200,NA,27,NA,NA,"16121","2499","186","166","6797"
2021-02-21,"Gaines",300,NA,250,NA,NA,"14548","1907","323","95","6156"
2021-02-21,"Galveston",6850,6850,5961,NA,NA,"269280","50987","11784","2830","96486"
2021-02-21,"Garza",300,100,45,NA,NA,"5325","719","33","75","2197"
2021-02-21,"Gillespie",1200,1200,44,NA,NA,"22307","8110","1175","706","6815"
2021-02-21,"Goliad",100,NA,19,NA,NA,"6281","1832","39","135","2282"
2021-02-21,"Gonzales",300,NA,20,NA,NA,"15937","3572","550","256","6356"
2021-02-21,"Gray",300,NA,82,NA,NA,"16924","3531","689","315","6978"
2021-02-21,"Grayson",400,100,420,NA,NA,"107521","24182","9338","2131","40586"
2021-02-21,"Gregg",3510,3510,56,NA,NA,"95544","19451","7025","2324","37362"
2021-02-21,"Grimes",400,NA,50,NA,NA,"23245","5134","234","311","9653"
2021-02-21,"Guadalupe",2670,1170,638,NA,NA,"130517","23614","3801","1225","49282"
2021-02-21,"Hale",200,NA,231,NA,NA,"25476","4604","873","399","10561"
2021-02-21,"Hamilton",200,NA,29,NA,NA,"6832","2146","481","296","2427"
2021-02-21,"Hansford",200,NA,68,NA,NA,"3987","812","139","84","1616"
2021-02-21,"Hardeman",200,NA,1,NA,NA,"3190","912","102","16","1146"
2021-02-21,"Hardin",0,500,1385,NA,NA,"45112","9762","1003","527","16190"
