"County","Date","Cases_Cumulative","Cases_Daily","Deaths_Cumulative","Deaths_Daily","Tests_Cumulative","Tests_Daily","Active_Cases_Cumulative","Active_Cases_Daily","Retail_Recreation","Grocery_Pharmacy","Parks","Transit","Workplaces","Residential","Metro_Area","TSA","TSA_Name","Population_DSHS","TSA_Combined"
"Brazoria",2020-05-31,907,13,12,0,9507,35,424,13,-12,-4,22,-1,-11,7,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-01,917,10,12,0,10094,587,408,-16,0,2,3,-3,-32,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-02,929,12,12,0,10306,212,400,-8,1,3,23,-1,-33,13,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-03,941,12,12,0,10519,213,410,10,0,4,30,12,-33,13,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-04,957,16,12,0,10265,-254,417,7,2,4,37,4,-33,13,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-05,967,10,12,0,10510,245,424,7,-5,1,42,3,-34,13,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-06,990,23,13,1,10710,200,446,22,-4,11,97,24,-9,4,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-07,990,0,13,0,11149,439,446,0,-6,3,74,10,-10,5,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-08,990,0,13,0,11310,161,412,-34,-1,-2,9,-10,-33,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-09,758,-232,9,-4,11415,105,168,-244,-3,-2,22,-3,-34,13,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-10,770,12,11,2,NA,NA,167,-1,4,3,36,1,-33,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-11,790,20,11,0,11508,NA,173,6,2,4,43,3,-33,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-12,813,23,11,0,11490,-18,190,17,-5,2,54,5,-34,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-13,813,0,11,0,11610,120,0,-190,-5,11,110,20,-8,4,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-14,850,37,12,1,11867,257,0,0,-5,4,113,21,-10,3,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-15,864,14,13,1,12009,142,0,0,1,-1,23,6,-33,11,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-16,1495,631,18,5,12425,416,603,603,0,3,37,0,-34,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-17,1525,30,18,0,12480,55,621,18,2,4,49,8,-34,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-18,1558,33,18,0,12613,133,641,20,1,5,46,-3,-34,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-19,1609,51,18,0,13047,434,676,35,-5,5,62,4,-36,12,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-20,1669,60,19,1,13492,445,713,37,NA,NA,NA,NA,NA,NA,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-21,1728,59,19,0,13889,397,771,58,NA,NA,NA,NA,NA,NA,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-22,1762,34,19,0,14138,249,803,32,NA,NA,NA,NA,NA,NA,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazoria",2020-06-23,1814,52,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metro","R","East Texas Gulf Coast",375869,"R - East Texas Gulf Coast"
"Brazos",2020-02-15,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,19,NA,3,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-16,NA,NA,NA,NA,NA,NA,NA,NA,3,-3,2,NA,2,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-17,NA,NA,NA,NA,NA,NA,NA,NA,5,-8,13,NA,-10,3,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-18,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7,-7,NA,-2,0,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-19,NA,NA,NA,NA,NA,NA,NA,NA,1,-6,-13,NA,2,1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-20,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7,-9,NA,0,2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-21,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-1,NA,4,0,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,1,-3,34,NA,6,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,-2,-7,-14,NA,4,0,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,2,-3,20,NA,4,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,8,0,27,NA,3,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,11,4,29,NA,3,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-27,NA,NA,NA,NA,NA,NA,NA,NA,10,4,58,NA,2,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,12,10,16,NA,5,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,8,3,56,NA,4,-3,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,10,6,10,NA,4,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,10,5,41,NA,4,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,12,7,18,NA,3,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-04,0,0,0,0,NA,NA,NA,NA,7,-3,5,NA,2,0,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-05,0,0,0,0,NA,NA,NA,NA,10,7,45,NA,2,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-06,0,0,0,0,NA,NA,NA,NA,6,9,24,NA,2,-2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-07,NA,NA,0,0,NA,NA,NA,NA,-5,-1,11,NA,1,-3,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-08,NA,NA,0,0,NA,NA,NA,NA,-4,-4,-9,NA,-7,-1,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-09,0,0,0,0,NA,NA,NA,NA,1,-3,-25,NA,-26,5,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-10,0,0,0,0,NA,NA,NA,NA,5,4,29,NA,-27,2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-11,0,0,0,0,NA,NA,NA,NA,8,7,65,NA,-32,3,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-12,0,0,0,0,NA,NA,NA,NA,3,24,41,-21,-35,4,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-13,0,0,0,0,NA,NA,NA,NA,-6,31,17,-12,-33,6,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-14,NA,NA,0,0,NA,NA,NA,NA,-16,5,7,NA,-4,0,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-15,0,0,0,0,NA,NA,NA,NA,-15,-1,-14,NA,-10,2,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-16,0,0,0,0,NA,NA,NA,NA,-4,12,27,NA,-26,7,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-17,0,0,0,0,NA,NA,NA,NA,-10,15,22,-26,-29,9,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-18,1,1,0,0,NA,NA,NA,NA,-16,15,35,NA,-32,12,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-19,1,0,0,0,NA,NA,NA,NA,-28,8,19,-42,-36,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-20,2,1,0,0,NA,NA,NA,NA,-36,2,-42,-63,-38,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-21,2,0,0,0,NA,NA,NA,NA,-45,-11,-48,NA,-22,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-22,2,0,0,0,NA,NA,NA,NA,-45,-18,-42,NA,-35,12,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-23,2,0,0,0,NA,NA,NA,NA,-28,-5,1,-51,-41,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-24,12,10,0,0,NA,NA,NA,NA,-31,-6,10,-59,-45,18,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-25,16,4,0,0,NA,NA,NA,NA,-40,-16,21,-51,-49,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-26,21,5,0,0,NA,NA,NA,NA,-41,-16,25,-63,-51,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-27,30,9,0,0,NA,NA,NA,NA,-42,-17,-4,-60,-48,24,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-28,36,6,0,0,NA,NA,NA,NA,-50,-26,-32,NA,-33,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-29,40,4,1,1,NA,NA,NA,NA,-50,-28,-37,NA,-39,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-30,44,4,2,1,NA,NA,NA,NA,-40,-26,-15,-68,-50,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-03-31,46,2,2,0,NA,NA,NA,NA,-36,-18,5,-59,-52,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-01,53,7,2,0,NA,NA,NA,NA,-33,-14,21,-51,-51,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-02,63,10,3,1,NA,NA,NA,NA,-41,-18,-7,-67,-53,24,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-03,68,5,4,1,NA,NA,NA,NA,-46,-19,-28,NA,-51,27,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-04,72,4,5,1,NA,NA,NA,NA,-54,-29,-68,NA,-38,19,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-05,75,3,5,0,NA,NA,NA,NA,-51,-29,-49,NA,-42,16,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-06,94,19,6,1,NA,NA,NA,NA,-40,-24,-14,-63,-51,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-07,94,0,7,1,NA,NA,77,77,-39,-23,0,-64,-53,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-08,97,3,7,0,NA,NA,77,0,-39,-22,0,NA,-52,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-09,108,11,8,1,NA,NA,83,6,-44,-25,-26,NA,-54,24,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-10,114,6,9,1,NA,NA,81,-2,-40,-17,4,NA,-58,27,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-11,116,2,9,0,NA,NA,78,-3,-47,-21,-30,NA,-35,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-12,134,18,10,1,NA,NA,93,15,-61,-58,-39,-72,-46,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-13,140,6,11,1,NA,NA,95,2,-39,-24,NA,-59,-51,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-14,143,3,12,1,NA,NA,96,1,-38,-21,-6,-51,-51,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-15,149,6,13,1,NA,NA,95,-1,-31,-18,NA,-49,-51,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-16,151,2,13,0,NA,NA,90,-5,-36,-15,NA,-62,-51,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-17,158,7,14,1,NA,NA,93,3,-42,-18,-13,-60,-49,24,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-18,164,6,15,1,NA,NA,95,2,-46,-24,NA,-49,-29,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-19,169,5,16,1,NA,NA,103,8,-48,-29,-43,-65,-38,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-20,170,1,16,0,NA,NA,99,-4,-34,-20,NA,-56,-49,20,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-21,170,0,16,0,1562,1562,97,-2,-35,-18,5,-57,-50,20,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-22,173,3,16,0,1640,78,97,0,-40,-22,-9,-53,-50,23,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-23,177,4,16,0,1521,-119,96,-1,-36,-15,NA,-59,-50,21,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-24,177,0,16,0,1620,99,84,-12,-38,-15,-2,-55,-48,23,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-25,181,4,16,0,1640,20,88,4,-41,-19,NA,-33,-30,11,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-26,181,0,16,0,1640,0,88,0,-41,-23,NA,-58,-36,12,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-27,182,1,16,0,1651,11,82,-6,-31,-17,NA,-49,-48,19,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-28,182,0,16,0,1660,9,80,-2,-33,-16,0,-50,-48,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-29,188,6,16,0,1664,4,84,4,-30,-13,NA,-46,-48,20,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-04-30,193,5,16,0,1678,14,87,3,-31,-12,NA,-52,-48,20,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-01,197,4,16,0,1670,-8,90,3,-31,-8,11,-54,-45,20,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-02,202,5,16,0,1680,10,71,-19,-35,-15,NA,-31,-21,10,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-03,208,6,16,0,1680,0,77,6,-36,-20,NA,-57,-31,10,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-04,208,0,16,0,1707,27,77,0,-26,-14,NA,-50,-45,18,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-05,209,1,16,0,NA,NA,78,1,-25,-10,-9,-52,-46,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-06,219,10,17,1,1797,NA,84,6,-21,-8,NA,-44,-45,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-07,232,13,17,0,1884,87,96,12,-26,-7,NA,-50,-45,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-08,243,11,17,0,1916,32,106,10,-28,-6,0,-45,-42,18,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-09,256,13,18,1,1996,80,96,-10,-28,-3,14,-33,-21,7,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-10,265,9,18,0,2067,71,127,31,-31,-10,-18,-51,-24,5,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-11,271,6,18,0,2120,53,133,6,-25,-15,NA,-47,-43,16,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-12,278,7,18,0,2208,88,138,5,-32,-18,-36,-58,-45,18,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-13,287,9,18,0,2219,11,147,9,-22,-6,6,-49,-43,16,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-14,301,14,18,0,2351,132,140,-7,-27,-7,9,-58,-43,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-15,305,4,18,0,2372,21,143,3,-29,-8,-5,-53,-41,18,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-16,312,7,18,0,2445,73,150,7,-35,-16,-30,-47,-24,11,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-17,318,6,18,0,2544,99,156,6,-31,-18,-11,-52,-22,9,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-18,325,7,18,0,2613,69,160,4,-22,-12,NA,-51,-41,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-19,333,8,18,0,2731,118,168,8,-22,-10,-1,-55,-41,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-20,341,8,18,0,2949,218,158,-10,-19,-7,12,-44,-40,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-21,362,21,18,0,3127,178,174,16,-23,-7,0,-50,-41,16,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-22,373,11,18,0,3329,202,184,10,-25,-8,29,-41,-38,16,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-23,383,10,18,0,NA,NA,194,10,-30,-13,3,-33,-13,6,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-24,436,53,19,1,3544,NA,246,52,-37,-26,-44,-54,-21,9,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-25,438,2,19,0,3641,97,248,2,-23,-15,-3,-68,-68,22,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-26,441,3,19,0,3695,54,247,-1,-22,-9,3,-51,-40,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-27,444,3,19,0,3728,33,242,-5,-27,-17,-9,-46,-40,17,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-28,455,11,19,0,4138,410,253,11,-18,-4,12,-43,-39,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-29,463,8,19,0,4232,94,261,8,-23,-7,10,-41,-36,15,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-30,470,7,19,0,4592,360,268,7,-28,-13,11,-24,-7,5,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-05-31,477,7,19,0,4636,44,275,7,-27,-17,-16,-35,-13,6,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-01,483,6,19,0,5115,479,281,6,-16,-10,NA,-51,-37,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-02,487,4,19,0,5349,234,285,4,-18,-9,4,-35,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-03,501,14,19,0,5551,202,284,-1,-16,-5,27,-31,-38,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-04,517,16,21,2,5536,-15,298,14,-20,-8,14,-49,-39,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-05,532,15,22,1,5790,254,312,14,-22,-7,-2,-36,-37,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-06,565,33,22,0,6245,455,345,33,-27,-14,0,-35,-12,5,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-07,605,40,22,0,6912,667,385,40,-25,-16,-23,-36,-16,6,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-08,626,21,22,0,7274,362,406,21,-19,-11,NA,-42,-40,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-09,634,8,22,0,7600,326,384,-22,-20,-13,-7,-45,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-10,665,31,24,2,NA,NA,413,29,-17,-8,32,-40,-38,12,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-11,684,19,24,0,8312,NA,387,-26,-22,-8,22,-44,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-12,710,26,24,0,8581,269,413,26,-23,-7,16,-30,-38,14,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-13,721,11,24,0,8763,182,424,11,-28,-14,21,-29,-10,5,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-14,781,60,25,1,9090,327,483,59,-27,-16,-16,-34,-15,6,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-15,803,22,25,0,9344,254,482,-1,-19,-13,NA,-42,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-16,821,18,25,0,9417,73,319,-163,-19,-8,8,-44,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-17,880,59,25,0,9470,53,362,43,-18,-8,29,-40,-39,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-18,1025,145,25,0,10667,1197,493,131,-21,-7,26,-42,-40,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-19,1095,70,25,0,11100,433,507,14,-22,-5,27,-36,-40,13,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-20,1163,68,25,0,11766,666,558,51,NA,NA,NA,NA,NA,NA,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-21,1225,62,25,0,12096,330,599,41,NA,NA,NA,NA,NA,NA,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-22,1244,19,25,0,12295,199,611,12,NA,NA,NA,NA,NA,NA,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brazos",2020-06-23,1260,16,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metro","N","Brazos Valley",229410,"N - Brazos Valley"
"Brewster",2020-02-15,NA,NA,NA,NA,NA,NA,NA,NA,33,16,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-16,NA,NA,NA,NA,NA,NA,NA,NA,32,14,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-17,NA,NA,NA,NA,NA,NA,NA,NA,20,12,NA,NA,-20,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-18,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,8,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-19,NA,NA,NA,NA,NA,NA,NA,NA,13,-1,NA,NA,6,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-20,NA,NA,NA,NA,NA,NA,NA,NA,20,8,NA,NA,4,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-21,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,9,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,20,11,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,13,5,NA,NA,9,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA,NA,8,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,NA,3,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-27,NA,NA,NA,NA,NA,NA,NA,NA,22,19,NA,NA,3,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,40,27,NA,NA,6,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,38,14,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,23,20,NA,NA,NA,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,11,9,NA,NA,6,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
"Brewster",2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,17,8,NA,NA,2,NA,"Non-Metro","J","Texas 'J'",9133,"J - Texas 'J'"
