"County","Date","Cases_Cumulative","Cases_Daily","Deaths_Cumulative","Deaths_Daily","Tests_Cumulative","Tests_Daily","Active_Cases_Cumulative","Active_Cases_Daily","Retail_Recreation","Grocery_Pharmacy","Parks","Transit","Workplaces","Residential","Metro_Area","TSA","TSA_Name","Population_DSHS","TSA_Combined"
"Anderson",2020-04-09,2,1,0,0,NA,NA,2,1,-28,-4,NA,NA,-33,12,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-10,2,0,0,0,NA,NA,2,0,-29,-4,NA,NA,-41,16,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-11,3,1,0,0,NA,NA,3,1,-35,-2,NA,NA,-24,NA,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-12,3,0,0,0,NA,NA,3,0,-46,-18,NA,NA,-27,NA,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-13,3,0,0,0,NA,NA,3,0,-21,-2,NA,NA,-30,11,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-14,3,0,0,0,NA,NA,3,0,-20,-9,NA,NA,-30,11,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-15,4,1,0,0,NA,NA,3,0,-4,7,NA,NA,-32,11,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-16,6,2,0,0,NA,NA,5,2,-12,0,NA,NA,-31,10,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-17,6,0,0,0,NA,NA,5,0,-25,-5,NA,-25,-28,14,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-18,6,0,0,0,NA,NA,5,0,-25,-4,NA,NA,-16,NA,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
"Anderson",2020-04-19,8,2,0,0,NA,NA,7,2,-34,-16,NA,NA,-27,NA,"Non-Metro","G","Piney Woods",58199,"G - Piney Woods"
