"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-03-07,"Dimmit","Black",16,18,NA
2021-03-07,"Dimmit","Hispanic",1200,2068,NA
2021-03-07,"Dimmit","White",123,200,NA
2021-03-07,"Dimmit","Other",61,97,NA
2021-03-07,"Dimmit","Unknown",414,777,NA
2021-02-14,"Donley","Asian",0,NA,NA
2021-02-14,"Donley","Black",2,NA,NA
2021-02-14,"Donley","Hispanic",0,NA,NA
2021-02-14,"Donley","White",31,NA,NA
2021-02-14,"Donley","Other",0,NA,NA
2021-02-14,"Donley","Unknown",93,NA,NA
2021-02-21,"Donley","Black",1,NA,NA
2021-02-21,"Donley","Hispanic",0,NA,NA
2021-02-21,"Donley","White",48,NA,NA
2021-02-21,"Donley","Other",2,NA,NA
2021-02-21,"Donley","Unknown",140,NA,NA
2021-02-28,"Donley","Black",1,8,NA
2021-02-28,"Donley","Hispanic",4,12,NA
2021-02-28,"Donley","White",77,250,NA
2021-02-28,"Donley","Other",3,11,NA
2021-02-28,"Donley","Unknown",140,178,NA
2021-03-07,"Donley","Asian",0,2,NA
2021-03-07,"Donley","Black",2,12,NA
2021-03-07,"Donley","Hispanic",6,43,NA
2021-03-07,"Donley","White",122,463,NA
2021-03-07,"Donley","Other",3,17,NA
2021-03-07,"Donley","Unknown",149,173,NA
2021-03-07,"Donley","Asian",0,2,NA
2021-03-07,"Donley","Black",2,12,NA
2021-03-07,"Donley","Hispanic",6,43,NA
2021-03-07,"Donley","White",122,463,NA
2021-03-07,"Donley","Other",3,17,NA
2021-03-07,"Donley","Unknown",149,173,NA
2021-02-14,"Duval","Asian",0,NA,NA
2021-02-14,"Duval","Black",0,NA,NA
2021-02-14,"Duval","Hispanic",27,NA,NA
2021-02-14,"Duval","White",63,NA,NA
2021-02-14,"Duval","Other",19,NA,NA
2021-02-14,"Duval","Unknown",111,NA,NA
2021-02-21,"Duval","Asian",1,NA,NA
2021-02-21,"Duval","Black",0,NA,NA
2021-02-21,"Duval","Hispanic",135,NA,NA
2021-02-21,"Duval","White",129,NA,NA
2021-02-21,"Duval","Other",33,NA,NA
2021-02-21,"Duval","Unknown",438,NA,NA
2021-02-28,"Duval","Asian",1,4,NA
2021-02-28,"Duval","Black",0,5,NA
2021-02-28,"Duval","Hispanic",370,1021,NA
2021-02-28,"Duval","White",192,426,NA
2021-02-28,"Duval","Other",37,64,NA
2021-02-28,"Duval","Unknown",527,714,NA
2021-03-07,"Duval","Asian",3,4,NA
2021-03-07,"Duval","Black",1,7,NA
2021-03-07,"Duval","Hispanic",672,1437,NA
2021-03-07,"Duval","White",213,368,NA
2021-03-07,"Duval","Other",37,65,NA
2021-03-07,"Duval","Unknown",548,712,NA
2021-03-07,"Duval","Asian",3,4,NA
2021-03-07,"Duval","Black",1,7,NA
2021-03-07,"Duval","Hispanic",672,1437,NA
2021-03-07,"Duval","White",213,368,NA
2021-03-07,"Duval","Other",37,65,NA
2021-03-07,"Duval","Unknown",548,712,NA
2021-02-14,"Eastland","Asian",2,NA,NA
2021-02-14,"Eastland","Black",0,NA,NA
2021-02-14,"Eastland","Hispanic",11,NA,NA
2021-02-14,"Eastland","White",184,NA,NA
2021-02-14,"Eastland","Other",52,NA,NA
2021-02-14,"Eastland","Unknown",282,NA,NA
2021-02-21,"Eastland","Asian",1,NA,NA
2021-02-21,"Eastland","Black",0,NA,NA
2021-02-21,"Eastland","Hispanic",12,NA,NA
2021-02-21,"Eastland","White",212,NA,NA
2021-02-21,"Eastland","Other",57,NA,NA
2021-02-21,"Eastland","Unknown",357,NA,NA
2021-02-28,"Eastland","Asian",1,4,NA
2021-02-28,"Eastland","Black",3,7,NA
2021-02-28,"Eastland","Hispanic",16,34,NA
2021-02-28,"Eastland","White",325,631,NA
2021-02-28,"Eastland","Other",65,106,NA
2021-02-28,"Eastland","Unknown",391,677,NA
2021-03-07,"Eastland","Asian",1,4,NA
2021-03-07,"Eastland","Black",4,19,NA
2021-03-07,"Eastland","Hispanic",21,137,NA
2021-03-07,"Eastland","White",515,1573,NA
2021-03-07,"Eastland","Other",70,124,NA
2021-03-07,"Eastland","Unknown",421,622,NA
2021-03-07,"Eastland","Asian",1,4,NA
2021-03-07,"Eastland","Black",4,19,NA
2021-03-07,"Eastland","Hispanic",21,137,NA
2021-03-07,"Eastland","White",515,1573,NA
2021-03-07,"Eastland","Other",70,124,NA
2021-03-07,"Eastland","Unknown",421,622,NA
2021-02-14,"Ector","Asian",185,NA,NA
2021-02-14,"Ector","Black",63,NA,NA
2021-02-14,"Ector","Hispanic",160,NA,NA
2021-02-14,"Ector","White",1477,NA,NA
2021-02-14,"Ector","Other",369,NA,NA
2021-02-14,"Ector","Unknown",2055,NA,NA
2021-02-21,"Ector","Asian",190,NA,NA
2021-02-21,"Ector","Black",109,NA,NA
2021-02-21,"Ector","Hispanic",1384,NA,NA
2021-02-21,"Ector","White",2455,NA,NA
2021-02-21,"Ector","Other",484,NA,NA
2021-02-21,"Ector","Unknown",2869,NA,NA
2021-02-28,"Ector","Asian",204,340,NA
2021-02-28,"Ector","Black",125,429,NA
2021-02-28,"Ector","Hispanic",1553,8159,NA
2021-02-28,"Ector","White",3010,7311,NA
2021-02-28,"Ector","Other",586,1094,NA
2021-02-28,"Ector","Unknown",3012,5809,NA
2021-03-07,"Ector","Asian",254,395,NA
2021-03-07,"Ector","Black",263,539,NA
2021-03-07,"Ector","Hispanic",4386,10458,NA
2021-03-07,"Ector","White",4961,8643,NA
2021-03-07,"Ector","Other",647,1177,NA
2021-03-07,"Ector","Unknown",3755,6069,NA
2021-03-07,"Ector","Asian",254,395,NA
2021-03-07,"Ector","Black",263,539,NA
2021-03-07,"Ector","Hispanic",4386,10458,NA
2021-03-07,"Ector","White",4961,8643,NA
2021-03-07,"Ector","Other",647,1177,NA
2021-03-07,"Ector","Unknown",3755,6069,NA
2021-02-14,"Edwards","Hispanic",3,NA,NA
2021-02-14,"Edwards","White",5,NA,NA
2021-02-14,"Edwards","Other",3,NA,NA
2021-02-14,"Edwards","Unknown",24,NA,NA
2021-02-21,"Edwards","Hispanic",5,NA,NA
2021-02-21,"Edwards","White",7,NA,NA
2021-02-21,"Edwards","Other",4,NA,NA
2021-02-21,"Edwards","Unknown",15,NA,NA
2021-02-28,"Edwards","Hispanic",11,43,NA
2021-02-28,"Edwards","White",25,109,NA
2021-02-28,"Edwards","Other",4,5,NA
2021-02-28,"Edwards","Unknown",18,31,NA
2021-03-07,"Edwards","Hispanic",17,53,NA
2021-03-07,"Edwards","White",40,153,NA
2021-03-07,"Edwards","Other",4,5,NA
2021-03-07,"Edwards","Unknown",19,28,NA
2021-03-07,"Edwards","Hispanic",17,53,NA
2021-03-07,"Edwards","White",40,153,NA
2021-03-07,"Edwards","Other",4,5,NA
2021-03-07,"Edwards","Unknown",19,28,NA
2021-02-14,"El Paso","Asian",117,NA,NA
2021-02-14,"El Paso","Black",69,NA,NA
2021-02-14,"El Paso","Hispanic",3887,NA,NA
2021-02-14,"El Paso","White",1396,NA,NA
2021-02-14,"El Paso","Other",411,NA,NA
2021-02-14,"El Paso","Unknown",28744,NA,NA
2021-02-21,"El Paso","Asian",227,NA,NA
2021-02-21,"El Paso","Black",185,NA,NA
2021-02-21,"El Paso","Hispanic",14529,NA,NA
2021-02-21,"El Paso","White",3835,NA,NA
2021-02-21,"El Paso","Other",1421,NA,NA
2021-02-21,"El Paso","Unknown",39752,NA,NA
2021-02-28,"El Paso","Asian",284,472,NA
2021-02-28,"El Paso","Black",243,488,NA
2021-02-28,"El Paso","Hispanic",24705,52579,NA
2021-02-28,"El Paso","White",5551,10878,NA
2021-02-28,"El Paso","Other",1653,3153,NA
2021-02-28,"El Paso","Unknown",42151,60307,NA
2021-03-07,"El Paso","Asian",348,609,NA
2021-03-07,"El Paso","Black",301,609,NA
2021-03-07,"El Paso","Hispanic",34573,72092,NA
2021-03-07,"El Paso","White",7915,14974,NA
2021-03-07,"El Paso","Other",2090,3533,NA
2021-03-07,"El Paso","Unknown",44824,58566,NA
2021-03-07,"El Paso","Asian",348,609,NA
2021-03-07,"El Paso","Black",301,609,NA
2021-03-07,"El Paso","Hispanic",34573,72092,NA
2021-03-07,"El Paso","White",7915,14974,NA
2021-03-07,"El Paso","Other",2090,3533,NA
2021-03-07,"El Paso","Unknown",44824,58566,NA
2021-02-14,"Ellis","Asian",40,NA,NA
2021-02-14,"Ellis","Black",364,NA,NA
2021-02-14,"Ellis","Hispanic",348,NA,NA
2021-02-14,"Ellis","White",2126,NA,NA
2021-02-14,"Ellis","Other",410,NA,NA
2021-02-14,"Ellis","Unknown",1168,NA,NA
2021-02-21,"Ellis","Asian",47,NA,NA
2021-02-21,"Ellis","Black",563,NA,NA
2021-02-21,"Ellis","Hispanic",490,NA,NA
2021-02-21,"Ellis","White",3152,NA,NA
2021-02-21,"Ellis","Other",593,NA,NA
2021-02-21,"Ellis","Unknown",1449,NA,NA
2021-02-28,"Ellis","Asian",60,126,NA
2021-02-28,"Ellis","Black",773,1602,NA
2021-02-28,"Ellis","Hispanic",658,1771,NA
2021-02-28,"Ellis","White",4588,13351,NA
2021-02-28,"Ellis","Other",722,1526,NA
2021-02-28,"Ellis","Unknown",1961,3488,NA
2021-03-07,"Ellis","Asian",79,159,NA
2021-03-07,"Ellis","Black",1055,2211,NA
2021-03-07,"Ellis","Hispanic",1007,2492,NA
2021-03-07,"Ellis","White",8242,16377,NA
2021-03-07,"Ellis","Other",977,1695,NA
2021-03-07,"Ellis","Unknown",2011,3229,NA
2021-03-07,"Ellis","Asian",79,159,NA
2021-03-07,"Ellis","Black",1055,2211,NA
2021-03-07,"Ellis","Hispanic",1007,2492,NA
2021-03-07,"Ellis","White",8242,16377,NA
2021-03-07,"Ellis","Other",977,1695,NA
2021-03-07,"Ellis","Unknown",2011,3229,NA
2021-02-14,"Erath","Asian",10,NA,NA
2021-02-14,"Erath","Black",4,NA,NA
2021-02-14,"Erath","Hispanic",19,NA,NA
2021-02-14,"Erath","White",422,NA,NA
2021-02-14,"Erath","Other",113,NA,NA
2021-02-14,"Erath","Unknown",156,NA,NA
2021-02-21,"Erath","Asian",10,NA,NA
2021-02-21,"Erath","Black",5,NA,NA
2021-02-21,"Erath","Hispanic",24,NA,NA
2021-02-21,"Erath","White",557,NA,NA
2021-02-21,"Erath","Other",140,NA,NA
2021-02-21,"Erath","Unknown",414,NA,NA
2021-02-28,"Erath","Asian",11,25,NA
2021-02-28,"Erath","Black",5,13,NA
2021-02-28,"Erath","Hispanic",33,132,NA
2021-02-28,"Erath","White",686,2345,NA
2021-02-28,"Erath","Other",148,219,NA
2021-02-28,"Erath","Unknown",714,1159,NA
2021-03-07,"Erath","Asian",11,44,NA
2021-03-07,"Erath","Black",5,24,NA
2021-03-07,"Erath","Hispanic",50,285,NA
2021-03-07,"Erath","White",1008,3769,NA
2021-03-07,"Erath","Other",160,235,NA
2021-03-07,"Erath","Unknown",918,1209,NA
2021-03-07,"Erath","Asian",11,44,NA
2021-03-07,"Erath","Black",5,24,NA
2021-03-07,"Erath","Hispanic",50,285,NA
2021-03-07,"Erath","White",1008,3769,NA
2021-03-07,"Erath","Other",160,235,NA
2021-03-07,"Erath","Unknown",918,1209,NA
2021-02-14,"Falls","Asian",3,NA,NA
2021-02-14,"Falls","Black",4,NA,NA
2021-02-14,"Falls","Hispanic",18,NA,NA
2021-02-14,"Falls","White",83,NA,NA
2021-02-14,"Falls","Other",5,NA,NA
2021-02-14,"Falls","Unknown",98,NA,NA
2021-02-21,"Falls","Asian",3,NA,NA
2021-02-21,"Falls","Black",9,NA,NA
2021-02-21,"Falls","Hispanic",22,NA,NA
2021-02-21,"Falls","White",155,NA,NA
2021-02-21,"Falls","Other",40,NA,NA
2021-02-21,"Falls","Unknown",142,NA,NA
2021-02-28,"Falls","Asian",3,5,NA
2021-02-28,"Falls","Black",33,173,NA
2021-02-28,"Falls","Hispanic",42,158,NA
2021-02-28,"Falls","White",248,638,NA
2021-02-28,"Falls","Other",42,84,NA
2021-02-28,"Falls","Unknown",497,910,NA
2021-03-07,"Falls","Asian",3,4,NA
2021-03-07,"Falls","Black",93,213,NA
2021-03-07,"Falls","Hispanic",94,187,NA
2021-03-07,"Falls","White",446,790,NA
2021-03-07,"Falls","Other",56,94,NA
2021-03-07,"Falls","Unknown",684,844,NA
2021-03-07,"Falls","Asian",3,4,NA
2021-03-07,"Falls","Black",93,213,NA
2021-03-07,"Falls","Hispanic",94,187,NA
2021-03-07,"Falls","White",446,790,NA
2021-03-07,"Falls","Other",56,94,NA
2021-03-07,"Falls","Unknown",684,844,NA
2021-02-14,"Fannin","Asian",3,NA,NA
2021-02-14,"Fannin","Black",11,NA,NA
2021-02-14,"Fannin","Hispanic",11,NA,NA
2021-02-14,"Fannin","White",364,NA,NA
2021-02-14,"Fannin","Other",91,NA,NA
2021-02-14,"Fannin","Unknown",722,NA,NA
2021-02-21,"Fannin","Asian",3,NA,NA
2021-02-21,"Fannin","Black",12,NA,NA
2021-02-21,"Fannin","Hispanic",16,NA,NA
2021-02-21,"Fannin","White",445,NA,NA
2021-02-21,"Fannin","Other",96,NA,NA
2021-02-21,"Fannin","Unknown",901,NA,NA
2021-02-28,"Fannin","Asian",5,11,NA
2021-02-28,"Fannin","Black",22,57,NA
2021-02-28,"Fannin","Hispanic",31,67,NA
2021-02-28,"Fannin","White",992,2093,NA
2021-02-28,"Fannin","Other",128,190,NA
2021-02-28,"Fannin","Unknown",1345,1656,NA
2021-03-07,"Fannin","Asian",5,13,NA
2021-03-07,"Fannin","Black",25,70,NA
2021-03-07,"Fannin","Hispanic",44,99,NA
2021-03-07,"Fannin","White",1179,2602,NA
2021-03-07,"Fannin","Other",158,232,NA
2021-03-07,"Fannin","Unknown",1404,1637,NA
2021-03-07,"Fannin","Asian",5,13,NA
2021-03-07,"Fannin","Black",25,70,NA
2021-03-07,"Fannin","Hispanic",44,99,NA
2021-03-07,"Fannin","White",1179,2602,NA
2021-03-07,"Fannin","Other",158,232,NA
2021-03-07,"Fannin","Unknown",1404,1637,NA
2021-02-14,"Fayette","Asian",2,NA,NA
2021-02-14,"Fayette","Black",4,NA,NA
2021-02-14,"Fayette","Hispanic",11,NA,NA
2021-02-14,"Fayette","White",201,NA,NA
2021-02-14,"Fayette","Other",21,NA,NA
2021-02-14,"Fayette","Unknown",89,NA,NA
2021-02-21,"Fayette","Asian",5,NA,NA
2021-02-21,"Fayette","Black",6,NA,NA
2021-02-21,"Fayette","Hispanic",25,NA,NA
2021-02-21,"Fayette","White",477,NA,NA
2021-02-21,"Fayette","Other",43,NA,NA
2021-02-21,"Fayette","Unknown",205,NA,NA
2021-02-28,"Fayette","Asian",5,12,NA
2021-02-28,"Fayette","Black",17,33,NA
2021-02-28,"Fayette","Hispanic",38,83,NA
2021-02-28,"Fayette","White",723,1425,NA
2021-02-28,"Fayette","Other",66,779,NA
2021-02-28,"Fayette","Unknown",250,974,NA
2021-03-07,"Fayette","Asian",10,18,NA
2021-03-07,"Fayette","Black",17,61,NA
2021-03-07,"Fayette","Hispanic",48,129,NA
2021-03-07,"Fayette","White",931,1891,NA
2021-03-07,"Fayette","Other",162,818,NA
2021-03-07,"Fayette","Unknown",388,995,NA
2021-03-07,"Fayette","Asian",10,18,NA
2021-03-07,"Fayette","Black",17,61,NA
2021-03-07,"Fayette","Hispanic",48,129,NA
2021-03-07,"Fayette","White",931,1891,NA
2021-03-07,"Fayette","Other",162,818,NA
2021-03-07,"Fayette","Unknown",388,995,NA
2021-02-14,"Fisher","Black",0,NA,NA
2021-02-14,"Fisher","Hispanic",2,NA,NA
2021-02-14,"Fisher","White",16,NA,NA
2021-02-14,"Fisher","Other",1,NA,NA
2021-02-14,"Fisher","Unknown",12,NA,NA
2021-02-21,"Fisher","Black",0,NA,NA
2021-02-21,"Fisher","Hispanic",5,NA,NA
2021-02-21,"Fisher","White",58,NA,NA
2021-02-21,"Fisher","Other",3,NA,NA
2021-02-21,"Fisher","Unknown",69,NA,NA
2021-02-28,"Fisher","Black",0,1,NA
2021-02-28,"Fisher","Hispanic",10,58,NA
2021-02-28,"Fisher","White",96,182,NA
2021-02-28,"Fisher","Other",8,13,NA
2021-02-28,"Fisher","Unknown",174,247,NA
2021-03-07,"Fisher","Black",0,1,NA
2021-03-07,"Fisher","Hispanic",10,72,NA
2021-03-07,"Fisher","White",101,218,NA
2021-03-07,"Fisher","Other",8,13,NA
2021-03-07,"Fisher","Unknown",197,247,NA
2021-03-07,"Fisher","Black",0,1,NA
2021-03-07,"Fisher","Hispanic",10,72,NA
2021-03-07,"Fisher","White",101,218,NA
2021-03-07,"Fisher","Other",8,13,NA
2021-03-07,"Fisher","Unknown",197,247,NA
2021-02-14,"Floyd","Asian",2,NA,NA
2021-02-14,"Floyd","Black",2,NA,NA
2021-02-14,"Floyd","Hispanic",26,NA,NA
2021-02-14,"Floyd","White",97,NA,NA
2021-02-14,"Floyd","Other",26,NA,NA
2021-02-14,"Floyd","Unknown",90,NA,NA
2021-02-21,"Floyd","Asian",2,NA,NA
2021-02-21,"Floyd","Black",3,NA,NA
2021-02-21,"Floyd","Hispanic",39,NA,NA
2021-02-21,"Floyd","White",123,NA,NA
2021-02-21,"Floyd","Other",27,NA,NA
2021-02-21,"Floyd","Unknown",146,NA,NA
2021-02-28,"Floyd","Asian",2,2,NA
2021-02-28,"Floyd","Black",4,14,NA
2021-02-28,"Floyd","Hispanic",44,257,NA
2021-02-28,"Floyd","White",149,443,NA
2021-02-28,"Floyd","Other",31,56,NA
2021-02-28,"Floyd","Unknown",149,242,NA
2021-03-07,"Floyd","Asian",2,2,NA
2021-03-07,"Floyd","Black",6,16,NA
2021-03-07,"Floyd","Hispanic",114,354,NA
2021-03-07,"Floyd","White",279,516,NA
2021-03-07,"Floyd","Other",32,57,NA
2021-03-07,"Floyd","Unknown",161,221,NA
2021-03-07,"Floyd","Asian",2,2,NA
2021-03-07,"Floyd","Black",6,16,NA
2021-03-07,"Floyd","Hispanic",114,354,NA
2021-03-07,"Floyd","White",279,516,NA
2021-03-07,"Floyd","Other",32,57,NA
2021-03-07,"Floyd","Unknown",161,221,NA
2021-02-14,"Foard","Asian",0,NA,NA
2021-02-14,"Foard","Black",0,NA,NA
2021-02-14,"Foard","Hispanic",1,NA,NA
2021-02-14,"Foard","White",8,NA,NA
2021-02-14,"Foard","Unknown",16,NA,NA
2021-02-21,"Foard","Black",0,NA,NA
2021-02-21,"Foard","Hispanic",1,NA,NA
2021-02-21,"Foard","White",27,NA,NA
2021-02-21,"Foard","Other",1,NA,NA
2021-02-21,"Foard","Unknown",100,NA,NA
2021-02-28,"Foard","Asian",0,2,NA
2021-02-28,"Foard","Black",2,20,NA
2021-02-28,"Foard","Hispanic",0,6,NA
2021-02-28,"Foard","White",36,178,NA
2021-02-28,"Foard","Other",1,2,NA
2021-02-28,"Foard","Unknown",102,189,NA
2021-03-07,"Foard","Asian",0,1,NA
2021-03-07,"Foard","Black",1,13,NA
2021-03-07,"Foard","Hispanic",1,15,NA
2021-03-07,"Foard","White",49,172,NA
2021-03-07,"Foard","Other",0,2,NA
2021-03-07,"Foard","Unknown",103,173,NA
2021-03-07,"Foard","Asian",0,1,NA
2021-03-07,"Foard","Black",1,13,NA
2021-03-07,"Foard","Hispanic",1,15,NA
2021-03-07,"Foard","White",49,172,NA
2021-03-07,"Foard","Other",0,2,NA
2021-03-07,"Foard","Unknown",103,173,NA
2021-02-14,"Fort Bend","Asian",5313,NA,NA
2021-02-14,"Fort Bend","Black",2511,NA,NA
2021-02-14,"Fort Bend","Hispanic",903,NA,NA
2021-02-14,"Fort Bend","White",5280,NA,NA
2021-02-14,"Fort Bend","Other",2731,NA,NA
2021-02-14,"Fort Bend","Unknown",7112,NA,NA
2021-02-21,"Fort Bend","Asian",10096,NA,NA
2021-02-21,"Fort Bend","Black",4439,NA,NA
2021-02-21,"Fort Bend","Hispanic",2543,NA,NA
2021-02-21,"Fort Bend","White",12160,NA,NA
2021-02-21,"Fort Bend","Other",6676,NA,NA
2021-02-21,"Fort Bend","Unknown",11381,NA,NA
2021-02-28,"Fort Bend","Asian",15606,25741,NA
2021-02-28,"Fort Bend","Black",7369,13861,NA
2021-02-28,"Fort Bend","Hispanic",5226,10327,NA
2021-02-28,"Fort Bend","White",20691,34565,NA
2021-02-28,"Fort Bend","Other",8450,14003,NA
2021-02-28,"Fort Bend","Unknown",13540,22271,NA
2021-03-07,"Fort Bend","Asian",21670,31537,NA
2021-03-07,"Fort Bend","Black",10623,17347,NA
2021-03-07,"Fort Bend","Hispanic",8197,13625,NA
2021-03-07,"Fort Bend","White",28953,41239,NA
2021-03-07,"Fort Bend","Other",10587,16289,NA
2021-03-07,"Fort Bend","Unknown",14986,21370,NA
2021-03-07,"Fort Bend","Asian",21670,31537,NA
2021-03-07,"Fort Bend","Black",10623,17347,NA
2021-03-07,"Fort Bend","Hispanic",8197,13625,NA
2021-03-07,"Fort Bend","White",28953,41239,NA
2021-03-07,"Fort Bend","Other",10587,16289,NA
2021-03-07,"Fort Bend","Unknown",14986,21370,NA
2021-02-14,"Franklin","Asian",1,NA,NA
2021-02-14,"Franklin","Black",1,NA,NA
2021-02-14,"Franklin","Hispanic",1,NA,NA
2021-02-14,"Franklin","White",56,NA,NA
2021-02-14,"Franklin","Other",8,NA,NA
2021-02-14,"Franklin","Unknown",110,NA,NA
2021-02-21,"Franklin","Asian",1,NA,NA
2021-02-21,"Franklin","Black",4,NA,NA
2021-02-21,"Franklin","Hispanic",3,NA,NA
2021-02-21,"Franklin","White",182,NA,NA
2021-02-21,"Franklin","Other",12,NA,NA
2021-02-21,"Franklin","Unknown",188,NA,NA
2021-02-28,"Franklin","Asian",1,3,NA
2021-02-28,"Franklin","Black",5,24,NA
2021-02-28,"Franklin","Hispanic",8,35,NA
2021-02-28,"Franklin","White",244,553,NA
2021-02-28,"Franklin","Other",14,28,NA
2021-02-28,"Franklin","Unknown",225,402,NA
2021-03-07,"Franklin","Asian",2,2,NA
2021-03-07,"Franklin","Black",8,27,NA
2021-03-07,"Franklin","Hispanic",14,39,NA
2021-03-07,"Franklin","White",341,747,NA
2021-03-07,"Franklin","Other",18,31,NA
2021-03-07,"Franklin","Unknown",237,365,NA
2021-03-07,"Franklin","Asian",2,2,NA
2021-03-07,"Franklin","Black",8,27,NA
2021-03-07,"Franklin","Hispanic",14,39,NA
2021-03-07,"Franklin","White",341,747,NA
2021-03-07,"Franklin","Other",18,31,NA
2021-03-07,"Franklin","Unknown",237,365,NA
2021-02-14,"Freestone","Asian",0,NA,NA
2021-02-14,"Freestone","Black",24,NA,NA
2021-02-14,"Freestone","Hispanic",5,NA,NA
2021-02-14,"Freestone","White",159,NA,NA
2021-02-14,"Freestone","Other",5,NA,NA
2021-02-14,"Freestone","Unknown",65,NA,NA
2021-02-21,"Freestone","Asian",0,NA,NA
2021-02-21,"Freestone","Black",39,NA,NA
2021-02-21,"Freestone","Hispanic",7,NA,NA
2021-02-21,"Freestone","White",285,NA,NA
2021-02-21,"Freestone","Other",32,NA,NA
2021-02-21,"Freestone","Unknown",99,NA,NA
2021-02-28,"Freestone","Asian",0,2,NA
2021-02-28,"Freestone","Black",54,97,NA
2021-02-28,"Freestone","Hispanic",11,25,NA
2021-02-28,"Freestone","White",362,664,NA
2021-02-28,"Freestone","Other",71,154,NA
2021-02-28,"Freestone","Unknown",144,310,NA
2021-03-07,"Freestone","Asian",2,6,NA
2021-03-07,"Freestone","Black",70,170,NA
2021-03-07,"Freestone","Hispanic",15,38,NA
2021-03-07,"Freestone","White",532,1042,NA
2021-03-07,"Freestone","Other",71,164,NA
2021-03-07,"Freestone","Unknown",163,304,NA
2021-03-07,"Freestone","Asian",2,6,NA
2021-03-07,"Freestone","Black",70,170,NA
2021-03-07,"Freestone","Hispanic",15,38,NA
2021-03-07,"Freestone","White",532,1042,NA
2021-03-07,"Freestone","Other",71,164,NA
2021-03-07,"Freestone","Unknown",163,304,NA
2021-02-14,"Frio","Asian",1,NA,NA
2021-02-14,"Frio","Black",1,NA,NA
2021-02-14,"Frio","Hispanic",79,NA,NA
2021-02-14,"Frio","White",37,NA,NA
2021-02-14,"Frio","Other",17,NA,NA
2021-02-14,"Frio","Unknown",474,NA,NA
2021-02-21,"Frio","Asian",1,NA,NA
2021-02-21,"Frio","Black",1,NA,NA
2021-02-21,"Frio","Hispanic",112,NA,NA
2021-02-21,"Frio","White",54,NA,NA
2021-02-21,"Frio","Other",22,NA,NA
2021-02-21,"Frio","Unknown",623,NA,NA
2021-02-28,"Frio","Asian",2,4,NA
2021-02-28,"Frio","Black",1,1,NA
2021-02-28,"Frio","Hispanic",127,430,NA
2021-02-28,"Frio","White",64,157,NA
2021-02-28,"Frio","Other",28,90,NA
2021-02-28,"Frio","Unknown",660,1417,NA
2021-03-07,"Frio","Asian",6,8,NA
2021-03-07,"Frio","Black",2,2,NA
2021-03-07,"Frio","Hispanic",653,924,NA
2021-03-07,"Frio","White",212,318,NA
2021-03-07,"Frio","Other",44,101,NA
2021-03-07,"Frio","Unknown",729,859,NA
2021-03-07,"Frio","Asian",6,8,NA
2021-03-07,"Frio","Black",2,2,NA
2021-03-07,"Frio","Hispanic",653,924,NA
2021-03-07,"Frio","White",212,318,NA
2021-03-07,"Frio","Other",44,101,NA
2021-03-07,"Frio","Unknown",729,859,NA
2021-02-14,"Gaines","Asian",1,NA,NA
2021-02-14,"Gaines","Hispanic",6,NA,NA
2021-02-14,"Gaines","White",30,NA,NA
2021-02-14,"Gaines","Other",24,NA,NA
2021-02-14,"Gaines","Unknown",480,NA,NA
2021-02-21,"Gaines","Asian",1,NA,NA
2021-02-21,"Gaines","Hispanic",15,NA,NA
2021-02-21,"Gaines","White",46,NA,NA
2021-02-21,"Gaines","Other",27,NA,NA
2021-02-21,"Gaines","Unknown",513,NA,NA
2021-02-28,"Gaines","Asian",1,3,NA
2021-02-28,"Gaines","Black",0,4,NA
2021-02-28,"Gaines","Hispanic",20,203,NA
2021-02-28,"Gaines","White",67,240,NA
2021-02-28,"Gaines","Other",28,67,NA
2021-02-28,"Gaines","Unknown",526,843,NA
2021-03-07,"Gaines","Asian",2,10,NA
2021-03-07,"Gaines","Black",0,12,NA
2021-03-07,"Gaines","Hispanic",62,422,NA
2021-03-07,"Gaines","White",91,365,NA
2021-03-07,"Gaines","Other",32,75,NA
2021-03-07,"Gaines","Unknown",584,842,NA
2021-03-07,"Gaines","Asian",2,10,NA
2021-03-07,"Gaines","Black",0,12,NA
2021-03-07,"Gaines","Hispanic",62,422,NA
2021-03-07,"Gaines","White",91,365,NA
2021-03-07,"Gaines","Other",32,75,NA
2021-03-07,"Gaines","Unknown",584,842,NA
2021-02-14,"Galveston","Asian",6120,NA,NA
2021-02-14,"Galveston","Black",843,NA,NA
2021-02-14,"Galveston","Hispanic",310,NA,NA
2021-02-14,"Galveston","White",2586,NA,NA
2021-02-14,"Galveston","Other",1926,NA,NA
2021-02-14,"Galveston","Unknown",2117,NA,NA
2021-02-21,"Galveston","Asian",11263,NA,NA
2021-02-21,"Galveston","Black",1910,NA,NA
2021-02-21,"Galveston","Hispanic",828,NA,NA
2021-02-21,"Galveston","White",5729,NA,NA
2021-02-21,"Galveston","Other",3609,NA,NA
2021-02-21,"Galveston","Unknown",3305,NA,NA
2021-02-28,"Galveston","Asian",12091,19441,NA
2021-02-28,"Galveston","Black",2322,4580,NA
2021-02-28,"Galveston","Hispanic",1126,2286,NA
2021-02-28,"Galveston","White",7181,12665,NA
2021-02-28,"Galveston","Other",4058,6207,NA
2021-02-28,"Galveston","Unknown",3764,5845,NA
2021-03-07,"Galveston","Asian",15037,21747,NA
