"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-07-11,"A","Amarillo","A - Amarillo",440127,116,48,30,18,421,39,711
2020-07-11,"B","Lubbock","B - Lubbock",513580,131,128,81,47,330,20,1065
2020-07-11,"C","Wichita Falls","C - Wichita Falls",219793,41,35,26,9,237,14,306
2020-07-11,"D","Abilene","D - Abilene",306972,50,22,15,7,391,9,452
2020-07-11,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1158,1825,1266,559,2507,292,12162
2020-07-11,"F","Paris","F - Paris",273329,76,74,48,26,805,89,620
2020-07-11,"G","Longview/Tyler","G - Longview/Tyler",968611,240,159,107,52,482,81,1527
2020-07-11,"H","Lufkin","H - Lufkin",272151,83,65,45,20,155,15,353
2020-07-11,"I","El Paso","I - El Paso",881765,260,251,171,80,400,32,1464
2020-07-11,"J","Midland/Odessa","J - Midland/Odessa",526736,208,114,64,50,487,27,796
2020-07-11,"K","San Angelo","K - San Angelo",179457,38,51,42,9,174,13,255
2020-07-11,"L","Belton/Killeen","L - Belton/Killeen",507311,136,76,55,21,207,9,823
2020-07-11,"M","Waco","M - Waco",330048,50,54,31,23,194,7,408
2020-07-11,"N","Bryan/College Station","N - Bryan/College Station",360335,39,58,52,6,154,14,352
2020-07-11,"O","Austin","O - Austin",2375407,538,500,347,153,638,67,2774
2020-07-11,"P","San Antonio","P - San Antonio",2945792,468,1529,1091,438,647,77,4638
2020-07-11,"Q","Houston","Q - Houston",6688587,1037,2842,2011,831,1810,83,11565
2020-07-11,"R","Galveston","R - Galveston",1309237,158,432,316,116,251,4,1569
2020-07-11,"S","Victoria","S - Victoria",186672,38,136,103,33,88,5,408
2020-07-11,"T","Laredo","T - Laredo",295669,51,150,102,48,79,8,396
2020-07-11,"U","Corpus Christi","U - Corpus Christi",630897,141,337,223,114,353,4,1173
2020-07-11,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,176,1197,944,253,378,21,2521
2020-07-12,"A","Amarillo","A - Amarillo",440127,117,47,28,19,369,29,695
2020-07-12,"B","Lubbock","B - Lubbock",513580,137,125,81,44,335,24,1003
2020-07-12,"C","Wichita Falls","C - Wichita Falls",219793,41,35,26,9,239,15,299
2020-07-12,"D","Abilene","D - Abilene",306972,63,34,21,13,439,14,545
2020-07-12,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1190,1895,1291,604,2689,297,12228
2020-07-12,"F","Paris","F - Paris",273329,77,69,42,27,809,91,609
2020-07-12,"G","Longview/Tyler","G - Longview/Tyler",968611,240,220,167,53,547,83,1494
2020-07-12,"H","Lufkin","H - Lufkin",272151,87,63,46,17,183,12,320
2020-07-12,"I","El Paso","I - El Paso",881765,273,277,186,91,382,36,1456
2020-07-12,"J","Midland/Odessa","J - Midland/Odessa",526736,215,113,67,46,462,34,739
2020-07-12,"K","San Angelo","K - San Angelo",179457,39,41,33,8,187,13,250
2020-07-12,"L","Belton/Killeen","L - Belton/Killeen",507311,133,77,56,21,244,12,817
2020-07-12,"M","Waco","M - Waco",330048,53,58,33,25,211,7,430
2020-07-12,"N","Bryan/College Station","N - Bryan/College Station",360335,40,58,50,8,172,11,337
2020-07-12,"O","Austin","O - Austin",2375407,331,483,326,157,684,74,2654
2020-07-12,"P","San Antonio","P - San Antonio",2945792,462,1490,1068,422,657,60,4496
2020-07-12,"Q","Houston","Q - Houston",6688587,1152,2863,2048,815,1842,97,11229
2020-07-12,"R","Galveston","R - Galveston",1309237,149,431,323,108,302,23,1502
2020-07-12,"S","Victoria","S - Victoria",186672,40,161,123,38,63,5,403
2020-07-12,"T","Laredo","T - Laredo",295669,47,154,103,51,96,7,361
2020-07-12,"U","Corpus Christi","U - Corpus Christi",630897,142,360,258,102,375,4,1163
2020-07-12,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,208,1356,1039,317,439,29,2710
2020-07-13,"A","Amarillo","A - Amarillo",440127,116,46,27,19,358,37,613
2020-07-13,"B","Lubbock","B - Lubbock",513580,133,130,84,46,345,27,948
2020-07-13,"C","Wichita Falls","C - Wichita Falls",219793,41,35,26,9,248,16,299
2020-07-13,"D","Abilene","D - Abilene",306972,60,38,23,15,451,25,489
2020-07-13,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1191,1867,1274,593,2587,288,11501
2020-07-13,"F","Paris","F - Paris",273329,74,70,46,24,804,92,534
2020-07-13,"G","Longview/Tyler","G - Longview/Tyler",968611,229,187,124,63,543,87,1349
2020-07-13,"H","Lufkin","H - Lufkin",272151,90,60,44,16,182,14,311
2020-07-13,"I","El Paso","I - El Paso",881765,257,285,194,91,417,35,1412
2020-07-13,"J","Midland/Odessa","J - Midland/Odessa",526736,214,113,67,46,521,24,751
2020-07-13,"K","San Angelo","K - San Angelo",179457,34,39,31,8,170,15,243
2020-07-13,"L","Belton/Killeen","L - Belton/Killeen",507311,133,75,54,21,264,15,797
2020-07-13,"M","Waco","M - Waco",330048,51,65,42,23,229,12,403
2020-07-13,"N","Bryan/College Station","N - Bryan/College Station",360335,38,54,45,9,192,13,320
2020-07-13,"O","Austin","O - Austin",2375407,352,498,332,166,717,78,2470
2020-07-13,"P","San Antonio","P - San Antonio",2945792,478,1535,1082,453,626,69,4372
2020-07-13,"Q","Houston","Q - Houston",6688587,1101,2842,2007,835,2166,95,10751
2020-07-13,"R","Galveston","R - Galveston",1309237,206,458,342,116,265,3,1427
2020-07-13,"S","Victoria","S - Victoria",186672,40,153,116,37,91,5,401
2020-07-13,"T","Laredo","T - Laredo",295669,53,149,102,47,95,5,360
2020-07-13,"U","Corpus Christi","U - Corpus Christi",630897,144,355,253,102,355,2,1131
2020-07-13,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,210,1351,1037,314,440,27,2684
2020-07-14,"A","Amarillo","A - Amarillo",440127,111,47,27,20,382,32,663
2020-07-14,"B","Lubbock","B - Lubbock",513580,136,130,82,48,328,22,1006
2020-07-14,"C","Wichita Falls","C - Wichita Falls",219793,43,33,22,11,248,18,316
2020-07-14,"D","Abilene","D - Abilene",306972,47,34,25,9,460,22,519
2020-07-14,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1136,1834,1243,591,2595,290,11464
2020-07-14,"F","Paris","F - Paris",273329,77,64,38,26,788,94,589
2020-07-14,"G","Longview/Tyler","G - Longview/Tyler",968611,211,197,130,67,533,73,1467
2020-07-14,"H","Lufkin","H - Lufkin",272151,79,73,53,20,174,14,327
2020-07-14,"I","El Paso","I - El Paso",881765,271,283,184,99,390,31,1377
2020-07-14,"J","Midland/Odessa","J - Midland/Odessa",526736,216,121,76,45,516,25,626
2020-07-14,"K","San Angelo","K - San Angelo",179457,33,39,29,10,158,15,227
2020-07-14,"L","Belton/Killeen","L - Belton/Killeen",507311,129,100,71,29,242,17,868
2020-07-14,"M","Waco","M - Waco",330048,48,70,44,26,240,9,393
2020-07-14,"N","Bryan/College Station","N - Bryan/College Station",360335,38,62,47,15,160,3,330
2020-07-14,"O","Austin","O - Austin",2375407,351,518,345,173,655,57,2406
2020-07-14,"P","San Antonio","P - San Antonio",2945792,437,1563,1110,453,617,81,4444
2020-07-14,"Q","Houston","Q - Houston",6688587,1189,2914,2080,834,1860,113,11036
2020-07-14,"R","Galveston","R - Galveston",1309237,145,515,385,130,150,0,1292
2020-07-14,"S","Victoria","S - Victoria",186672,40,155,117,38,149,18,396
2020-07-14,"T","Laredo","T - Laredo",295669,39,165,111,54,91,5,369
2020-07-14,"U","Corpus Christi","U - Corpus Christi",630897,118,348,230,118,292,2,1134
2020-07-14,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,165,1304,976,328,374,8,2366
2020-07-15,"A","Amarillo","A - Amarillo",440127,111,49,28,21,372,39,667
2020-07-15,"B","Lubbock","B - Lubbock",513580,136,123,77,46,322,13,1041
2020-07-15,"C","Wichita Falls","C - Wichita Falls",219793,43,34,23,11,237,14,247
2020-07-15,"D","Abilene","D - Abilene",306972,47,31,22,9,405,9,470
2020-07-15,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1136,1854,1259,595,2485,263,11980
2020-07-15,"F","Paris","F - Paris",273329,77,64,36,28,772,91,624
2020-07-15,"G","Longview/Tyler","G - Longview/Tyler",968611,211,206,137,69,464,72,1595
2020-07-15,"H","Lufkin","H - Lufkin",272151,79,84,64,20,181,11,348
2020-07-15,"I","El Paso","I - El Paso",881765,271,287,190,97,358,25,1471
2020-07-15,"J","Midland/Odessa","J - Midland/Odessa",526736,216,130,84,46,449,33,656
2020-07-15,"K","San Angelo","K - San Angelo",179457,33,39,30,9,186,15,262
2020-07-15,"L","Belton/Killeen","L - Belton/Killeen",507311,129,97,61,36,238,15,805
2020-07-15,"M","Waco","M - Waco",330048,48,76,49,27,207,2,418
2020-07-15,"N","Bryan/College Station","N - Bryan/College Station",360335,38,70,57,13,128,1,372
2020-07-15,"O","Austin","O - Austin",2375407,351,530,357,173,609,49,2613
2020-07-15,"P","San Antonio","P - San Antonio",2945792,437,1549,1095,454,612,87,4612
2020-07-15,"Q","Houston","Q - Houston",6688587,1189,2884,2071,813,1561,79,11321
2020-07-15,"R","Galveston","R - Galveston",1309237,145,436,321,115,150,0,1566
2020-07-15,"S","Victoria","S - Victoria",186672,40,136,98,38,146,12,395
2020-07-15,"T","Laredo","T - Laredo",295669,39,159,102,57,75,5,415
2020-07-15,"U","Corpus Christi","U - Corpus Christi",630897,118,333,230,103,290,4,1172
2020-07-15,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,165,1300,976,324,339,14,2535
2020-07-16,"A","Amarillo","A - Amarillo",440127,104,51,31,20,414,33,710
2020-07-16,"B","Lubbock","B - Lubbock",513580,153,124,80,44,314,21,1091
2020-07-16,"C","Wichita Falls","C - Wichita Falls",219793,41,40,28,12,215,13,285
2020-07-16,"D","Abilene","D - Abilene",306972,46,28,19,9,399,9,455
2020-07-16,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1200,1880,1276,604,2610,264,12228
2020-07-16,"F","Paris","F - Paris",273329,78,57,29,28,782,92,621
2020-07-16,"G","Longview/Tyler","G - Longview/Tyler",968611,219,220,150,70,484,75,1662
2020-07-16,"H","Lufkin","H - Lufkin",272151,73,90,66,24,136,17,378
2020-07-16,"I","El Paso","I - El Paso",881765,274,273,174,99,410,22,1505
2020-07-16,"J","Midland/Odessa","J - Midland/Odessa",526736,214,130,84,46,436,33,651
2020-07-16,"K","San Angelo","K - San Angelo",179457,33,32,22,10,192,11,259
2020-07-16,"L","Belton/Killeen","L - Belton/Killeen",507311,156,84,51,33,237,12,797
2020-07-16,"M","Waco","M - Waco",330048,46,77,50,27,181,7,440
2020-07-16,"N","Bryan/College Station","N - Bryan/College Station",360335,35,70,62,8,125,3,378
2020-07-16,"O","Austin","O - Austin",2375407,359,548,373,175,678,53,2689
2020-07-16,"P","San Antonio","P - San Antonio",2945792,433,1555,1063,492,667,89,4726
2020-07-16,"Q","Houston","Q - Houston",6688587,1127,2815,1987,828,1539,71,11347
2020-07-16,"R","Galveston","R - Galveston",1309237,153,420,324,96,153,3,1590
2020-07-16,"S","Victoria","S - Victoria",186672,36,144,108,36,83,16,392
2020-07-16,"T","Laredo","T - Laredo",295669,49,155,99,56,89,7,410
2020-07-16,"U","Corpus Christi","U - Corpus Christi",630897,120,351,228,123,266,4,1228
2020-07-16,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,131,1313,984,329,349,10,2547
2020-07-17,"A","Amarillo","A - Amarillo",440127,103,58,34,24,426,34,690
2020-07-17,"B","Lubbock","B - Lubbock",513580,149,125,82,43,316,16,1085
2020-07-17,"C","Wichita Falls","C - Wichita Falls",219793,43,43,31,12,208,12,269
2020-07-17,"D","Abilene","D - Abilene",306972,46,26,16,10,363,10,464
2020-07-17,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1198,1918,1325,593,2456,288,12441
2020-07-17,"F","Paris","F - Paris",273329,79,68,38,30,799,96,624
2020-07-17,"G","Longview/Tyler","G - Longview/Tyler",968611,238,226,154,72,457,71,1651
2020-07-17,"H","Lufkin","H - Lufkin",272151,73,94,68,26,97,8,389
2020-07-17,"I","El Paso","I - El Paso",881765,261,268,166,102,406,22,1518
2020-07-17,"J","Midland/Odessa","J - Midland/Odessa",526736,213,119,76,43,442,31,627
2020-07-17,"K","San Angelo","K - San Angelo",179457,42,41,34,7,192,15,259
2020-07-17,"L","Belton/Killeen","L - Belton/Killeen",507311,158,92,61,31,253,14,760
2020-07-17,"M","Waco","M - Waco",330048,53,72,47,25,183,14,417
2020-07-17,"N","Bryan/College Station","N - Bryan/College Station",360335,32,68,59,9,145,4,372
2020-07-17,"O","Austin","O - Austin",2375407,349,517,357,160,626,51,2710
2020-07-17,"P","San Antonio","P - San Antonio",2945792,449,1509,1043,466,676,88,4688
2020-07-17,"Q","Houston","Q - Houston",6688587,1162,2763,1918,845,1488,79,10938
2020-07-17,"R","Galveston","R - Galveston",1309237,181,411,294,117,164,1,1600
2020-07-17,"S","Victoria","S - Victoria",186672,40,142,110,32,103,15,366
2020-07-17,"T","Laredo","T - Laredo",295669,34,162,103,59,41,3,360
2020-07-17,"U","Corpus Christi","U - Corpus Christi",630897,126,382,254,128,256,3,1194
2020-07-17,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,189,1528,1146,382,382,21,2794
2020-07-18,"A","Amarillo","A - Amarillo",440127,102,63,39,24,410,30,711
2020-07-18,"B","Lubbock","B - Lubbock",513580,145,128,81,47,292,18,1074
2020-07-18,"C","Wichita Falls","C - Wichita Falls",219793,45,40,28,12,233,15,287
2020-07-18,"D","Abilene","D - Abilene",306972,52,29,17,12,413,20,491
2020-07-18,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1203,1889,1302,587,2549,314,12161
2020-07-18,"F","Paris","F - Paris",273329,81,68,35,33,801,89,613
2020-07-18,"G","Longview/Tyler","G - Longview/Tyler",968611,211,222,153,69,432,72,1644
2020-07-18,"H","Lufkin","H - Lufkin",272151,74,98,73,25,100,20,407
2020-07-18,"I","El Paso","I - El Paso",881765,263,292,183,109,439,23,1477
2020-07-18,"J","Midland/Odessa","J - Midland/Odessa",526736,210,116,77,39,439,18,663
2020-07-18,"K","San Angelo","K - San Angelo",179457,43,39,30,9,191,14,256
2020-07-18,"L","Belton/Killeen","L - Belton/Killeen",507311,156,92,61,31,246,20,772
2020-07-18,"M","Waco","M - Waco",330048,53,73,47,26,158,11,424
2020-07-18,"N","Bryan/College Station","N - Bryan/College Station",360335,34,73,59,14,131,5,357
2020-07-18,"O","Austin","O - Austin",2375407,353,521,336,185,583,54,2758
2020-07-18,"P","San Antonio","P - San Antonio",2945792,440,1520,1068,452,702,93,4638
2020-07-18,"Q","Houston","Q - Houston",6688587,1182,2785,1946,839,1730,93,11259
2020-07-18,"R","Galveston","R - Galveston",1309237,191,413,299,114,137,4,1551
2020-07-18,"S","Victoria","S - Victoria",186672,37,157,120,37,75,18,388
2020-07-18,"T","Laredo","T - Laredo",295669,40,131,93,38,85,7,385
2020-07-18,"U","Corpus Christi","U - Corpus Christi",630897,144,338,213,125,266,4,1240
2020-07-18,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,195,1571,1135,436,419,24,2939
2020-07-19,"A","Amarillo","A - Amarillo",440127,102,62,37,25,312,36,655
2020-07-19,"B","Lubbock","B - Lubbock",513580,145,114,66,48,334,15,972
2020-07-19,"C","Wichita Falls","C - Wichita Falls",219793,45,41,31,10,249,15,343
2020-07-19,"D","Abilene","D - Abilene",306972,57,40,25,15,467,17,477
2020-07-19,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1182,1901,1308,593,2609,303,11730
2020-07-19,"F","Paris","F - Paris",273329,69,75,39,36,769,88,593
2020-07-19,"G","Longview/Tyler","G - Longview/Tyler",968611,248,221,148,73,455,74,1611
2020-07-19,"H","Lufkin","H - Lufkin",272151,82,97,67,30,130,11,370
2020-07-19,"I","El Paso","I - El Paso",881765,261,270,170,100,424,23,1391
2020-07-19,"J","Midland/Odessa","J - Midland/Odessa",526736,212,114,73,41,432,17,623
2020-07-19,"K","San Angelo","K - San Angelo",179457,43,42,33,9,196,15,229
2020-07-19,"L","Belton/Killeen","L - Belton/Killeen",507311,125,93,54,39,231,12,735
2020-07-19,"M","Waco","M - Waco",330048,53,75,50,25,157,12,422
2020-07-19,"N","Bryan/College Station","N - Bryan/College Station",360335,35,74,59,15,160,6,338
2020-07-19,"O","Austin","O - Austin",2375407,324,522,338,184,540,51,2567
2020-07-19,"P","San Antonio","P - San Antonio",2945792,469,1432,979,453,691,80,4534
2020-07-19,"Q","Houston","Q - Houston",6688587,1102,2742,1795,947,1794,100,10722
2020-07-19,"R","Galveston","R - Galveston",1309237,145,396,278,118,174,5,1496
2020-07-19,"S","Victoria","S - Victoria",186672,36,162,125,37,96,14,394
2020-07-19,"T","Laredo","T - Laredo",295669,39,157,96,61,86,7,369
2020-07-19,"U","Corpus Christi","U - Corpus Christi",630897,125,426,274,152,286,5,1210
2020-07-19,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,163,1536,1135,401,480,37,2928
2020-07-20,"A","Amarillo","A - Amarillo",440127,107,63,38,25,308,32,656
2020-07-20,"B","Lubbock","B - Lubbock",513580,141,128,78,50,346,19,923
2020-07-20,"C","Wichita Falls","C - Wichita Falls",219793,45,40,30,10,239,14,344
2020-07-20,"D","Abilene","D - Abilene",306972,57,30,16,14,451,26,450
2020-07-20,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1221,1910,1345,565,2735,333,11233
2020-07-20,"F","Paris","F - Paris",273329,80,74,35,39,805,91,599
2020-07-20,"G","Longview/Tyler","G - Longview/Tyler",968611,239,242,167,75,472,70,1543
2020-07-20,"H","Lufkin","H - Lufkin",272151,67,100,71,29,122,17,264
2020-07-20,"I","El Paso","I - El Paso",881765,262,286,180,106,439,26,1324
2020-07-20,"J","Midland/Odessa","J - Midland/Odessa",526736,210,112,74,38,500,22,609
2020-07-20,"K","San Angelo","K - San Angelo",179457,42,37,28,9,193,16,228
2020-07-20,"L","Belton/Killeen","L - Belton/Killeen",507311,116,95,54,41,267,23,716
2020-07-20,"M","Waco","M - Waco",330048,58,80,53,27,197,15,402
2020-07-20,"N","Bryan/College Station","N - Bryan/College Station",360335,36,73,57,16,178,11,317
2020-07-20,"O","Austin","O - Austin",2375407,321,542,358,184,573,57,2525
2020-07-20,"P","San Antonio","P - San Antonio",2945792,473,1473,1016,457,643,73,4462
2020-07-20,"Q","Houston","Q - Houston",6688587,1062,2638,1864,774,1561,88,10643
2020-07-20,"R","Galveston","R - Galveston",1309237,149,381,267,114,186,8,1469
2020-07-20,"S","Victoria","S - Victoria",186672,40,167,126,41,101,17,383
2020-07-20,"T","Laredo","T - Laredo",295669,40,166,103,63,97,7,368
2020-07-20,"U","Corpus Christi","U - Corpus Christi",630897,132,430,281,149,265,2,1147
2020-07-20,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,160,1502,1131,371,489,37,2874
2020-07-21,"A","Amarillo","A - Amarillo",440127,102,69,43,26,334,34,678
2020-07-21,"B","Lubbock","B - Lubbock",513580,136,128,80,48,347,20,968
2020-07-21,"C","Wichita Falls","C - Wichita Falls",219793,43,41,31,10,227,14,315
2020-07-21,"D","Abilene","D - Abilene",306972,59,31,15,16,502,27,495
2020-07-21,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1197,1907,1306,601,2748,370,11451
2020-07-21,"F","Paris","F - Paris",273329,78,75,34,41,802,88,600
2020-07-21,"G","Longview/Tyler","G - Longview/Tyler",968611,246,245,166,79,461,61,1570
2020-07-21,"H","Lufkin","H - Lufkin",272151,52,101,73,28,86,5,366
2020-07-21,"I","El Paso","I - El Paso",881765,261,302,196,106,385,28,1379
2020-07-21,"J","Midland/Odessa","J - Midland/Odessa",526736,213,110,72,38,470,25,615
2020-07-21,"K","San Angelo","K - San Angelo",179457,39,39,27,12,184,11,238
2020-07-21,"L","Belton/Killeen","L - Belton/Killeen",507311,133,87,50,37,286,19,728
2020-07-21,"M","Waco","M - Waco",330048,50,76,50,26,164,8,387
2020-07-21,"N","Bryan/College Station","N - Bryan/College Station",360335,37,66,57,9,169,4,314
2020-07-21,"O","Austin","O - Austin",2375407,337,577,393,184,627,67,2507
2020-07-21,"P","San Antonio","P - San Antonio",2945792,494,1475,1024,451,708,97,4466
2020-07-21,"Q","Houston","Q - Houston",6688587,1145,2803,1965,838,1746,115,10520
2020-07-21,"R","Galveston","R - Galveston",1309237,127,372,258,114,181,6,1492
2020-07-21,"S","Victoria","S - Victoria",186672,42,167,120,47,92,9,373
2020-07-21,"T","Laredo","T - Laredo",295669,33,168,104,64,93,6,376
2020-07-21,"U","Corpus Christi","U - Corpus Christi",630897,128,414,290,124,310,23,1137
2020-07-21,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,144,1595,1213,382,539,51,2827
2020-07-22,"A","Amarillo","A - Amarillo",440127,97,75,44,31,334,28,699
2020-07-22,"B","Lubbock","B - Lubbock",513580,140,133,85,48,322,17,1017
2020-07-22,"C","Wichita Falls","C - Wichita Falls",219793,43,38,26,12,238,16,336
2020-07-22,"D","Abilene","D - Abilene",306972,60,29,15,14,462,21,484
2020-07-22,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1187,1965,1363,602,2477,337,11866
2020-07-22,"F","Paris","F - Paris",273329,69,82,44,38,798,90,649
2020-07-22,"G","Longview/Tyler","G - Longview/Tyler",968611,239,259,179,80,397,63,1670
2020-07-22,"H","Lufkin","H - Lufkin",272151,58,106,78,28,132,22,422
2020-07-22,"I","El Paso","I - El Paso",881765,264,306,194,112,381,25,1431
2020-07-22,"J","Midland/Odessa","J - Midland/Odessa",526736,212,119,78,41,464,38,647
2020-07-22,"K","San Angelo","K - San Angelo",179457,36,39,28,11,165,10,281
2020-07-22,"L","Belton/Killeen","L - Belton/Killeen",507311,134,84,47,37,245,19,783
2020-07-22,"M","Waco","M - Waco",330048,55,79,53,26,203,14,412
2020-07-22,"N","Bryan/College Station","N - Bryan/College Station",360335,41,71,63,8,146,5,351
2020-07-22,"O","Austin","O - Austin",2375407,329,575,396,179,468,67,2587
2020-07-22,"P","San Antonio","P - San Antonio",2945792,473,1432,970,462,638,78,4673
