"County","Date","TPR","Tests","Cases_100K_7Day_MA","count_0","Rt"
"Anderson",2020-11-22,0.117,2289,NA,NA,NA
"Anderson",2020-11-29,0.112,2698,NA,NA,NA
"Anderson",2020-12-06,0.109,2358,NA,NA,NA
"Anderson",2020-12-13,0.153,2526,NA,NA,NA
"Anderson",2020-12-14,0.122,NA,45.4106967964594,11,NA
"Anderson",2020-12-15,0.137,NA,46.6380129260935,14,NA
"Anderson",2020-12-17,0.172,2526,59.8930271261411,15,NA
"Anderson",2020-12-18,0.166,2526,60.1384903520679,16,NA
"Anderson",2020-12-19,0.175,2526,49.5835716372152,16,NA
"Anderson",2020-12-20,0.174,2776,NA,NA,NA
"Anderson",2020-12-20,0.173,2526,49.829034863142,14,NA
"Anderson",2020-12-24,0.164,2776,58.1747845446534,14,NA
"Anderson",2020-12-25,0.166,2776,63.0840490631896,18,NA
"Anderson",2020-12-26,0.159,2776,63.5749755150432,16,NA
"Anderson",2020-12-27,0.294,2601,NA,NA,NA
"Anderson",2020-12-27,0.167,2776,53.0200568001905,17,NA
"Anderson",2020-12-31,0.224,2601,56.7020051890926,20,NA
"Anderson",2021-01-01,0.186,2601,109.476598763356,17,NA
"Anderson",2021-01-02,0.186,2601,107.267429730015,17,NA
"Anderson",2021-01-03,0.165,2570,NA,NA,NA
"Anderson",2021-01-03,0.175,2601,107.267429730015,11,NA
"Anderson",2021-01-04,0.17,2601,85.6666658484559,11,NA
"Anderson",2021-01-05,0.152,2601,180.170007830277,11,NA
"Anderson",2021-01-07,0.159,2570,190.970389771056,13,NA
"Anderson",2021-01-08,0.168,2570,127.886340707867,14,NA
"Anderson",2021-01-09,0.162,2570,131.322825870842,10,NA
"Anderson",2021-01-10,0.171,2200,NA,NA,NA
"Anderson",2021-01-10,0.154,2570,136.968480067159,9,NA
"Anderson",2021-01-11,0.152,2570,136.968480067159,8,NA
"Anderson",2021-01-12,0.161,2570,19.146131622291,12,NA
"Anderson",2021-01-14,0.172,2200,-0.981852903707231,10,NA
"Anderson",2021-01-15,0.181,2200,3.1910219370485,10,NA
"Anderson",2021-01-16,0.225,2200,0,12,NA
"Anderson",2021-01-17,0.19,1763,NA,NA,NA
"Anderson",2021-01-17,0.201,2200,0.736389677780423,10,NA
"Anderson",2021-01-18,0.197,2200,0.736389677780423,12,NA
"Anderson",2021-01-19,0.19,2200,16.2005729111693,16,NA
"Anderson",2021-01-21,0.168,1763,26.0191019482416,15,NA
"Anderson",2021-01-22,0.156,1763,21.1098374297055,18,NA
"Anderson",2021-01-23,0.111,1763,25.0372490445344,21,NA
"Anderson",2021-01-24,0.057,1246,NA,NA,NA
"Anderson",2021-01-24,0.1,1763,18.6552051704374,23,NA
"Anderson",2021-01-25,0.083,1763,18.6552051704374,26,NA
"Anderson",2021-01-26,0.075,1763,20.6189109778519,27,NA
"Anderson",2021-01-28,0.074,1246,13.5004774259744,30,NA
"Anderson",2021-01-29,0.144,1246,15.7096464593157,27,NA
"Anderson",2021-01-30,0.108,1246,11.0458451667063,23,NA
"Anderson",2021-01-31,0.062,1710,NA,NA,NA
"Anderson",2021-01-31,0.104,1246,13.991403877828,26,NA
"Anderson",2021-02-01,0.098,1246,13.991403877828,25,NA
"Anderson",2021-02-02,0.072,1246,34.8557780816067,22,NA
"Anderson",2021-02-04,0.058,1710,28.9646606593633,27,NA
"Anderson",2021-02-05,0.049,1710,31.6647561445582,26,NA
"Anderson",2021-02-06,0.051,1710,32.6466090482654,26,NA
"Anderson",2021-02-07,0.131,1736,NA,NA,NA
"Anderson",2021-02-07,0.124,1710,29.7010503371437,29,NA
"Anderson",2021-02-08,0.13,1710,30.1919767889974,32,NA
"Anderson",2021-02-09,0.134,1710,6.87297032595062,35,NA
"Anderson",2021-02-11,0.102,1736,1.71824258148765,36,NA
"Anderson",2021-02-12,0.094,1736,0.736389677780423,36,NA
"Anderson",2021-02-13,0.092,1736,-0.245463225926808,35,NA
"Anderson",2021-02-14,0.152,540,NA,NA,NA
"Anderson",2021-02-14,0.122,1736,0.490926451853615,11,NA
"Anderson",2021-02-15,0.086,1736,0,40,NA
"Anderson",2021-02-16,0.074,1736,0.490926451853615,54,NA
"Anderson",2021-02-20,0.179,845,3.43648516297531,53,NA
"Anderson",2021-02-21,0.152,540,NA,NA,NA
"Anderson",2021-02-21,0.194,845,2.94555871112169,56,NA
"Anderson",2021-02-22,0.162,845,2.94555871112169,49,NA
"Anderson",2021-02-23,0.168,845,3.1910219370485,41,NA
"Anderson",2021-02-25,0.133,540,0.245463225926808,37,NA
"Anderson",2021-02-26,0.131,540,5.15472774446296,39,NA
"Anderson",2021-02-27,0.053,540,7.11843355187743,42,NA
"Anderson",2021-02-28,0.03,851,NA,NA,NA
"Anderson",2021-02-28,0.045,540,6.87297032595062,46,NA
"Anderson",2021-03-01,0.038,540,6.87297032595062,49,NA
"Anderson",2021-03-04,0.014,851,5.15472774446296,54,NA
"Anderson",2021-03-05,0.011,851,1.96370580741446,61,NA
"Anderson",2021-03-06,0.014,851,-0.490926451853615,76,NA
"Anderson",2021-03-07,0.039,1490,NA,NA,NA
"Anderson",2021-03-07,0.04,851,-0.490926451853615,60,NA
"Anderson",2021-03-11,0.044,1490,0.490926451853615,75,NA
"Anderson",2021-03-12,0.046,1490,-0.981852903707231,73,NA
"Anderson",2021-03-13,0.043,1490,1.71824258148765,74,NA
"Anderson",2021-03-14,0.038,1219,NA,NA,NA
"Anderson",2021-03-14,0.037,1490,1.96370580741446,72,NA
"Anderson",2021-03-15,0.042,1490,1.96370580741446,67,NA
"Anderson",2021-03-18,0.038,1219,-0.490926451853615,68,NA
"Anderson",2021-03-19,0.034,1219,0.245463225926808,71,NA
"Anderson",2021-03-20,0.036,1219,-5.40019097038977,64,NA
"Anderson",2021-03-21,0.018,1585,NA,NA,NA
"Anderson",2021-03-21,0.024,1219,-5.64565419631658,63,NA
"Anderson",2021-03-22,0.023,1219,-5.64565419631658,66,NA
"Anderson",2021-03-25,0.022,1585,3.68194838890212,64,NA
"Anderson",2021-03-26,0.021,1585,0.736389677780423,65,NA
"Anderson",2021-03-27,0.037,1585,1.71824258148765,71,NA
"Anderson",2021-03-28,0.019,1728,NA,NA,NA
"Anderson",2021-03-28,0.036,1585,1.71824258148765,71,NA
"Anderson",2021-03-29,0.033,1585,1.71824258148765,72,NA
"Anderson",2021-04-02,0.015,1728,-11.53677161856,73,NA
"Anderson",2021-04-03,0.022,1728,-9.08213935929189,68,NA
"Anderson",2021-04-04,0.028,1535,NA,NA,NA
"Anderson",2021-04-04,0.023,1728,-10.5549187148527,64,NA
"Anderson",2021-04-08,0.031,1535,-5.40019097038977,82,NA
"Anderson",2021-04-09,0.029,1535,-2.20916903334127,75,NA
"Anderson",2021-04-10,0.031,1535,0.490926451853615,70,NA
"Anderson",2021-04-11,0.029,1566,NA,NA,NA
"Anderson",2021-04-11,0.029,1535,1.96370580741446,73,NA
"Anderson",2021-04-15,0.037,1566,2.20916903334127,101,NA
"Anderson",2021-04-16,0.042,1566,3.43648516297531,92,NA
"Anderson",2021-04-17,0.126,1566,-0.736389677780423,95,NA
"Anderson",2021-04-18,0.034,1036,NA,NA,NA
"Anderson",2021-04-18,0.159,1566,-0.736389677780423,78,NA
"Anderson",2021-04-19,0.144,1566,-0.736389677780423,78,NA
"Anderson",2021-04-22,0.095,1036,-5.15472774446296,80,NA
"Anderson",2021-04-23,0.078,1036,6.13658064817019,88,NA
"Anderson",2021-04-24,0.081,1036,-3.68194838890212,75,NA
"Anderson",2021-04-25,0.034,658,NA,NA,NA
"Anderson",2021-04-25,0.076,1036,-3.68194838890212,74,NA
"Anderson",2021-04-26,0.072,1036,-3.68194838890212,73,NA
"Anderson",2021-04-29,0.112,658,-2.20916903334127,72,NA
"Anderson",2021-04-30,0.113,658,-9.08213935929189,71,NA
"Anderson",2021-05-01,0.113,658,1.22731612963404,69,NA
"Anderson",2021-05-02,0.034,743,NA,NA,NA
"Anderson",2021-05-02,0.135,658,1.22731612963404,67,NA
"Anderson",2021-05-03,0.136,658,1.22731612963404,71,NA
"Anderson",2021-05-06,0.112,743,3.1910219370485,75,NA
"Anderson",2021-05-07,0.087,743,6.62750710002381,82,NA
"Anderson",2021-05-08,0.05,743,8.10028645558466,83,NA
"Anderson",2021-05-09,0.034,1319,NA,NA,NA
"Anderson",2021-05-09,0.041,743,8.10028645558466,86,NA
"Anderson",2021-05-10,0.036,743,8.10028645558466,88,NA
"Anderson",2021-05-13,0.018,1319,14.2368671037549,95,NA
"Anderson",2021-05-14,0.015,1319,7.36389677780423,100,NA
"Anderson",2021-05-15,0.024,1319,4.90926451853616,76,NA
"Anderson",2021-05-16,0.034,1701,NA,NA,NA
"Anderson",2021-05-16,0.028,1319,4.90926451853616,69,NA
"Anderson",2021-05-17,0.031,1319,4.90926451853616,65,NA
"Anderson",2021-05-20,0.03,1701,-0.981852903707231,90,NA
"Anderson",2021-05-21,0.023,1701,-2.20916903334127,79,NA
"Anderson",2021-05-22,0.022,1701,-0.245463225926808,77,NA
"Anderson",2021-05-23,0.034,1525,NA,NA,NA
"Anderson",2021-05-23,0.02,1701,-1.47277935556085,81,NA
"Anderson",2021-05-24,0.016,1701,-1.47277935556085,84,NA
"Anderson",2021-05-29,0.039,1525,-2.20916903334127,92,NA
"Anderson",2021-05-30,0.034,1360,NA,NA,NA
"Anderson",2021-05-30,0.039,1525,-0.981852903707231,86,NA
"Anderson",2021-05-31,0.031,1525,-0.981852903707231,88,NA
"Anderson",2021-06-03,0.027,1360,-2.70009548519489,91,NA
"Anderson",2021-06-04,0.045,1360,0.490926451853615,92,NA
"Anderson",2021-06-05,0.064,1360,0.736389677780423,97,NA
"Anderson",2021-06-06,0.034,741,NA,NA,NA
"Anderson",2021-06-06,0.062,1360,0.736389677780423,97,NA
"Anderson",2021-06-07,0.056,1360,0.736389677780423,99,NA
"Anderson",2021-06-10,0.027,741,2.70009548519489,86,NA
"Anderson",2021-06-11,0.028,741,2.94555871112169,88,NA
"Anderson",2021-06-12,0.025,741,1.22731612963404,88,NA
"Anderson",2021-06-13,0.034,578,NA,NA,NA
"Anderson",2021-06-13,0.031,741,1.22731612963404,87,NA
"Anderson",2021-06-14,0.025,741,1.22731612963404,89,NA
"Anderson",2021-06-18,0.014,578,-2.45463225926808,93,NA
"Anderson",2021-06-20,0.034,908,NA,NA,NA
"Anderson",2021-06-21,0.013,578,1.47277935556085,94,NA
"Anderson",2021-06-25,0.029,908,-6.13658064817019,99,NA
"Anderson",2021-06-27,0.034,692,NA,NA,NA
"Anderson",2021-07-04,NA,422,NA,NA,NA
"Anderson",2021-07-05,0.035,692,0.490926451853615,80,NA
"Anderson",2021-07-11,NA,692,NA,NA,NA
"Anderson",2021-07-12,0.029,422,1.96370580741446,64,NA
"Anderson",2021-07-16,0.051,692,2.45463225926808,59,NA
"Anderson",2021-07-18,NA,NA,NA,NA,NA
"Anderson",2021-07-19,0.058,692,2.20916903334127,50,NA
"Anderson",2021-07-23,0.084,692,-5.15472774446296,54,NA
"Anderson",2021-07-25,NA,NA,NA,NA,NA
"Anderson",2021-07-26,0.1,692,-3.1910219370485,30,NA
"Anderson",2021-07-30,0.106,692,0.981852903707231,25,NA
"Anderson",2021-07-31,0.097,692,3.1910219370485,24,NA
"Anderson",2021-08-01,NA,NA,NA,NA,NA
"Anderson",2021-08-01,0.095,692,3.1910219370485,26,NA
"Anderson",2021-08-02,0.103,692,3.1910219370485,28,NA
"Anderson",2021-08-06,0.136,692,3.43648516297531,26,NA
"Anderson",2021-08-08,NA,NA,NA,NA,NA
"Anderson",2021-08-08,0.19,692,1.22731612963404,23,NA
"Anderson",2021-08-09,0.203,692,1.22731612963404,21,NA
"Anderson",2021-08-10,0.237,692,6.13658064817019,23,NA
"Anderson",2021-08-13,0.242,692,5.89111742224339,22,NA
"Anderson",2021-08-15,NA,NA,NA,NA,NA
"Anderson",2021-08-15,0.208,692,6.87297032595062,27,NA
"Anderson",2021-08-16,0.183,692,6.87297032595062,30,NA
"Anderson",2021-08-22,NA,NA,NA,NA,NA
"Anderson",2021-08-22,0.059,692,6.13658064817019,21,NA
"Anderson",2021-08-23,0.068,692,6.13658064817019,20,NA
"Anderson",2021-08-24,0.053,692,1.71824258148765,21,NA
"Anderson",2021-08-27,0.066,692,77.3209161669445,26,NA
"Anderson",2021-08-29,NA,NA,NA,NA,NA
"Anderson",2021-08-29,0.161,692,74.129894229896,16,NA
"Anderson",2021-08-30,0.164,692,74.129894229896,13,NA
"Anderson",2021-08-31,0.179,692,75.8481368113836,12,NA
"Anderson",2021-09-04,0.234,692,13.2550142000476,16,NA
"Anderson",2021-09-05,NA,NA,NA,NA,NA
"Anderson",2021-09-05,0.236,692,13.2550142000476,17,NA
"Anderson",2021-09-06,0.232,692,13.2550142000476,17,NA
"Anderson",2021-09-07,0.233,692,9.3276025852187,16,NA
"Anderson",2021-09-10,0.116,692,16.9369625889497,17,NA
"Anderson",2021-09-11,0.1,692,16.9369625889497,13,NA
"Anderson",2021-09-12,NA,NA,NA,NA,NA
"Anderson",2021-09-12,0.08,692,16.9369625889497,15,NA
"Anderson",2021-09-13,0.084,692,16.9369625889497,15,NA
"Anderson",2021-09-14,0.078,692,24.300859366754,15,NA
"Anderson",2021-09-17,0.096,692,8.34574968151146,14,NA
"Anderson",2021-09-18,0.111,692,8.34574968151146,11,NA
"Anderson",2021-09-19,NA,NA,NA,NA,NA
"Anderson",2021-09-19,0.136,692,8.34574968151146,12,NA
"Anderson",2021-09-20,0.141,692,8.34574968151146,10,NA
"Anderson",2021-09-21,0.128,692,2.20916903334127,17,NA
"Anderson",2021-09-24,0.102,692,9.81852903707231,21,NA
"Anderson",2021-09-25,0.081,692,9.5730658111455,23,NA
"Anderson",2021-09-26,NA,NA,NA,NA,NA
"Anderson",2021-09-26,0.077,692,9.5730658111455,26,NA
"Anderson",2021-09-27,0.068,692,9.5730658111455,28,NA
"Anderson",2021-09-28,0.065,692,7.36389677780423,24,NA
"Anderson",2021-10-01,0.052,692,8.34574968151146,26,NA
"Anderson",2021-10-02,0.052,692,8.59121290743827,25,NA
"Anderson",2021-10-03,NA,NA,NA,NA,NA
"Anderson",2021-10-03,0.047,692,8.59121290743827,23,NA
"Anderson",2021-10-04,0.048,692,8.59121290743827,21,NA
"Anderson",2021-10-05,0.053,692,12.5186245222672,23,NA
"Anderson",2021-10-09,0.133,692,5.40019097038977,25,NA
"Anderson",2021-10-10,NA,NA,NA,NA,NA
"Anderson",2021-10-10,0.133,692,5.40019097038977,30,NA
"Anderson",2021-10-11,0.136,692,5.40019097038977,29,NA
"Anderson",2021-10-12,0.133,692,2.94555871112169,29,NA
"Anderson",2021-10-15,0.126,692,6.13658064817019,32,NA
"Anderson",2021-10-16,0.137,692,4.90926451853616,34,NA
"Anderson",2021-10-17,NA,NA,NA,NA,NA
"Anderson",2021-10-17,0.121,692,4.90926451853616,33,NA
"Anderson",2021-10-18,0.121,692,4.90926451853616,28,NA
"Anderson",2021-10-19,0.07,692,3.1910219370485,25,NA
"Anderson",2021-10-22,0.024,692,-2.45463225926808,35,NA
"Anderson",2021-10-23,0.023,692,-1.22731612963404,35,NA
"Anderson",2021-10-24,NA,NA,NA,NA,NA
"Anderson",2021-10-24,0.026,692,3.43648516297531,38,NA
"Anderson",2021-10-25,0.025,692,3.43648516297531,43,NA
"Anderson",2021-10-26,0.029,692,5.15472774446296,43,NA
"Anderson",2021-10-29,0.058,692,11.7822348444868,38,NA
"Anderson",2021-10-30,0.063,692,40.9923587297769,38,NA
"Anderson",2021-10-31,NA,NA,NA,NA,NA
"Anderson",2021-10-31,0.06,692,36.3285574371676,37,NA
"Anderson",2021-11-01,0.068,692,36.3285574371676,39,NA
"Anderson",2021-11-02,0.045,692,36.5740206630944,37,NA
"Anderson",2021-11-05,0.036,692,29.7010503371437,42,NA
"Anderson",2021-11-06,0.055,692,31.910219370485,31,NA
"Anderson",2021-11-07,NA,NA,NA,NA,NA
"Anderson",2021-11-07,0.048,692,31.910219370485,29,NA
"Anderson",2021-11-09,0.015,692,31.1738296927046,27,NA
"Anderson",2021-11-12,0.008,692,36.8194838890212,34,NA
"Anderson",2021-11-13,0.006,692,5.40019097038977,38,NA
"Anderson",2021-11-14,NA,NA,NA,NA,NA
"Anderson",2021-11-14,0.004,692,5.40019097038977,36,NA
"Anderson",2021-11-15,0.004,692,5.40019097038977,33,NA
"Anderson",2021-11-16,0.012,692,11.2913083926332,36,NA
"Anderson",2021-11-20,0.056,692,6.382043874097,38,NA
"Anderson",2021-11-21,0.062,692,6.382043874097,38,NA
"Anderson",2021-11-26,0.088,692,0,55,NA
"Anderson",2021-11-27,0.09,692,-0.490926451853615,53,NA
"Anderson",2021-11-28,0.08,692,-0.490926451853615,50,NA
"Anderson",2021-11-29,0.077,692,0.490926451853615,42,NA
"Anderson",2021-11-30,0.08,692,3.92741161482892,37,NA
"Anderson",2021-12-03,0.096,692,3.68194838890212,25,NA
"Anderson",2021-12-04,0.105,692,4.41833806668254,24,NA
"Anderson",2021-12-05,NA,NA,NA,NA,NA
"Anderson",2021-12-06,0.088,692,4.41833806668254,26,NA
"Anderson",2021-12-07,0.09,692,4.41833806668254,29,NA
"Anderson",2021-12-11,0.12,692,4.17287484075573,31,NA
"Anderson",2021-12-12,NA,NA,NA,NA,NA
"Anderson",2021-12-12,0.107,692,3.92741161482892,30,NA
"Anderson",2021-12-13,0.114,692,3.92741161482892,37,NA
"Anderson",2021-12-14,0.105,692,3.92741161482892,28,NA
"Anderson",2021-12-17,0.115,692,2.45463225926808,30,NA
"Anderson",2021-12-18,0.107,692,1.71824258148765,33,NA
"Anderson",2021-12-19,0.141,692,2.20916903334127,32,NA
"Anderson",2021-12-24,0.359,692,5.15472774446296,26,NA
"Anderson",2021-12-25,0.381,692,6.62750710002381,31,NA
"Anderson",2021-12-26,0.393,692,6.62750710002381,25,NA
"Anderson",2021-12-27,0.411,692,7.36389677780423,25,NA
"Anderson",2021-12-31,0.418,692,10.3094554889259,23,NA
"Anderson",2022-01-01,0.427,692,20.373447751925,17,NA
"Anderson",2022-01-02,0.445,692,29.9465135630705,12,NA
"Anderson",2022-01-03,0.413,692,41.4832851816305,9,NA
"Anderson",2022-01-04,0.434,692,48.6017187335079,8,NA
"Anderson",2022-01-07,0.516,692,61.6112697076287,6,NA
"Anderson",2022-01-08,0.512,692,56.4565419631658,6,NA
"Anderson",2022-01-09,NA,NA,NA,NA,NA
"Anderson",2022-01-09,0.504,692,49.0926451853616,4,NA
"Anderson",2022-01-10,0.509,692,48.6017187335079,4,NA
"Anderson",2022-01-11,0.475,692,50.0744980890688,2,NA
"Anderson",2022-01-15,0.516,692,58.6657109965071,2,NA
"Anderson",2022-01-16,NA,NA,NA,NA,NA
"Anderson",2022-01-16,0.507,692,61.3658064817019,2,NA
"Anderson",2022-01-17,0.464,692,55.2292258335318,1,NA
"Anderson",2022-01-18,0.431,692,47.8653290557275,2,NA
"Anderson",2022-01-23,NA,NA,NA,NA,NA
"Anderson",2022-01-25,0.433,692,44.674307118679,2,NA
"Anderson",2022-01-28,0.434,692,33.137535500119,4,NA
"Anderson",2022-01-30,NA,NA,NA,NA,NA
"Anderson",2022-02-01,0.363,692,22.0916903334127,6,NA
"Anderson",2022-02-04,0.301,692,25.7736387223148,5,NA
"Anderson",2022-02-06,NA,NA,NA,NA,NA
"Anderson",2022-02-08,0.266,692,21.1098374297055,6,NA
"Anderson",2022-02-11,0.209,692,8.10028645558466,14,NA
"Anderson",2022-02-13,NA,NA,NA,NA,NA
"Anderson",2022-02-14,0.171,692,5.40019097038977,28,NA
"Anderson",2022-02-18,0.163,692,6.382043874097,27,NA
"Andrews",2020-11-22,0.275,305,NA,NA,1.14016226039128
"Andrews",2020-11-29,0.261,257,NA,NA,0.952546043168828
"Andrews",2020-12-06,0.212,198,NA,NA,1.08979625705395
"Andrews",2020-12-13,0.259,192,NA,NA,1.09023843755073
"Andrews",2020-12-14,0.244,NA,78.2638260746842,11,1.41819714843715
"Andrews",2020-12-15,0.256,NA,78.9053328457882,14,1.22354132066302
"Andrews",2020-12-17,0.206,192,80.1883463879961,15,0.978162147205774
"Andrews",2020-12-18,0.226,192,80.1883463879961,16,0.872074057524811
"Andrews",2020-12-19,0.235,192,80.8298531591001,16,0.752148893518815
"Andrews",2020-12-20,0.314,161,NA,NA,0.707976919779792
"Andrews",2020-12-20,0.224,192,82.754373472412,14,0.580033405289732
"Andrews",2020-12-24,0.292,161,30.1508182418865,14,0.726523869568682
"Andrews",2020-12-25,0.258,161,29.5093114707826,18,0.740638227550732
"Andrews",2020-12-26,0.329,161,31.4338317840945,16,0.724860848276307
"Andrews",2020-12-27,0.308,170,NA,NA,0.874067958031422
"Andrews",2020-12-27,0.29,161,26.9432843863667,17,0.725923529560422
"Andrews",2020-12-31,0.236,170,14.1131489642873,20,0.975224358295224
"Andrews",2021-01-01,0.242,170,21.169723446431,17,0.990379590960107
"Andrews",2021-01-02,0.226,170,16.0376692775992,17,1.07530215772544
"Andrews",2021-01-03,0.307,171,NA,NA,1.66021106110661
"Andrews",2021-01-03,0.236,170,16.0376692775992,11,1.17207719469711
"Andrews",2021-01-04,0.247,170,16.0376692775992,11,1.2907021662934
"Andrews",2021-01-05,0.242,170,17.9621895909111,11,1.4100374187262
"Andrews",2021-01-07,0.318,171,44.9054739772778,13,1.43927961860078
"Andrews",2021-01-08,0.267,171,33.9998588685104,14,1.50628349701725
"Andrews",2021-01-09,0.379,171,57.7356093993572,10,1.32736655816883
"Andrews",2021-01-10,0.289,212,NA,NA,0.845666417889327
"Andrews",2021-01-10,0.346,171,57.7356093993572,9,1.23245294898756
"Andrews",2021-01-11,0.361,171,57.7356093993572,8,1.18550488721652
"Andrews",2021-01-12,0.28,171,76.9808125324763,12,1.00980893997487
"Andrews",2021-01-14,0.261,212,46.1884875194858,10,0.857647203400744
"Andrews",2021-01-15,0.148,212,46.1884875194858,10,0.862266132275334
"Andrews",2021-01-16,0.149,212,53.2450620016294,12,0.813646929080977
"Andrews",2021-01-17,0.161,197,NA,NA,0.701574729403441
"Andrews",2021-01-17,0.175,212,53.2450620016294,10,0.751434825247842
"Andrews",2021-01-18,0.171,212,53.2450620016294,12,0.659840309327142
"Andrews",2021-01-19,0.182,212,30.7923250129905,16,0.683938505822149
"Andrews",2021-01-21,0.155,197,39.1319130373421,15,0.644330042167112
"Andrews",2021-01-22,0.148,197,42.339446892862,18,0.52203548503981
"Andrews",2021-01-23,0.103,197,15.3961625064953,21,0.566044940663479
"Andrews",2021-01-24,0.098,155,NA,NA,0.665890761780416
"Andrews",2021-01-24,0.082,197,15.3961625064953,23,0.604164108290165
"Andrews",2021-01-25,0.075,197,15.3961625064953,26,0.636057911449962
"Andrews",2021-01-26,0.102,197,15.3961625064953,27,0.659378966540983
"Andrews",2021-01-28,0.082,155,7.05657448214366,30,0.783595645532319
"Andrews",2021-01-29,0.12,155,16.0376692775992,27,0.774386780471705
"Andrews",2021-01-30,0.15,155,12.1886286509754,23,0.820999068388611
"Andrews",2021-01-31,0.016,135,NA,NA,0.937899505364492
"Andrews",2021-01-31,0.119,155,12.1886286509754,26,0.869878770666801
"Andrews",2021-02-01,0.123,155,12.1886286509754,25,0.930071850300806
"Andrews",2021-02-02,0.096,155,16.0376692775992,22,0.924711791065113
"Andrews",2021-02-04,0.033,135,26.9432843863667,27,0.719432497816104
"Andrews",2021-02-05,0.073,135,14.7546557353913,26,0.711592890532669
"Andrews",2021-02-06,0.082,135,14.7546557353913,26,0.686137428132225
"Andrews",2021-02-07,0.058,132,NA,NA,0.404707756773846
"Andrews",2021-02-07,0.069,135,14.7546557353913,29,0.64215426509851
"Andrews",2021-02-08,0.074,135,14.7546557353913,32,0.570893994045744
"Andrews",2021-02-09,0.069,135,10.9056151087675,35,0.551538331048186
"Andrews",2021-02-11,0.094,132,3.84904062662381,36,0.447440176843649
"Andrews",2021-02-12,0.023,132,4.49054739772778,36,0.470691649126204
"Andrews",2021-02-13,0,132,4.49054739772778,35,0.484162573982705
"Andrews",2021-02-14,0.188,68,NA,NA,1.06454354021757
"Andrews",2021-02-14,0.244,132,4.49054739772778,11,0.483778536056751
"Andrews",2021-02-15,0,132,4.49054739772778,40,0.461908359514901
"Andrews",2021-02-16,0,132,4.49054739772778,54,0.397903558893715
"Andrews",2021-02-20,0.2,95,0,53,NA
"Andrews",2021-02-21,0.188,68,NA,NA,1.06454354021757
"Andrews",2021-02-21,0,95,0,56,NA
"Andrews",2021-02-22,0.222,95,0,49,NA
"Andrews",2021-02-23,0.214,95,0,41,NA
"Andrews",2021-02-25,0.107,68,0,37,NA
"Andrews",2021-02-26,0.049,68,0,39,NA
"Andrews",2021-02-27,0.044,68,9.62260156655953,42,1.79618214914449
"Andrews",2021-02-28,0.03,58,NA,NA,1.06454354021757
"Andrews",2021-02-28,0.042,68,9.62260156655953,46,1.41145866689445
"Andrews",2021-03-01,0.022,68,9.62260156655953,49,1.209182903103
"Andrews",2021-03-04,0,58,9.62260156655953,54,0.803665437963191
"Andrews",2021-03-05,0,58,10.2641083376635,61,0.587061548597807
"Andrews",2021-03-06,0,58,0.641506771103969,76,0.713068741453717
"Andrews",2021-03-07,0,70,NA,NA,1.36816902534409
"Andrews",2021-03-07,0,58,0.641506771103969,60,0.870171125223491
"Andrews",2021-03-11,0,70,4.49054739772778,75,1.41936400143962
"Andrews",2021-03-12,0.05,70,3.84904062662381,73,1.60182227775495
"Andrews",2021-03-13,0.05,70,9.62260156655953,74,1.34855332236185
"Andrews",2021-03-14,0.045,51,NA,NA,1.00056253144192
"Andrews",2021-03-14,0.037,70,9.62260156655953,72,1.21183946875043
"Andrews",2021-03-15,0.038,70,9.62260156655953,67,1.10859062929391
"Andrews",2021-03-18,0.05,51,5.77356093993572,68,1.09330468501643
"Andrews",2021-03-19,0.136,51,5.77356093993572,71,1.1066729501058
"Andrews",2021-03-20,0.161,51,0,64,NA
"Andrews",2021-03-21,0.111,72,NA,NA,1.84775773042448
"Andrews",2021-03-21,0.143,51,0,63,NA
"Andrews",2021-03-22,0.128,51,0,66,NA
"Andrews",2021-03-25,0.107,72,18.6036963620151,64,1.30226389845728
"Andrews",2021-03-26,0.032,72,18.6036963620151,65,1.18416020575867
"Andrews",2021-03-27,0.034,72,18.6036963620151,71,1.08715286322119
"Andrews",2021-03-28,0.061,71,NA,NA,0.969634231968873
"Andrews",2021-03-28,0.036,72,18.6036963620151,71,0.987194628795346
"Andrews",2021-03-29,0.032,72,18.6036963620151,72,0.844544894919452
"Andrews",2021-04-02,0.053,71,0,73,NA
"Andrews",2021-04-03,0.115,71,0,68,NA
"Andrews",2021-04-04,0.042,65,NA,NA,1.74587278806485
"Andrews",2021-04-04,0.097,71,0,64,NA
"Andrews",2021-04-08,0.038,65,46.1884875194858,82,1.01044471580941
"Andrews",2021-04-09,0.043,65,46.1884875194858,75,0.802448573562958
"Andrews",2021-04-10,0.038,65,46.1884875194858,70,0.602549213830454
"Andrews",2021-04-11,0.045,53,NA,NA,0.0824016819407872
"Andrews",2021-04-11,0.04,65,46.1884875194858,73,0.37764586781082
"Andrews",2021-04-15,0,53,0,101,NA
"Andrews",2021-04-16,0,53,0,92,NA
"Andrews",2021-04-17,0,53,0.641506771103969,95,0.169098279116853
"Andrews",2021-04-18,0.115,58,NA,NA,0.255588030373286
"Andrews",2021-04-18,0,53,0.641506771103969,78,0.194971162929321
"Andrews",2021-04-19,0,53,0.641506771103969,78,0.223814278706629
"Andrews",2021-04-22,0,58,0.641506771103969,80,0.325387821884381
"Andrews",2021-04-23,0,58,0.641506771103969,88,0.356760894414897
"Andrews",2021-04-24,0,58,0,75,NA
