"Date","County","Age","Gender","Fully_Vaccinated","At_Least_One_Vaccinated"
2021-02-21,"Hale","80+ years","Female",107,NA
2021-02-21,"Hale","16-49 years","Male",128,NA
2021-02-21,"Hale","50-64 years","Male",125,NA
2021-02-21,"Hale","65-79 years","Male",248,NA
2021-02-21,"Hale","80+ years","Male",67,NA
2021-02-21,"Hale","16-49 years","Unknown",NA,NA
2021-02-21,"Hale","50-64 years","Unknown",NA,NA
2021-02-21,"Hale","65-79 years","Unknown",0,NA
2021-02-21,"Hale","80+ years","Unknown",0,NA
2021-02-28,"Hale","16-49 years","Female",345,587
2021-02-28,"Hale","50-64 years","Female",256,550
2021-02-28,"Hale","65-79 years","Female",323,682
2021-02-28,"Hale","80+ years","Female",134,278
2021-02-28,"Hale","16-49 years","Male",146,311
2021-02-28,"Hale","50-64 years","Male",148,389
2021-02-28,"Hale","65-79 years","Male",305,599
2021-02-28,"Hale","80+ years","Male",81,172
2021-02-28,"Hale","16-49 years","Unknown",NA,NA
2021-02-28,"Hale","50-64 years","Unknown",NA,NA
2021-02-28,"Hale","65-79 years","Unknown",3,3
2021-02-28,"Hale","80+ years","Unknown",1,1
2021-03-07,"Hale","16-49 years","Female",391,693
2021-03-07,"Hale","16-49 years","Male",171,375
2021-03-07,"Hale","50-64 years","Female",308,688
2021-03-07,"Hale","50-64 years","Male",190,491
2021-03-07,"Hale","65-79 years","Female",388,802
2021-03-07,"Hale","65-79 years","Male",363,703
2021-03-07,"Hale","65-79 years","Unknown",3,5
2021-03-07,"Hale","80+ years","Female",150,314
2021-03-07,"Hale","80+ years","Male",97,205
2021-03-07,"Hale","80+ years","Unknown",1,1
2021-03-07,"Hale","16-49 years","Female",391,693
2021-03-07,"Hale","16-49 years","Male",171,375
2021-03-07,"Hale","50-64 years","Female",308,688
2021-03-07,"Hale","50-64 years","Male",190,491
2021-03-07,"Hale","65-79 years","Female",388,802
2021-03-07,"Hale","65-79 years","Male",363,703
2021-03-07,"Hale","65-79 years","Unknown",3,5
2021-03-07,"Hale","80+ years","Female",150,314
2021-03-07,"Hale","80+ years","Male",97,205
2021-03-07,"Hale","80+ years","Unknown",1,1
2021-02-14,"Hall","16-49 years","Female",19,NA
2021-02-14,"Hall","50-64 years","Female",12,NA
2021-02-14,"Hall","65-79 years","Female",31,NA
2021-02-14,"Hall","80+ years","Female",8,NA
2021-02-14,"Hall","Unknown","Female",0,NA
2021-02-14,"Hall","16-49 years","Male",3,NA
2021-02-14,"Hall","50-64 years","Male",10,NA
2021-02-14,"Hall","65-79 years","Male",25,NA
2021-02-14,"Hall","80+ years","Male",11,NA
2021-02-14,"Hall","Unknown","Male",0,NA
2021-02-14,"Hall","16-49 years","Unknown",NA,NA
2021-02-14,"Hall","50-64 years","Unknown",NA,NA
2021-02-14,"Hall","65-79 years","Unknown",NA,NA
2021-02-14,"Hall","80+ years","Unknown",NA,NA
2021-02-14,"Hall","Unknown","Unknown",NA,NA
2021-02-21,"Hall","16-49 years","Female",19,NA
2021-02-21,"Hall","50-64 years","Female",15,NA
2021-02-21,"Hall","65-79 years","Female",52,NA
2021-02-21,"Hall","80+ years","Female",14,NA
2021-02-21,"Hall","Unknown","Female",0,NA
2021-02-21,"Hall","16-49 years","Male",8,NA
2021-02-21,"Hall","50-64 years","Male",12,NA
2021-02-21,"Hall","65-79 years","Male",42,NA
2021-02-21,"Hall","80+ years","Male",15,NA
2021-02-21,"Hall","Unknown","Male",0,NA
2021-02-21,"Hall","16-49 years","Unknown",NA,NA
2021-02-21,"Hall","50-64 years","Unknown",NA,NA
2021-02-21,"Hall","65-79 years","Unknown",NA,NA
2021-02-21,"Hall","80+ years","Unknown",NA,NA
2021-02-21,"Hall","Unknown","Unknown",NA,NA
2021-02-28,"Hall","16-49 years","Female",26,58
2021-02-28,"Hall","50-64 years","Female",25,93
2021-02-28,"Hall","65-79 years","Female",71,148
2021-02-28,"Hall","80+ years","Female",22,50
2021-02-28,"Hall","Unknown","Female",0,2
2021-02-28,"Hall","16-49 years","Male",12,34
2021-02-28,"Hall","50-64 years","Male",19,72
2021-02-28,"Hall","65-79 years","Male",53,128
2021-02-28,"Hall","80+ years","Male",21,46
2021-02-28,"Hall","Unknown","Male",0,2
2021-02-28,"Hall","16-49 years","Unknown",NA,NA
2021-02-28,"Hall","50-64 years","Unknown",NA,NA
2021-02-28,"Hall","65-79 years","Unknown",NA,NA
2021-02-28,"Hall","80+ years","Unknown",NA,NA
2021-02-28,"Hall","Unknown","Unknown",NA,NA
2021-03-07,"Hall","16-49 years","Female",42,64
2021-03-07,"Hall","16-49 years","Male",27,47
2021-03-07,"Hall","50-64 years","Female",61,107
2021-03-07,"Hall","50-64 years","Male",46,83
2021-03-07,"Hall","65-79 years","Female",112,162
2021-03-07,"Hall","65-79 years","Male",105,134
2021-03-07,"Hall","80+ years","Female",40,55
2021-03-07,"Hall","80+ years","Male",35,49
2021-03-07,"Hall","Unknown","Female",1,2
2021-03-07,"Hall","Unknown","Male",1,2
2021-03-07,"Hall","16-49 years","Female",42,64
2021-03-07,"Hall","16-49 years","Male",27,47
2021-03-07,"Hall","50-64 years","Female",61,107
2021-03-07,"Hall","50-64 years","Male",46,83
2021-03-07,"Hall","65-79 years","Female",112,162
2021-03-07,"Hall","65-79 years","Male",105,134
2021-03-07,"Hall","80+ years","Female",40,55
2021-03-07,"Hall","80+ years","Male",35,49
2021-03-07,"Hall","Unknown","Female",1,2
2021-03-07,"Hall","Unknown","Male",1,2
2021-02-14,"Hamilton","16-49 years","Female",70,NA
2021-02-14,"Hamilton","50-64 years","Female",61,NA
2021-02-14,"Hamilton","65-79 years","Female",124,NA
2021-02-14,"Hamilton","80+ years","Female",57,NA
2021-02-14,"Hamilton","16-49 years","Male",29,NA
2021-02-14,"Hamilton","50-64 years","Male",44,NA
2021-02-14,"Hamilton","65-79 years","Male",118,NA
2021-02-14,"Hamilton","80+ years","Male",50,NA
2021-02-14,"Hamilton","16-49 years","Unknown",NA,NA
2021-02-14,"Hamilton","50-64 years","Unknown",1,NA
2021-02-14,"Hamilton","65-79 years","Unknown",NA,NA
2021-02-14,"Hamilton","80+ years","Unknown",NA,NA
2021-02-21,"Hamilton","16-49 years","Female",71,NA
2021-02-21,"Hamilton","50-64 years","Female",68,NA
2021-02-21,"Hamilton","65-79 years","Female",127,NA
2021-02-21,"Hamilton","80+ years","Female",62,NA
2021-02-21,"Hamilton","16-49 years","Male",32,NA
2021-02-21,"Hamilton","50-64 years","Male",49,NA
2021-02-21,"Hamilton","65-79 years","Male",121,NA
2021-02-21,"Hamilton","80+ years","Male",52,NA
2021-02-21,"Hamilton","16-49 years","Unknown",NA,NA
2021-02-21,"Hamilton","50-64 years","Unknown",1,NA
2021-02-21,"Hamilton","65-79 years","Unknown",NA,NA
2021-02-21,"Hamilton","80+ years","Unknown",NA,NA
2021-02-28,"Hamilton","16-49 years","Female",86,150
2021-02-28,"Hamilton","50-64 years","Female",84,117
2021-02-28,"Hamilton","65-79 years","Female",141,242
2021-02-28,"Hamilton","80+ years","Female",63,173
2021-02-28,"Hamilton","16-49 years","Male",35,67
2021-02-28,"Hamilton","50-64 years","Male",52,74
2021-02-28,"Hamilton","65-79 years","Male",138,233
2021-02-28,"Hamilton","80+ years","Male",55,133
2021-02-28,"Hamilton","16-49 years","Unknown",NA,NA
2021-02-28,"Hamilton","50-64 years","Unknown",1,1
2021-02-28,"Hamilton","65-79 years","Unknown",NA,NA
2021-02-28,"Hamilton","80+ years","Unknown",NA,NA
2021-03-07,"Hamilton","16-49 years","Female",90,165
2021-03-07,"Hamilton","16-49 years","Male",36,72
2021-03-07,"Hamilton","50-64 years","Female",86,147
2021-03-07,"Hamilton","50-64 years","Male",53,92
2021-03-07,"Hamilton","50-64 years","Unknown",1,1
2021-03-07,"Hamilton","65-79 years","Female",147,316
2021-03-07,"Hamilton","65-79 years","Male",144,286
2021-03-07,"Hamilton","80+ years","Female",67,177
2021-03-07,"Hamilton","80+ years","Male",56,138
2021-03-07,"Hamilton","16-49 years","Female",90,165
2021-03-07,"Hamilton","16-49 years","Male",36,72
2021-03-07,"Hamilton","50-64 years","Female",86,147
2021-03-07,"Hamilton","50-64 years","Male",53,92
2021-03-07,"Hamilton","50-64 years","Unknown",1,1
2021-03-07,"Hamilton","65-79 years","Female",147,316
2021-03-07,"Hamilton","65-79 years","Male",144,286
2021-03-07,"Hamilton","80+ years","Female",67,177
2021-03-07,"Hamilton","80+ years","Male",56,138
2021-02-14,"Hansford","16-49 years","Female",31,NA
2021-02-14,"Hansford","50-64 years","Female",26,NA
2021-02-14,"Hansford","65-79 years","Female",48,NA
2021-02-14,"Hansford","80+ years","Female",30,NA
2021-02-14,"Hansford","16-49 years","Male",15,NA
2021-02-14,"Hansford","50-64 years","Male",16,NA
2021-02-14,"Hansford","65-79 years","Male",37,NA
2021-02-14,"Hansford","80+ years","Male",17,NA
2021-02-14,"Hansford","16-49 years","Unknown",NA,NA
2021-02-14,"Hansford","50-64 years","Unknown",NA,NA
2021-02-14,"Hansford","65-79 years","Unknown",1,NA
2021-02-14,"Hansford","80+ years","Unknown",NA,NA
2021-02-21,"Hansford","16-49 years","Female",35,NA
2021-02-21,"Hansford","50-64 years","Female",42,NA
2021-02-21,"Hansford","65-79 years","Female",71,NA
2021-02-21,"Hansford","80+ years","Female",39,NA
2021-02-21,"Hansford","16-49 years","Male",18,NA
2021-02-21,"Hansford","50-64 years","Male",22,NA
2021-02-21,"Hansford","65-79 years","Male",61,NA
2021-02-21,"Hansford","80+ years","Male",23,NA
2021-02-21,"Hansford","16-49 years","Unknown",NA,NA
2021-02-21,"Hansford","50-64 years","Unknown",NA,NA
2021-02-21,"Hansford","65-79 years","Unknown",1,NA
2021-02-21,"Hansford","80+ years","Unknown",NA,NA
2021-02-28,"Hansford","16-49 years","Female",42,71
2021-02-28,"Hansford","50-64 years","Female",51,110
2021-02-28,"Hansford","65-79 years","Female",106,165
2021-02-28,"Hansford","80+ years","Female",70,99
2021-02-28,"Hansford","16-49 years","Male",23,39
2021-02-28,"Hansford","50-64 years","Male",32,81
2021-02-28,"Hansford","65-79 years","Male",100,152
2021-02-28,"Hansford","80+ years","Male",39,53
2021-02-28,"Hansford","16-49 years","Unknown",NA,NA
2021-02-28,"Hansford","50-64 years","Unknown",NA,NA
2021-02-28,"Hansford","65-79 years","Unknown",1,1
2021-02-28,"Hansford","80+ years","Unknown",NA,NA
2021-03-07,"Hansford","16-49 years","Female",47,130
2021-03-07,"Hansford","16-49 years","Male",26,81
2021-03-07,"Hansford","50-64 years","Female",57,161
2021-03-07,"Hansford","50-64 years","Male",40,150
2021-03-07,"Hansford","65-79 years","Female",112,181
2021-03-07,"Hansford","65-79 years","Male",106,165
2021-03-07,"Hansford","65-79 years","Unknown",1,1
2021-03-07,"Hansford","80+ years","Female",70,101
2021-03-07,"Hansford","80+ years","Male",40,54
2021-03-07,"Hansford","16-49 years","Female",47,130
2021-03-07,"Hansford","16-49 years","Male",26,81
2021-03-07,"Hansford","50-64 years","Female",57,161
2021-03-07,"Hansford","50-64 years","Male",40,150
2021-03-07,"Hansford","65-79 years","Female",112,181
2021-03-07,"Hansford","65-79 years","Male",106,165
2021-03-07,"Hansford","65-79 years","Unknown",1,1
2021-03-07,"Hansford","80+ years","Female",70,101
2021-03-07,"Hansford","80+ years","Male",40,54
2021-02-14,"Hardeman","16-49 years","Female",74,NA
2021-02-14,"Hardeman","50-64 years","Female",43,NA
2021-02-14,"Hardeman","65-79 years","Female",62,NA
2021-02-14,"Hardeman","80+ years","Female",14,NA
2021-02-14,"Hardeman","Unknown","Female",0,NA
2021-02-14,"Hardeman","16-49 years","Male",22,NA
2021-02-14,"Hardeman","50-64 years","Male",26,NA
2021-02-14,"Hardeman","65-79 years","Male",43,NA
2021-02-14,"Hardeman","80+ years","Male",18,NA
2021-02-14,"Hardeman","Unknown","Male",NA,NA
2021-02-14,"Hardeman","16-49 years","Unknown",NA,NA
2021-02-14,"Hardeman","50-64 years","Unknown",NA,NA
2021-02-14,"Hardeman","65-79 years","Unknown",NA,NA
2021-02-14,"Hardeman","80+ years","Unknown",NA,NA
2021-02-14,"Hardeman","Unknown","Unknown",NA,NA
2021-02-21,"Hardeman","16-49 years","Female",86,NA
2021-02-21,"Hardeman","50-64 years","Female",67,NA
2021-02-21,"Hardeman","65-79 years","Female",90,NA
2021-02-21,"Hardeman","80+ years","Female",25,NA
2021-02-21,"Hardeman","Unknown","Female",0,NA
2021-02-21,"Hardeman","16-49 years","Male",37,NA
2021-02-21,"Hardeman","50-64 years","Male",36,NA
2021-02-21,"Hardeman","65-79 years","Male",68,NA
2021-02-21,"Hardeman","80+ years","Male",25,NA
2021-02-21,"Hardeman","Unknown","Male",NA,NA
2021-02-21,"Hardeman","16-49 years","Unknown",NA,NA
2021-02-21,"Hardeman","50-64 years","Unknown",NA,NA
2021-02-21,"Hardeman","65-79 years","Unknown",0,NA
2021-02-21,"Hardeman","80+ years","Unknown",NA,NA
2021-02-21,"Hardeman","Unknown","Unknown",NA,NA
2021-02-28,"Hardeman","16-49 years","Female",87,139
2021-02-28,"Hardeman","50-64 years","Female",70,118
2021-02-28,"Hardeman","65-79 years","Female",92,201
2021-02-28,"Hardeman","80+ years","Female",25,51
2021-02-28,"Hardeman","Unknown","Female",0,1
2021-02-28,"Hardeman","16-49 years","Male",38,76
2021-02-28,"Hardeman","50-64 years","Male",36,83
2021-02-28,"Hardeman","65-79 years","Male",70,166
2021-02-28,"Hardeman","80+ years","Male",25,48
2021-02-28,"Hardeman","Unknown","Male",NA,NA
2021-02-28,"Hardeman","16-49 years","Unknown",NA,NA
2021-02-28,"Hardeman","50-64 years","Unknown",NA,NA
2021-02-28,"Hardeman","65-79 years","Unknown",1,1
2021-02-28,"Hardeman","80+ years","Unknown",NA,NA
2021-02-28,"Hardeman","Unknown","Unknown",NA,NA
2021-03-07,"Hardeman","16-49 years","Female",106,154
2021-03-07,"Hardeman","16-49 years","Male",52,90
2021-03-07,"Hardeman","50-64 years","Female",100,132
2021-03-07,"Hardeman","50-64 years","Male",59,94
2021-03-07,"Hardeman","65-79 years","Female",152,212
2021-03-07,"Hardeman","65-79 years","Male",134,179
2021-03-07,"Hardeman","65-79 years","Unknown",1,1
2021-03-07,"Hardeman","80+ years","Female",42,56
2021-03-07,"Hardeman","80+ years","Male",37,48
2021-03-07,"Hardeman","Unknown","Female",0,1
2021-03-07,"Hardeman","16-49 years","Female",106,154
2021-03-07,"Hardeman","16-49 years","Male",52,90
2021-03-07,"Hardeman","50-64 years","Female",100,132
2021-03-07,"Hardeman","50-64 years","Male",59,94
2021-03-07,"Hardeman","65-79 years","Female",152,212
2021-03-07,"Hardeman","65-79 years","Male",134,179
2021-03-07,"Hardeman","65-79 years","Unknown",1,1
2021-03-07,"Hardeman","80+ years","Female",42,56
2021-03-07,"Hardeman","80+ years","Male",37,48
2021-03-07,"Hardeman","Unknown","Female",0,1
2021-02-14,"Hardin","16-49 years","Female",210,NA
2021-02-14,"Hardin","50-64 years","Female",187,NA
2021-02-14,"Hardin","65-79 years","Female",224,NA
2021-02-14,"Hardin","80+ years","Female",115,NA
2021-02-14,"Hardin","Unknown","Female",0,NA
2021-02-14,"Hardin","16-49 years","Male",101,NA
2021-02-14,"Hardin","50-64 years","Male",106,NA
2021-02-14,"Hardin","65-79 years","Male",173,NA
2021-02-14,"Hardin","80+ years","Male",69,NA
2021-02-14,"Hardin","Unknown","Male",1,NA
2021-02-14,"Hardin","16-49 years","Unknown",0,NA
2021-02-14,"Hardin","50-64 years","Unknown",NA,NA
2021-02-14,"Hardin","65-79 years","Unknown",0,NA
2021-02-14,"Hardin","80+ years","Unknown",0,NA
2021-02-14,"Hardin","Unknown","Unknown",NA,NA
2021-02-21,"Hardin","16-49 years","Female",329,NA
2021-02-21,"Hardin","50-64 years","Female",335,NA
2021-02-21,"Hardin","65-79 years","Female",489,NA
2021-02-21,"Hardin","80+ years","Female",219,NA
2021-02-21,"Hardin","Unknown","Female",0,NA
2021-02-21,"Hardin","16-49 years","Male",164,NA
2021-02-21,"Hardin","50-64 years","Male",207,NA
2021-02-21,"Hardin","65-79 years","Male",404,NA
2021-02-21,"Hardin","80+ years","Male",141,NA
2021-02-21,"Hardin","Unknown","Male",1,NA
2021-02-21,"Hardin","16-49 years","Unknown",1,NA
2021-02-21,"Hardin","50-64 years","Unknown",0,NA
2021-02-21,"Hardin","65-79 years","Unknown",1,NA
2021-02-21,"Hardin","80+ years","Unknown",1,NA
2021-02-21,"Hardin","Unknown","Unknown",NA,NA
2021-02-28,"Hardin","16-49 years","Female",398,918
2021-02-28,"Hardin","50-64 years","Female",420,1090
2021-02-28,"Hardin","65-79 years","Female",699,1708
2021-02-28,"Hardin","80+ years","Female",312,643
2021-02-28,"Hardin","Unknown","Female",1,7
2021-02-28,"Hardin","16-49 years","Male",204,490
2021-02-28,"Hardin","50-64 years","Male",259,778
2021-02-28,"Hardin","65-79 years","Male",595,1524
2021-02-28,"Hardin","80+ years","Male",209,444
2021-02-28,"Hardin","Unknown","Male",1,10
2021-02-28,"Hardin","16-49 years","Unknown",1,3
2021-02-28,"Hardin","50-64 years","Unknown",1,3
2021-02-28,"Hardin","65-79 years","Unknown",4,6
2021-02-28,"Hardin","80+ years","Unknown",2,3
2021-02-28,"Hardin","Unknown","Unknown",NA,NA
2021-03-07,"Hardin","16-49 years","Female",434,1017
2021-03-07,"Hardin","16-49 years","Male",234,598
2021-03-07,"Hardin","16-49 years","Unknown",2,3
2021-03-07,"Hardin","50-64 years","Female",466,1223
2021-03-07,"Hardin","50-64 years","Male",298,903
2021-03-07,"Hardin","50-64 years","Unknown",1,4
2021-03-07,"Hardin","65-79 years","Female",801,1844
2021-03-07,"Hardin","65-79 years","Male",670,1630
2021-03-07,"Hardin","65-79 years","Unknown",4,6
2021-03-07,"Hardin","80+ years","Female",332,688
2021-03-07,"Hardin","80+ years","Male",224,472
2021-03-07,"Hardin","80+ years","Unknown",3,5
2021-03-07,"Hardin","Unknown","Female",1,8
2021-03-07,"Hardin","Unknown","Male",1,10
2021-03-07,"Hardin","16-49 years","Female",434,1017
2021-03-07,"Hardin","16-49 years","Male",234,598
2021-03-07,"Hardin","16-49 years","Unknown",2,3
2021-03-07,"Hardin","50-64 years","Female",466,1223
2021-03-07,"Hardin","50-64 years","Male",298,903
2021-03-07,"Hardin","50-64 years","Unknown",1,4
2021-03-07,"Hardin","65-79 years","Female",801,1844
2021-03-07,"Hardin","65-79 years","Male",670,1630
2021-03-07,"Hardin","65-79 years","Unknown",4,6
2021-03-07,"Hardin","80+ years","Female",332,688
2021-03-07,"Hardin","80+ years","Male",224,472
2021-03-07,"Hardin","80+ years","Unknown",3,5
2021-03-07,"Hardin","Unknown","Female",1,8
2021-03-07,"Hardin","Unknown","Male",1,10
2021-02-14,"Harris","16-49 years","Female",39322,NA
2021-02-14,"Harris","50-64 years","Female",18960,NA
2021-02-14,"Harris","65-79 years","Female",15700,NA
2021-02-14,"Harris","80+ years","Female",6735,NA
2021-02-14,"Harris","Unknown","Female",14,NA
2021-02-14,"Harris","16-49 years","Male",20671,NA
2021-02-14,"Harris","50-64 years","Male",11238,NA
2021-02-14,"Harris","65-79 years","Male",12924,NA
2021-02-14,"Harris","80+ years","Male",4543,NA
2021-02-14,"Harris","Unknown","Male",8,NA
2021-02-14,"Harris","16-49 years","Unknown",1405,NA
2021-02-14,"Harris","50-64 years","Unknown",719,NA
2021-02-14,"Harris","65-79 years","Unknown",2083,NA
2021-02-14,"Harris","80+ years","Unknown",378,NA
2021-02-14,"Harris","Unknown","Unknown",NA,NA
2021-02-21,"Harris","16-49 years","Female",50434,NA
2021-02-21,"Harris","50-64 years","Female",26207,NA
2021-02-21,"Harris","65-79 years","Female",35637,NA
2021-02-21,"Harris","80+ years","Female",12748,NA
2021-02-21,"Harris","Unknown","Female",21,NA
2021-02-21,"Harris","16-49 years","Male",26889,NA
2021-02-21,"Harris","50-64 years","Male",15855,NA
2021-02-21,"Harris","65-79 years","Male",29149,NA
2021-02-21,"Harris","80+ years","Male",8836,NA
2021-02-21,"Harris","Unknown","Male",12,NA
2021-02-21,"Harris","16-49 years","Unknown",1589,NA
2021-02-21,"Harris","50-64 years","Unknown",997,NA
2021-02-21,"Harris","65-79 years","Unknown",4141,NA
2021-02-21,"Harris","80+ years","Unknown",815,NA
2021-02-21,"Harris","Unknown","Unknown",NA,NA
2021-02-28,"Harris","16-49 years","Female",59583,99705
2021-02-28,"Harris","50-64 years","Female",33934,67702
2021-02-28,"Harris","65-79 years","Female",49844,94815
2021-02-28,"Harris","80+ years","Female",16494,29661
2021-02-28,"Harris","Unknown","Female",24,124
2021-02-28,"Harris","16-49 years","Male",32540,57760
2021-02-28,"Harris","50-64 years","Male",21295,45184
2021-02-28,"Harris","65-79 years","Male",40569,76382
2021-02-28,"Harris","80+ years","Male",11268,19087
2021-02-28,"Harris","Unknown","Male",12,99
2021-02-28,"Harris","16-49 years","Unknown",1730,2295
2021-02-28,"Harris","50-64 years","Unknown",1164,1715
2021-02-28,"Harris","65-79 years","Unknown",5186,6500
2021-02-28,"Harris","80+ years","Unknown",1002,1221
2021-02-28,"Harris","Unknown","Unknown",NA,NA
2021-03-07,"Harris","16-49 years","Female",71005,124894
2021-03-07,"Harris","16-49 years","Male",39552,76373
2021-03-07,"Harris","16-49 years","Unknown",1808,4518
2021-03-07,"Harris","50-64 years","Female",43496,92625
2021-03-07,"Harris","50-64 years","Male",27547,65252
2021-03-07,"Harris","50-64 years","Unknown",1253,6829
2021-03-07,"Harris","65-79 years","Female",65376,115505
2021-03-07,"Harris","65-79 years","Male",52789,94059
2021-03-07,"Harris","65-79 years","Unknown",5509,10486
2021-03-07,"Harris","80+ years","Female",20132,33512
2021-03-07,"Harris","80+ years","Male",13592,21433
2021-03-07,"Harris","80+ years","Unknown",1084,1920
2021-03-07,"Harris","Unknown","Female",30,139
2021-03-07,"Harris","Unknown","Male",14,107
2021-03-07,"Harris","16-49 years","Female",71005,124894
2021-03-07,"Harris","16-49 years","Male",39552,76373
2021-03-07,"Harris","16-49 years","Unknown",1808,4518
2021-03-07,"Harris","50-64 years","Female",43496,92625
2021-03-07,"Harris","50-64 years","Male",27547,65252
2021-03-07,"Harris","50-64 years","Unknown",1253,6829
2021-03-07,"Harris","65-79 years","Female",65376,115505
2021-03-07,"Harris","65-79 years","Male",52789,94059
2021-03-07,"Harris","65-79 years","Unknown",5509,10486
2021-03-07,"Harris","80+ years","Female",20132,33512
2021-03-07,"Harris","80+ years","Male",13592,21433
2021-03-07,"Harris","80+ years","Unknown",1084,1920
2021-03-07,"Harris","Unknown","Female",30,139
2021-03-07,"Harris","Unknown","Male",14,107
2021-02-14,"Harrison","16-49 years","Female",209,NA
2021-02-14,"Harrison","50-64 years","Female",165,NA
2021-02-14,"Harrison","65-79 years","Female",135,NA
2021-02-14,"Harrison","80+ years","Female",53,NA
2021-02-14,"Harrison","Unknown","Female",0,NA
2021-02-14,"Harrison","16-49 years","Male",81,NA
2021-02-14,"Harrison","50-64 years","Male",61,NA
2021-02-14,"Harrison","65-79 years","Male",101,NA
2021-02-14,"Harrison","80+ years","Male",26,NA
2021-02-14,"Harrison","Unknown","Male",0,NA
2021-02-14,"Harrison","16-49 years","Unknown",NA,NA
2021-02-14,"Harrison","50-64 years","Unknown",NA,NA
2021-02-14,"Harrison","65-79 years","Unknown",NA,NA
2021-02-14,"Harrison","80+ years","Unknown",NA,NA
2021-02-14,"Harrison","Unknown","Unknown",NA,NA
2021-02-21,"Harrison","16-49 years","Female",287,NA
2021-02-21,"Harrison","50-64 years","Female",257,NA
2021-02-21,"Harrison","65-79 years","Female",273,NA
2021-02-21,"Harrison","80+ years","Female",117,NA
2021-02-21,"Harrison","Unknown","Female",0,NA
2021-02-21,"Harrison","16-49 years","Male",123,NA
2021-02-21,"Harrison","50-64 years","Male",128,NA
2021-02-21,"Harrison","65-79 years","Male",226,NA
2021-02-21,"Harrison","80+ years","Male",62,NA
2021-02-21,"Harrison","Unknown","Male",0,NA
2021-02-21,"Harrison","16-49 years","Unknown",NA,NA
2021-02-21,"Harrison","50-64 years","Unknown",NA,NA
2021-02-21,"Harrison","65-79 years","Unknown",NA,NA
2021-02-21,"Harrison","80+ years","Unknown",NA,NA
2021-02-21,"Harrison","Unknown","Unknown",NA,NA
2021-02-28,"Harrison","16-49 years","Female",379,667
2021-02-28,"Harrison","50-64 years","Female",383,766
2021-02-28,"Harrison","65-79 years","Female",445,1127
2021-02-28,"Harrison","80+ years","Female",165,388
2021-02-28,"Harrison","Unknown","Female",0,3
2021-02-28,"Harrison","16-49 years","Male",165,335
2021-02-28,"Harrison","50-64 years","Male",217,496
2021-02-28,"Harrison","65-79 years","Male",375,906
2021-02-28,"Harrison","80+ years","Male",102,239
2021-02-28,"Harrison","Unknown","Male",0,1
2021-02-28,"Harrison","16-49 years","Unknown",NA,NA
2021-02-28,"Harrison","50-64 years","Unknown",NA,NA
2021-02-28,"Harrison","65-79 years","Unknown",NA,NA
2021-02-28,"Harrison","80+ years","Unknown",NA,NA
2021-02-28,"Harrison","Unknown","Unknown",NA,NA
2021-03-07,"Harrison","16-49 years","Female",446,844
2021-03-07,"Harrison","16-49 years","Male",203,449
2021-03-07,"Harrison","50-64 years","Female",492,1032
2021-03-07,"Harrison","50-64 years","Male",282,715
2021-03-07,"Harrison","65-79 years","Female",698,1478
2021-03-07,"Harrison","65-79 years","Male",583,1197
2021-03-07,"Harrison","80+ years","Female",242,495
2021-03-07,"Harrison","80+ years","Male",143,300
2021-03-07,"Harrison","Unknown","Female",0,3
2021-03-07,"Harrison","Unknown","Male",0,1
2021-03-07,"Harrison","16-49 years","Female",446,844
2021-03-07,"Harrison","16-49 years","Male",203,449
2021-03-07,"Harrison","50-64 years","Female",492,1032
2021-03-07,"Harrison","50-64 years","Male",282,715
2021-03-07,"Harrison","65-79 years","Female",698,1478
2021-03-07,"Harrison","65-79 years","Male",583,1197
2021-03-07,"Harrison","80+ years","Female",242,495
2021-03-07,"Harrison","80+ years","Male",143,300
2021-03-07,"Harrison","Unknown","Female",0,3
2021-03-07,"Harrison","Unknown","Male",0,1
2021-02-14,"Hartley","16-49 years","Female",10,NA
2021-02-14,"Hartley","50-64 years","Female",6,NA
2021-02-14,"Hartley","65-79 years","Female",10,NA
2021-02-14,"Hartley","80+ years","Female",3,NA
2021-02-14,"Hartley","16-49 years","Male",3,NA
2021-02-14,"Hartley","50-64 years","Male",3,NA
2021-02-14,"Hartley","65-79 years","Male",13,NA
2021-02-14,"Hartley","80+ years","Male",0,NA
2021-02-14,"Hartley","16-49 years","Unknown",NA,NA
2021-02-14,"Hartley","50-64 years","Unknown",NA,NA
2021-02-14,"Hartley","65-79 years","Unknown",NA,NA
2021-02-14,"Hartley","80+ years","Unknown",NA,NA
2021-02-21,"Hartley","16-49 years","Female",85,NA
2021-02-21,"Hartley","50-64 years","Female",85,NA
2021-02-21,"Hartley","65-79 years","Female",85,NA
2021-02-21,"Hartley","80+ years","Female",37,NA
2021-02-21,"Hartley","Unknown","Female",NA,NA
2021-02-21,"Hartley","16-49 years","Male",106,NA
2021-02-21,"Hartley","50-64 years","Male",62,NA
2021-02-21,"Hartley","65-79 years","Male",72,NA
2021-02-21,"Hartley","80+ years","Male",19,NA
2021-02-21,"Hartley","Unknown","Male",1,NA
2021-02-21,"Hartley","16-49 years","Unknown",2,NA
2021-02-21,"Hartley","50-64 years","Unknown",3,NA
2021-02-21,"Hartley","65-79 years","Unknown",1,NA
2021-02-21,"Hartley","80+ years","Unknown",NA,NA
2021-02-21,"Hartley","Unknown","Unknown",NA,NA
