"Date","County","Age","Gender","Fully_Vaccinated","At_Least_One_Vaccinated"
2021-02-14,"Fort Bend","Unknown","Unknown",0,NA
2021-02-21,"Fort Bend","16-49 years","Female",10088,NA
2021-02-21,"Fort Bend","50-64 years","Female",6345,NA
2021-02-21,"Fort Bend","65-79 years","Female",7890,NA
2021-02-21,"Fort Bend","80+ years","Female",2172,NA
2021-02-21,"Fort Bend","Unknown","Female",3,NA
2021-02-21,"Fort Bend","16-49 years","Male",5793,NA
2021-02-21,"Fort Bend","50-64 years","Male",3992,NA
2021-02-21,"Fort Bend","65-79 years","Male",7027,NA
2021-02-21,"Fort Bend","80+ years","Male",1636,NA
2021-02-21,"Fort Bend","Unknown","Male",3,NA
2021-02-21,"Fort Bend","16-49 years","Unknown",355,NA
2021-02-21,"Fort Bend","50-64 years","Unknown",230,NA
2021-02-21,"Fort Bend","65-79 years","Unknown",1545,NA
2021-02-21,"Fort Bend","80+ years","Unknown",216,NA
2021-02-21,"Fort Bend","Unknown","Unknown",0,NA
2021-02-28,"Fort Bend","16-49 years","Female",13376,22498
2021-02-28,"Fort Bend","50-64 years","Female",9164,16222
2021-02-28,"Fort Bend","65-79 years","Female",13729,23453
2021-02-28,"Fort Bend","80+ years","Female",3193,5370
2021-02-28,"Fort Bend","Unknown","Female",5,25
2021-02-28,"Fort Bend","16-49 years","Male",8074,14416
2021-02-28,"Fort Bend","50-64 years","Male",6084,11366
2021-02-28,"Fort Bend","65-79 years","Male",11984,20140
2021-02-28,"Fort Bend","80+ years","Male",2418,3733
2021-02-28,"Fort Bend","Unknown","Male",3,28
2021-02-28,"Fort Bend","16-49 years","Unknown",393,513
2021-02-28,"Fort Bend","50-64 years","Unknown",267,379
2021-02-28,"Fort Bend","65-79 years","Unknown",1892,2240
2021-02-28,"Fort Bend","80+ years","Unknown",300,384
2021-02-28,"Fort Bend","Unknown","Unknown",0,1
2021-03-07,"Fort Bend","16-49 years","Female",17152,27463
2021-03-07,"Fort Bend","16-49 years","Male",10800,18275
2021-03-07,"Fort Bend","16-49 years","Unknown",441,511
2021-03-07,"Fort Bend","50-64 years","Female",12085,20186
2021-03-07,"Fort Bend","50-64 years","Male",8268,14782
2021-03-07,"Fort Bend","50-64 years","Unknown",309,383
2021-03-07,"Fort Bend","65-79 years","Female",19487,25556
2021-03-07,"Fort Bend","65-79 years","Male",16867,21822
2021-03-07,"Fort Bend","65-79 years","Unknown",2050,2197
2021-03-07,"Fort Bend","80+ years","Female",4161,5792
2021-03-07,"Fort Bend","80+ years","Male",3033,4002
2021-03-07,"Fort Bend","80+ years","Unknown",354,380
2021-03-07,"Fort Bend","Unknown","Female",5,27
2021-03-07,"Fort Bend","Unknown","Male",4,30
2021-03-07,"Fort Bend","Unknown","Unknown",0,1
2021-03-07,"Fort Bend","16-49 years","Female",17152,27463
2021-03-07,"Fort Bend","16-49 years","Male",10800,18275
2021-03-07,"Fort Bend","16-49 years","Unknown",441,511
2021-03-07,"Fort Bend","50-64 years","Female",12085,20186
2021-03-07,"Fort Bend","50-64 years","Male",8268,14782
2021-03-07,"Fort Bend","50-64 years","Unknown",309,383
2021-03-07,"Fort Bend","65-79 years","Female",19487,25556
2021-03-07,"Fort Bend","65-79 years","Male",16867,21822
2021-03-07,"Fort Bend","65-79 years","Unknown",2050,2197
2021-03-07,"Fort Bend","80+ years","Female",4161,5792
2021-03-07,"Fort Bend","80+ years","Male",3033,4002
2021-03-07,"Fort Bend","80+ years","Unknown",354,380
2021-03-07,"Fort Bend","Unknown","Female",5,27
2021-03-07,"Fort Bend","Unknown","Male",4,30
2021-03-07,"Fort Bend","Unknown","Unknown",0,1
2021-02-14,"Franklin","16-49 years","Female",21,NA
2021-02-14,"Franklin","50-64 years","Female",25,NA
2021-02-14,"Franklin","65-79 years","Female",41,NA
2021-02-14,"Franklin","80+ years","Female",24,NA
2021-02-14,"Franklin","16-49 years","Male",10,NA
2021-02-14,"Franklin","50-64 years","Male",12,NA
2021-02-14,"Franklin","65-79 years","Male",28,NA
2021-02-14,"Franklin","80+ years","Male",16,NA
2021-02-14,"Franklin","16-49 years","Unknown",NA,NA
2021-02-14,"Franklin","50-64 years","Unknown",NA,NA
2021-02-14,"Franklin","65-79 years","Unknown",0,NA
2021-02-14,"Franklin","80+ years","Unknown",0,NA
2021-02-21,"Franklin","16-49 years","Female",36,NA
2021-02-21,"Franklin","50-64 years","Female",43,NA
2021-02-21,"Franklin","65-79 years","Female",109,NA
2021-02-21,"Franklin","80+ years","Female",48,NA
2021-02-21,"Franklin","16-49 years","Male",16,NA
2021-02-21,"Franklin","50-64 years","Male",27,NA
2021-02-21,"Franklin","65-79 years","Male",74,NA
2021-02-21,"Franklin","80+ years","Male",37,NA
2021-02-21,"Franklin","16-49 years","Unknown",NA,NA
2021-02-21,"Franklin","50-64 years","Unknown",NA,NA
2021-02-21,"Franklin","65-79 years","Unknown",0,NA
2021-02-21,"Franklin","80+ years","Unknown",NA,NA
2021-02-28,"Franklin","16-49 years","Female",48,87
2021-02-28,"Franklin","50-64 years","Female",60,133
2021-02-28,"Franklin","65-79 years","Female",131,285
2021-02-28,"Franklin","80+ years","Female",58,108
2021-02-28,"Franklin","16-49 years","Male",22,33
2021-02-28,"Franklin","50-64 years","Male",39,96
2021-02-28,"Franklin","65-79 years","Male",94,206
2021-02-28,"Franklin","80+ years","Male",45,95
2021-02-28,"Franklin","16-49 years","Unknown",NA,NA
2021-02-28,"Franklin","50-64 years","Unknown",NA,NA
2021-02-28,"Franklin","65-79 years","Unknown",0,2
2021-02-28,"Franklin","80+ years","Unknown",NA,NA
2021-03-07,"Franklin","16-49 years","Female",54,99
2021-03-07,"Franklin","16-49 years","Male",26,44
2021-03-07,"Franklin","50-64 years","Female",81,155
2021-03-07,"Franklin","50-64 years","Male",51,110
2021-03-07,"Franklin","65-79 years","Female",163,322
2021-03-07,"Franklin","65-79 years","Male",119,257
2021-03-07,"Franklin","65-79 years","Unknown",1,2
2021-03-07,"Franklin","80+ years","Female",69,117
2021-03-07,"Franklin","80+ years","Male",56,105
2021-03-07,"Franklin","16-49 years","Female",54,99
2021-03-07,"Franklin","16-49 years","Male",26,44
2021-03-07,"Franklin","50-64 years","Female",81,155
2021-03-07,"Franklin","50-64 years","Male",51,110
2021-03-07,"Franklin","65-79 years","Female",163,322
2021-03-07,"Franklin","65-79 years","Male",119,257
2021-03-07,"Franklin","65-79 years","Unknown",1,2
2021-03-07,"Franklin","80+ years","Female",69,117
2021-03-07,"Franklin","80+ years","Male",56,105
2021-02-14,"Freestone","16-49 years","Female",29,NA
2021-02-14,"Freestone","50-64 years","Female",46,NA
2021-02-14,"Freestone","65-79 years","Female",61,NA
2021-02-14,"Freestone","80+ years","Female",13,NA
2021-02-14,"Freestone","Unknown","Female",0,NA
2021-02-14,"Freestone","16-49 years","Male",10,NA
2021-02-14,"Freestone","50-64 years","Male",22,NA
2021-02-14,"Freestone","65-79 years","Male",59,NA
2021-02-14,"Freestone","80+ years","Male",18,NA
2021-02-14,"Freestone","Unknown","Male",NA,NA
2021-02-14,"Freestone","16-49 years","Unknown",NA,NA
2021-02-14,"Freestone","50-64 years","Unknown",NA,NA
2021-02-14,"Freestone","65-79 years","Unknown",NA,NA
2021-02-14,"Freestone","80+ years","Unknown",NA,NA
2021-02-14,"Freestone","Unknown","Unknown",NA,NA
2021-02-21,"Freestone","16-49 years","Female",49,NA
2021-02-21,"Freestone","50-64 years","Female",82,NA
2021-02-21,"Freestone","65-79 years","Female",104,NA
2021-02-21,"Freestone","80+ years","Female",21,NA
2021-02-21,"Freestone","Unknown","Female",0,NA
2021-02-21,"Freestone","16-49 years","Male",27,NA
2021-02-21,"Freestone","50-64 years","Male",41,NA
2021-02-21,"Freestone","65-79 years","Male",109,NA
2021-02-21,"Freestone","80+ years","Male",28,NA
2021-02-21,"Freestone","Unknown","Male",NA,NA
2021-02-21,"Freestone","16-49 years","Unknown",NA,NA
2021-02-21,"Freestone","50-64 years","Unknown",1,NA
2021-02-21,"Freestone","65-79 years","Unknown",NA,NA
2021-02-21,"Freestone","80+ years","Unknown",NA,NA
2021-02-21,"Freestone","Unknown","Unknown",NA,NA
2021-02-28,"Freestone","16-49 years","Female",74,138
2021-02-28,"Freestone","50-64 years","Female",114,201
2021-02-28,"Freestone","65-79 years","Female",145,299
2021-02-28,"Freestone","80+ years","Female",34,68
2021-02-28,"Freestone","Unknown","Female",0,1
2021-02-28,"Freestone","16-49 years","Male",36,72
2021-02-28,"Freestone","50-64 years","Male",53,109
2021-02-28,"Freestone","65-79 years","Male",151,277
2021-02-28,"Freestone","80+ years","Male",34,86
2021-02-28,"Freestone","Unknown","Male",NA,NA
2021-02-28,"Freestone","16-49 years","Unknown",NA,NA
2021-02-28,"Freestone","50-64 years","Unknown",1,1
2021-02-28,"Freestone","65-79 years","Unknown",NA,NA
2021-02-28,"Freestone","80+ years","Unknown",NA,NA
2021-02-28,"Freestone","Unknown","Unknown",NA,NA
2021-03-07,"Freestone","16-49 years","Female",79,158
2021-03-07,"Freestone","16-49 years","Male",44,85
2021-03-07,"Freestone","16-49 years","Unknown",0,1
2021-03-07,"Freestone","50-64 years","Female",134,259
2021-03-07,"Freestone","50-64 years","Male",75,147
2021-03-07,"Freestone","50-64 years","Unknown",1,1
2021-03-07,"Freestone","65-79 years","Female",217,445
2021-03-07,"Freestone","65-79 years","Male",204,365
2021-03-07,"Freestone","65-79 years","Unknown",0,1
2021-03-07,"Freestone","80+ years","Female",45,127
2021-03-07,"Freestone","80+ years","Male",53,133
2021-03-07,"Freestone","Unknown","Female",1,2
2021-03-07,"Freestone","16-49 years","Female",79,158
2021-03-07,"Freestone","16-49 years","Male",44,85
2021-03-07,"Freestone","16-49 years","Unknown",0,1
2021-03-07,"Freestone","50-64 years","Female",134,259
2021-03-07,"Freestone","50-64 years","Male",75,147
2021-03-07,"Freestone","50-64 years","Unknown",1,1
2021-03-07,"Freestone","65-79 years","Female",217,445
2021-03-07,"Freestone","65-79 years","Male",204,365
2021-03-07,"Freestone","65-79 years","Unknown",0,1
2021-03-07,"Freestone","80+ years","Female",45,127
2021-03-07,"Freestone","80+ years","Male",53,133
2021-03-07,"Freestone","Unknown","Female",1,2
2021-02-14,"Frio","16-49 years","Female",143,NA
2021-02-14,"Frio","50-64 years","Female",91,NA
2021-02-14,"Frio","65-79 years","Female",110,NA
2021-02-14,"Frio","80+ years","Female",26,NA
2021-02-14,"Frio","16-49 years","Male",75,NA
2021-02-14,"Frio","50-64 years","Male",58,NA
2021-02-14,"Frio","65-79 years","Male",93,NA
2021-02-14,"Frio","80+ years","Male",13,NA
2021-02-14,"Frio","16-49 years","Unknown",NA,NA
2021-02-14,"Frio","50-64 years","Unknown",0,NA
2021-02-14,"Frio","65-79 years","Unknown",NA,NA
2021-02-14,"Frio","80+ years","Unknown",NA,NA
2021-02-21,"Frio","16-49 years","Female",177,NA
2021-02-21,"Frio","50-64 years","Female",119,NA
2021-02-21,"Frio","65-79 years","Female",143,NA
2021-02-21,"Frio","80+ years","Female",38,NA
2021-02-21,"Frio","16-49 years","Male",97,NA
2021-02-21,"Frio","50-64 years","Male",89,NA
2021-02-21,"Frio","65-79 years","Male",123,NA
2021-02-21,"Frio","80+ years","Male",27,NA
2021-02-21,"Frio","16-49 years","Unknown",NA,NA
2021-02-21,"Frio","50-64 years","Unknown",0,NA
2021-02-21,"Frio","65-79 years","Unknown",NA,NA
2021-02-21,"Frio","80+ years","Unknown",NA,NA
2021-02-28,"Frio","16-49 years","Female",188,373
2021-02-28,"Frio","50-64 years","Female",133,329
2021-02-28,"Frio","65-79 years","Female",152,363
2021-02-28,"Frio","80+ years","Female",40,116
2021-02-28,"Frio","16-49 years","Male",109,255
2021-02-28,"Frio","50-64 years","Male",99,259
2021-02-28,"Frio","65-79 years","Male",131,324
2021-02-28,"Frio","80+ years","Male",29,79
2021-02-28,"Frio","16-49 years","Unknown",NA,NA
2021-02-28,"Frio","50-64 years","Unknown",1,1
2021-02-28,"Frio","65-79 years","Unknown",NA,NA
2021-02-28,"Frio","80+ years","Unknown",NA,NA
2021-03-07,"Frio","16-49 years","Female",291,393
2021-03-07,"Frio","16-49 years","Male",198,271
2021-03-07,"Frio","50-64 years","Female",251,347
2021-03-07,"Frio","50-64 years","Male",200,269
2021-03-07,"Frio","50-64 years","Unknown",1,1
2021-03-07,"Frio","65-79 years","Female",302,378
2021-03-07,"Frio","65-79 years","Male",251,349
2021-03-07,"Frio","80+ years","Female",91,122
2021-03-07,"Frio","80+ years","Male",61,82
2021-03-07,"Frio","16-49 years","Female",291,393
2021-03-07,"Frio","16-49 years","Male",198,271
2021-03-07,"Frio","50-64 years","Female",251,347
2021-03-07,"Frio","50-64 years","Male",200,269
2021-03-07,"Frio","50-64 years","Unknown",1,1
2021-03-07,"Frio","65-79 years","Female",302,378
2021-03-07,"Frio","65-79 years","Male",251,349
2021-03-07,"Frio","80+ years","Female",91,122
2021-03-07,"Frio","80+ years","Male",61,82
2021-02-14,"Gaines","16-49 years","Female",111,NA
2021-02-14,"Gaines","50-64 years","Female",39,NA
2021-02-14,"Gaines","65-79 years","Female",103,NA
2021-02-14,"Gaines","80+ years","Female",68,NA
2021-02-14,"Gaines","16-49 years","Male",53,NA
2021-02-14,"Gaines","50-64 years","Male",31,NA
2021-02-14,"Gaines","65-79 years","Male",98,NA
2021-02-14,"Gaines","80+ years","Male",38,NA
2021-02-14,"Gaines","16-49 years","Unknown",NA,NA
2021-02-14,"Gaines","50-64 years","Unknown",NA,NA
2021-02-14,"Gaines","65-79 years","Unknown",NA,NA
2021-02-14,"Gaines","80+ years","Unknown",NA,NA
2021-02-21,"Gaines","16-49 years","Female",120,NA
2021-02-21,"Gaines","50-64 years","Female",52,NA
2021-02-21,"Gaines","65-79 years","Female",107,NA
2021-02-21,"Gaines","80+ years","Female",68,NA
2021-02-21,"Gaines","16-49 years","Male",57,NA
2021-02-21,"Gaines","50-64 years","Male",47,NA
2021-02-21,"Gaines","65-79 years","Male",110,NA
2021-02-21,"Gaines","80+ years","Male",41,NA
2021-02-21,"Gaines","16-49 years","Unknown",NA,NA
2021-02-21,"Gaines","50-64 years","Unknown",NA,NA
2021-02-21,"Gaines","65-79 years","Unknown",NA,NA
2021-02-21,"Gaines","80+ years","Unknown",NA,NA
2021-02-28,"Gaines","16-49 years","Female",129,287
2021-02-28,"Gaines","50-64 years","Female",59,218
2021-02-28,"Gaines","65-79 years","Female",113,190
2021-02-28,"Gaines","80+ years","Female",69,95
2021-02-28,"Gaines","16-49 years","Male",61,142
2021-02-28,"Gaines","50-64 years","Male",53,176
2021-02-28,"Gaines","65-79 years","Male",114,182
2021-02-28,"Gaines","80+ years","Male",44,70
2021-02-28,"Gaines","16-49 years","Unknown",NA,NA
2021-02-28,"Gaines","50-64 years","Unknown",NA,NA
2021-02-28,"Gaines","65-79 years","Unknown",NA,NA
2021-02-28,"Gaines","80+ years","Unknown",NA,NA
2021-03-07,"Gaines","16-49 years","Female",140,361
2021-03-07,"Gaines","16-49 years","Male",72,200
2021-03-07,"Gaines","50-64 years","Female",90,291
2021-03-07,"Gaines","50-64 years","Male",85,237
2021-03-07,"Gaines","65-79 years","Female",131,232
2021-03-07,"Gaines","65-79 years","Male",134,220
2021-03-07,"Gaines","80+ years","Female",74,107
2021-03-07,"Gaines","80+ years","Male",45,78
2021-03-07,"Gaines","16-49 years","Female",140,361
2021-03-07,"Gaines","16-49 years","Male",72,200
2021-03-07,"Gaines","50-64 years","Female",90,291
2021-03-07,"Gaines","50-64 years","Male",85,237
2021-03-07,"Gaines","65-79 years","Female",131,232
2021-03-07,"Gaines","65-79 years","Male",134,220
2021-03-07,"Gaines","80+ years","Female",74,107
2021-03-07,"Gaines","80+ years","Male",45,78
2021-02-14,"Galveston","16-49 years","Female",3818,NA
2021-02-14,"Galveston","50-64 years","Female",2176,NA
2021-02-14,"Galveston","65-79 years","Female",1835,NA
2021-02-14,"Galveston","80+ years","Female",616,NA
2021-02-14,"Galveston","Unknown","Female",0,NA
2021-02-14,"Galveston","16-49 years","Male",2027,NA
2021-02-14,"Galveston","50-64 years","Male",1201,NA
2021-02-14,"Galveston","65-79 years","Male",1608,NA
2021-02-14,"Galveston","80+ years","Male",460,NA
2021-02-14,"Galveston","Unknown","Male",0,NA
2021-02-14,"Galveston","16-49 years","Unknown",44,NA
2021-02-14,"Galveston","50-64 years","Unknown",26,NA
2021-02-14,"Galveston","65-79 years","Unknown",77,NA
2021-02-14,"Galveston","80+ years","Unknown",14,NA
2021-02-14,"Galveston","Unknown","Unknown",NA,NA
2021-02-21,"Galveston","16-49 years","Female",5402,NA
2021-02-21,"Galveston","50-64 years","Female",3581,NA
2021-02-21,"Galveston","65-79 years","Female",5029,NA
2021-02-21,"Galveston","80+ years","Female",1690,NA
2021-02-21,"Galveston","Unknown","Female",3,NA
2021-02-21,"Galveston","16-49 years","Male",2943,NA
2021-02-21,"Galveston","50-64 years","Male",2211,NA
2021-02-21,"Galveston","65-79 years","Male",4336,NA
2021-02-21,"Galveston","80+ years","Male",1202,NA
2021-02-21,"Galveston","Unknown","Male",2,NA
2021-02-21,"Galveston","16-49 years","Unknown",53,NA
2021-02-21,"Galveston","50-64 years","Unknown",32,NA
2021-02-21,"Galveston","65-79 years","Unknown",139,NA
2021-02-21,"Galveston","80+ years","Unknown",21,NA
2021-02-21,"Galveston","Unknown","Unknown",NA,NA
2021-02-28,"Galveston","16-49 years","Female",5835,8410
2021-02-28,"Galveston","50-64 years","Female",4031,7010
2021-02-28,"Galveston","65-79 years","Female",6024,10816
2021-02-28,"Galveston","80+ years","Female",1986,3351
2021-02-28,"Galveston","Unknown","Female",3,13
2021-02-28,"Galveston","16-49 years","Male",3209,4770
2021-02-28,"Galveston","50-64 years","Male",2604,4795
2021-02-28,"Galveston","65-79 years","Male",5156,9239
2021-02-28,"Galveston","80+ years","Male",1394,2240
2021-02-28,"Galveston","Unknown","Male",2,8
2021-02-28,"Galveston","16-49 years","Unknown",53,64
2021-02-28,"Galveston","50-64 years","Unknown",36,50
2021-02-28,"Galveston","65-79 years","Unknown",182,221
2021-02-28,"Galveston","80+ years","Unknown",27,37
2021-02-28,"Galveston","Unknown","Unknown",NA,NA
2021-03-07,"Galveston","16-49 years","Female",6858,10701
2021-03-07,"Galveston","16-49 years","Male",3818,6287
2021-03-07,"Galveston","16-49 years","Unknown",54,64
2021-03-07,"Galveston","50-64 years","Female",4993,9395
2021-03-07,"Galveston","50-64 years","Male",3312,6656
2021-03-07,"Galveston","50-64 years","Unknown",40,47
2021-03-07,"Galveston","65-79 years","Female",8458,12209
2021-03-07,"Galveston","65-79 years","Male",7256,10408
2021-03-07,"Galveston","65-79 years","Unknown",189,216
2021-03-07,"Galveston","80+ years","Female",2566,3623
2021-03-07,"Galveston","80+ years","Male",1810,2419
2021-03-07,"Galveston","80+ years","Unknown",32,38
2021-03-07,"Galveston","Unknown","Female",3,13
2021-03-07,"Galveston","Unknown","Male",2,7
2021-03-07,"Galveston","16-49 years","Female",6858,10701
2021-03-07,"Galveston","16-49 years","Male",3818,6287
2021-03-07,"Galveston","16-49 years","Unknown",54,64
2021-03-07,"Galveston","50-64 years","Female",4993,9395
2021-03-07,"Galveston","50-64 years","Male",3312,6656
2021-03-07,"Galveston","50-64 years","Unknown",40,47
2021-03-07,"Galveston","65-79 years","Female",8458,12209
2021-03-07,"Galveston","65-79 years","Male",7256,10408
2021-03-07,"Galveston","65-79 years","Unknown",189,216
2021-03-07,"Galveston","80+ years","Female",2566,3623
2021-03-07,"Galveston","80+ years","Male",1810,2419
2021-03-07,"Galveston","80+ years","Unknown",32,38
2021-03-07,"Galveston","Unknown","Female",3,13
2021-03-07,"Galveston","Unknown","Male",2,7
2021-02-14,"Garza","16-49 years","Female",13,NA
2021-02-14,"Garza","50-64 years","Female",7,NA
2021-02-14,"Garza","65-79 years","Female",8,NA
2021-02-14,"Garza","80+ years","Female",5,NA
2021-02-14,"Garza","16-49 years","Male",6,NA
2021-02-14,"Garza","50-64 years","Male",3,NA
2021-02-14,"Garza","65-79 years","Male",8,NA
2021-02-14,"Garza","80+ years","Male",7,NA
2021-02-14,"Garza","16-49 years","Unknown",NA,NA
2021-02-14,"Garza","50-64 years","Unknown",NA,NA
2021-02-14,"Garza","65-79 years","Unknown",0,NA
2021-02-14,"Garza","80+ years","Unknown",NA,NA
2021-02-21,"Garza","16-49 years","Female",16,NA
2021-02-21,"Garza","50-64 years","Female",15,NA
2021-02-21,"Garza","65-79 years","Female",20,NA
2021-02-21,"Garza","80+ years","Female",11,NA
2021-02-21,"Garza","16-49 years","Male",7,NA
2021-02-21,"Garza","50-64 years","Male",9,NA
2021-02-21,"Garza","65-79 years","Male",21,NA
2021-02-21,"Garza","80+ years","Male",12,NA
2021-02-21,"Garza","16-49 years","Unknown",NA,NA
2021-02-21,"Garza","50-64 years","Unknown",NA,NA
2021-02-21,"Garza","65-79 years","Unknown",0,NA
2021-02-21,"Garza","80+ years","Unknown",NA,NA
2021-02-28,"Garza","16-49 years","Female",17,56
2021-02-28,"Garza","50-64 years","Female",24,85
2021-02-28,"Garza","65-79 years","Female",30,127
2021-02-28,"Garza","80+ years","Female",11,52
2021-02-28,"Garza","16-49 years","Male",8,40
2021-02-28,"Garza","50-64 years","Male",12,69
2021-02-28,"Garza","65-79 years","Male",34,122
2021-02-28,"Garza","80+ years","Male",15,47
2021-02-28,"Garza","16-49 years","Unknown",NA,NA
2021-02-28,"Garza","50-64 years","Unknown",NA,NA
2021-02-28,"Garza","65-79 years","Unknown",0,2
2021-02-28,"Garza","80+ years","Unknown",NA,NA
2021-03-07,"Garza","16-49 years","Female",22,97
2021-03-07,"Garza","16-49 years","Male",8,62
2021-03-07,"Garza","50-64 years","Female",41,129
2021-03-07,"Garza","50-64 years","Male",23,110
2021-03-07,"Garza","65-79 years","Female",60,151
2021-03-07,"Garza","65-79 years","Male",64,145
2021-03-07,"Garza","65-79 years","Unknown",1,2
2021-03-07,"Garza","80+ years","Female",26,63
2021-03-07,"Garza","80+ years","Male",23,53
2021-03-07,"Garza","16-49 years","Female",22,97
2021-03-07,"Garza","16-49 years","Male",8,62
2021-03-07,"Garza","50-64 years","Female",41,129
2021-03-07,"Garza","50-64 years","Male",23,110
2021-03-07,"Garza","65-79 years","Female",60,151
2021-03-07,"Garza","65-79 years","Male",64,145
2021-03-07,"Garza","65-79 years","Unknown",1,2
2021-03-07,"Garza","80+ years","Female",26,63
2021-03-07,"Garza","80+ years","Male",23,53
2021-02-14,"Gillespie","16-49 years","Female",183,NA
2021-02-14,"Gillespie","50-64 years","Female",155,NA
2021-02-14,"Gillespie","65-79 years","Female",108,NA
2021-02-14,"Gillespie","80+ years","Female",25,NA
2021-02-14,"Gillespie","Unknown","Female",1,NA
2021-02-14,"Gillespie","16-49 years","Male",79,NA
2021-02-14,"Gillespie","50-64 years","Male",82,NA
2021-02-14,"Gillespie","65-79 years","Male",106,NA
2021-02-14,"Gillespie","80+ years","Male",23,NA
2021-02-14,"Gillespie","Unknown","Male",0,NA
2021-02-14,"Gillespie","16-49 years","Unknown",NA,NA
2021-02-14,"Gillespie","50-64 years","Unknown",NA,NA
2021-02-14,"Gillespie","65-79 years","Unknown",0,NA
2021-02-14,"Gillespie","80+ years","Unknown",0,NA
2021-02-14,"Gillespie","Unknown","Unknown",NA,NA
2021-02-21,"Gillespie","16-49 years","Female",232,NA
2021-02-21,"Gillespie","50-64 years","Female",210,NA
2021-02-21,"Gillespie","65-79 years","Female",248,NA
2021-02-21,"Gillespie","80+ years","Female",103,NA
2021-02-21,"Gillespie","Unknown","Female",1,NA
2021-02-21,"Gillespie","16-49 years","Male",105,NA
2021-02-21,"Gillespie","50-64 years","Male",110,NA
2021-02-21,"Gillespie","65-79 years","Male",239,NA
2021-02-21,"Gillespie","80+ years","Male",61,NA
2021-02-21,"Gillespie","Unknown","Male",0,NA
2021-02-21,"Gillespie","16-49 years","Unknown",NA,NA
2021-02-21,"Gillespie","50-64 years","Unknown",0,NA
2021-02-21,"Gillespie","65-79 years","Unknown",0,NA
2021-02-21,"Gillespie","80+ years","Unknown",0,NA
2021-02-21,"Gillespie","Unknown","Unknown",NA,NA
2021-02-28,"Gillespie","16-49 years","Female",263,348
2021-02-28,"Gillespie","50-64 years","Female",270,407
2021-02-28,"Gillespie","65-79 years","Female",633,1223
2021-02-28,"Gillespie","80+ years","Female",278,528
2021-02-28,"Gillespie","Unknown","Female",1,3
2021-02-28,"Gillespie","16-49 years","Male",131,173
2021-02-28,"Gillespie","50-64 years","Male",164,255
2021-02-28,"Gillespie","65-79 years","Male",541,983
2021-02-28,"Gillespie","80+ years","Male",202,425
2021-02-28,"Gillespie","Unknown","Male",0,1
2021-02-28,"Gillespie","16-49 years","Unknown",0,1
2021-02-28,"Gillespie","50-64 years","Unknown",1,4
2021-02-28,"Gillespie","65-79 years","Unknown",7,28
2021-02-28,"Gillespie","80+ years","Unknown",3,12
2021-02-28,"Gillespie","Unknown","Unknown",NA,NA
2021-03-07,"Gillespie","16-49 years","Female",285,382
2021-03-07,"Gillespie","16-49 years","Male",153,197
2021-03-07,"Gillespie","16-49 years","Unknown",0,1
2021-03-07,"Gillespie","50-64 years","Female",323,467
2021-03-07,"Gillespie","50-64 years","Male",200,296
2021-03-07,"Gillespie","50-64 years","Unknown",1,4
2021-03-07,"Gillespie","65-79 years","Female",936,1481
2021-03-07,"Gillespie","65-79 years","Male",764,1188
2021-03-07,"Gillespie","65-79 years","Unknown",12,36
2021-03-07,"Gillespie","80+ years","Female",378,600
2021-03-07,"Gillespie","80+ years","Male",310,473
2021-03-07,"Gillespie","80+ years","Unknown",7,15
2021-03-07,"Gillespie","Unknown","Female",1,3
2021-03-07,"Gillespie","Unknown","Male",1,1
2021-03-07,"Gillespie","16-49 years","Female",285,382
2021-03-07,"Gillespie","16-49 years","Male",153,197
2021-03-07,"Gillespie","16-49 years","Unknown",0,1
2021-03-07,"Gillespie","50-64 years","Female",323,467
2021-03-07,"Gillespie","50-64 years","Male",200,296
2021-03-07,"Gillespie","50-64 years","Unknown",1,4
2021-03-07,"Gillespie","65-79 years","Female",936,1481
2021-03-07,"Gillespie","65-79 years","Male",764,1188
2021-03-07,"Gillespie","65-79 years","Unknown",12,36
2021-03-07,"Gillespie","80+ years","Female",378,600
2021-03-07,"Gillespie","80+ years","Male",310,473
2021-03-07,"Gillespie","80+ years","Unknown",7,15
2021-03-07,"Gillespie","Unknown","Female",1,3
2021-03-07,"Gillespie","Unknown","Male",1,1
2021-02-14,"Glasscock","16-49 years","Female",6,NA
2021-02-14,"Glasscock","50-64 years","Female",1,NA
2021-02-14,"Glasscock","65-79 years","Female",0,NA
2021-02-14,"Glasscock","80+ years","Female",2,NA
2021-02-14,"Glasscock","16-49 years","Male",0,NA
2021-02-14,"Glasscock","50-64 years","Male",0,NA
2021-02-14,"Glasscock","65-79 years","Male",1,NA
2021-02-14,"Glasscock","80+ years","Male",1,NA
2021-02-14,"Glasscock","16-49 years","Unknown",NA,NA
2021-02-14,"Glasscock","50-64 years","Unknown",NA,NA
2021-02-14,"Glasscock","65-79 years","Unknown",NA,NA
2021-02-14,"Glasscock","80+ years","Unknown",NA,NA
2021-02-21,"Glasscock","16-49 years","Female",8,NA
2021-02-21,"Glasscock","50-64 years","Female",7,NA
2021-02-21,"Glasscock","65-79 years","Female",5,NA
2021-02-21,"Glasscock","80+ years","Female",5,NA
2021-02-21,"Glasscock","16-49 years","Male",0,NA
2021-02-21,"Glasscock","50-64 years","Male",9,NA
2021-02-21,"Glasscock","65-79 years","Male",5,NA
2021-02-21,"Glasscock","80+ years","Male",2,NA
