Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
KINGWOOD CENTRAL,2021-01-25,841,,-0.24,2021-01-25,2021-01-27,,,12.2651256712822
KINGWOOD WEST,2021-01-25,158,,-0.81,2021-01-25,2021-01-27,,,11.1896472324116
MUD203,2021-01-25,284,,-0.57,2021-01-25,2021-01-27,,,11.179194765949
WCID47,2021-01-25,203,,-0.63,2021-01-25,2021-01-27,,,12.0410188255728
WCID76,2021-01-25,239,,-1.15,2021-01-25,2021-01-27,,,11.093997188506
WCID111,2021-01-25,202,,-0.23,2021-01-25,2021-01-27,,,12.0642640539747
FWSD23,2021-01-25,426,,-0.27,2021-01-25,2021-01-27,,,12.0657902588953
WEST LAKE,2021-01-25,,,,2021-01-25,2021-01-27,,,
z.TOTAL,2021-01-25,207,,-0.6,2021-01-25,2021-01-27,,,13.8214027004301
CEDAR BAYOU,2021-02-01,398,,-0.41,2021-02-01,2021-02-03,,,11.2490899316522
CLINTON PARK,2021-02-01,204,,-1.95,2021-02-01,2021-02-03,,,10.8036639302492
EASTHAVEN,2021-02-01,164,,-0.58,2021-02-01,2021-02-03,,,11.5519417323831
ALMEDA SIMS,2021-02-01,275,,-0.7,2021-02-01,2021-02-03,,,12.347711312845
GREENRIDGE,2021-02-01,318,,-0.34,2021-02-01,2021-02-03,,,12.0357650322933
IMPERIAL VALLEY,2021-02-01,149,,-0.82,2021-02-01,2021-02-03,,,11.7609866017771
INTERCONTINENTAL AIRPORT,2021-02-01,269,,-1.65,2021-02-01,2021-02-03,,,11.5979376659898
FOREST COVE,2021-02-01,254,,-0.47,2021-02-01,2021-02-03,,,10.7329967259166
NORTHWEST,2021-02-01,183,,-1.01,2021-02-01,2021-02-03,,,12.5198554053107
NORTHBELT,2021-02-01,319,,-0.67,2021-02-01,2021-02-03,,,12.0178863812873
NORTHGATE,2021-02-01,236,,-0.32,2021-02-01,2021-02-03,,,12.1710155899148
69TH STREET,2021-02-01,141,,-1.21,2021-02-01,2021-02-03,,,12.8629923893025
PARK TEN,2021-02-01,204,,-1.36,2021-02-01,2021-02-03,,,11.13466513161
SAGEMONT,2021-02-01,307,,-0.35,2021-02-01,2021-02-03,,,12.2969529807418
SIMS BAYOU,2021-02-01,162,,-0.74,2021-02-01,2021-02-03,,,12.6270028177322
SOUTHWEST,2021-02-01,80,,0.59,2021-02-01,2021-02-03,,,12.8256590050308
WILLOWBROOK,2021-02-01,739,,-0.28,2021-02-01,2021-02-03,,,11.7332044652142
WHITE OAK,2021-02-01,627,,0.14,2021-02-01,2021-02-03,,,12.0446479669167
WEST DISTRICT,2021-02-01,146,,-1.3,2021-02-01,2021-02-03,,,12.287278062163
WESTWAY,2021-02-01,141,,0.13,2021-02-01,2021-02-03,,,10.7363266853826
METRO CENTRAL,2021-02-01,60,,-3.39,2021-02-01,2021-02-03,,,10.9719269721435
SOUTHEAST,2021-02-01,277,,-0.89,2021-02-01,2021-02-03,,,12.0448169405878
TURKEY CREEK,2021-02-01,410,,-0.53,2021-02-01,2021-02-03,,,12.1278955821767
UPPER BRAYS,2021-02-01,563,,-0.46,2021-02-01,2021-02-03,,,12.7055474148047
BELTWAY,2021-02-01,275,,-0.46,2021-02-01,2021-02-03,,,12.3286569767875
KEEGANS BAYOU,2021-02-01,29,,-1.54,2021-02-01,2021-02-03,,,12.0311679470531
CHOCOLATE BAYOU,2021-02-01,220,,-0.93,2021-02-01,2021-02-03,,,12.0393617120065
TIDWELL TIMBERS,2021-02-01,50,,-1.42,2021-02-01,2021-02-03,,,10.4391400286715
HOMESTEAD,2021-02-01,234,,-1.37,2021-02-01,2021-02-03,,,11.3861031012202
NORTHEAST,2021-02-01,428,,-0.75,2021-02-01,2021-02-03,,,12.0107268434383
KINGWOOD CENTRAL,2021-02-01,762,,-0.35,2021-02-01,2021-02-03,,,12.2225461987112
KINGWOOD WEST,2021-02-01,135,,-0.6,2021-02-01,2021-02-03,,,11.1223726462764
MUD203,2021-02-01,222,,-0.96,2021-02-01,2021-02-03,,,11.0719029448083
WCID47,2021-02-01,168,,-0.68,2021-02-01,2021-02-03,,,11.9589142009627
WCID76,2021-02-01,173,,-1.26,2021-02-01,2021-02-03,,,10.9539777683489
WCID111,2021-02-01,186,,-0.3,2021-02-01,2021-02-03,,,12.0286219283787
FWSD23,2021-02-01,377,,-0.44,2021-02-01,2021-02-03,,,12.0131988073071
WEST LAKE,2021-02-01,,,,2021-02-01,2021-02-03,,,
z.TOTAL,2021-02-01,169,,-0.63,2021-02-01,2021-02-03,,,13.7349475513225
CEDAR BAYOU,2021-02-08,359,,-0.4,2021-02-08,2021-02-10,,,11.2046024958547
CLINTON PARK,2021-02-08,132,,-1.76,2021-02-08,2021-02-10,,,10.6137302756786
EASTHAVEN,2021-02-08,144,,-0.5,2021-02-08,2021-02-10,,,11.4940036942961
ALMEDA SIMS,2021-02-08,224,,-0.72,2021-02-08,2021-02-10,,,12.2589897051944
GREENRIDGE,2021-02-08,280,,-0.46,2021-02-08,2021-02-10,,,11.9807603620167
IMPERIAL VALLEY,2021-02-08,120,,-0.79,2021-02-08,2021-02-10,,,11.6678748572413
INTERCONTINENTAL AIRPORT,2021-02-08,178,,-1.55,2021-02-08,2021-02-10,,,11.418393294791
FOREST COVE,2021-02-08,224,,-0.51,2021-02-08,2021-02-10,,,10.6786275307358
NORTHWEST,2021-02-08,136,,-1.04,2021-02-08,2021-02-10,,,12.3892876352631
NORTHBELT,2021-02-08,259,,-0.75,2021-02-08,2021-02-10,,,11.927618713256
NORTHGATE,2021-02-08,205,,-0.49,2021-02-08,2021-02-10,,,12.1108100842116
69TH STREET,2021-02-08,105,,-0.98,2021-02-08,2021-02-10,,,12.7374039662045
PARK TEN,2021-02-08,142,,-1.43,2021-02-08,2021-02-10,,,10.9755436477376
SAGEMONT,2021-02-08,256,,-0.64,2021-02-08,2021-02-10,,,12.2183953077377
SIMS BAYOU,2021-02-08,136,,-0.59,2021-02-08,2021-02-10,,,12.55309588508
SOUTHWEST,2021-02-08,93,,0.51,2021-02-08,2021-02-10,,,12.8912313332052
WILLOWBROOK,2021-02-08,651,,-0.47,2021-02-08,2021-02-10,,,11.678149041446
WHITE OAK,2021-02-08,618,,-0.05,2021-02-08,2021-02-10,,,12.0382457091018
WEST DISTRICT,2021-02-08,108,,-1.08,2021-02-08,2021-02-10,,,12.1549607638621
WESTWAY,2021-02-08,137,,-0.12,2021-02-08,2021-02-10,,,10.7237391690664
METRO CENTRAL,2021-02-08,26,,-3.24,2021-02-08,2021-02-10,,,10.6164125113951
SOUTHEAST,2021-02-08,220,,-0.83,2021-02-08,2021-02-10,,,11.945168101255
TURKEY CREEK,2021-02-08,354,,-0.52,2021-02-08,2021-02-10,,,12.0643792234705
UPPER BRAYS,2021-02-08,459,,-0.7,2021-02-08,2021-02-10,,,12.6168314066543
BELTWAY,2021-02-08,244,,-0.43,2021-02-08,2021-02-10,,,12.2757419512097
KEEGANS BAYOU,2021-02-08,20,,-1.44,2021-02-08,2021-02-10,,,11.8581454990795
CHOCOLATE BAYOU,2021-02-08,172,,-0.89,2021-02-08,2021-02-10,,,11.9325089287306
TIDWELL TIMBERS,2021-02-08,36,,-1.36,2021-02-08,2021-02-10,,,10.2967362490253
HOMESTEAD,2021-02-08,170,,-1.22,2021-02-08,2021-02-10,,,11.2475136870983
NORTHEAST,2021-02-08,352,,-0.7,2021-02-08,2021-02-10,,,11.9262958889681
KINGWOOD CENTRAL,2021-02-08,669,,-0.46,2021-02-08,2021-02-10,,,12.16605046991
KINGWOOD WEST,2021-02-08,123,,-0.36,2021-02-08,2021-02-10,,,11.082672895153
MUD203,2021-02-08,161,,-1.27,2021-02-08,2021-02-10,,,10.9308698581572
WCID47,2021-02-08,139,,-0.68,2021-02-08,2021-02-10,,,11.8774581189776
WCID76,2021-02-08,134,,-1.02,2021-02-08,2021-02-10,,,10.8419269611991
WCID111,2021-02-08,172,,-0.3,2021-02-08,2021-02-10,,,11.992831925815
FWSD23,2021-02-08,330,,-0.49,2021-02-08,2021-02-10,,,11.9547911101402
WEST LAKE,2021-02-08,,,,2021-02-08,2021-02-10,,,
z.TOTAL,2021-02-08,143,,-0.54,2021-02-08,2021-02-10,,,13.6606274672203
CEDAR BAYOU,2021-02-15,324,,-0.4,2021-02-15,2021-02-17,,,11.1597462913018
CLINTON PARK,2021-02-15,104,,-0.99,2021-02-15,2021-02-17,,,10.5086975554029
EASTHAVEN,2021-02-15,131,,-0.34,2021-02-15,2021-02-17,,,11.4549305350402
ALMEDA SIMS,2021-02-15,188,,-0.62,2021-02-15,2021-02-17,,,12.1825836132391
GREENRIDGE,2021-02-15,238,,-0.59,2021-02-15,2021-02-17,,,11.9102614338848
IMPERIAL VALLEY,2021-02-15,103,,-0.58,2021-02-15,2021-02-17,,,11.6007663640343
INTERCONTINENTAL AIRPORT,2021-02-15,132,,-1.13,2021-02-15,2021-02-17,,,11.2897952086976
FOREST COVE,2021-02-15,197,,-0.52,2021-02-15,2021-02-17,,,10.6228655534076
NORTHWEST,2021-02-15,108,,-0.81,2021-02-15,2021-02-17,,,12.2886131705651
NORTHBELT,2021-02-15,209,,-0.78,2021-02-15,2021-02-17,,,11.8348285532985
NORTHGATE,2021-02-15,169,,-0.7,2021-02-15,2021-02-17,,,12.0260189096491
69TH STREET,2021-02-15,92,,-0.48,2021-02-15,2021-02-17,,,12.6768458111066
PARK TEN,2021-02-15,103,,-1.26,2021-02-15,2021-02-17,,,10.8374648064584
SAGEMONT,2021-02-15,205,,-0.79,2021-02-15,2021-02-17,,,12.1218839206414
SIMS BAYOU,2021-02-15,127,,-0.26,2021-02-15,2021-02-17,,,12.5209034020529
SOUTHWEST,2021-02-15,100,,0.24,2021-02-15,2021-02-17,,,12.9221951418601
WILLOWBROOK,2021-02-15,548,,-0.64,2021-02-15,2021-02-17,,,11.6028649136075
WHITE OAK,2021-02-15,564,,-0.33,2021-02-15,2021-02-17,,,11.9990307837532
WEST DISTRICT,2021-02-15,94,,-0.51,2021-02-15,2021-02-17,,,12.0932574712662
WESTWAY,2021-02-15,122,,-0.46,2021-02-15,2021-02-17,,,10.674267077424
METRO CENTRAL,2021-02-15,14,,-2.47,2021-02-15,2021-02-17,,,10.3538856871847
SOUTHEAST,2021-02-15,187,,-0.59,2021-02-15,2021-02-17,,,11.874364766635
TURKEY CREEK,2021-02-15,316,,-0.41,2021-02-15,2021-02-17,,,12.0152112915328
UPPER BRAYS,2021-02-15,351,,-0.92,2021-02-15,2021-02-17,,,12.5006879339142
BELTWAY,2021-02-15,221,,-0.35,2021-02-15,2021-02-17,,,12.2325465394542
KEEGANS BAYOU,2021-02-15,15,,-1.08,2021-02-15,2021-02-17,,,11.7301927299788
CHOCOLATE BAYOU,2021-02-15,145,,-0.63,2021-02-15,2021-02-17,,,11.857739074454
TIDWELL TIMBERS,2021-02-15,29,,-0.95,2021-02-15,2021-02-17,,,10.1990281092413
HOMESTEAD,2021-02-15,141,,-0.73,2021-02-15,2021-02-17,,,11.1653574476502
NORTHEAST,2021-02-15,302,,-0.55,2021-02-15,2021-02-17,,,11.8601165562552
KINGWOOD CENTRAL,2021-02-15,569,,-0.58,2021-02-15,2021-02-17,,,12.0952275170962
KINGWOOD WEST,2021-02-15,121,,-0.08,2021-02-15,2021-02-17,,,11.0741228213424
MUD203,2021-02-15,110,,-1.52,2021-02-15,2021-02-17,,,10.7652209280621
WCID47,2021-02-15,117,,-0.63,2021-02-15,2021-02-17,,,11.8026924465384
WCID76,2021-02-15,121,,-0.42,2021-02-15,2021-02-17,,,10.7960764951211
WCID111,2021-02-15,161,,-0.24,2021-02-15,2021-02-17,,,11.9645450720338
FWSD23,2021-02-15,294,,-0.42,2021-02-15,2021-02-17,,,11.9051399911967
WEST LAKE,2021-02-15,,,,2021-02-15,2021-02-17,,,
z.TOTAL,2021-02-15,125,,-0.41,2021-02-15,2021-02-17,,,13.6044623673394
CEDAR BAYOU,2021-02-22,291,,-0.42,2021-02-22,2021-02-24,,,11.1124319772011
CLINTON PARK,2021-02-22,100,,-0.14,2021-02-22,2021-02-24,,,10.4941914728059
EASTHAVEN,2021-02-22,127,,-0.13,2021-02-22,2021-02-24,,,11.4397316027171
ALMEDA SIMS,2021-02-22,166,,-0.46,2021-02-22,2021-02-24,,,12.1269676407003
GREENRIDGE,2021-02-22,196,,-0.7,2021-02-22,2021-02-24,,,11.8265175743611
IMPERIAL VALLEY,2021-02-22,98,,-0.2,2021-02-22,2021-02-24,,,11.5775146864871
INTERCONTINENTAL AIRPORT,2021-02-22,116,,-0.51,2021-02-22,2021-02-24,,,11.2323566199474
FOREST COVE,2021-02-22,174,,-0.51,2021-02-22,2021-02-24,,,10.5687281127553
NORTHWEST,2021-02-22,95,,-0.43,2021-02-22,2021-02-24,,,12.2359991326448
NORTHBELT,2021-02-22,171,,-0.74,2021-02-22,2021-02-24,,,11.7466629852774
NORTHGATE,2021-02-22,132,,-0.9,2021-02-22,2021-02-24,,,11.917578478307
69TH STREET,2021-02-22,95,,0.14,2021-02-22,2021-02-24,,,12.6946473493007
PARK TEN,2021-02-22,82,,-0.9,2021-02-22,2021-02-24,,,10.7397840728106
SAGEMONT,2021-02-22,164,,-0.8,2021-02-22,2021-02-24,,,12.0249225772195
SIMS BAYOU,2021-02-22,131,,0.13,2021-02-22,2021-02-24,,,12.5370570975603
SOUTHWEST,2021-02-22,96,,-0.14,2021-02-22,2021-02-24,,,12.9046138071847
WILLOWBROOK,2021-02-22,446,,-0.77,2021-02-22,2021-02-24,,,11.5133299650846
WHITE OAK,2021-02-22,476,,-0.61,2021-02-22,2021-02-24,,,11.9255919345561
WEST DISTRICT,2021-02-22,98,,0.18,2021-02-22,2021-02-24,,,12.1147717693031
WESTWAY,2021-02-22,101,,-0.77,2021-02-22,2021-02-24,,,10.59214835613
METRO CENTRAL,2021-02-22,10,,-1.38,2021-02-22,2021-02-24,,,10.2108022968161
SOUTHEAST,2021-02-22,173,,-0.28,2021-02-22,2021-02-24,,,11.8412150527218
TURKEY CREEK,2021-02-22,296,,-0.23,2021-02-22,2021-02-24,,,11.9870747788747
UPPER BRAYS,2021-02-22,257,,-1.08,2021-02-22,2021-02-24,,,12.3656433627796
BELTWAY,2021-02-22,205,,-0.25,2021-02-22,2021-02-24,,,12.2017151189639
KEEGANS BAYOU,2021-02-22,13,,-0.54,2021-02-22,2021-02-24,,,11.6668441926777
CHOCOLATE BAYOU,2021-02-22,136,,-0.22,2021-02-22,2021-02-24,,,11.8322107163146
TIDWELL TIMBERS,2021-02-22,27,,-0.34,2021-02-22,2021-02-24,,,10.1641683065526
HOMESTEAD,2021-02-22,137,,-0.12,2021-02-22,2021-02-24,,,11.1519769243403
NORTHEAST,2021-02-22,274,,-0.37,2021-02-22,2021-02-24,,,11.8165871270494
KINGWOOD CENTRAL,2021-02-22,469,,-0.69,2021-02-22,2021-02-24,,,12.0118788164619
KINGWOOD WEST,2021-02-22,127,,0.18,2021-02-22,2021-02-24,,,11.094223953249
MUD203,2021-02-22,73,,-1.63,2021-02-22,2021-02-24,,,10.5894714771443
WCID47,2021-02-22,101,,-0.54,2021-02-22,2021-02-24,,,11.7384941413156
WCID76,2021-02-22,128,,0.25,2021-02-22,2021-02-24,,,10.8233767827702
WCID111,2021-02-22,154,,-0.16,2021-02-22,2021-02-24,,,11.9459314191546
FWSD23,2021-02-22,273,,-0.27,2021-02-22,2021-02-24,,,11.8726193833725
WEST LAKE,2021-02-22,,,,2021-02-22,2021-02-24,,,
z.TOTAL,2021-02-22,115,,-0.28,2021-02-22,2021-02-24,,,13.5667516735886
CEDAR BAYOU,2021-03-01,259,,-0.46,2021-03-01,2021-03-03,,,11.0614413862942
CLINTON PARK,2021-03-01,110,,0.4,2021-03-01,2021-03-03,,,10.5364144241454
EASTHAVEN,2021-03-01,128,,0.03,2021-03-01,2021-03-03,,,11.4429264290035
ALMEDA SIMS,2021-03-01,152,,-0.3,2021-03-01,2021-03-03,,,12.0900161390349
GREENRIDGE,2021-03-01,161,,-0.73,2021-03-01,2021-03-03,,,11.7406148998114
IMPERIAL VALLEY,2021-03-01,101,,0.1,2021-03-01,2021-03-03,,,11.5894500868675
INTERCONTINENTAL AIRPORT,2021-03-01,115,,-0.02,2021-03-01,2021-03-03,,,11.2297006977183
FOREST COVE,2021-03-01,156,,-0.46,2021-03-01,2021-03-03,,,10.5205770624981
NORTHWEST,2021-03-01,92,,-0.12,2021-03-01,2021-03-03,,,12.220826464273
NORTHBELT,2021-03-01,143,,-0.64,2021-03-01,2021-03-03,,,11.6709849296883
NORTHGATE,2021-03-01,101,,-0.95,2021-03-01,2021-03-03,,,11.8048721450165
69TH STREET,2021-03-01,110,,0.5,2021-03-01,2021-03-03,,,12.7578173682729
PARK TEN,2021-03-01,72,,-0.52,2021-03-01,2021-03-03,,,10.6838546543165
SAGEMONT,2021-03-01,136,,-0.68,2021-03-01,2021-03-03,,,11.9430592372232
SIMS BAYOU,2021-03-01,144,,0.32,2021-03-01,2021-03-03,,,12.5775675773884
SOUTHWEST,2021-03-01,85,,-0.4,2021-03-01,2021-03-03,,,12.8529977112663
WILLOWBROOK,2021-03-01,363,,-0.78,2021-03-01,2021-03-03,,,11.4236327169577
WHITE OAK,2021-03-01,381,,-0.82,2021-03-01,2021-03-03,,,11.8283421060637
WEST DISTRICT,2021-03-01,116,,0.6,2021-03-01,2021-03-03,,,12.187149879838
WESTWAY,2021-03-01,83,,-0.82,2021-03-01,2021-03-03,,,10.5049714446897
METRO CENTRAL,2021-03-01,9,,-0.54,2021-03-01,2021-03-03,,,10.1556106967398
SOUTHEAST,2021-03-01,170,,-0.07,2021-03-01,2021-03-03,,,11.832480600814
TURKEY CREEK,2021-03-01,287,,-0.12,2021-03-01,2021-03-03,,,11.9732576881539
UPPER BRAYS,2021-03-01,189,,-1.09,2021-03-01,2021-03-03,,,12.2306324466872
BELTWAY,2021-03-01,195,,-0.19,2021-03-01,2021-03-03,,,12.1791300618359
KEEGANS BAYOU,2021-03-01,12,,-0.05,2021-03-01,2021-03-03,,,11.6608900303157
CHOCOLATE BAYOU,2021-03-01,140,,0.09,2021-03-01,2021-03-03,,,11.8425950819644
TIDWELL TIMBERS,2021-03-01,27,,0.13,2021-03-01,2021-03-03,,,10.1769785556726
HOMESTEAD,2021-03-01,147,,0.27,2021-03-01,2021-03-03,,,11.1821942121179
NORTHEAST,2021-03-01,254,,-0.27,2021-03-01,2021-03-03,,,11.7848996262852
KINGWOOD CENTRAL,2021-03-01,382,,-0.75,2021-03-01,2021-03-03,,,11.9222458911977
KINGWOOD WEST,2021-03-01,138,,0.32,2021-03-01,2021-03-03,,,11.1297776335319
MUD203,2021-03-01,51,,-1.5,2021-03-01,2021-03-03,,,10.4304884642777
WCID47,2021-03-01,89,,-0.46,2021-03-01,2021-03-03,,,11.6843955091231
WCID76,2021-03-01,149,,0.6,2021-03-01,2021-03-03,,,10.8880504886687
WCID111,2021-03-01,148,,-0.15,2021-03-01,2021-03-03,,,11.9281615179294
FWSD23,2021-03-01,261,,-0.16,2021-03-01,2021-03-03,,,11.8531629646764
WEST LAKE,2021-03-01,,,,2021-03-01,2021-03-03,,,
z.TOTAL,2021-03-01,110,,-0.15,2021-03-01,2021-03-03,,,13.5462740328764
CEDAR BAYOU,2021-03-08,227,,-0.5,2021-03-08,2021-03-10,,,11.0056604782831
CLINTON PARK,2021-03-08,128,,0.61,2021-03-08,2021-03-10,,,10.6006653218041
EASTHAVEN,2021-03-08,132,,0.13,2021-03-08,2021-03-10,,,11.4573347703718
ALMEDA SIMS,2021-03-08,145,,-0.18,2021-03-08,2021-03-10,,,12.0683364652365
GREENRIDGE,2021-03-08,135,,-0.65,2021-03-08,2021-03-10,,,11.6646957433408
IMPERIAL VALLEY,2021-03-08,107,,0.23,2021-03-08,2021-03-10,,,11.616328817523
INTERCONTINENTAL AIRPORT,2021-03-08,124,,0.27,2021-03-08,2021-03-10,,,11.2603464975723
FOREST COVE,2021-03-08,143,,-0.36,2021-03-08,2021-03-10,,,10.4829111186208
NORTHWEST,2021-03-08,94,,0.07,2021-03-08,2021-03-10,,,12.2290354420854
NORTHBELT,2021-03-08,126,,-0.47,2021-03-08,2021-03-10,,,11.6157428673538
NORTHGATE,2021-03-08,82,,-0.79,2021-03-08,2021-03-10,,,11.7118950002965
69TH STREET,2021-03-08,129,,0.54,2021-03-08,2021-03-10,,,12.8269031764199
PARK TEN,2021-03-08,70,,-0.14,2021-03-08,2021-03-10,,,10.6685185406909
SAGEMONT,2021-03-08,118,,-0.52,2021-03-08,2021-03-10,,,11.8804479683116
SIMS BAYOU,2021-03-08,157,,0.3,2021-03-08,2021-03-10,,,12.6147854595705
SOUTHWEST,2021-03-08,73,,-0.52,2021-03-08,2021-03-10,,,12.7864668035394
WILLOWBROOK,2021-03-08,305,,-0.66,2021-03-08,2021-03-10,,,11.3486872845349
WHITE OAK,2021-03-08,296,,-0.93,2021-03-08,2021-03-10,,,11.7185455263958
WEST DISTRICT,2021-03-08,142,,0.71,2021-03-08,2021-03-10,,,12.274170724688
WESTWAY,2021-03-08,72,,-0.6,2021-03-08,2021-03-10,,,10.4423334272391
METRO CENTRAL,2021-03-08,9,,-0.04,2021-03-08,2021-03-10,,,10.1517693560209
SOUTHEAST,2021-03-08,170,,0,2021-03-08,2021-03-10,,,11.8322879487534
TURKEY CREEK,2021-03-08,282,,-0.07,2021-03-08,2021-03-10,,,11.9654469867355
UPPER BRAYS,2021-03-08,145,,-0.94,2021-03-08,2021-03-10,,,12.1156494247461
BELTWAY,2021-03-08,187,,-0.16,2021-03-08,2021-03-10,,,12.1598655119174
KEEGANS BAYOU,2021-03-08,14,,0.34,2021-03-08,2021-03-10,,,11.700786708227
CHOCOLATE BAYOU,2021-03-08,148,,0.22,2021-03-08,2021-03-10,,,11.8689574372481
TIDWELL TIMBERS,2021-03-08,30,,0.41,2021-03-08,2021-03-10,,,10.2188877595764
HOMESTEAD,2021-03-08,163,,0.41,2021-03-08,2021-03-10,,,11.227603840641
NORTHEAST,2021-03-08,236,,-0.28,2021-03-08,2021-03-10,,,11.7524285520385
KINGWOOD CENTRAL,2021-03-08,311,,-0.75,2021-03-08,2021-03-10,,,11.8331009608237
KINGWOOD WEST,2021-03-08,150,,0.33,2021-03-08,2021-03-10,,,11.1664960165616
MUD203,2021-03-08,39,,-1.09,2021-03-08,2021-03-10,,,10.3168618349603
WCID47,2021-03-08,80,,-0.39,2021-03-08,2021-03-10,,,11.6394095615436
WCID76,2021-03-08,172,,0.58,2021-03-08,2021-03-10,,,10.9512440923001
WCID111,2021-03-08,139,,-0.23,2021-03-08,2021-03-10,,,11.9010912044235
FWSD23,2021-03-08,254,,-0.1,2021-03-08,2021-03-10,,,11.8412174924591
WEST LAKE,2021-03-08,,,,2021-03-08,2021-03-10,,,
z.TOTAL,2021-03-08,108,,-0.05,2021-03-08,2021-03-10,,,13.539555963035
CEDAR BAYOU,2021-03-15,197,,-0.56,2021-03-15,2021-03-17,,,10.9439752128694
CLINTON PARK,2021-03-15,144,,0.49,2021-03-15,2021-03-17,,,10.6522430781647
EASTHAVEN,2021-03-15,138,,0.16,2021-03-15,2021-03-17,,,11.4757763832941
ALMEDA SIMS,2021-03-15,141,,-0.08,2021-03-15,2021-03-17,,,12.0585359762985
GREENRIDGE,2021-03-15,119,,-0.46,2021-03-15,2021-03-17,,,11.6109024380544
IMPERIAL VALLEY,2021-03-15,112,,0.19,2021-03-15,2021-03-17,,,11.6378589339999
INTERCONTINENTAL AIRPORT,2021-03-15,136,,0.38,2021-03-15,2021-03-17,,,11.3028130750714
FOREST COVE,2021-03-15,135,,-0.22,2021-03-15,2021-03-17,,,10.4602289971084
NORTHWEST,2021-03-15,98,,0.14,2021-03-15,2021-03-17,,,12.2465663427177
NORTHBELT,2021-03-15,119,,-0.23,2021-03-15,2021-03-17,,,11.5888852790968
NORTHGATE,2021-03-15,73,,-0.42,2021-03-15,2021-03-17,,,11.6626421346659
69TH STREET,2021-03-15,140,,0.28,2021-03-15,2021-03-17,,,12.862452082138
PARK TEN,2021-03-15,74,,0.23,2021-03-15,2021-03-17,,,10.6926177216486
SAGEMONT,2021-03-15,106,,-0.36,2021-03-15,2021-03-17,,,11.837128003765
SIMS BAYOU,2021-03-15,159,,0.05,2021-03-15,2021-03-17,,,12.6210613621394
SOUTHWEST,2021-03-15,63,,-0.49,2021-03-15,2021-03-17,,,12.7241410334385
WILLOWBROOK,2021-03-15,275,,-0.4,2021-03-15,2021-03-17,,,11.3034077831246
WHITE OAK,2021-03-15,229,,-0.95,2021-03-15,2021-03-17,,,11.607466423672
WEST DISTRICT,2021-03-15,165,,0.53,2021-03-15,2021-03-17,,,12.33961322567
WESTWAY,2021-03-15,70,,-0.08,2021-03-15,2021-03-17,,,10.4338313879139
METRO CENTRAL,2021-03-15,9,,0.11,2021-03-15,2021-03-17,,,10.1627367437244
SOUTHEAST,2021-03-15,167,,-0.06,2021-03-15,2021-03-17,,,11.8247636343822
TURKEY CREEK,2021-03-15,275,,-0.08,2021-03-15,2021-03-17,,,11.9553296419847
UPPER BRAYS,2021-03-15,122,,-0.62,2021-03-15,2021-03-17,,,12.0406885360652
BELTWAY,2021-03-15,178,,-0.17,2021-03-15,2021-03-17,,,12.1389956130558
KEEGANS BAYOU,2021-03-15,16,,0.63,2021-03-15,2021-03-17,,,11.774990691746
CHOCOLATE BAYOU,2021-03-15,156,,0.19,2021-03-15,2021-03-17,,,11.8913630480105
TIDWELL TIMBERS,2021-03-15,34,,0.51,2021-03-15,2021-03-17,,,10.271324821239
HOMESTEAD,2021-03-15,175,,0.29,2021-03-15,2021-03-17,,,11.2598003395674
NORTHEAST,2021-03-15,212,,-0.39,2021-03-15,2021-03-17,,,11.7065484023856
KINGWOOD CENTRAL,2021-03-15,258,,-0.69,2021-03-15,2021-03-17,,,11.75121624486
KINGWOOD WEST,2021-03-15,158,,0.21,2021-03-15,2021-03-17,,,11.1900912567087
MUD203,2021-03-15,36,,-0.38,2021-03-15,2021-03-17,,,10.2771815346902
WCID47,2021-03-15,74,,-0.32,2021-03-15,2021-03-17,,,11.6025493101601
WCID76,2021-03-15,182,,0.21,2021-03-15,2021-03-17,,,10.9741040731479
WCID111,2021-03-15,125,,-0.39,2021-03-15,2021-03-17,,,11.854576314702
FWSD23,2021-03-15,248,,-0.08,2021-03-15,2021-03-17,,,11.8312297240715
WEST LAKE,2021-03-15,,,,2021-03-15,2021-03-17,,,
z.TOTAL,2021-03-15,107,,-0.04,2021-03-15,2021-03-17,,,13.5337906646794
CEDAR BAYOU,2021-03-22,169,,-0.62,2021-03-22,2021-03-24,,,10.8761188638621
CLINTON PARK,2021-03-22,148,,0.11,2021-03-22,2021-03-24,,,10.6637162178772
EASTHAVEN,2021-03-22,143,,0.14,2021-03-22,2021-03-24,,,11.4913623997268
ALMEDA SIMS,2021-03-22,141,,-0.01,2021-03-22,2021-03-24,,,12.0571491962119
GREENRIDGE,2021-03-22,114,,-0.18,2021-03-22,2021-03-24,,,11.5900505323217
IMPERIAL VALLEY,2021-03-22,111,,-0.03,2021-03-22,2021-03-24,,,11.6338914414641
INTERCONTINENTAL AIRPORT,2021-03-22,148,,0.3,2021-03-22,2021-03-24,,,11.3368081384958
FOREST COVE,2021-03-22,134,,-0.03,2021-03-22,2021-03-24,,,10.4567714716852
NORTHWEST,2021-03-22,101,,0.11,2021-03-22,2021-03-24,,,12.2594501948812
NORTHBELT,2021-03-22,121,,0.07,2021-03-22,2021-03-24,,,11.5970425975099
NORTHGATE,2021-03-22,76,,0.15,2021-03-22,2021-03-24,,,11.6799066273785
