"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Cases_Daily","Cases_Daily_NO_NEGATIVE","Deaths_Cumulative","Deaths_PCT","Deaths_Daily","Deaths_Daily_NO_NEGATIVE"
2020-07-10,"Age","70-74 years",778,0.0314241861216576,9,9,78,0.109859154929577,3,3
2020-07-10,"Age","75-79 years",586,0.0236691170530738,2,2,80,0.112676056338028,0,0
2020-07-10,"Age","80+ years",1103,0.0445512561596252,6,6,282,0.397183098591549,1,1
2020-07-10,"Age","<1 year",102,0.00411988044268519,3,3,0,0,0,0
2020-07-10,"Age","Unknown",16,0.000646255755715324,1,1,0,0,0,0
2020-07-10,"Gender","Female",11928,0.481783665885774,130,130,292,0.411267605633803,0,0
2020-07-10,"Gender","Male",12560,0.50731076823653,164,164,415,0.584507042253521,7,7
2020-07-10,"Gender","Unknown",270,0.0109055658776961,5,5,3,0.00422535211267606,0,0
2020-07-10,"Race","Asian",640,0.025850230228613,6,6,14,0.0197183098591549,0,0
2020-07-10,"Race","Black",2851,0.115154697471524,30,30,91,0.128169014084507,1,1
2020-07-10,"Race","Hispanic",9712,0.392277243719202,164,164,205,0.288732394366197,1,1
2020-07-10,"Race","Other",132,0.00533160998465143,2,2,1,0.00140845070422535,0,0
2020-07-10,"Race","Unknown",5234,0.211406414088375,45,45,90,0.126760563380282,0,0
2020-07-10,"Race","White",6189,0.249979804507634,52,52,309,0.435211267605634,5,5
2020-07-11,"Age","1-9 years",475,0.018781384682298,14,14,0,0,0,0
2020-07-11,"Age","10-19 years",1229,0.0485943616306196,31,31,0,0,0,0
2020-07-11,"Age","20-29 years",4672,0.184729745759361,134,134,5,0.00697350069735007,1,1
2020-07-11,"Age","30-39 years",4671,0.184690206002135,94,94,12,0.0167364016736402,0,0
2020-07-11,"Age","40-49 years",4507,0.178205685817089,100,100,26,0.0362622036262204,0,0
2020-07-11,"Age","50-59 years",4217,0.166739156221581,71,71,77,0.107391910739191,2,2
2020-07-11,"Age","60-64 years",1679,0.0663872523822704,29,29,72,0.100418410041841,1,1
2020-07-11,"Age","65-69 years",1218,0.0481594243011348,22,22,82,0.114365411436541,0,0
2020-07-11,"Age","70-74 years",792,0.0313154877229054,14,14,79,0.110181311018131,1,1
2020-07-11,"Age","75-79 years",597,0.0236052350638567,11,11,81,0.112970711297071,1,1
2020-07-11,"Age","80+ years",1111,0.0439286702779645,8,8,283,0.394700139470014,1,1
2020-07-11,"Age","<1 year",105,0.00415167450871852,3,3,0,0,0,0
2020-07-11,"Age","Unknown",18,0.000711715630066031,2,2,0,0,0,0
2020-07-11,"Gender","Female",12152,0.480487129809023,224,224,295,0.411436541143654,3,3
2020-07-11,"Gender","Male",12845,0.507888181566565,285,285,419,0.584379358437936,4,4
2020-07-11,"Gender","Unknown",294,0.0116246886244118,24,24,3,0.00418410041841004,0,0
2020-07-11,"Race","Asian",641,0.0253449843817959,1,1,14,0.0195258019525802,0,0
2020-07-11,"Race","Black",2887,0.114151279111146,36,36,91,0.126917712691771,0,0
2020-07-11,"Race","Hispanic",10012,0.395872049345617,300,300,209,0.291492329149233,4,4
2020-07-11,"Race","Other",133,0.00525878771104345,1,1,1,0.00139470013947001,0,0
2020-07-11,"Race","Unknown",5329,0.210707366256771,95,95,93,0.129707112970711,3,3
2020-07-11,"Race","White",6289,0.248665533193626,100,100,309,0.430962343096234,0,0
2020-07-12,"Age","1-9 years",478,0.0187907854391068,3,3,0,0,0,0
2020-07-12,"Age","10-19 years",1241,0.0487852818617816,12,12,0,0,0,0
2020-07-12,"Age","20-29 years",4704,0.184920198128784,32,32,5,0.00695410292072323,0,0
2020-07-12,"Age","30-39 years",4702,0.184841575595566,31,31,12,0.0166898470097357,0,0
2020-07-12,"Age","40-49 years",4530,0.178080037738816,23,23,26,0.0361613351877608,0,0
2020-07-12,"Age","50-59 years",4242,0.166758392955421,25,25,77,0.107093184979138,0,0
2020-07-12,"Age","60-64 years",1687,0.0663181067694001,8,8,72,0.100139082058414,0,0
2020-07-12,"Age","65-69 years",1221,0.0479990565296014,3,3,82,0.114047287899861,0,0
2020-07-12,"Age","70-74 years",795,0.0312524569541631,3,3,79,0.109874826147427,0,0
2020-07-12,"Age","75-79 years",599,0.0235474486987971,2,2,82,0.114047287899861,1,1
2020-07-12,"Age","80+ years",1116,0.0438713735356553,5,5,284,0.394993045897079,1,1
2020-07-12,"Age","<1 year",105,0.00412768299394606,0,0,0,0,0,0
2020-07-12,"Age","Unknown",18,0.000707602798962183,0,0,0,0,0,0
2020-07-12,"Gender","Female",12215,0.480187121629059,63,63,296,0.411682892906815,1,1
2020-07-12,"Gender","Male",12933,0.508412611054328,88,88,420,0.584144645340751,1,1
2020-07-12,"Gender","Unknown",290,0.0114002673166129,-4,0,3,0.00417246175243394,0,0
2020-07-12,"Race","Asian",641,0.0251985218963755,0,0,14,0.019471488178025,0,0
2020-07-12,"Race","Black",2914,0.114553030898656,27,27,91,0.126564673157163,0,0
2020-07-12,"Race","Hispanic",10090,0.396650680084912,78,78,210,0.292072322670376,1,1
2020-07-12,"Race","Other",133,0.00522839845899835,0,0,1,0.00139082058414465,0,0
2020-07-12,"Race","Unknown",5325,0.209332494692979,-4,0,93,0.129346314325452,0,0
2020-07-12,"Race","White",6335,0.249036873968079,46,46,310,0.43115438108484,1,1
2020-07-13,"Age","1-9 years",477,0.0187315923817004,-1,0,0,0,0,0
2020-07-13,"Age","10-19 years",1244,0.0488513646181033,3,3,0,0,0,0
2020-07-13,"Age","20-29 years",4710,0.184959748674651,6,6,5,0.00694444444444444,0,0
2020-07-13,"Age","30-39 years",4707,0.184841939917534,5,5,12,0.0166666666666667,0,0
2020-07-13,"Age","40-49 years",4532,0.177969762419006,2,2,26,0.0361111111111111,0,0
2020-07-13,"Age","50-59 years",4244,0.166660121735716,2,2,77,0.106944444444444,0,0
2020-07-13,"Age","60-64 years",1688,0.0662870606715099,1,1,72,0.1,0,0
2020-07-13,"Age","65-69 years",1226,0.0481445120753976,5,5,82,0.113888888888889,0,0
2020-07-13,"Age","70-74 years",796,0.0312585902218732,1,1,79,0.109722222222222,0,0
2020-07-13,"Age","75-79 years",601,0.0236010210092284,2,2,83,0.115277777777778,1,1
2020-07-13,"Age","80+ years",1116,0.0438248576477518,0,0,284,0.394444444444444,0,0
2020-07-13,"Age","<1 year",106,0.0041625760848223,1,1,0,0,0,0
2020-07-13,"Age","Unknown",18,0.000706852542705674,0,0,0,0,0,0
2020-07-13,"Gender","Female",12227,0.480149224425682,12,12,297,0.4125,1,1
2020-07-13,"Gender","Male",12945,0.508344786962498,12,12,420,0.583333333333333,0,0
2020-07-13,"Gender","Unknown",293,0.0115059886118201,3,3,3,0.00416666666666667,0,0
2020-07-13,"Race","Asian",641,0.0251718044374632,0,0,14,0.0194444444444444,0,0
2020-07-13,"Race","Black",2915,0.114470842332613,1,1,92,0.127777777777778,1,1
2020-07-13,"Race","Hispanic",10110,0.397015511486354,20,20,210,0.291666666666667,0,0
2020-07-13,"Race","Other",133,0.00522285489888082,0,0,1,0.00138888888888889,0,0
2020-07-13,"Race","Unknown",5327,0.209189083055174,2,2,93,0.129166666666667,0,0
2020-07-13,"Race","White",6339,0.248929903789515,4,4,310,0.430555555555556,0,0
2020-07-14,"Age","1-9 years",479,0.0187872607467838,2,2,0,0,0,0
2020-07-14,"Age","10-19 years",1244,0.0487919673674302,0,0,0,0,0,0
2020-07-14,"Age","20-29 years",4718,0.185048635080013,8,8,5,0.00695410292072323,0,0
2020-07-14,"Age","30-39 years",4717,0.185009413241293,10,10,12,0.0166898470097357,0,0
2020-07-14,"Age","40-49 years",4538,0.177988704110449,6,6,26,0.0361613351877608,0,0
2020-07-14,"Age","50-59 years",4251,0.166732036397866,7,7,77,0.107093184979138,0,0
2020-07-14,"Age","60-64 years",1688,0.066206463759021,0,0,71,0.0987482614742698,-1,0
2020-07-14,"Age","65-69 years",1225,0.048046752431754,-1,0,82,0.114047287899861,0,0
2020-07-14,"Age","70-74 years",795,0.0311813617822404,-1,0,79,0.109874826147427,0,0
2020-07-14,"Age","75-79 years",601,0.0235723250705993,0,0,83,0.115438108484006,0,0
2020-07-14,"Age","80+ years",1116,0.0437715720112959,0,0,284,0.394993045897079,0,0
2020-07-14,"Age","<1 year",106,0.00415751490429871,0,0,0,0,0,0
2020-07-14,"Age","Unknown",18,0.000705993096956385,0,0,0,0,0,0
2020-07-14,"Gender","Female",12249,0.48042830247882,22,22,299,0.415855354659249,2,2
2020-07-14,"Gender","Male",12955,0.508118920614998,10,10,419,0.582753824756606,-1,0
2020-07-14,"Gender","Unknown",292,0.0114527769061814,-1,0,1,0.00139082058414465,-2,0
2020-07-14,"Race","Asian",642,0.0251804204581111,1,1,14,0.019471488178025,0,0
2020-07-14,"Race","Black",2916,0.114370881706934,1,1,92,0.127955493741307,0,0
2020-07-14,"Race","Hispanic",10134,0.397474113586445,24,24,210,0.292072322670376,0,0
2020-07-14,"Race","Other",133,0.00521650454973329,0,0,1,0.00139082058414465,0,0
2020-07-14,"Race","Unknown",5325,0.208856291182931,-2,0,92,0.127955493741307,-1,0
2020-07-14,"Race","White",6346,0.248901788515846,7,7,310,0.43115438108484,0,0
2020-07-15,"Age","1-9 years",496,0.0188794153471376,17,17,0,0,0,0
2020-07-15,"Age","10-19 years",1293,0.0492158952496955,49,49,0,0,0,0
2020-07-15,"Age","20-29 years",4901,0.186548416565164,183,183,4,0.00549450549450549,-1,0
2020-07-15,"Age","30-39 years",4867,0.185254263093788,150,150,12,0.0164835164835165,0,0
2020-07-15,"Age","40-49 years",4684,0.178288672350792,146,146,28,0.0384615384615385,2,2
2020-07-15,"Age","50-59 years",4353,0.165689707673569,102,102,77,0.105769230769231,0,0
2020-07-15,"Age","60-64 years",1735,0.0660398903775883,47,47,74,0.101648351648352,3,3
2020-07-15,"Age","65-69 years",1266,0.0481881851400731,41,41,84,0.115384615384615,2,2
2020-07-15,"Age","70-74 years",807,0.0307171132764921,12,12,79,0.108516483516484,0,0
2020-07-15,"Age","75-79 years",615,0.0234089524969549,14,14,85,0.116758241758242,2,2
2020-07-15,"Age","80+ years",1126,0.0428593179049939,10,10,285,0.391483516483516,1,1
2020-07-15,"Age","<1 year",111,0.00422503045066991,5,5,0,0,0,0
2020-07-15,"Age","Unknown",18,0.000685140073081608,0,0,0,0,0,0
2020-07-15,"Gender","Female",12560,0.478075517661389,311,311,300,0.412087912087912,1,1
2020-07-15,"Gender","Male",13369,0.508868757612667,414,414,427,0.586538461538462,8,8
2020-07-15,"Gender","Unknown",343,0.013055724725944,51,51,1,0.00137362637362637,0,0
2020-07-15,"Race","Asian",651,0.0247792326431181,9,9,14,0.0192307692307692,0,0
2020-07-15,"Race","Black",2989,0.11377131546894,73,73,94,0.129120879120879,2,2
2020-07-15,"Race","Hispanic",10534,0.400959196102314,400,400,211,0.289835164835165,1,1
2020-07-15,"Race","Other",135,0.00513855054811206,2,2,1,0.00137362637362637,0,0
2020-07-15,"Race","Unknown",5441,0.207102618757613,116,116,93,0.127747252747253,1,1
2020-07-15,"Race","White",6522,0.248249086479903,176,176,315,0.432692307692308,5,5
2020-07-16,"Age","1-9 years",513,0.0190423162583519,17,17,0,0,0,0
2020-07-16,"Age","10-19 years",1343,0.0498515219005197,50,50,0,0,0,0
2020-07-16,"Age","20-29 years",5075,0.188381588715664,174,174,4,0.0054421768707483,0,0
2020-07-16,"Age","30-39 years",5011,0.186005939123979,144,144,12,0.0163265306122449,0,0
2020-07-16,"Age","40-49 years",4796,0.178025241276912,112,112,28,0.0380952380952381,0,0
2020-07-16,"Age","50-59 years",4428,0.164365256124722,75,75,77,0.104761904761905,0,0
2020-07-16,"Age","60-64 years",1769,0.0656644394951745,34,34,76,0.103401360544218,2,2
2020-07-16,"Age","65-69 years",1289,0.0478470675575353,23,23,84,0.114285714285714,0,0
2020-07-16,"Age","70-74 years",820,0.030438010393467,13,13,79,0.107482993197279,0,0
2020-07-16,"Age","75-79 years",622,0.0230883444691908,7,7,87,0.118367346938776,2,2
2020-07-16,"Age","80+ years",1138,0.0422420193021529,12,12,288,0.391836734693878,3,3
2020-07-16,"Age","<1 year",117,0.00434298440979955,6,6,0,0,0,0
2020-07-16,"Age","Unknown",19,0.000705270972531552,1,1,0,0,0,0
2020-07-16,"Gender","Female",12852,0.47706013363029,292,292,303,0.412244897959184,3,3
2020-07-16,"Gender","Male",13723,0.509391239792131,354,354,431,0.586394557823129,4,4
2020-07-16,"Gender","Unknown",365,0.0135486265775798,22,22,1,0.00136054421768707,0,0
2020-07-16,"Race","Asian",654,0.0242761692650334,3,3,15,0.0204081632653061,1,1
2020-07-16,"Race","Black",3061,0.11362286562732,72,72,95,0.129251700680272,1,1
2020-07-16,"Race","Hispanic",10891,0.404268745360059,357,357,214,0.291156462585034,3,3
2020-07-16,"Race","Other",137,0.00508537490720119,2,2,1,0.00136054421768707,0,0
2020-07-16,"Race","Unknown",5556,0.206236080178174,115,115,93,0.126530612244898,0,0
2020-07-16,"Race","White",6641,0.246510764662212,119,119,317,0.431292517006803,2,2
2020-07-17,"Age","1-9 years",524,0.0191045646784308,11,11,0,0,0,0
2020-07-17,"Age","10-19 years",1369,0.0499124981770454,26,26,0,0,0,0
2020-07-17,"Age","20-29 years",5155,0.187946623887998,80,80,4,0.00540540540540541,0,0
2020-07-17,"Age","30-39 years",5132,0.187108064751349,121,121,12,0.0162162162162162,0,0
2020-07-17,"Age","40-49 years",4860,0.177191191483156,64,64,28,0.0378378378378378,0,0
2020-07-17,"Age","50-59 years",4507,0.164321131690244,79,79,78,0.105405405405405,1,1
2020-07-17,"Age","60-64 years",1806,0.0658451217733703,37,37,76,0.102702702702703,0,0
2020-07-17,"Age","65-69 years",1317,0.0480166253463614,28,28,85,0.114864864864865,1,1
2020-07-17,"Age","70-74 years",836,0.0304798016625346,16,16,80,0.108108108108108,1,1
2020-07-17,"Age","75-79 years",630,0.0229692285255943,8,8,87,0.117567567567568,0,0
2020-07-17,"Age","80+ years",1152,0.0420008750182295,14,14,290,0.391891891891892,2,2
2020-07-17,"Age","<1 year",120,0.00437509114773224,3,3,0,0,0,0
2020-07-17,"Age","Unknown",20,0.000729181857955374,1,1,0,0,0,0
2020-07-17,"Gender","Female",13014,0.474478634971562,162,162,305,0.412162162162162,2,2
2020-07-17,"Gender","Male",14044,0.512031500656264,321,321,434,0.586486486486486,3,3
2020-07-17,"Gender","Unknown",370,0.0134898643721744,5,5,1,0.00135135135135135,0,0
2020-07-17,"Race","Asian",656,0.0239171649409363,2,2,15,0.0202702702702703,0,0
2020-07-17,"Race","Black",3129,0.114080501677118,68,68,95,0.128378378378378,0,0
2020-07-17,"Race","Hispanic",11113,0.405169899372904,222,222,216,0.291891891891892,2,2
2020-07-17,"Race","Other",138,0.00503135481989208,1,1,1,0.00135135135135135,0,0
2020-07-17,"Race","Unknown",5616,0.204754265713869,60,60,94,0.127027027027027,1,1
2020-07-17,"Race","White",6776,0.247046813475281,135,135,319,0.431081081081081,2,2
2020-07-18,"Age","1-9 years",530,0.0189373637760389,6,6,0,0,0,0
2020-07-18,"Age","10-19 years",1396,0.0498803015685854,27,27,0,0,0,0
2020-07-18,"Age","20-29 years",5282,0.188730482009504,127,127,5,0.00667556742323097,1,1
2020-07-18,"Age","30-39 years",5240,0.187229785257441,108,108,12,0.0160213618157543,0,0
2020-07-18,"Age","40-49 years",4969,0.177546718119127,109,109,29,0.0387182910547397,1,1
2020-07-18,"Age","50-59 years",4606,0.164576410476293,99,99,80,0.106809078771696,2,2
2020-07-18,"Age","60-64 years",1835,0.0655661557151535,29,29,77,0.102803738317757,1,1
2020-07-18,"Age","65-69 years",1350,0.0482366813163254,33,33,86,0.114819759679573,1,1
2020-07-18,"Age","70-74 years",845,0.0301925894165148,9,9,81,0.108144192256342,1,1
2020-07-18,"Age","75-79 years",635,0.0226891056561975,5,5,88,0.117489986648865,1,1
2020-07-18,"Age","80+ years",1154,0.041233429806696,2,2,291,0.388518024032043,1,1
2020-07-18,"Age","<1 year",125,0.00446635938114124,5,5,0,0,0,0
2020-07-18,"Age","Unknown",20,0.000714617500982599,0,0,0,0,0,0
2020-07-18,"Gender","Female",13153,0.469968199521206,139,139,310,0.41388518024032,5,5
2020-07-18,"Gender","Male",14459,0.51663272233537,415,415,438,0.584779706275033,4,4
2020-07-18,"Gender","Unknown",375,0.0133990781434237,5,5,1,0.00133511348464619,0,0
2020-07-18,"Race","Asian",659,0.0235466466573766,3,3,16,0.0213618157543391,1,1
2020-07-18,"Race","Black",3222,0.115124879408297,93,93,95,0.126835781041389,0,0
2020-07-18,"Race","Hispanic",11347,0.405438239182478,234,234,219,0.292389853137517,3,3
2020-07-18,"Race","Other",140,0.00500232250687819,2,2,1,0.00133511348464619,0,0
2020-07-18,"Race","Unknown",5665,0.202415407153321,49,49,94,0.125500667556742,0,0
2020-07-18,"Race","White",6954,0.24847250509165,178,178,324,0.432576769025367,5,5
2020-07-19,"Age","1-9 years",537,0.0190391774508066,7,7,0,0,0,0
2020-07-19,"Age","10-19 years",1409,0.0499556816167346,13,13,0,0,0,0
2020-07-19,"Age","20-29 years",5323,0.188725403297288,41,41,5,0.00664010624169987,0,0
2020-07-19,"Age","30-39 years",5301,0.187945399751817,61,61,12,0.0159362549800797,0,0
2020-07-19,"Age","40-49 years",5013,0.177734444247474,44,44,29,0.0385126162018592,0,0
2020-07-19,"Age","50-59 years",4626,0.164013472788513,20,20,80,0.106241699867198,0,0
2020-07-19,"Age","60-64 years",1844,0.0653784789930863,9,9,77,0.102257636122178,0,0
2020-07-19,"Age","65-69 years",1356,0.0480765821662826,6,6,87,0.115537848605578,1,1
2020-07-19,"Age","70-74 years",852,0.030207410033682,7,7,82,0.108897742363878,1,1
2020-07-19,"Age","75-79 years",637,0.0225846481120369,2,2,88,0.116865869853918,0,0
2020-07-19,"Age","80+ years",1163,0.0412338237901081,9,9,293,0.389110225763612,2,2
2020-07-19,"Age","<1 year",125,0.00443183832653785,0,0,0,0,0,0
2020-07-19,"Age","Unknown",19,0.000673639425633753,-1,0,0,0,0,0
2020-07-19,"Gender","Female",13244,0.469562134373338,91,91,312,0.414342629482072,2,2
2020-07-19,"Gender","Male",14586,0.517142350647048,127,127,440,0.584329349269588,2,2
2020-07-19,"Gender","Unknown",375,0.0132955149796135,0,0,1,0.00132802124833997,0,0
2020-07-19,"Race","Asian",661,0.0234355610707321,2,2,16,0.0212483399734396,0,0
2020-07-19,"Race","Black",3249,0.115192341783372,27,27,95,0.126162018592297,0,0
2020-07-19,"Race","Hispanic",11458,0.406240028363765,111,111,221,0.293492695883134,2,2
2020-07-19,"Race","Other",147,0.00521184187200851,7,7,2,0.00265604249667995,1,1
2020-07-19,"Race","Unknown",5692,0.201808190037227,27,27,94,0.124833997343958,0,0
2020-07-19,"Race","White",6998,0.248112036872895,44,44,325,0.431606905710491,1,1
2020-07-20,"Age","1-9 years",537,0.0190155807365439,0,0,0,0,0,0
2020-07-20,"Age","10-19 years",1409,0.0498937677053824,0,0,0,0,0,0
2020-07-20,"Age","20-29 years",5332,0.188810198300283,9,9,5,0.00664010624169987,0,0
2020-07-20,"Age","30-39 years",5309,0.187995750708215,8,8,12,0.0159362549800797,0,0
2020-07-20,"Age","40-49 years",5021,0.177797450424929,8,8,29,0.0385126162018592,0,0
2020-07-20,"Age","50-59 years",4632,0.164022662889518,6,6,80,0.106241699867198,0,0
2020-07-20,"Age","60-64 years",1848,0.0654390934844193,4,4,77,0.102257636122178,0,0
2020-07-20,"Age","65-69 years",1356,0.0480169971671388,0,0,87,0.115537848605578,0,0
2020-07-20,"Age","70-74 years",852,0.0301699716713881,0,0,82,0.108897742363878,0,0
2020-07-20,"Age","75-79 years",637,0.022556657223796,0,0,88,0.116865869853918,0,0
2020-07-20,"Age","80+ years",1163,0.0411827195467422,0,0,293,0.389110225763612,0,0
2020-07-20,"Age","<1 year",125,0.00442634560906516,0,0,0,0,0,0
2020-07-20,"Age","Unknown",19,0.000672804532577904,0,0,0,0,0,0
2020-07-20,"Gender","Female",13257,0.469440509915014,13,13,312,0.414342629482072,0,0
2020-07-20,"Gender","Male",14607,0.517245042492918,21,21,440,0.584329349269588,0,0
2020-07-20,"Gender","Unknown",376,0.013314447592068,1,1,1,0.00132802124833997,0,0
2020-07-20,"Race","Asian",662,0.0234419263456091,1,1,16,0.0212483399734396,0,0
2020-07-20,"Race","Black",3254,0.115226628895184,5,5,95,0.126162018592297,0,0
2020-07-20,"Race","Hispanic",11471,0.406196883852691,13,13,221,0.293492695883134,0,0
2020-07-20,"Race","Other",63,0.00223087818696884,-84,0,1,0.00132802124833997,-1,0
2020-07-20,"Race","Unknown",5779,0.2046388101983,87,87,94,0.124833997343958,0,0
2020-07-20,"Race","White",7011,0.248264872521246,13,13,326,0.432934926958831,1,1
2020-07-21,"Age","1-9 years",546,0.0190869048451374,9,9,0,0,0,0
2020-07-21,"Age","10-19 years",1424,0.0497797664825561,15,15,0,0,0,0
2020-07-21,"Age","20-29 years",5422,0.189540655806474,90,90,7,0.00923482849604222,2,2
2020-07-21,"Age","30-39 years",5375,0.18789764385094,66,66,12,0.0158311345646438,0,0
2020-07-21,"Age","40-49 years",5080,0.177585122002377,59,59,30,0.0395778364116095,1,1
2020-07-21,"Age","50-59 years",4698,0.164231280151017,66,66,80,0.105540897097625,0,0
2020-07-21,"Age","60-64 years",1868,0.0653009858071733,20,20,78,0.102902374670185,1,1
2020-07-21,"Age","65-69 years",1376,0.0481017968258407,20,20,88,0.116094986807388,1,1
2020-07-21,"Age","70-74 years",865,0.0302384115220583,13,13,82,0.108179419525066,0,0
2020-07-21,"Age","75-79 years",639,0.0223379710550234,2,2,88,0.116094986807388,0,0
2020-07-21,"Age","80+ years",1166,0.040760679577711,3,3,293,0.386543535620053,0,0
2020-07-21,"Age","<1 year",127,0.00443962805005943,2,2,0,0,0,0
2020-07-21,"Age","Unknown",20,0.000699154023631406,1,1,0,0,0,0
2020-07-21,"Gender","Female",13347,0.466580437670419,90,90,313,0.412928759894459,1,1
2020-07-21,"Gender","Male",14882,0.520240508984129,275,275,444,0.585751978891821,4,4
2020-07-21,"Gender","Unknown",377,0.013179053345452,1,1,1,0.00131926121372032,0,0
2020-07-21,"Race","Asian",663,0.0231769558833811,1,1,16,0.0211081794195251,0,0
2020-07-21,"Race","Black",3321,0.116094525623995,67,67,95,0.12532981530343,0,0
2020-07-21,"Race","Hispanic",11622,0.40627840313221,151,151,223,0.294195250659631,2,2
2020-07-21,"Race","Other",146,0.00510382437250926,83,83,1,0.00131926121372032,0,0
2020-07-21,"Race","Unknown",5721,0.199993008459764,-58,0,96,0.12664907651715,2,2
2020-07-21,"Race","White",7133,0.249353282528141,122,122,327,0.431398416886544,1,1
2020-07-22,"Age","1-9 years",563,0.0190279843179667,17,17,0,0,0,0
2020-07-22,"Age","10-19 years",1464,0.049479518723807,40,40,0,0,0,0
2020-07-22,"Age","20-29 years",5602,0.189333513586589,180,180,7,0.00916230366492147,0,0
2020-07-22,"Age","30-39 years",5594,0.189063133702853,219,219,12,0.0157068062827225,0,0
2020-07-22,"Age","40-49 years",5252,0.177504393673111,172,172,30,0.0392670157068063,0,0
2020-07-22,"Age","50-59 years",4878,0.164864134108422,180,180,81,0.106020942408377,1,1
2020-07-22,"Age","60-64 years",1945,0.065736109233473,77,77,78,0.102094240837696,0,0
2020-07-22,"Age","65-69 years",1419,0.0479586318777883,43,43,88,0.115183246073298,0,0
2020-07-22,"Age","70-74 years",893,0.0301811545221036,28,28,84,0.109947643979058,2,2
2020-07-22,"Age","75-79 years",653,0.0220697580100041,14,14,89,0.116492146596859,1,1
2020-07-22,"Age","80+ years",1175,0.0397120454238205,9,9,295,0.386125654450262,2,2
2020-07-22,"Age","<1 year",130,0.00439367311072056,3,3,0,0,0,0
2020-07-22,"Age","Unknown",20,0.000675949709341625,0,0,0,0,0,0
2020-07-22,"Gender","Female",13566,0.458496687846424,219,219,315,0.412303664921466,2,2
2020-07-22,"Gender","Male",15634,0.528389887792348,752,752,448,0.586387434554974,4,4
2020-07-22,"Gender","Unknown",388,0.0131134243612275,11,11,1,0.00130890052356021,0,0
2020-07-22,"Race","Asian",671,0.0226781127484115,8,8,15,0.0196335078534031,-1,0
2020-07-22,"Race","Black",3491,0.117987021765581,170,170,95,0.12434554973822,0,0
2020-07-22,"Race","Hispanic",11999,0.405536028119508,377,377,229,0.299738219895288,6,6
2020-07-22,"Race","Other",148,0.00500202784912802,2,2,1,0.00130890052356021,0,0
2020-07-22,"Race","Unknown",5851,0.197749087467892,130,130,95,0.12434554973822,-1,0
2020-07-22,"Race","White",7428,0.25104772204948,295,295,329,0.430628272251309,2,2
2020-07-23,"Age","1-9 years",570,0.0187852222917971,7,7,0,0,0,0
2020-07-23,"Age","10-19 years",1483,0.048874534489009,19,19,0,0,0,0
2020-07-23,"Age","20-29 years",5752,0.189565962495468,150,150,7,0.00904392764857881,0,0
2020-07-23,"Age","30-39 years",5747,0.189401179843786,153,153,12,0.0155038759689922,0,0
2020-07-23,"Age","40-49 years",5420,0.178624394423755,168,168,33,0.0426356589147287,3,3
2020-07-23,"Age","50-59 years",5016,0.165309956167815,138,138,81,0.104651162790698,0,0
2020-07-23,"Age","60-64 years",1996,0.0657812345516264,51,51,80,0.103359173126615,2,2
2020-07-23,"Age","65-69 years",1449,0.0477540124575685,30,30,88,0.113695090439276,0,0
2020-07-23,"Age","70-74 years",914,0.0301222687275484,21,21,84,0.108527131782946,0,0
2020-07-23,"Age","75-79 years",657,0.0216524404310714,4,4,90,0.116279069767442,1,1
2020-07-23,"Age","80+ years",1189,0.0391853145700821,14,14,299,0.386304909560723,4,4
2020-07-23,"Age","<1 year",131,0.00431730547407969,1,1,0,0,0,0
2020-07-23,"Age","Unknown",19,0.000626174076393237,-1,0,0,0,0,0
2020-07-23,"Gender","Female",13704,0.451636291731207,138,138,319,0.412144702842377,4,4
2020-07-23,"Gender","Male",16187,0.533467356556702,553,553,454,0.58656330749354,6,6
2020-07-23,"Gender","Unknown",452,0.0148963517120918,64,64,1,0.00129198966408269,0,0
2020-07-23,"Race","Asian",675,0.0222456579771282,4,4,16,0.020671834625323,1,1
2020-07-23,"Race","Black",3644,0.120093596546156,153,153,96,0.124031007751938,1,1
2020-07-23,"Race","Hispanic",12252,0.403783409682629,253,253,232,0.299741602067183,3,3
2020-07-23,"Race","Other",150,0.00494347955047293,2,2,1,0.00129198966408269,0,0
2020-07-23,"Race","Unknown",5928,0.19536631183469,77,77,95,0.122739018087855,0,0
2020-07-23,"Race","White",7694,0.253567544408925,266,266,334,0.431524547803618,5,5
2020-07-24,"Age","1-9 years",577,0.0185841278021129,7,7,0,0,0,0
2020-07-24,"Age","10-19 years",1496,0.0481834578716826,13,13,0,0,0,0
2020-07-24,"Age","20-29 years",5880,0.189384179335223,128,128,7,0.00902061855670103,0,0
2020-07-24,"Age","30-39 years",5895,0.18986730224169,148,148,12,0.0154639175257732,0,0
2020-07-24,"Age","40-49 years",5564,0.179206390105643,144,144,34,0.0438144329896907,1,1
2020-07-24,"Age","50-59 years",5177,0.166741819118784,161,161,80,0.103092783505155,-1,0
2020-07-24,"Age","60-64 years",2041,0.0657369234733316,45,45,80,0.103092783505155,0,0
2020-07-24,"Age","65-69 years",1477,0.0475715021901572,28,28,88,0.11340206185567,0,0
2020-07-24,"Age","70-74 years",931,0.0299858283947436,17,17,85,0.109536082474227,1,1
2020-07-24,"Age","75-79 years",661,0.0212896160783303,4,4,90,0.115979381443299,0,0
2020-07-24,"Age","80+ years",1194,0.0384565833548055,5,5,300,0.38659793814433,1,1
2020-07-24,"Age","<1 year",135,0.00434810615820665,4,4,0,0,0,0
