"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Cases_Daily","Cases_Daily_NO_NEGATIVE","Deaths_Cumulative","Deaths_PCT","Deaths_Daily","Deaths_Daily_NO_NEGATIVE"
2020-08-26,"Age","10-19 years",1806,0.0383618675389779,17,17,11,0.000931808555696739,0,0
2020-08-26,"Age","20-29 years",8997,0.191108373337865,69,69,80,0.00677678949597628,1,1
2020-08-26,"Age","30-39 years",9963,0.211627511788946,101,101,230,0.0194832698009318,0,0
2020-08-26,"Age","40-49 years",9029,0.191788096350737,84,84,635,0.0537907666243117,11,11
2020-08-26,"Age","50-59 years",7956,0.168996134075364,61,61,1402,0.118763235916984,33,33
2020-08-26,"Age","60-64 years",3006,0.0638514805216874,15,15,1134,0.0960609911054638,26,26
2020-08-26,"Age","65-69 years",2089,0.0443731679340669,7,7,1371,0.116137229987294,27,27
2020-08-26,"Age","70-74 years",1231,0.0261480946514295,8,8,1540,0.130453197797543,36,36
2020-08-26,"Age","75-79 years",814,0.017290454139938,3,3,1451,0.12291401948327,24,24
2020-08-26,"Age","80+ years",1326,0.028166022345894,6,6,3943,0.334011012282931,71,71
2020-08-26,"Age","<1 year",149,0.00316496027868644,1,1,3,0.000254129606099111,0,0
2020-08-26,"Age","Unknown",26,0.000552274947958707,-5,0,0,0,0,0
2020-08-26,"Gender","Female",15897,0.337673647988445,152,152,4898,0.414908936891148,101,101
2020-08-26,"Gender","Male",30177,0.641000042482688,227,227,6907,0.585091063108852,128,128
2020-08-26,"Gender","Unknown",1004,0.021326309528867,-9,0,0,0,0,0
2020-08-26,"Race","Asian",745,0.0158248013934322,4,4,248,0.0210080474375265,1,1
2020-08-26,"Race","Black",7522,0.159777390713284,67,67,1406,0.119102075391783,16,16
2020-08-26,"Race","Hispanic",18750,0.398275202854837,126,126,6464,0.547564591274884,156,156
2020-08-26,"Race","Other",208,0.00441819958366965,3,3,69,0.00584498094027954,1,1
2020-08-26,"Race","Unknown",6550,0.13913080419729,-9,0,4,0.000338839474798814,0,0
2020-08-26,"Race","White",13303,0.282573601257488,179,179,3614,0.306141465480729,55,55
2020-08-27,"Age","1-9 years",689,0.014570600799374,3,3,5,0.000414250207125104,0,0
2020-08-27,"Age","10-19 years",1812,0.0383191997800664,6,6,11,0.000911350455675228,0,0
2020-08-27,"Age","20-29 years",9044,0.191257639520376,47,47,82,0.0067937033968517,2,2
2020-08-27,"Age","30-39 years",10030,0.212109036310191,67,67,234,0.0193869096934548,4,4
2020-08-27,"Age","40-49 years",9078,0.191976653202783,49,49,653,0.0541010770505385,18,18
2020-08-27,"Age","50-59 years",7986,0.168883625520756,30,30,1436,0.11897265948633,34,34
2020-08-27,"Age","60-64 years",3009,0.0636327108930573,3,3,1155,0.0956917978458989,21,21
2020-08-27,"Age","65-69 years",2091,0.0442193414680568,2,2,1400,0.115990057995029,29,29
2020-08-27,"Age","70-74 years",1232,0.0260536722566456,1,1,1583,0.131151615575808,43,43
2020-08-27,"Age","75-79 years",815,0.017235180916531,1,1,1481,0.122700911350456,30,30
2020-08-27,"Age","80+ years",1326,0.0280415336138897,0,0,4027,0.333637116818558,84,84
2020-08-27,"Age","<1 year",149,0.00315097172584431,0,0,3,0.000248550124275062,0,0
2020-08-27,"Age","Unknown",26,0.000549833992429209,0,0,0,0,0,0
2020-08-27,"Gender","Female",16029,0.338972656332607,132,132,5007,0.414830157415079,109,109
2020-08-27,"Gender","Male",30261,0.639943324803857,84,84,7063,0.585169842584921,156,156
2020-08-27,"Gender","Unknown",997,0.0210840188635354,-7,0,0,0,0,0
2020-08-27,"Race","Asian",746,0.0157760060904688,1,1,253,0.0209610604805302,5,5
2020-08-27,"Race","Black",7566,0.1600016917969,44,44,1423,0.117895608947804,17,17
2020-08-27,"Race","Hispanic",18826,0.398122105441242,76,76,6642,0.550289975144988,178,178
2020-08-27,"Race","Other",210,0.00444096686192823,2,2,70,0.00579950289975145,1,1
2020-08-27,"Race","Unknown",6544,0.138388986402182,-6,0,4,0.000331400165700083,0,0
2020-08-27,"Race","White",13395,0.283270243407279,92,92,3678,0.304722452361226,64,64
2020-08-28,"Age","1-9 years",690,0.0145257041808766,1,1,5,0.00040763084950269,0,0
2020-08-28,"Age","10-19 years",1819,0.0382931245000211,7,7,12,0.000978314038806457,1,1
2020-08-28,"Age","20-29 years",9091,0.191381415519347,47,47,84,0.0068481982716452,2,2
2020-08-28,"Age","30-39 years",10095,0.212517367689781,65,65,236,0.019240176096527,2,2
2020-08-28,"Age","40-49 years",9131,0.192223485326934,53,53,666,0.0542964291537584,13,13
2020-08-28,"Age","50-59 years",8007,0.168561323733738,21,21,1455,0.118620577205283,19,19
2020-08-28,"Age","60-64 years",3019,0.0635552187276325,10,10,1172,0.0955486711234306,17,17
2020-08-28,"Age","65-69 years",2096,0.0441244579175614,5,5,1422,0.115930213598565,22,22
2020-08-28,"Age","70-74 years",1235,0.0259989053092501,3,3,1610,0.131257133539866,27,27
2020-08-28,"Age","75-79 years",815,0.0171571723295861,0,0,1501,0.122370781020708,20,20
2020-08-28,"Age","80+ years",1328,0.02795671761189,2,2,4100,0.334257296592206,73,73
2020-08-28,"Age","<1 year",150,0.00315776177845143,1,1,3,0.000244578509701614,0,0
2020-08-28,"Age","Unknown",26,0.000547345374931582,0,0,0,0,0,0
2020-08-28,"Gender","Female",16152,0.34002778830365,123,123,5097,0.415538887983043,90,90
2020-08-28,"Gender","Male",30358,0.639088880468191,97,97,7169,0.584461112016957,106,106
2020-08-28,"Gender","Unknown",992,0.0208833312281588,-5,0,0,0,0,0
2020-08-28,"Race","Asian",748,0.0157467054018778,2,2,254,0.0207076471547367,1,1
2020-08-28,"Race","Black",7604,0.160077470422298,38,38,1438,0.117234632316974,15,15
2020-08-28,"Race","Hispanic",18905,0.397983242810829,79,79,6762,0.551279960867438,120,120
2020-08-28,"Race","Other",212,0.00446296998021136,2,2,71,0.0057883580629382,1,1
2020-08-28,"Race","Unknown",6524,0.137341585617448,-20,0,4,0.000326104679602152,0,0
2020-08-28,"Race","White",13509,0.284388025767336,114,114,3737,0.304663296918311,59,59
2020-08-29,"Age","1-9 years",695,0.0145561931889582,5,5,5,0.000402576489533011,0,0
2020-08-29,"Age","10-19 years",1835,0.0384325388514221,16,16,13,0.00104669887278583,1,1
2020-08-29,"Age","20-29 years",9154,0.191722866837013,63,63,86,0.00692431561996779,2,2
2020-08-29,"Age","30-39 years",10155,0.212687973861685,60,60,238,0.0191626409017713,2,2
2020-08-29,"Age","40-49 years",9171,0.192078917605663,40,40,678,0.0545893719806763,12,12
2020-08-29,"Age","50-59 years",8043,0.168453901897541,36,36,1473,0.118599033816425,18,18
2020-08-29,"Age","60-64 years",3026,0.0633770368198383,7,7,1192,0.0959742351046699,20,20
2020-08-29,"Age","65-69 years",2106,0.0441084069869727,10,10,1442,0.11610305958132,20,20
2020-08-29,"Age","70-74 years",1238,0.0259288736229213,3,3,1625,0.130837359098229,15,15
2020-08-29,"Age","75-79 years",816,0.0170904368952373,1,1,1515,0.121980676328502,14,14
2020-08-29,"Age","80+ years",1329,0.027834792443346,1,1,4150,0.334138486312399,50,50
2020-08-29,"Age","<1 year",152,0.00318351275499518,2,2,3,0.000241545893719807,0,0
2020-08-29,"Age","Unknown",26,0.000544548234407071,0,0,0,0,0,0
2020-08-29,"Gender","Female",16234,0.34000753989863,82,82,5151,0.414734299516908,54,54
2020-08-29,"Gender","Male",30525,0.639320571356763,167,167,7269,0.585265700483092,100,100
2020-08-29,"Gender","Unknown",987,0.0206718887446069,-5,0,0,0,0,0
2020-08-29,"Race","Asian",753,0.0157709546349432,5,5,254,0.020450885668277,0,0
2020-08-29,"Race","Black",7647,0.160160013404264,43,43,1454,0.1170692431562,16,16
2020-08-29,"Race","Hispanic",19006,0.398064759351569,101,101,6860,0.552334943639291,98,98
2020-08-29,"Race","Other",212,0.00444016252670381,0,0,73,0.00587761674718196,2,2
2020-08-29,"Race","Unknown",6511,0.136367444393248,-13,0,4,0.000322061191626409,0,0
2020-08-29,"Race","White",13617,0.285196665689272,108,108,3775,0.303945249597424,38,38
2020-08-30,"Age","1-9 years",695,0.0145421827920991,0,0,5,0.000399680255795364,0,0
2020-08-30,"Age","10-19 years",1843,0.0385629394040844,8,8,14,0.00111910471622702,1,1
2020-08-30,"Age","20-29 years",9167,0.191810344827586,13,13,86,0.00687450039968026,0,0
2020-08-30,"Age","30-39 years",10158,0.212546032808838,3,3,240,0.0191846522781775,2,2
2020-08-30,"Age","40-49 years",9178,0.192040508871778,7,7,684,0.0546762589928058,6,6
2020-08-30,"Age","50-59 years",8050,0.168438232340141,7,7,1483,0.118545163868905,10,10
2020-08-30,"Age","60-64 years",3029,0.0633788081687312,3,3,1198,0.0957633892885691,6,6
2020-08-30,"Age","65-69 years",2108,0.0441078004686977,2,2,1456,0.11638689048761,14,14
2020-08-30,"Age","70-74 years",1238,0.0259039169735521,0,0,1634,0.130615507593925,9,9
2020-08-30,"Age","75-79 years",817,0.017094911282223,1,1,1530,0.122302158273381,15,15
2020-08-30,"Age","80+ years",1329,0.0278080013391363,0,0,4177,0.333892885691447,27,27
2020-08-30,"Age","<1 year",154,0.00322229661868095,2,2,3,0.000239808153477218,0,0
2020-08-30,"Age","Unknown",26,0.000544024104452628,0,0,0,0,0,0
2020-08-30,"Gender","Female",16258,0.340182457315032,24,24,5184,0.414388489208633,33,33
2020-08-30,"Gender","Male",30557,0.63937479075996,32,32,7326,0.585611510791367,57,57
2020-08-30,"Gender","Unknown",977,0.0204427519250084,-10,0,0,0,0,0
2020-08-30,"Race","Asian",753,0.0157557750251088,0,0,254,0.0203037569944045,0,0
2020-08-30,"Race","Black",7654,0.160152326749247,7,7,1462,0.116866506794564,8,8
2020-08-30,"Race","Hispanic",19034,0.398267492467359,28,28,6917,0.552917665867306,57,57
2020-08-30,"Race","Other",213,0.00445681285570807,1,1,73,0.00583533173461231,0,0
2020-08-30,"Race","Unknown",6498,0.135964178105122,-13,0,4,0.000319744204636291,0,0
2020-08-30,"Race","White",13640,0.285403414797456,23,23,3800,0.303756994404476,25,25
2020-08-31,"Age","1-9 years",695,0.0145354916969925,0,0,5,0.000398851308232291,0,0
2020-08-31,"Age","10-19 years",1844,0.0385661103442506,1,1,14,0.00111678366305041,0,0
2020-08-31,"Age","20-29 years",9168,0.191743004141047,1,1,86,0.0068602425015954,0,0
2020-08-31,"Age","30-39 years",10164,0.212573723177312,6,6,241,0.0192246330567964,1,1
2020-08-31,"Age","40-49 years",9186,0.19211946291881,8,8,686,0.0547223994894703,2,2
2020-08-31,"Age","50-59 years",8052,0.168402559919689,2,2,1487,0.118618379068283,4,4
2020-08-31,"Age","60-64 years",3029,0.0633496465470364,0,0,1199,0.0956445437141034,1,1
2020-08-31,"Age","65-69 years",2109,0.044108420127996,1,1,1458,0.116305041480536,2,2
2020-08-31,"Age","70-74 years",1240,0.0259338269126197,2,2,1640,0.130823229100191,6,6
2020-08-31,"Age","75-79 years",817,0.0170870456351696,0,0,1533,0.12228781110402,3,3
2020-08-31,"Age","80+ years",1330,0.0278161208014389,1,1,4184,0.333758774728781,7,7
2020-08-31,"Age","<1 year",154,0.00322081398753503,0,0,3,0.000239310784939375,0,0
2020-08-31,"Age","Unknown",26,0.000543773790103317,0,0,0,0,0,0
2020-08-31,"Gender","Female",16267,0.340214163215795,9,9,5196,0.414486279514997,12,12
2020-08-31,"Gender","Male",30572,0.639394319655331,15,15,7340,0.585513720485003,14,14
2020-08-31,"Gender","Unknown",975,0.0203915171288744,-2,0,0,0,0,0
2020-08-31,"Race","Asian",752,0.0157276111599113,-1,0,254,0.0202616464582004,0,0
2020-08-31,"Race","Black",7656,0.160120466808884,2,2,1465,0.116863433312061,3,3
2020-08-31,"Race","Hispanic",19048,0.398377044380307,14,14,6931,0.552887683471602,14,14
2020-08-31,"Race","Other",213,0.00445476220353871,0,0,73,0.00582322910019145,0,0
2020-08-31,"Race","Unknown",6500,0.135943447525829,2,2,4,0.000319081046585833,0,0
2020-08-31,"Race","White",13645,0.285376667921529,5,5,3809,0.303844926611359,9,9
2020-09-01,"Age","1-9 years",699,0.0145697848924462,4,4,5,0.000394290671082722,0,0
2020-09-01,"Age","10-19 years",1845,0.0384567283641821,1,1,14,0.00110401387903162,0,0
2020-09-01,"Age","20-29 years",9202,0.191804235451059,34,34,86,0.00678179954262282,0,0
2020-09-01,"Age","30-39 years",10191,0.212418709354677,27,27,243,0.0191625266146203,2,2
2020-09-01,"Age","40-49 years",9217,0.192116891779223,31,31,698,0.055042977683148,12,12
2020-09-01,"Age","50-59 years",8079,0.168396698349175,27,27,1503,0.118523775727466,16,16
2020-09-01,"Age","60-64 years",3042,0.0634067033516758,13,13,1220,0.0962069237441842,21,21
2020-09-01,"Age","65-69 years",2118,0.0441470735367684,9,9,1473,0.11615803170097,15,15
2020-09-01,"Age","70-74 years",1248,0.0260130065032516,8,8,1655,0.130510212128381,15,15
2020-09-01,"Age","75-79 years",821,0.0171127230281808,4,4,1552,0.122387824304077,19,19
2020-09-01,"Age","80+ years",1335,0.0278264132066033,5,5,4229,0.333491049601766,45,45
2020-09-01,"Age","<1 year",154,0.00320993830248458,0,0,3,0.000236574402649633,0,0
2020-09-01,"Age","Unknown",25,0.00052109388027347,-1,0,0,0,0,0
2020-09-01,"Gender","Female",16323,0.340232616308154,56,56,5250,0.414005204636858,54,54
2020-09-01,"Gender","Male",30685,0.639590628647657,113,113,7431,0.585994795363142,91,91
2020-09-01,"Gender","Unknown",968,0.0201767550441888,-7,0,0,0,0,0
2020-09-01,"Race","Asian",752,0.015674503918626,0,0,255,0.0201088242252188,1,1
2020-09-01,"Race","Black",7684,0.160163415040854,28,28,1477,0.116473464237836,12,12
2020-09-01,"Race","Hispanic",19117,0.398470068367517,69,69,7017,0.553347527797492,86,86
2020-09-01,"Race","Other",213,0.00443971985992996,0,0,73,0.00575664379780774,0,0
2020-09-01,"Race","Unknown",6491,0.135296815074204,-9,0,4,0.000315432536866178,0,0
2020-09-01,"Race","White",13719,0.285955477738869,74,74,3855,0.303998107404779,46,46
2020-09-02,"Age","1-9 years",709,0.0147025278394127,10,10,5,0.000388500388500389,0,0
2020-09-02,"Age","10-19 years",1869,0.0387574393961388,24,24,14,0.00108780108780109,0,0
2020-09-02,"Age","20-29 years",9247,0.191754971694005,45,45,88,0.00683760683760684,2,2
2020-09-02,"Age","30-39 years",10244,0.212429753437157,53,53,243,0.0188811188811189,0,0
2020-09-02,"Age","40-49 years",9245,0.191713497708562,28,28,713,0.0554001554001554,15,15
2020-09-02,"Age","50-59 years",8117,0.168322169918918,38,38,1532,0.119036519036519,29,29
2020-09-02,"Age","60-64 years",3057,0.0633929867490616,15,15,1231,0.0956487956487957,11,11
2020-09-02,"Age","65-69 years",2130,0.0441697944964021,12,12,1496,0.116239316239316,23,23
2020-09-02,"Age","70-74 years",1255,0.026024925865251,7,7,1688,0.131157731157731,33,33
2020-09-02,"Age","75-79 years",826,0.0171287559878066,5,5,1571,0.122066822066822,19,19
2020-09-02,"Age","80+ years",1344,0.0278705182174481,9,9,4286,0.333022533022533,57,57
2020-09-02,"Age","<1 year",155,0.00321423387180391,1,1,3,0.000233100233100233,0,0
2020-09-02,"Age","Unknown",25,0.000518424818032889,0,0,0,0,0,0
2020-09-02,"Gender","Female",16423,0.340563631462165,100,100,5327,0.413908313908314,77,77
2020-09-02,"Gender","Male",30836,0.639445907554486,151,151,7543,0.586091686091686,112,112
2020-09-02,"Gender","Unknown",964,0.0199904609833482,-4,0,0,0,0,0
2020-09-02,"Race","Asian",754,0.0156356925118719,2,2,257,0.01996891996892,2,2
2020-09-02,"Race","Black",7745,0.160608008626589,61,61,1493,0.116006216006216,16,16
2020-09-02,"Race","Hispanic",19211,0.398378367169193,94,94,7129,0.553923853923854,112,112
2020-09-02,"Race","Other",217,0.00449992742052548,4,4,74,0.00574980574980575,1,1
2020-09-02,"Race","Unknown",6482,0.134417186819567,-9,0,4,0.000310800310800311,0,0
2020-09-02,"Race","White",13814,0.286460817452253,95,95,3913,0.304040404040404,58,58
2020-09-03,"Age","1-9 years",721,0.014912407702331,12,12,5,0.000381941792070888,0,0
2020-09-03,"Age","10-19 years",1879,0.0388632650106517,10,10,14,0.00106943701779849,0,0
2020-09-03,"Age","20-29 years",9268,0.19168959027074,21,21,89,0.00679856389886181,1,1
2020-09-03,"Age","30-39 years",10265,0.212310492461064,21,21,248,0.0189443128867161,5,5
2020-09-03,"Age","40-49 years",9264,0.191606858466566,19,19,724,0.0553051714918646,11,11
2020-09-03,"Age","50-59 years",8139,0.168338538542679,22,22,1563,0.11939500420136,31,31
2020-09-03,"Age","60-64 years",3066,0.0634139278992327,9,9,1255,0.095867389809793,24,24
2020-09-03,"Age","65-69 years",2132,0.0440960516246458,2,2,1524,0.116415858223207,28,28
2020-09-03,"Age","70-74 years",1260,0.0260605183147531,5,5,1710,0.130624092888244,22,22
2020-09-03,"Age","75-79 years",828,0.0171254834639806,2,2,1600,0.122221373462684,29,29
2020-09-03,"Age","80+ years",1348,0.0278806180065772,4,4,4356,0.332747689252158,70,70
2020-09-03,"Age","<1 year",155,0.00320585741173551,0,0,3,0.000229165075242533,0,0
2020-09-03,"Age","Unknown",24,0.000496390825042917,-1,0,0,0,0,0
2020-09-03,"Gender","Female",16493,0.341123911559701,70,70,5427,0.414559621113742,100,100
2020-09-03,"Gender","Male",30896,0.639020455438582,60,60,7664,0.585440378886258,121,121
2020-09-03,"Gender","Unknown",960,0.0198556330017167,-4,0,0,0,0,0
2020-09-03,"Race","Asian",755,0.0156156280378084,1,1,260,0.0198609731876862,3,3
2020-09-03,"Race","Black",7770,0.160706529607644,25,25,1502,0.114735314338095,9,9
2020-09-03,"Race","Hispanic",19278,0.398725930215723,67,67,7276,0.555801695821557,147,147
2020-09-03,"Race","Other",217,0.00448820037642971,0,0,75,0.00572912688106333,1,1
2020-09-03,"Race","Unknown",6466,0.133735961446979,-16,0,4,0.000305553433656711,0,0
2020-09-03,"Race","White",13863,0.286727750315415,49,49,3974,0.303567336337942,61,61
2020-09-04,"Age","1-9 years",731,0.0150771388499299,10,10,5,0.000377900385458393,0,0
2020-09-04,"Age","10-19 years",1901,0.0392088111541952,22,22,14,0.0010581210792835,0,0
2020-09-04,"Age","20-29 years",9285,0.191506476363336,17,17,90,0.00680220693825108,1,1
2020-09-04,"Age","30-39 years",10289,0.212214338750928,24,24,249,0.018819439195828,1,1
2020-09-04,"Age","40-49 years",9287,0.191547727085224,23,23,727,0.0549467160456504,3,3
2020-09-04,"Age","50-59 years",8160,0.168302945301543,21,21,1583,0.119643262036127,20,20
2020-09-04,"Age","60-64 years",3072,0.0633611088194043,6,6,1275,0.0963645982918903,20,20
2020-09-04,"Age","65-69 years",2140,0.0441382724197673,8,8,1543,0.11662005895246,19,19
2020-09-04,"Age","70-74 years",1262,0.0260292055110964,2,2,1721,0.130073312674779,11,11
2020-09-04,"Age","75-79 years",829,0.0170984242224239,1,1,1623,0.122666465119794,23,23
2020-09-04,"Age","80+ years",1349,0.0278236119132085,1,1,4398,0.332401179049203,42,42
2020-09-04,"Age","<1 year",155,0.00319693094629156,0,0,3,0.000226740231275036,0,0
2020-09-04,"Age","Unknown",24,0.000495008662651596,0,0,0,0,0,0
2020-09-04,"Gender","Female",16557,0.34149410114677,64,64,5483,0.414405562693674,56,56
2020-09-04,"Gender","Male",30969,0.638746803069054,73,73,7748,0.585594437306326,84,84
2020-09-04,"Gender","Unknown",958,0.0197590957841762,-2,0,0,0,0,0
2020-09-04,"Race","Asian",755,0.0155721475125815,0,0,262,0.0198019801980198,2,2
2020-09-04,"Race","Black",7796,0.160795313917994,26,26,1518,0.114730557025168,16,16
2020-09-04,"Race","Hispanic",19346,0.399018232819074,68,68,7365,0.556647267780213,89,89
2020-09-04,"Race","Other",217,0.00447570332480818,0,0,75,0.0056685057818759,0,0
2020-09-04,"Race","Unknown",6463,0.133301707779886,-3,0,4,0.000302320308366715,0,0
2020-09-04,"Race","White",13907,0.286836894645656,44,44,4007,0.302849368906356,33,33
2020-09-05,"Age","1-9 years",734,0.0150963575409802,3,3,5,0.00037291169451074,0,0
2020-09-05,"Age","10-19 years",1920,0.039489109643981,19,19,15,0.00111873508353222,1,1
2020-09-05,"Age","20-29 years",9316,0.191604450751733,31,31,91,0.00678699284009547,1,1
2020-09-05,"Age","30-39 years",10309,0.212027724645729,20,20,250,0.018645584725537,1,1
2020-09-05,"Age","40-49 years",9309,0.191460480039489,22,22,734,0.0547434367541766,7,7
2020-09-05,"Age","50-59 years",8180,0.168240060879044,20,20,1604,0.119630071599045,21,21
2020-09-05,"Age","60-64 years",3080,0.0633471133872195,8,8,1293,0.0964349642004773,18,18
2020-09-05,"Age","65-69 years",2145,0.044116739680385,5,5,1566,0.116795942720764,23,23
2020-09-05,"Age","70-74 years",1266,0.0260381316715,4,4,1740,0.129773269689737,19,19
2020-09-05,"Age","75-79 years",831,0.0170913802677855,2,2,1647,0.122837112171838,24,24
2020-09-05,"Age","80+ years",1351,0.0277863474630304,2,2,4460,0.33263723150358,62,62
2020-09-05,"Age","<1 year",156,0.00320849015857346,1,1,3,0.000223747016706444,0,0
2020-09-05,"Age","Unknown",24,0.000493613870549762,0,0,0,0,0,0
2020-09-05,"Gender","Female",16609,0.341601365665042,52,52,5570,0.415423627684964,87,87
2020-09-05,"Gender","Male",31061,0.638839184714424,92,92,7838,0.584576372315036,90,90
2020-09-05,"Gender","Unknown",951,0.0195594496205343,-7,0,0,0,0,0
2020-09-05,"Race","Asian",757,0.0155694041669238,2,2,264,0.0196897374701671,2,2
2020-09-05,"Race","Black",7830,0.16104152526686,34,34,1537,0.114633054892601,19,19
2020-09-05,"Race","Hispanic",19406,0.399127948828695,60,60,7472,0.55727923627685,107,107
2020-09-05,"Race","Other",219,0.00450422656876658,2,2,76,0.00566825775656325,1,1
2020-09-05,"Race","Unknown",6448,0.132617593221036,-15,0,5,0.00037291169451074,1,1
2020-09-05,"Race","White",13961,0.287139301947718,54,54,4054,0.302356801909308,47,47
2020-09-06,"Age","1-9 years",738,0.0151645912957712,4,4,5,0.000371140142517815,0,0
2020-09-06,"Age","10-19 years",1925,0.0395553363744709,5,5,15,0.00111342042755344,0,0
2020-09-06,"Age","20-29 years",9326,0.191632762092631,10,10,92,0.00682897862232779,1,1
2020-09-06,"Age","30-39 years",10320,0.21205769942054,11,11,250,0.0185570071258907,0,0
2020-09-06,"Age","40-49 years",9317,0.191447828052439,8,8,737,0.0547060570071259,3,3
2020-09-06,"Age","50-59 years",8182,0.168125590761517,2,2,1612,0.119655581947743,8,8
2020-09-06,"Age","60-64 years",3081,0.0633090864258414,1,1,1299,0.0964222090261283,6,6
2020-09-06,"Age","65-69 years",2145,0.044075946245839,0,0,1570,0.116538004750594,4,4
2020-09-06,"Age","70-74 years",1268,0.0260551514404307,2,2,1752,0.130047505938242,12,12
2020-09-06,"Age","75-79 years",831,0.0170755763777586,0,0,1656,0.1229216152019,9,9
2020-09-06,"Age","80+ years",1353,0.0278017507089138,2,2,4481,0.332615795724466,21,21
2020-09-06,"Age","<1 year",156,0.00320552336333374,0,0,3,0.000222684085510689,0,0
2020-09-06,"Age","Unknown",24,0.000493157440512884,0,0,0,0,0,0
2020-09-06,"Gender","Female",16629,0.341696461595364,20,20,5598,0.415528503562945,28,28
2020-09-06,"Gender","Male",31086,0.638762174824313,25,25,7874,0.584471496437055,36,36
2020-09-06,"Gender","Unknown",951,0.019541363580323,0,0,0,0,0,0
2020-09-06,"Race","Asian",757,0.0155550076028439,0,0,264,0.0195961995249406,0,0
2020-09-06,"Race","Black",7839,0.161077549007521,9,9,1539,0.114236935866983,2,2
2020-09-06,"Race","Hispanic",19423,0.399108206961739,17,17,7519,0.55812054631829,47,47
2020-09-06,"Race","Other",220,0.0045206098713681,1,1,76,0.00564133016627078,0,0
2020-09-06,"Race","Unknown",6450,0.132536062137838,2,2,5,0.000371140142517815,0,0
2020-09-06,"Race","White",13977,0.287202564418691,16,16,4069,0.302033847980998,15,15
2020-09-07,"Age","1-9 years",738,0.0151645912957712,0,0,5,0.000370589979246961,0,0
2020-09-07,"Age","10-19 years",1925,0.0395553363744709,0,0,15,0.00111176993774088,0,0
2020-09-07,"Age","20-29 years",9326,0.191632762092631,0,0,92,0.00681885561814409,0,0
2020-09-07,"Age","30-39 years",10320,0.21205769942054,0,0,251,0.0186036169581975,1,1
2020-09-07,"Age","40-49 years",9317,0.191447828052439,0,0,738,0.0546990809368515,1,1
2020-09-07,"Age","50-59 years",8182,0.168125590761517,0,0,1616,0.119774681292618,4,4
2020-09-07,"Age","60-64 years",3081,0.0633090864258414,0,0,1301,0.0964275126000593,2,2
2020-09-07,"Age","65-69 years",2145,0.044075946245839,0,0,1576,0.116809961458642,6,6
2020-09-07,"Age","70-74 years",1268,0.0260551514404307,0,0,1754,0.130002964719834,2,2
2020-09-07,"Age","75-79 years",831,0.0170755763777586,0,0,1656,0.122739401126594,0,0
2020-09-07,"Age","80+ years",1353,0.0278017507089138,0,0,4485,0.332419211384524,4,4
2020-09-07,"Age","<1 year",156,0.00320552336333374,0,0,3,0.000222353987548177,0,0
2020-09-07,"Age","Unknown",24,0.000493157440512884,0,0,0,0,0,0
2020-09-07,"Gender","Female",16629,0.341696461595364,0,0,5606,0.415505484731693,8,8
2020-09-07,"Gender","Male",31086,0.638762174824313,0,0,7886,0.584494515268307,12,12
2020-09-07,"Gender","Unknown",951,0.019541363580323,0,0,0,0,0,0
2020-09-07,"Race","Asian",757,0.0155550076028439,0,0,264,0.0195671509042395,0,0
2020-09-07,"Race","Black",7839,0.161077549007521,0,0,1544,0.114438185591462,5,5
2020-09-07,"Race","Hispanic",19423,0.399108206961739,0,0,7529,0.558034390750074,10,10
2020-09-07,"Race","Other",220,0.0045206098713681,0,0,77,0.0057070856804032,1,1
2020-09-07,"Race","Unknown",6450,0.132536062137838,0,0,6,0.000444707975096353,1,1
2020-09-07,"Race","White",13977,0.287202564418691,0,0,4072,0.301808479098725,3,3
2020-09-08,"Age","1-9 years",738,0.0151602300739523,0,0,5,0.00036892200988711,0,0
2020-09-08,"Age","10-19 years",1927,0.0395850451930978,2,2,15,0.00110676602966133,0,0
2020-09-08,"Age","20-29 years",9325,0.191557107641742,-1,0,92,0.00678816498192282,0,0
2020-09-08,"Age","30-39 years",10319,0.211976170912079,-1,0,253,0.0186674537002878,2,2
2020-09-08,"Age","40-49 years",9321,0.191474938373048,4,4,742,0.0547480262672471,4,4
2020-09-08,"Age","50-59 years",8188,0.168200493015612,6,6,1624,0.119825868811333,8,8
2020-09-08,"Age","60-64 years",3085,0.0633730484798685,4,4,1305,0.0962886445805357,4,4
2020-09-08,"Age","65-69 years",2146,0.0440838126540674,1,1,1589,0.117243414742124,13,13
2020-09-08,"Age","70-74 years",1267,0.0260271158586689,-1,0,1760,0.129860547480263,6,6
2020-09-08,"Age","75-79 years",831,0.0170706655710764,0,0,1664,0.12277724489043,8,8
2020-09-08,"Age","80+ years",1353,0.0277937551355793,0,0,4501,0.332103593300376,16,16
2020-09-08,"Age","<1 year",156,0.00320460147904684,0,0,3,0.000221353205932266,0,0
2020-09-08,"Age","Unknown",24,0.000493015612161052,0,0,0,0,0,0
2020-09-08,"Gender","Female",16634,0.341700903861956,5,5,5630,0.415406183132886,24,24
2020-09-08,"Gender","Male",31096,0.638783894823336,10,10,7923,0.584593816867114,37,37
2020-09-08,"Gender","Unknown",950,0.0195152013147083,-1,0,0,0,0,0
2020-09-08,"Race","Asian",756,0.0155299917830731,-1,0,267,0.0197004353279717,3,3
2020-09-08,"Race","Black",7839,0.161031224322104,0,0,1545,0.113996901055117,1,1
