"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2020-12-25,"Age","<1 year",247,0.00366332962550983,4,0.000151469251741896
2020-12-25,"Age","1-9 years",1211,0.0179606970708194,8,0.000302938503483793
2020-12-25,"Age","10-19 years",3198,0.0474304783092325,22,0.00083308088458043
2020-12-25,"Age","20-29 years",13469,0.199762699295514,144,0.00545289306270827
2020-12-25,"Age","30-39 years",14547,0.215750834260289,432,0.0163586791881248
2020-12-25,"Age","40-49 years",12800,0.189840563589173,1361,0.0515374129051802
2020-12-25,"Age","50-59 years",10958,0.162521319985169,3000,0.113601938806422
2020-12-25,"Age","60-64 years",3997,0.0592806822395254,2438,0.0923205089366858
2020-12-25,"Age","65-69 years",2681,0.0397626992955135,3063,0.115987579521357
2020-12-25,"Age","70-74 years",1617,0.0239822024471635,3466,0.131248106634353
2020-12-25,"Age","75-79 years",1050,0.0155728587319244,3418,0.12943047561345
2020-12-25,"Age","80+ years",1650,0.0244716351501669,9052,0.342774916691912
2020-12-25,"Gender","Female",23487,0.352933221133618,11086,0.4198129283902
2020-12-25,"Gender","Male",43061,0.647066778866382,15321,0.5801870716098
2020-12-25,"Race","Asian",907,0.0152822240943555,473,0.0179241350562734
2020-12-25,"Race","Black",11010,0.185509688289806,2632,0.0997385274167267
2020-12-25,"Race","Hispanic",26322,0.443504633529907,13480,0.51081890181515
2020-12-25,"Race","Other",341,0.00574557708508846,133,0.00503997877903672
2020-12-25,"Race","White",20770,0.349957877000842,9671,0.366478456932813
