"Date","Group_Type","Group","Cases_Cumulative","Cases_PCT","Deaths_Cumulative","Deaths_PCT"
2020-10-09,"Age","<1 year",192,0.00347115506300508,3,0.000182570593962999
2020-10-09,"Age","1-9 years",915,0.0165422233471336,6,0.000365141187925998
2020-10-09,"Age","10-19 years",2387,0.0431544121635059,18,0.00109542356377799
2020-10-09,"Age","20-29 years",10689,0.193245710773236,105,0.00638997078870497
2020-10-09,"Age","30-39 years",11740,0.212246668956665,303,0.0184396299902629
2020-10-09,"Age","40-49 years",10611,0.19183555402889,922,0.056110029211295
2020-10-09,"Age","50-59 years",9282,0.167808652577152,2018,0.122809152872444
2020-10-09,"Age","60-64 years",3436,0.0621192124816951,1563,0.0951192794547225
2020-10-09,"Age","65-69 years",2338,0.0422685444651348,1926,0.117210321324245
2020-10-09,"Age","70-74 years",1389,0.0251116374089274,2145,0.130537974683544
2020-10-09,"Age","75-79 years",902,0.0163071972230759,2030,0.123539435248296
2020-10-09,"Age","80+ years",1432,0.0258890315115796,5393,0.328201071080818
2020-10-09,"Gender","Female",19109,0.345351695221572,6877,0.418512658227848
2020-10-09,"Gender","Male",35346,0.638798525265669,9555,0.581487341772152
2020-10-09,"Gender","Unknown",877,0.0158497795127593,0,0
2020-10-09,"Race","Asian",815,0.0147292705848334,304,0.0185004868549172
2020-10-09,"Race","Black",9193,0.166142557651992,1824,0.111002921129503
2020-10-09,"Race","Hispanic",21901,0.395810742427528,9219,0.561039435248296
2020-10-09,"Race","Other",250,0.00451818116099183,91,0.0055379746835443
2020-10-09,"Race","Unknown",6498,0.1174365647365,10,0.00060856864654333
2020-10-09,"Race","White",16675,0.301362683438155,4984,0.303310613437196
