County,Date,viral_load,source
Harris,2022-05-30,124.42005069765437,houston_wastewater_dashboard
Harris,2022-06-06,125.70973210606269,houston_wastewater_dashboard
Harris,2022-06-13,126.51713716845813,houston_wastewater_dashboard
Harris,2022-06-20,126.99742548052001,houston_wastewater_dashboard
Harris,2022-06-27,127.4715947590361,houston_wastewater_dashboard
Harris,2022-07-04,127.560114255079,houston_wastewater_dashboard
Harris,2022-07-11,127.65892938810559,houston_wastewater_dashboard
Harris,2022-07-18,127.47195524303186,houston_wastewater_dashboard
Harris,2022-07-25,126.74550029946461,houston_wastewater_dashboard
Harris,2022-08-01,126.91641242402171,houston_wastewater_dashboard
Harris,2022-08-08,126.27778012076539,houston_wastewater_dashboard
Harris,2022-08-15,125.60884244747032,houston_wastewater_dashboard
Harris,2022-08-22,125.12101330800616,houston_wastewater_dashboard
Harris,2022-08-29,124.44140981822743,houston_wastewater_dashboard
Harris,2022-09-05,123.47922875840902,houston_wastewater_dashboard
Harris,2022-09-12,122.01904654586167,houston_wastewater_dashboard
Harris,2022-09-19,120.15348323655132,houston_wastewater_dashboard
Harris,2022-09-26,118.18883283109109,houston_wastewater_dashboard
Harris,2022-10-03,116.83315405398888,houston_wastewater_dashboard
Harris,2022-10-10,115.88704586531333,houston_wastewater_dashboard
Harris,2022-10-17,115.99444891510586,houston_wastewater_dashboard
Harris,2022-10-24,116.63658118144869,houston_wastewater_dashboard
Harris,2022-10-31,117.44490958256372,houston_wastewater_dashboard
