Level_Type,Level,Date,Rt,lower,upper,result_success
County,Bexar,2020-03-24,2.3714328,1.75,3.0138888,1.0
County,Bexar,2020-03-25,1.8412513,1.1666666,2.5277777,1.0
County,Bexar,2020-03-26,1.6527493,0.9722222,2.3333333,1.0
County,Bexar,2020-03-27,1.5759094,0.875,2.3333333,1.0
County,Bexar,2020-03-28,1.5616283,0.7777778,2.2361112,1.0
County,Bexar,2020-03-29,1.5999893,0.9722222,2.2361112,1.0
County,Bexar,2020-03-30,1.7137653,1.0670139,2.5277777,1.0
County,Bexar,2020-03-31,1.5233433,1.0447761,2.0373135,1.0
County,Bexar,2020-04-01,1.4423127,0.9402985,1.9328358,1.0
County,Bexar,2020-04-02,1.4110633,0.9402985,1.9328358,1.0
County,Bexar,2020-04-03,1.4141576,0.8880597,1.880597,1.0
County,Bexar,2020-04-04,1.449216,0.9402985,1.9328358,1.0
County,Bexar,2020-04-05,1.5244055,1.0447761,2.0373135,1.0
County,Bexar,2020-04-06,1.6775428,1.2001866,2.2462687,1.0
County,Bexar,2020-04-07,1.4256369,1.1077441,1.7441077,1.0
County,Bexar,2020-04-08,1.3021072,0.989899,1.6026936,1.0
County,Bexar,2020-04-09,1.226071,0.9191919,1.5084175,1.0
County,Bexar,2020-04-10,1.1748301,0.87205386,1.4377104,1.0
County,Bexar,2020-04-11,1.1388049,0.8484849,1.4377104,1.0
County,Bexar,2020-04-12,1.1133981,0.8249158,1.3905724,1.0
County,Bexar,2020-04-13,1.097323,0.8013468,1.3905724,1.0
County,Bexar,2020-04-14,1.0688087,0.7852564,1.3461539,1.0
County,Bexar,2020-04-15,1.045531,0.76282054,1.323718,1.0
County,Bexar,2020-04-16,1.0250553,0.74038464,1.301282,1.0
County,Bexar,2020-04-17,1.0056674,0.71794873,1.2564102,1.0
County,Bexar,2020-04-18,0.9857297,0.71794873,1.2564102,1.0
County,Bexar,2020-04-19,0.96297246,0.6730769,1.2115384,1.0
County,Bexar,2020-04-20,0.9318645,0.6730769,1.1891025,1.0
County,Bexar,2020-04-21,0.94519,0.6603774,1.2150943,1.0
County,Bexar,2020-04-22,0.95409954,0.6603774,1.2415094,1.0
County,Bexar,2020-04-23,0.96005803,0.6603774,1.2415094,1.0
County,Bexar,2020-04-24,0.963475,0.6603774,1.2415094,1.0
County,Bexar,2020-04-25,0.9642307,0.6861321,1.2679245,1.0
County,Bexar,2020-04-26,0.96136653,0.68679243,1.2415094,1.0
County,Bexar,2020-04-27,0.950889,0.6603774,1.2415094,1.0
County,Bexar,2020-04-28,0.9807999,0.6475771,1.2951542,1.0
County,Bexar,2020-04-29,1.009497,0.7092511,1.3259912,1.0
County,Bexar,2020-04-30,1.0395063,0.7400881,1.3568282,1.0
County,Bexar,2020-05-01,1.0731573,0.7400881,1.3876652,1.0
County,Bexar,2020-05-02,1.1137952,0.8009912,1.4185022,1.0
County,Bexar,2020-05-03,1.1676924,0.8017621,1.4809471,1.0
County,Bexar,2020-05-04,1.2536502,0.8634361,1.6042951,1.0
County,Bexar,2020-05-05,1.1642032,0.90763515,1.418919,1.0
County,Bexar,2020-05-06,1.1059952,0.83243245,1.3243244,1.0
County,Bexar,2020-05-07,1.061102,0.77567565,1.3243244,1.0
County,Bexar,2020-05-08,1.0222229,0.77567565,1.2486486,1.0
County,Bexar,2020-05-09,0.9845639,0.73783785,1.1918919,1.0
County,Bexar,2020-05-10,0.94301724,0.7,1.1729729,1.0
County,Bexar,2020-05-11,0.886544,0.64324325,1.1351352,1.0
County,Bexar,2020-05-12,0.9179139,0.6339623,1.1886792,1.0
County,Bexar,2020-05-13,0.9439306,0.6603774,1.1886792,1.0
County,Bexar,2020-05-14,0.96747243,0.6861321,1.2679245,1.0
County,Bexar,2020-05-15,0.99031067,0.68679243,1.2943397,1.0
County,Bexar,2020-05-16,1.0143539,0.71320754,1.2943397,1.0
County,Bexar,2020-05-17,1.0426103,0.73962265,1.3471698,1.0
County,Bexar,2020-05-18,1.0833175,0.7924528,1.4,1.0
County,Bexar,2020-05-19,1.0500442,0.7708333,1.3333334,1.0
County,Bexar,2020-05-20,1.024573,0.7708333,1.3125,1.0
County,Bexar,2020-05-21,1.0017127,0.75,1.25,1.0
County,Bexar,2020-05-22,0.9785655,0.7083333,1.25,1.0
County,Bexar,2020-05-23,0.95219177,0.6875,1.2083334,1.0
County,Bexar,2020-05-24,0.917841,0.6666667,1.1666666,1.0
County,Bexar,2020-05-25,0.86204886,0.6041667,1.0833334,1.0
County,Bexar,2020-05-26,0.924013,0.5891089,1.248391,1.0
County,Bexar,2020-05-27,0.9846009,0.62376237,1.3168317,1.0
County,Bexar,2020-05-28,1.047775,0.6930693,1.387005,1.0
County,Bexar,2020-05-29,1.1173053,0.7615099,1.4554455,1.0
County,Bexar,2020-05-30,1.1985391,0.83168316,1.5602723,1.0
County,Bexar,2020-05-31,1.3012657,0.9347772,1.6980197,1.0
County,Bexar,2020-06-01,1.4537015,1.039604,1.8712871,1.0
County,Bexar,2020-06-02,1.3539383,1.0621891,1.6368159,1.0
County,Bexar,2020-06-03,1.3107647,1.0273632,1.5675995,1.0
County,Bexar,2020-06-04,1.2964094,1.0443408,1.5845771,1.0
County,Bexar,2020-06-05,1.3032627,1.0273632,1.5845771,1.0
County,Bexar,2020-06-06,1.3302194,1.0447761,1.6019901,1.0
County,Bexar,2020-06-07,1.381487,1.1144278,1.6542288,1.0
County,Bexar,2020-06-08,1.4753579,1.2014925,1.7587065,1.0
County,Bexar,2020-06-09,1.3975868,1.1759113,1.5977417,1.0
County,Bexar,2020-06-10,1.3699073,1.1426307,1.5752773,1.0
County,Bexar,2020-06-11,1.3721292,1.1534469,1.6085578,1.0
County,Bexar,2020-06-12,1.3996754,1.1759113,1.6196513,1.0
County,Bexar,2020-06-13,1.4545654,1.2313788,1.6862124,1.0
County,Bexar,2020-06-14,1.5467957,1.2979398,1.7971474,1.0
County,Bexar,2020-06-15,1.7130983,1.4643424,1.96355,1.0
County,Bexar,2020-06-16,1.5125653,1.3609685,1.6691122,1.0
County,Bexar,2020-06-17,1.4279747,1.2787968,1.5715334,1.0
County,Bexar,2020-06-18,1.393291,1.2325752,1.5355833,1.0
County,Bexar,2020-06-19,1.3915826,1.2479824,1.5459831,1.0
County,Bexar,2020-06-20,1.4191045,1.2633896,1.5612619,1.0
County,Bexar,2020-06-21,1.4812884,1.3352898,1.6434336,1.0
County,Bexar,2020-06-22,1.6063553,1.4328687,1.7718269,1.0
County,Bexar,2020-06-23,1.4390671,1.3319181,1.5453492,1.0
County,Bexar,2020-06-24,1.3614266,1.2589734,1.4724721,1.0
County,Bexar,2020-06-25,1.3246292,1.2156793,1.4399846,1.0
County,Bexar,2020-06-26,1.3151221,1.2022386,1.4237746,1.0
County,Bexar,2020-06-27,1.3296453,1.2237842,1.4346488,1.0
County,Bexar,2020-06-28,1.3725176,1.2589058,1.4940177,1.0
County,Bexar,2020-06-29,1.4674172,1.3454264,1.5777692,1.0
County,Bexar,2020-06-30,1.3111883,1.2346292,1.393035,1.0
County,Bexar,2020-07-01,1.2229682,1.1478523,1.3001305,1.0
County,Bexar,2020-07-02,1.1634921,1.0915235,1.2361896,1.0
County,Bexar,2020-07-03,1.119353,1.0473739,1.1905177,1.0
County,Bexar,2020-07-04,1.0836356,1.0108743,1.161592,1.0
County,Bexar,2020-07-05,1.0512042,0.9773434,1.1265768,1.0
County,Bexar,2020-07-06,1.0142468,0.945411,1.08551,1.0
County,Bexar,2020-07-07,1.0364792,0.94678897,1.1082569,1.0
County,Bexar,2020-07-08,1.0576763,0.9761009,1.1376605,1.0
County,Bexar,2020-07-09,1.0806879,0.9962844,1.159633,1.0
County,Bexar,2020-07-10,1.1076314,1.0293578,1.1872019,1.0
County,Bexar,2020-07-11,1.1410959,1.0605046,1.2330276,1.0
County,Bexar,2020-07-12,1.1854672,1.1009175,1.2752293,1.0
County,Bexar,2020-07-13,1.2527182,1.1669266,1.346789,1.0
County,Bexar,2020-07-14,1.2221482,1.1551957,1.2996626,1.0
County,Bexar,2020-07-15,1.2134845,1.1390014,1.2834008,1.0
County,Bexar,2020-07-16,1.2203237,1.1484143,1.2901822,1.0
County,Bexar,2020-07-17,1.2422146,1.1740553,1.3144736,1.0
County,Bexar,2020-07-18,1.2823275,1.2091768,1.3603576,1.0
County,Bexar,2020-07-19,1.3499749,1.2739204,1.4264507,1.0
County,Bexar,2020-07-20,1.4779366,1.3913293,1.5573887,1.0
County,Bexar,2020-07-21,1.2699703,1.2191342,1.3241667,1.0
County,Bexar,2020-07-22,1.1492199,1.0966505,1.1926088,1.0
County,Bexar,2020-07-23,1.0594782,1.0124074,1.1037962,1.0
County,Bexar,2020-07-24,0.9820519,0.9378704,1.0266829,1.0
County,Bexar,2020-07-25,0.9063203,0.8626852,0.94955325,1.0
County,Bexar,2020-07-26,0.8223798,0.78231484,0.86075693,1.0
County,Bexar,2020-07-27,0.71116066,0.6714815,0.7486111,1.0
County,Bexar,2020-07-28,0.73501426,0.68661106,0.7816209,1.0
County,Bexar,2020-07-29,0.7468238,0.6957659,0.80104625,1.0
County,Bexar,2020-07-30,0.7479896,0.69462156,0.80104625,1.0
County,Bexar,2020-07-31,0.73787713,0.6888998,0.7884584,1.0
County,Bexar,2020-08-01,0.7144338,0.66369545,0.764427,1.0
County,Bexar,2020-08-02,0.67292184,0.6271048,0.722086,1.0
County,Bexar,2020-08-03,0.59898835,0.55386627,0.6477031,1.0
County,Bexar,2020-08-04,0.63194436,0.5638298,0.70212764,1.0
County,Bexar,2020-08-05,0.65606827,0.5893617,0.7319149,1.0
County,Bexar,2020-08-06,0.6714148,0.6,0.7425532,1.0
County,Bexar,2020-08-07,0.67682546,0.60638297,0.7489362,1.0
County,Bexar,2020-08-08,0.6701566,0.60207444,0.7425532,1.0
County,Bexar,2020-08-09,0.64716226,0.5765957,0.71914893,1.0
County,Bexar,2020-08-10,0.59565204,0.52978724,0.6638298,1.0
County,Bexar,2020-08-11,0.63120973,0.537037,0.7259259,1.0
County,Bexar,2020-08-12,0.6595023,0.56296295,0.75555557,1.0
County,Bexar,2020-08-13,0.6804177,0.5888889,0.77416664,1.0
County,Bexar,2020-08-14,0.6928607,0.6037037,0.7888889,1.0
County,Bexar,2020-08-15,0.6948708,0.5962963,0.7888889,1.0
County,Bexar,2020-08-16,0.682561,0.5925926,0.7814815,1.0
County,Bexar,2020-08-17,0.6445179,0.5555556,0.7407407,1.0
County,Bexar,2020-08-18,0.6921409,0.56584924,0.8076067,1.0
County,Bexar,2020-08-19,0.73588294,0.6039964,0.8646685,1.0
County,Bexar,2020-08-20,0.77659774,0.64850134,0.90281564,1.0
County,Bexar,2020-08-21,0.8147507,0.6739328,0.94747955,1.0
County,Bexar,2020-08-22,0.8509493,0.7184378,0.98546773,1.0
County,Bexar,2020-08-23,0.88632995,0.7438692,1.017416,1.0
County,Bexar,2020-08-24,0.924016,0.78185743,1.0681199,1.0
County,Bexar,2020-08-25,0.93452734,0.789861,1.0647384,1.0
County,Bexar,2020-08-26,0.944347,0.80703187,1.0760425,1.0
County,Bexar,2020-08-27,0.9529409,0.8184791,1.0874897,1.0
County,Bexar,2020-08-28,0.9602137,0.8242028,1.0932134,1.0
County,Bexar,2020-08-29,0.9661031,0.8184791,1.0990801,1.0
County,Bexar,2020-08-30,0.97038543,0.82992643,1.1103843,1.0
County,Bexar,2020-08-31,0.97203153,0.8413737,1.098937,1.0
County,Bexar,2020-09-01,0.9840332,0.83404255,1.12,1.0
County,Bexar,2020-09-02,0.99498,0.85787237,1.1320639,1.0
County,Bexar,2020-09-03,1.0055732,0.8638298,1.1438298,1.0
County,Bexar,2020-09-04,1.0161248,0.8757447,1.1557447,1.0
County,Bexar,2020-09-05,1.0268658,0.8815532,1.1676595,1.0
County,Bexar,2020-09-06,1.0376551,0.88765955,1.1914893,1.0
County,Bexar,2020-09-07,1.0466455,0.89957446,1.185532,1.0
County,Bexar,2020-09-08,1.0838679,0.9263747,1.2329916,1.0
County,Bexar,2020-09-09,1.1248033,0.9655172,1.2721342,1.0
County,Bexar,2020-09-10,1.172666,1.0046599,1.3308481,1.0
County,Bexar,2020-09-11,1.2313739,1.0633737,1.3962488,1.0
County,Bexar,2020-09-12,1.3070258,1.1414958,1.4875815,1.0
County,Bexar,2020-09-13,1.4115804,1.2329916,1.6048462,1.0
County,Bexar,2020-09-14,1.5816143,1.3960857,1.7614166,1.0
County,Bexar,2020-09-15,1.4021231,1.2947809,1.5139874,1.0
County,Bexar,2020-09-16,1.3163728,1.2100209,1.426451,1.0
County,Bexar,2020-09-17,1.2701719,1.1544886,1.3795407,1.0
County,Bexar,2020-09-18,1.2483423,1.136879,1.3678497,1.0
County,Bexar,2020-09-19,1.2459466,1.1398747,1.353236,1.0
County,Bexar,2020-09-20,1.2641209,1.1573383,1.3708456,1.0
County,Bexar,2020-09-21,1.3164185,1.207025,1.4321504,1.0
County,Bexar,2020-09-22,1.2218347,1.1373503,1.3050171,1.0
County,Bexar,2020-09-23,1.1632532,1.0695553,1.2491947,1.0
County,Bexar,2020-09-24,1.1223371,1.031642,1.2052451,1.0
County,Bexar,2020-09-25,1.0922345,1.0156784,1.177309,1.0
County,Bexar,2020-09-26,1.0697584,0.9837514,1.1514182,1.0
County,Bexar,2020-09-27,1.0539372,0.9757697,1.1354048,1.0
County,Bexar,2020-09-28,1.0478783,0.9657925,1.123482,1.0
County,Bexar,2020-09-29,0.9934166,0.9222387,1.0713658,1.0
County,Bexar,2020-09-30,0.94338936,0.8684993,1.0141159,1.0
County,Bexar,2020-10-01,0.8918359,0.8216939,0.9569527,1.0
County,Bexar,2020-10-02,0.83409566,0.76275384,0.9049034,1.0
County,Bexar,2020-10-03,0.76451683,0.6968363,0.83036155,1.0
County,Bexar,2020-10-04,0.6736005,0.6119366,0.7384844,1.0
County,Bexar,2020-10-05,0.53576624,0.48192173,0.5894007,1.0
County,Bexar,2020-10-06,0.5902429,0.48811412,0.7099841,1.0
County,Bexar,2020-10-07,0.64144343,0.5324881,0.7599049,1.0
County,Bexar,2020-10-08,0.69002247,0.5768621,0.8042789,1.0
County,Bexar,2020-10-09,0.73574954,0.62109745,0.85433835,1.0
County,Bexar,2020-10-10,0.77811617,0.6600634,0.90412045,1.0
County,Bexar,2020-10-11,0.81590104,0.6988906,0.9429477,1.0
County,Bexar,2020-10-12,0.84448016,0.71553093,0.9652734,1.0
County,Bexar,2020-10-13,0.9215491,0.7557892,1.0830737,1.0
County,Bexar,2020-10-14,1.0043988,0.84319836,1.1630322,1.0
County,Bexar,2020-10-15,1.0971423,0.91588783,1.2722481,1.0
County,Bexar,2020-10-16,1.2056689,1.0465473,1.3883697,1.0
County,Bexar,2020-10-17,1.3401325,1.1412253,1.5410177,1.0
County,Bexar,2020-10-18,1.5217611,1.3302181,1.7227415,1.0
County,Bexar,2020-10-19,1.8189101,1.6209761,2.0354881,1.0
County,Bexar,2020-10-20,1.4074649,1.317714,1.4921452,1.0
County,Bexar,2020-10-21,1.2199326,1.1394908,1.304442,1.0
County,Bexar,2020-10-22,1.0940999,1.0143554,1.1717701,1.0
County,Bexar,2020-10-23,0.9912053,0.9157638,1.0674906,1.0
County,Bexar,2020-10-24,0.89295745,0.81527627,0.9593716,1.0
County,Bexar,2020-10-25,0.78406,0.71478873,0.85324347,1.0
County,Bexar,2020-10-26,0.63588303,0.5743906,0.69393283,1.0
County,Bexar,2020-10-27,0.6927006,0.5768374,0.8054937,1.0
County,Bexar,2020-10-28,0.74440736,0.623608,0.8626578,1.0
County,Bexar,2020-10-29,0.79282784,0.6755754,0.90436155,1.0
County,Bexar,2020-10-30,0.83898336,0.72234595,0.9717892,1.0
County,Bexar,2020-10-31,0.8840805,0.7587231,1.0081663,1.0
County,Bexar,2020-11-01,0.93013835,0.80029696,1.070657,1.0
County,Bexar,2020-11-02,0.9823476,0.84706753,1.1224945,1.0
County,Bexar,2020-11-03,0.993392,0.877204,1.1153495,1.0
County,Bexar,2020-11-04,1.0065845,0.8904282,1.1241657,1.0
County,Bexar,2020-11-05,1.0213507,0.9035422,1.1416876,1.0
County,Bexar,2020-11-06,1.0381151,0.9124685,1.1725441,1.0
County,Bexar,2020-11-07,1.057885,0.93880665,1.1857682,1.0
County,Bexar,2020-11-08,1.0826241,0.96095717,1.2078086,1.0
County,Bexar,2020-11-09,1.1177776,0.9696631,1.2474811,1.0
County,Bexar,2020-11-10,1.1096225,0.9929616,1.2241473,1.0
County,Bexar,2020-11-11,1.1098299,0.9853817,1.235517,1.0
County,Bexar,2020-11-12,1.1163913,1.0043314,1.2317271,1.0
County,Bexar,2020-11-13,1.1291268,1.0081213,1.2582567,1.0
County,Bexar,2020-11-14,1.1488242,1.0308609,1.2620466,1.0
County,Bexar,2020-11-15,1.1775495,1.0611802,1.3151056,1.0
County,Bexar,2020-11-16,1.2213081,1.0989848,1.345425,1.0
County,Bexar,2020-11-17,1.2235644,1.1091194,1.3336431,1.0
County,Bexar,2020-11-18,1.2410045,1.1286361,1.366171,1.0
County,Bexar,2020-11-19,1.2727609,1.1547397,1.3890219,1.0
County,Bexar,2020-11-20,1.3212314,1.1969447,1.431308,1.0
County,Bexar,2020-11-21,1.3922045,1.2653346,1.5060409,1.0
County,Bexar,2020-11-22,1.4987968,1.366171,1.6199698,1.0
County,Bexar,2020-11-23,1.6838135,1.5514987,1.8183086,1.0
County,Bexar,2020-11-24,1.4402479,1.3622351,1.5173748,1.0
County,Bexar,2020-11-25,1.3251439,1.2489402,1.4067438,1.0
County,Bexar,2020-11-26,1.2581195,1.1855491,1.3271676,1.0
County,Bexar,2020-11-27,1.2172588,1.1437379,1.2867389,1.0
County,Bexar,2020-11-28,1.1938893,1.122158,1.265159,1.0
County,Bexar,2020-11-29,1.1848158,1.1154143,1.2637765,1.0
County,Bexar,2020-11-30,1.1922935,1.1248218,1.2692052,1.0
County,Bexar,2020-12-01,1.1608849,1.0947571,1.2287027,1.0
County,Bexar,2020-12-02,1.1428928,1.0793839,1.2120854,1.0
County,Bexar,2020-12-03,1.1343131,1.0722452,1.2026067,1.0
County,Bexar,2020-12-04,1.1339375,1.0710901,1.2002369,1.0
County,Bexar,2020-12-05,1.1421593,1.0699052,1.214455,1.0
County,Bexar,2020-12-06,1.1616,1.093602,1.2287618,1.0
County,Bexar,2020-12-07,1.2024437,1.135071,1.2630332,1.0
County,Bexar,2020-12-08,1.1446198,1.0868292,1.199965,1.0
County,Bexar,2020-12-09,1.1057464,1.0512017,1.1589522,1.0
County,Bexar,2020-12-10,1.0763147,1.0227396,1.1313581,1.0
County,Bexar,2020-12-11,1.0521512,0.99783826,1.1046541,1.0
County,Bexar,2020-12-12,1.0304737,0.9755849,1.0806428,1.0
County,Bexar,2020-12-13,1.0084494,0.9524193,1.0610377,1.0
County,Bexar,2020-12-14,0.98019534,0.9292758,1.0334436,1.0
County,Bexar,2020-12-15,1.0011884,0.94210523,1.06,1.0
County,Bexar,2020-12-16,1.0203633,0.96105266,1.08,1.0
County,Bexar,2020-12-17,1.0401269,0.98105264,1.1031842,1.0
County,Bexar,2020-12-18,1.0622797,1.0010526,1.1221052,1.0
County,Bexar,2020-12-19,1.0890653,1.0263158,1.1547369,1.0
County,Bexar,2020-12-20,1.1244122,1.0631579,1.1905264,1.0
County,Bexar,2020-12-21,1.1795782,1.1188947,1.2389474,1.0
County,Bexar,2020-12-22,1.1351362,1.0821143,1.1891623,1.0
County,Bexar,2020-12-23,1.1073698,1.0534132,1.1589096,1.0
County,Bexar,2020-12-24,1.0885276,1.0378796,1.1395363,1.0
County,Bexar,2020-12-25,1.0756291,1.0239362,1.1271249,1.0
County,Bexar,2020-12-26,1.0671853,1.0146277,1.1193678,1.0
County,Bexar,2020-12-27,1.062487,1.0068705,1.1116107,1.0
County,Bexar,2020-12-28,1.0616385,1.015384,1.1131622,1.0
County,Bexar,2020-12-29,1.0574433,1.0076103,1.1095891,1.0
County,Bexar,2020-12-30,1.0563165,1.0091134,1.1073059,1.0
County,Bexar,2020-12-31,1.0580041,1.0053083,1.1119102,1.0
County,Bexar,2021-01-01,1.0626802,1.0113965,1.1171994,1.0
County,Bexar,2021-01-02,1.0709308,1.0197488,1.1225266,1.0
County,Bexar,2021-01-03,1.0841568,1.0312024,1.1369863,1.0
County,Bexar,2021-01-04,1.1067597,1.0540144,1.1621195,1.0
County,Bexar,2021-01-05,1.0922191,1.0461774,1.1400652,1.0
County,Bexar,2021-01-06,1.0851139,1.036118,1.1313471,1.0
County,Bexar,2021-01-07,1.0833488,1.0340893,1.1353707,1.0
County,Bexar,2021-01-08,1.0864897,1.0388005,1.139428,1.0
County,Bexar,2021-01-09,1.0950334,1.0448194,1.1414064,1.0
County,Bexar,2021-01-10,1.1108367,1.0575781,1.1561937,1.0
County,Bexar,2021-01-11,1.1404358,1.0877395,1.192374,1.0
County,Bexar,2021-01-12,1.110828,1.0666296,1.1571349,1.0
County,Bexar,2021-01-13,1.0923358,1.0471821,1.1360356,1.0
County,Bexar,2021-01-14,1.0806556,1.0377568,1.1288311,1.0
County,Bexar,2021-01-15,1.0742835,1.033301,1.1188368,1.0
County,Bexar,2021-01-16,1.0729132,1.0277485,1.1182677,1.0
County,Bexar,2021-01-17,1.0775592,1.0294281,1.1243753,1.0
County,Bexar,2021-01-18,1.09329,1.0477513,1.1388118,1.0
County,Bexar,2021-01-19,1.0569131,1.0133567,1.0974096,1.0
County,Bexar,2021-01-20,1.0279986,0.9902186,1.067212,1.0
County,Bexar,2021-01-21,1.0019598,0.9618743,1.0412288,1.0
County,Bexar,2021-01-22,0.9761255,0.9392084,1.0152928,1.0
County,Bexar,2021-01-23,0.9479187,0.9103919,0.98739713,1.0
County,Bexar,2021-01-24,0.9135509,0.8754722,0.9505532,1.0
County,Bexar,2021-01-25,0.86315066,0.82871187,0.89908254,1.0
County,Bexar,2021-01-26,0.89432603,0.85193497,0.9409399,1.0
County,Bexar,2021-01-27,0.9199562,0.87743735,0.96647507,1.0
County,Bexar,2021-01-28,0.94263744,0.8977052,0.98541784,1.0
County,Bexar,2021-01-29,0.9640383,0.9206394,1.008352,1.0
County,Bexar,2021-01-30,0.98600554,0.9409235,1.0351632,1.0
County,Bexar,2021-01-31,1.0115963,0.9670803,1.0580482,1.0
County,Bexar,2021-02-01,1.0495698,1.003739,1.0999416,1.0
County,Bexar,2021-02-02,1.0050743,0.9615215,1.0458841,1.0
County,Bexar,2021-02-03,0.96735644,0.9276982,1.0070107,1.0
County,Bexar,2021-02-04,0.93022656,0.8923472,0.97064966,1.0
County,Bexar,2021-02-05,0.88996655,0.84838575,0.9297309,1.0
County,Bexar,2021-02-06,0.84270346,0.8085275,0.8792295,1.0
County,Bexar,2021-02-07,0.7824465,0.7489359,0.8161154,1.0
County,Bexar,2021-02-08,0.693658,0.66106343,0.7262229,1.0
County,Bexar,2021-02-09,0.7226773,0.6759851,0.7705779,1.0
County,Bexar,2021-02-10,0.74138665,0.6943739,0.7924693,1.0
County,Bexar,2021-02-11,0.75079405,0.7031305,0.8003722,1.0
County,Bexar,2021-02-12,0.75029147,0.70665497,0.79859895,1.0
County,Bexar,2021-02-13,0.73806244,0.6908932,0.7811077,1.0
County,Bexar,2021-02-14,0.70991343,0.6602233,0.7565674,1.0
County,Bexar,2021-02-15,0.6528375,0.6094571,0.6926445,1.0
County,Bexar,2021-02-16,0.6966088,0.63053197,0.75882876,1.0
County,Bexar,2021-02-17,0.73469794,0.66804314,0.7963791,1.0
County,Bexar,2021-02-18,0.7680867,0.70402884,0.8323648,1.0
County,Bexar,2021-02-19,0.79709613,0.7337561,0.8589629,1.0
County,Bexar,2021-02-20,0.8220097,0.7556605,0.8902548,1.0
County,Bexar,2021-02-21,0.8432926,0.7775648,0.90906906,1.0
County,Bexar,2021-02-22,0.86227286,0.79794365,0.9262405,1.0
County,Bexar,2021-02-23,0.8646655,0.7977886,0.9332341,1.0
County,Bexar,2021-02-24,0.86261135,0.7933234,0.9287689,1.0
County,Bexar,2021-02-25,0.8551825,0.7888582,0.9168988,1.0
County,Bexar,2021-02-26,0.84122115,0.77397406,0.90945673,1.0
County,Bexar,2021-02-27,0.8188032,0.7546247,0.88709337,1.0
County,Bexar,2021-02-28,0.78410935,0.72336805,0.84690624,1.0
County,Bexar,2021-03-01,0.7260202,0.6682596,0.7873698,1.0
County,Bexar,2021-03-02,0.7536018,0.6765464,0.8276417,1.0
County,Bexar,2021-03-03,0.77225333,0.7013531,0.85244846,1.0
County,Bexar,2021-03-04,0.78284717,0.7058634,0.8592139,1.0
County,Bexar,2021-03-05,0.7849117,0.7013531,0.8637806,1.0
County,Bexar,2021-03-06,0.7769288,0.7013531,0.85476,1.0
County,Bexar,2021-03-07,0.75530696,0.67880154,0.8344636,1.0
County,Bexar,2021-03-08,0.7086904,0.64040756,0.7848502,1.0
County,Bexar,2021-03-09,0.75260615,0.6580882,0.8602941,1.0
County,Bexar,2021-03-10,0.79114634,0.6911765,0.8897978,1.0
County,Bexar,2021-03-11,0.82565737,0.7242647,0.9264706,1.0
County,Bexar,2021-03-12,0.85684574,0.75,0.9522059,1.0
County,Bexar,2021-03-13,0.8854199,0.7794118,0.9889706,1.0
County,Bexar,2021-03-14,0.9123931,0.80514705,1.0110294,1.0
County,Bexar,2021-03-15,0.94010603,0.8272059,1.0514706,1.0
County,Bexar,2021-03-16,0.94826126,0.84713376,1.0495713,1.0
County,Bexar,2021-03-17,0.95552415,0.84713376,1.0632043,1.0
County,Bexar,2021-03-18,0.96149576,0.8573371,1.0632043,1.0
County,Bexar,2021-03-19,0.96602136,0.86085254,1.0701494,1.0
County,Bexar,2021-03-20,0.96883684,0.8574228,1.0734934,1.0
County,Bexar,2021-03-21,0.9692198,0.86085254,1.0769231,1.0
County,Bexar,2021-03-22,0.96441716,0.8641965,1.06329,1.0
County,Bexar,2021-03-23,0.9874413,0.8715742,1.1000544,1.0
County,Bexar,2021-03-24,1.0095412,0.8983143,1.122988,1.0
County,Bexar,2021-03-25,1.0325602,0.91353995,1.1420201,1.0
County,Bexar,2021-03-26,1.0582132,0.9400897,1.1723763,1.0
County,Bexar,2021-03-27,1.0888271,0.9706362,1.2104404,1.0
County,Bexar,2021-03-28,1.1286155,1.0086052,1.2485998,1.0
County,Bexar,2021-03-29,1.189771,1.0543774,1.3170202,1.0
County,Bexar,2021-03-30,1.1432085,1.037544,1.2429996,1.0
County,Bexar,2021-03-31,1.1148489,1.0100998,1.2154869,1.0
County,Bexar,2021-04-01,1.0962914,0.9964802,1.1936547,1.0
County,Bexar,2021-04-02,1.0844427,0.98005474,1.1826359,1.0
County,Bexar,2021-04-03,1.077971,0.9827923,1.1771607,1.0
County,Bexar,2021-04-04,1.0767065,0.9772487,1.1827043,1.0
County,Bexar,2021-04-05,1.082706,0.98005474,1.1799668,1.0
County,Bexar,2021-04-06,1.0661645,0.9692697,1.1666666,1.0
County,Bexar,2021-04-07,1.054758,0.9565528,1.1514823,1.0
County,Bexar,2021-04-08,1.0467275,0.9515546,1.1414226,1.0
County,Bexar,2021-04-09,1.0413252,0.94649315,1.1338304,1.0
County,Bexar,2021-04-10,1.0382482,0.94649315,1.1338304,1.0
County,Bexar,2021-04-11,1.0376282,0.94642985,1.1312364,1.0
County,Bexar,2021-04-12,1.0407434,0.9515546,1.136298,1.0
County,Bexar,2021-04-13,1.0308309,0.94477046,1.1235762,1.0
County,Bexar,2021-04-14,1.0233084,0.9375216,1.1211598,1.0
County,Bexar,2021-04-15,1.0172611,0.9326286,1.1091387,1.0
County,Bexar,2021-04-16,1.0122793,0.9205471,1.0970573,1.0
County,Bexar,2021-04-17,1.0081614,0.9133586,1.0922247,1.0
County,Bexar,2021-04-18,1.004955,0.9109424,1.0922247,1.0
