County,Date,cases_cumulative,deaths_cumulative,cases_daily,deaths_daily,source
Bexar,2020-02-18,0,0,0,0,county level dashboards
Bexar,2020-02-25,0,0,0,0,county level dashboards
Bexar,2020-03-03,0,0,0,0,county level dashboards
Bexar,2020-03-10,0,0,0,0,county level dashboards
Bexar,2020-03-17,0,0,0,0,county level dashboards
Bexar,2020-03-24,72,0,72,0,county level dashboards
Bexar,2020-03-31,206,4,134,4,county level dashboards
Bexar,2020-04-07,503,11,297,7,county level dashboards
Bexar,2020-04-14,815,31,312,20,county level dashboards
Bexar,2020-04-21,1080,37,265,6,county level dashboards
Bexar,2020-04-28,1307,42,227,5,county level dashboards
Bexar,2020-05-05,1677,50,370,8,county level dashboards
Bexar,2020-05-12,1942,55,265,5,county level dashboards
Bexar,2020-05-19,2278,60,336,5,county level dashboards
Bexar,2020-05-26,2480,67,202,7,county level dashboards
Bexar,2020-06-02,2882,73,402,6,county level dashboards
Bexar,2020-06-09,3513,78,631,5,county level dashboards
Bexar,2020-06-16,4876,87,1363,9,county level dashboards
Bexar,2020-06-23,7467,98,2591,11,county level dashboards
Bexar,2020-06-30,12065,108,4598,10,county level dashboards
Bexar,2020-07-07,15880,135,3815,27,county level dashboards
Bexar,2020-07-14,21067,199,5187,64,county level dashboards
Bexar,2020-07-21,31867,272,10800,73,county level dashboards
Bexar,2020-07-28,37984,333,6117,61,county level dashboards
Bexar,2020-08-04,41274,378,3290,45,county level dashboards
Bexar,2020-08-11,43164,517,1890,139,county level dashboards
Bexar,2020-08-18,44265,635,1101,118,county level dashboards
Bexar,2020-08-25,45488,739,1223,104,county level dashboards
Bexar,2020-09-01,46663,820,1175,81,county level dashboards
Bexar,2020-09-08,47736,977,1073,157,county level dashboards
Bexar,2020-09-15,50131,1017,2395,40,county level dashboards
Bexar,2020-09-22,53639,1066,3508,49,county level dashboards
Bexar,2020-09-29,57677,1133,4038,67,county level dashboards
Bexar,2020-10-06,58939,1166,1262,33,county level dashboards
Bexar,2020-10-13,59902,1205,963,39,county level dashboards
Bexar,2020-10-20,63594,1228,3692,23,county level dashboards
Bexar,2020-10-27,64941,1245,1347,17,county level dashboards
Bexar,2020-11-03,66529,1258,1588,13,county level dashboards
Bexar,2020-11-10,68376,1283,1847,25,county level dashboards
Bexar,2020-11-17,70528,1302,2152,19,county level dashboards
Bexar,2020-11-24,75718,1335,5190,33,county level dashboards
Bexar,2020-12-01,81626,1360,5908,25,county level dashboards
Bexar,2020-12-08,89490,1404,7864,44,county level dashboards
Bexar,2020-12-15,96140,1433,6650,29,county level dashboards
Bexar,2020-12-22,105164,1469,9024,36,county level dashboards
Bexar,2020-12-29,114362,1519,9198,50,county level dashboards
Bexar,2021-01-05,124800,1572,10438,53,county level dashboards
Bexar,2021-01-12,137407,1658,12607,86,county level dashboards
Bexar,2021-01-19,152231,1820,14824,162,county level dashboards
Bexar,2021-01-26,162929,1996,10698,176,county level dashboards
Bexar,2021-02-02,176790,2165,13861,169,county level dashboards
Bexar,2021-02-09,184784,2360,7994,195,county level dashboards
Bexar,2021-02-16,189258,2395,4474,35,county level dashboards
Bexar,2021-02-23,193961,2499,4703,104,county level dashboards
Bexar,2021-03-02,197065,2668,3104,169,county level dashboards
Bexar,2021-03-09,198969,2851,1904,183,county level dashboards
Bexar,2021-03-16,201010,2989,2041,138,county level dashboards
Bexar,2021-03-23,202849,3071,1839,82,county level dashboards
Bexar,2021-03-30,205406,3146,2557,75,county level dashboards
Bexar,2021-04-06,208172,3210,2766,64,county level dashboards
Bexar,2021-04-13,211069,3279,2897,69,county level dashboards
Bexar,2021-04-20,214071,3322,3002,43,county level dashboards
Bexar,2021-04-27,216476,3349,2405,27,county level dashboards
Bexar,2021-05-04,218712,3371,2236,22,county level dashboards
Bexar,2021-05-11,220054,3398,1342,27,county level dashboards
Bexar,2021-05-18,221337,3431,1283,33,county level dashboards
Bexar,2021-05-25,222571,3452,1234,21,county level dashboards
Bexar,2021-06-01,223283,3480,712,28,county level dashboards
Bexar,2021-06-08,224667,3518,1384,38,county level dashboards
Bexar,2021-06-15,225547,3531,880,13,county level dashboards
Bexar,2021-06-22,226404,3545,857,14,county level dashboards
Bexar,2021-06-29,227474,3548,1070,3,county level dashboards
Bexar,2021-07-06,228638,3554,1164,6,county level dashboards
Bexar,2021-07-13,230623,3557,1985,3,county level dashboards
Bexar,2021-07-20,233167,3563,2544,6,county level dashboards
Bexar,2021-07-27,237289,3568,4122,5,county level dashboards
Bexar,2021-08-02,245309,3580,8020,12,county level dashboards
Bexar,2021-08-09,254220,3590,8911,10,county level dashboards
Bexar,2021-08-16,265614,3635,11394,45,county level dashboards
Bexar,2021-08-23,273833,3672,8219,37,county level dashboards
Bexar,2021-08-30,281748,3742,7915,70,county level dashboards
Bexar,2021-09-06,290304,3788,8556,46,county level dashboards
Bexar,2021-09-13,296032,3835,5728,47,county level dashboards
Bexar,2021-09-20,300595,3862,4563,27,county level dashboards
Bexar,2021-09-27,304905,3905,4310,43,county level dashboards
Bexar,2021-10-04,307957,3931,3052,26,county level dashboards
Bexar,2021-10-11,310503,3956,2546,25,county level dashboards
Bexar,2021-10-18,312632,3968,2129,12,county level dashboards
Bexar,2021-10-25,314193,3978,1561,10,county level dashboards
Bexar,2021-11-01,315488,4002,1295,24,county level dashboards
Bexar,2021-11-08,316549,4016,1061,14,county level dashboards
Bexar,2021-11-15,318106,4023,1557,7,county level dashboards
Bexar,2021-11-23,319368,4024,1262,1,county level dashboards
Bexar,2021-11-29,320524,4028,1156,4,county level dashboards
Bexar,2021-12-06,322295,4031,1771,3,county level dashboards
Bexar,2021-12-13,323957,4040,1662,9,county level dashboards
Bexar,2021-12-20,326136,4049,2179,9,county level dashboards
Bexar,2021-12-27,330342,4053,4206,4,county level dashboards
Bexar,2022-01-03,348159,4055,17817,2,county level dashboards
Bexar,2022-01-10,373676,4072,25517,17,county level dashboards
Bexar,2022-01-17,416659,4091,42983,19,county level dashboards
Bexar,2022-01-24,455442,4140,38783,49,county level dashboards
Bexar,2022-01-31,484735,4176,29293,36,county level dashboards
Bexar,2022-02-07,497065,4226,12330,50,county level dashboards
Bexar,2022-02-14,502433,4254,5368,28,county level dashboards
Bexar,2022-02-21,505130,4288,2697,34,county level dashboards
Bexar,2022-02-28,506594,4322,1464,34,county level dashboards
Bexar,2022-03-07,507526,4341,932,19,county level dashboards
Bexar,2022-03-14,508087,4352,561,11,county level dashboards
Bexar,2022-03-21,508484,4359,397,7,county level dashboards
Bexar,2022-03-28,509004,4365,520,6,county level dashboards
Bexar,2022-04-04,509493,4369,489,4,county level dashboards
Bexar,2022-04-11,509974,4373,481,4,county level dashboards
Bexar,2022-04-18,510706,4373,732,0,county level dashboards
Bexar,2022-04-25,511509,4374,803,1,county level dashboards
Bexar,2022-05-02,512401,4374,892,0,county level dashboards
Bexar,2022-05-09,513613,4374,1212,0,county level dashboards
Bexar,2022-05-16,515137,4376,1524,2,county level dashboards
Bexar,2022-05-23,517598,4382,2461,6,county level dashboards
Bexar,2022-05-30,520543,4382,2945,0,county level dashboards
Bexar,2022-06-06,524141,4384,3598,2,county level dashboards
Bexar,2022-06-13,528157,4387,4016,3,county level dashboards
Bexar,2022-06-20,532828,4390,4671,3,county level dashboards
Bexar,2022-06-27,538698,4393,5870,3,county level dashboards
Bexar,2022-07-04,545343,4394,6645,1,county level dashboards
Bexar,2022-07-11,552225,4396,6882,2,county level dashboards
Bexar,2022-07-18,559209,4398,6984,2,county level dashboards
Bexar,2022-07-25,565840,4400,6631,2,county level dashboards
Bexar,2022-08-01,572098,4402,6258,2,county level dashboards
Bexar,2022-08-08,577106,4404,5008,2,county level dashboards
Bexar,2022-08-15,582870,4405,5764,1,county level dashboards
Bexar,2022-08-22,587503,4407,4633,2,county level dashboards
Bexar,2022-08-29,592525,4409,5022,2,county level dashboards
Bexar,2022-09-05,597265,4411,4740,2,county level dashboards
Bexar,2022-09-12,600786,4415,3521,4,county level dashboards
Bexar,2022-09-19,603272,4417,2486,2,county level dashboards
Bexar,2022-09-26,604963,4418,1691,1,county level dashboards
Bexar,2022-10-03,606190,4418,1227,0,county level dashboards
Bexar,2022-10-10,607078,4422,888,4,county level dashboards
Bexar,2022-10-17,607995,4422,917,0,county level dashboards
Bexar,2022-10-24,608730,4422,735,0,county level dashboards
Bexar,2022-10-31,609413,4423,683,1,county level dashboards
Bexar,2022-11-07,610123,4423,710,0,county level dashboards
Bexar,2022-11-14,611141,4425,1018,2,county level dashboards
Bexar,2022-11-21,612437,4425,1296,0,county level dashboards
Bexar,2022-11-28,613834,4427,1397,2,county level dashboards
Bexar,2022-12-05,616272,4427,2438,0,county level dashboards
Bexar,2022-12-12,619081,4427,2809,0,county level dashboards
Bexar,2022-12-19,621356,4430,2275,3,county level dashboards
Bexar,2022-12-26,623898,4434,2542,4,county level dashboards
Bexar,2023-01-02,627023,4435,3125,1,county level dashboards
Bexar,2023-01-09,629520,4436,2497,1,county level dashboards
Bexar,2023-01-16,632361,4443,2841,7,county level dashboards
Bexar,2023-01-23,633739,4444,1378,1,county level dashboards
Bexar,2023-01-30,635078,4448,1339,4,county level dashboards
Bexar,2023-02-06,636611,4449,1533,1,county level dashboards
Bexar,2023-02-13,638336,4449,1725,0,county level dashboards
Bexar,2023-02-20,639255,4450,919,1,county level dashboards
Bexar,2023-02-27,640495,4450,1240,0,county level dashboards
Bexar,2023-03-06,641560,4452,1065,2,county level dashboards
Bexar,2023-03-13,642562,4453,1002,1,county level dashboards
Bexar,2023-03-20,643158,4453,596,0,county level dashboards
Bexar,2023-03-27,643949,4454,791,1,county level dashboards
Bexar,2023-04-03,644802,4455,853,1,county level dashboards
Bexar,2023-04-10,645472,4455,670,0,county level dashboards
Bexar,2023-04-17,646396,4455,924,0,county level dashboards
Bexar,2023-04-24,647065,4457,669,2,county level dashboards
Bexar,2023-05-01,647621,4458,556,1,county level dashboards
Bexar,2023-05-08,648208,4458,587,0,county level dashboards
Bexar,2023-05-15,648570,4458,362,0,county level dashboards
Bexar,2023-05-23,649044,4458,474,0,county level dashboards
Bexar,2023-05-30,649315,4458,271,0,county level dashboards
Bexar,2023-06-06,649680,4458,365,0,county level dashboards
Bexar,2023-06-13,650023,4459,343,1,county level dashboards
Bexar,2023-06-20,650279,4459,256,0,county level dashboards
Bexar,2023-06-27,650627,4461,348,2,county level dashboards
Bexar,2023-07-05,650958,4463,331,2,county level dashboards
Bexar,2023-07-11,651410,4464,452,1,county level dashboards
Bexar,2023-07-18,651919,4464,509,0,county level dashboards
Bexar,2023-07-25,652646,4464,727,0,county level dashboards
Bexar,2023-08-01,653562,4466,916,2,county level dashboards
Bexar,2023-08-08,654789,4466,1227,0,county level dashboards
Denton,2020-03-01,0,0,0,0,county level dashboards
Denton,2020-03-03,0,0,0,0,county level dashboards
Denton,2020-03-04,0,0,0,0,county level dashboards
Denton,2020-03-05,0,0,0,0,county level dashboards
Denton,2020-03-07,0,0,0,0,county level dashboards
Denton,2020-03-09,0,0,0,0,county level dashboards
Denton,2020-03-10,0,0,0,0,county level dashboards
Denton,2020-03-11,0,0,0,0,county level dashboards
Denton,2020-03-12,0,0,0,0,county level dashboards
Denton,2020-03-13,0,0,0,0,county level dashboards
Denton,2020-03-14,0,0,0,0,county level dashboards
Denton,2020-03-15,1,0,1,0,county level dashboards
Denton,2020-03-16,1,0,0,0,county level dashboards
Denton,2020-03-17,2,0,1,0,county level dashboards
Denton,2020-03-18,5,0,3,0,county level dashboards
Denton,2020-03-19,9,0,4,0,county level dashboards
Denton,2020-03-20,15,0,6,0,county level dashboards
Denton,2020-03-21,24,0,9,0,county level dashboards
Denton,2020-03-22,30,0,6,0,county level dashboards
Denton,2020-03-23,36,0,6,0,county level dashboards
Denton,2020-03-24,51,0,15,0,county level dashboards
Denton,2020-03-25,70,0,19,0,county level dashboards
Denton,2020-03-26,83,1,13,1,county level dashboards
Denton,2020-03-27,137,1,54,0,county level dashboards
Denton,2020-03-28,148,2,11,1,county level dashboards
Denton,2020-03-29,165,2,17,0,county level dashboards
Denton,2020-03-30,191,3,26,1,county level dashboards
Denton,2020-03-31,206,4,15,1,county level dashboards
Denton,2020-04-01,231,4,25,0,county level dashboards
Denton,2020-04-02,254,5,23,1,county level dashboards
Denton,2020-04-03,273,6,19,1,county level dashboards
Denton,2020-04-04,288,6,15,0,county level dashboards
Denton,2020-04-05,304,7,16,1,county level dashboards
Denton,2020-04-06,337,7,33,0,county level dashboards
Denton,2020-04-07,366,7,29,0,county level dashboards
Denton,2020-04-08,398,7,32,0,county level dashboards
Denton,2020-04-09,426,9,28,2,county level dashboards
Denton,2020-04-10,454,10,28,1,county level dashboards
Denton,2020-04-11,474,13,20,3,county level dashboards
Denton,2020-04-12,482,13,8,0,county level dashboards
Denton,2020-04-13,507,13,25,0,county level dashboards
Denton,2020-04-14,521,14,14,1,county level dashboards
Denton,2020-04-15,547,14,26,0,county level dashboards
Denton,2020-04-16,564,15,17,1,county level dashboards
Denton,2020-04-17,585,15,21,0,county level dashboards
Denton,2020-04-18,592,16,7,1,county level dashboards
Denton,2020-04-19,593,16,1,0,county level dashboards
Denton,2020-04-20,598,17,5,1,county level dashboards
Denton,2020-04-21,619,18,21,1,county level dashboards
Denton,2020-04-22,644,19,25,1,county level dashboards
Denton,2020-04-23,661,19,17,0,county level dashboards
Denton,2020-04-24,680,19,19,0,county level dashboards
Denton,2020-04-25,702,20,22,1,county level dashboards
Denton,2020-04-26,713,20,11,0,county level dashboards
Denton,2020-04-27,725,20,12,0,county level dashboards
Denton,2020-04-28,738,20,13,0,county level dashboards
Denton,2020-04-29,748,20,10,0,county level dashboards
Denton,2020-04-30,765,21,17,1,county level dashboards
Denton,2020-05-01,786,22,21,1,county level dashboards
Denton,2020-05-02,799,22,13,0,county level dashboards
Denton,2020-05-03,803,22,4,0,county level dashboards
Denton,2020-05-04,806,22,3,0,county level dashboards
Denton,2020-05-05,832,22,26,0,county level dashboards
Denton,2020-05-06,846,22,14,0,county level dashboards
Denton,2020-05-07,872,23,26,1,county level dashboards
Denton,2020-05-08,902,25,30,2,county level dashboards
Denton,2020-05-09,914,25,12,0,county level dashboards
Denton,2020-05-10,922,25,8,0,county level dashboards
Denton,2020-05-11,946,25,24,0,county level dashboards
Denton,2020-05-12,968,25,22,0,county level dashboards
Denton,2020-05-13,989,25,21,0,county level dashboards
Denton,2020-05-14,1016,28,27,3,county level dashboards
Denton,2020-05-15,1040,28,24,0,county level dashboards
Denton,2020-05-16,1051,28,11,0,county level dashboards
Denton,2020-05-17,1069,28,18,0,county level dashboards
Denton,2020-05-18,1088,28,19,0,county level dashboards
Denton,2020-05-19,1116,28,28,0,county level dashboards
Denton,2020-05-20,1161,28,45,0,county level dashboards
Denton,2020-05-21,1188,29,27,1,county level dashboards
Denton,2020-05-22,1205,30,17,1,county level dashboards
Denton,2020-05-23,1212,30,7,0,county level dashboards
Denton,2020-05-24,1224,30,12,0,county level dashboards
Denton,2020-05-25,1233,30,9,0,county level dashboards
Denton,2020-05-26,1255,30,22,0,county level dashboards
Denton,2020-05-27,1285,30,30,0,county level dashboards
Denton,2020-05-28,1318,30,33,0,county level dashboards
Denton,2020-05-29,1329,30,11,0,county level dashboards
Denton,2020-05-30,1357,31,28,1,county level dashboards
Denton,2020-05-31,1372,31,15,0,county level dashboards
Denton,2020-06-01,1398,32,26,1,county level dashboards
Denton,2020-06-02,1416,32,18,0,county level dashboards
Denton,2020-06-03,1435,32,19,0,county level dashboards
Denton,2020-06-04,1454,32,19,0,county level dashboards
Denton,2020-06-05,1467,33,13,1,county level dashboards
Denton,2020-06-06,1486,33,19,0,county level dashboards
Denton,2020-06-07,1500,33,14,0,county level dashboards
Denton,2020-06-08,1524,34,24,1,county level dashboards
Denton,2020-06-09,1559,35,35,1,county level dashboards
Denton,2020-06-10,1599,36,40,1,county level dashboards
Denton,2020-06-11,1632,36,33,0,county level dashboards
Denton,2020-06-12,1687,36,55,0,county level dashboards
Denton,2020-06-13,1719,36,32,0,county level dashboards
Denton,2020-06-14,1736,36,17,0,county level dashboards
Denton,2020-06-15,1772,36,36,0,county level dashboards
Denton,2020-06-16,1812,36,40,0,county level dashboards
Denton,2020-06-17,1894,36,82,0,county level dashboards
Denton,2020-06-18,1981,36,87,0,county level dashboards
Denton,2020-06-19,2055,36,74,0,county level dashboards
Denton,2020-06-20,2114,36,59,0,county level dashboards
Denton,2020-06-21,2164,36,50,0,county level dashboards
Denton,2020-06-22,2220,36,56,0,county level dashboards
Denton,2020-06-23,2303,36,83,0,county level dashboards
Denton,2020-06-24,2418,37,115,1,county level dashboards
Denton,2020-06-25,2495,37,77,0,county level dashboards
Denton,2020-06-26,2582,37,87,0,county level dashboards
Denton,2020-06-27,2630,37,48,0,county level dashboards
Denton,2020-06-28,2670,37,40,0,county level dashboards
Denton,2020-06-29,2740,37,70,0,county level dashboards
Denton,2020-06-30,2844,37,104,0,county level dashboards
Denton,2020-07-01,2950,37,106,0,county level dashboards
Denton,2020-07-02,3031,37,81,0,county level dashboards
Denton,2020-07-03,3183,37,152,0,county level dashboards
Denton,2020-07-04,3278,37,95,0,county level dashboards
Denton,2020-07-05,3337,37,59,0,county level dashboards
Denton,2020-07-06,3402,37,65,0,county level dashboards
Denton,2020-07-07,3458,37,56,0,county level dashboards
Denton,2020-07-08,3581,37,123,0,county level dashboards
Denton,2020-07-09,3696,38,115,1,county level dashboards
Denton,2020-07-10,3809,39,113,1,county level dashboards
Denton,2020-07-11,3936,40,127,1,county level dashboards
Denton,2020-07-12,4048,40,112,0,county level dashboards
Denton,2020-07-13,4161,40,113,0,county level dashboards
Denton,2020-07-14,4315,41,154,1,county level dashboards
Denton,2020-07-15,4466,41,151,0,county level dashboards
Denton,2020-07-16,4604,41,138,0,county level dashboards
Denton,2020-07-17,4763,42,159,1,county level dashboards
Denton,2020-07-18,4884,42,121,0,county level dashboards
Denton,2020-07-19,4965,42,81,0,county level dashboards
Denton,2020-07-20,5095,45,130,3,county level dashboards
Denton,2020-07-21,5313,45,218,0,county level dashboards
Denton,2020-07-22,5540,46,227,1,county level dashboards
Denton,2020-07-23,5720,46,180,0,county level dashboards
Denton,2020-07-24,5910,47,190,1,county level dashboards
Denton,2020-07-25,6037,49,127,2,county level dashboards
Denton,2020-07-26,6115,49,78,0,county level dashboards
Denton,2020-07-27,6202,51,87,2,county level dashboards
Denton,2020-07-28,6325,51,123,0,county level dashboards
Denton,2020-07-29,6487,53,162,2,county level dashboards
Denton,2020-07-30,6675,53,188,0,county level dashboards
Denton,2020-07-31,6797,54,122,1,county level dashboards
Denton,2020-08-01,6888,55,91,1,county level dashboards
Denton,2020-08-02,6932,55,44,0,county level dashboards
Denton,2020-08-03,7026,56,94,1,county level dashboards
Denton,2020-08-04,7120,56,94,0,county level dashboards
Denton,2020-08-05,7250,56,130,0,county level dashboards
Denton,2020-08-06,7367,57,117,1,county level dashboards
Denton,2020-08-07,7512,60,145,3,county level dashboards
Denton,2020-08-08,7579,62,67,2,county level dashboards
Denton,2020-08-09,7637,62,58,0,county level dashboards
Denton,2020-08-10,7738,62,101,0,county level dashboards
Denton,2020-08-11,7860,66,122,4,county level dashboards
Denton,2020-08-12,7952,73,92,7,county level dashboards
Denton,2020-08-13,8070,80,118,7,county level dashboards
Denton,2020-08-14,8207,82,137,2,county level dashboards
Denton,2020-08-15,8293,82,86,0,county level dashboards
Denton,2020-08-17,8420,82,127,0,county level dashboards
Denton,2020-08-18,8576,90,156,8,county level dashboards
Denton,2020-08-19,8681,90,105,0,county level dashboards
Denton,2020-08-20,8832,90,151,0,county level dashboards
Denton,2020-08-21,8941,93,109,3,county level dashboards
Denton,2020-08-22,9086,93,145,0,county level dashboards
Denton,2020-08-24,9226,93,140,0,county level dashboards
Denton,2020-08-25,9397,98,171,5,county level dashboards
Denton,2020-08-26,9534,98,137,0,county level dashboards
Denton,2020-08-27,9735,100,201,2,county level dashboards
Denton,2020-08-28,9865,100,130,0,county level dashboards
Denton,2020-08-29,9984,100,119,0,county level dashboards
Denton,2020-08-31,10114,100,130,0,county level dashboards
Denton,2020-09-01,10228,101,114,1,county level dashboards
Denton,2020-09-02,10329,101,101,0,county level dashboards
Denton,2020-09-03,10411,101,82,0,county level dashboards
Denton,2020-09-04,10503,101,92,0,county level dashboards
Denton,2020-09-05,10577,101,74,0,county level dashboards
Denton,2020-09-07,10628,101,51,0,county level dashboards
Denton,2020-09-08,10755,105,127,4,county level dashboards
Denton,2020-09-09,10836,105,81,0,county level dashboards
Denton,2020-09-10,10905,105,69,0,county level dashboards
Denton,2020-09-11,10966,105,61,0,county level dashboards
Denton,2020-09-12,11002,105,36,0,county level dashboards
Denton,2020-09-14,11116,105,114,0,county level dashboards
Denton,2020-09-15,11209,105,93,0,county level dashboards
Denton,2020-09-16,11301,107,92,2,county level dashboards
Denton,2020-09-17,11366,107,65,0,county level dashboards
Denton,2020-09-18,11425,107,59,0,county level dashboards
Denton,2020-09-19,11485,107,60,0,county level dashboards
Denton,2020-09-21,11591,107,106,0,county level dashboards
Denton,2020-09-22,11686,109,95,2,county level dashboards
Denton,2020-09-23,11754,109,68,0,county level dashboards
Denton,2020-09-24,11844,109,90,0,county level dashboards
Denton,2020-09-25,11933,109,89,0,county level dashboards
Denton,2020-09-26,11967,109,34,0,county level dashboards
Denton,2020-09-28,12042,109,75,0,county level dashboards
Denton,2020-09-29,12131,109,89,0,county level dashboards
Denton,2020-09-30,12225,109,94,0,county level dashboards
Denton,2020-10-01,12301,109,76,0,county level dashboards
Denton,2020-10-02,12366,109,65,0,county level dashboards
Denton,2020-10-03,12408,109,42,0,county level dashboards
Denton,2020-10-05,12493,109,85,0,county level dashboards
Denton,2020-10-06,13728,109,1235,0,county level dashboards
Denton,2020-10-07,13863,113,135,4,county level dashboards
Denton,2020-10-08,13973,113,110,0,county level dashboards
Denton,2020-10-09,14118,113,145,0,county level dashboards
Denton,2020-10-10,14176,113,58,0,county level dashboards
Denton,2020-10-12,14327,113,151,0,county level dashboards
Denton,2020-10-13,14453,116,126,3,county level dashboards
Denton,2020-10-14,14635,116,182,0,county level dashboards
Denton,2020-10-15,14778,116,143,0,county level dashboards
Denton,2020-10-16,14990,117,212,1,county level dashboards
Denton,2020-10-17,15113,117,123,0,county level dashboards
Denton,2020-10-19,15265,118,152,1,county level dashboards
Denton,2020-10-20,15409,118,144,0,county level dashboards
Denton,2020-10-21,15578,118,169,0,county level dashboards
Denton,2020-10-22,15702,118,124,0,county level dashboards
Denton,2020-10-23,15909,118,207,0,county level dashboards
Denton,2020-10-24,16034,118,125,0,county level dashboards
Denton,2020-10-26,16253,118,219,0,county level dashboards
Denton,2020-10-27,16417,123,164,5,county level dashboards
Denton,2020-10-28,16573,127,156,4,county level dashboards
Denton,2020-10-29,16699,130,126,3,county level dashboards
Denton,2020-10-30,16841,132,142,2,county level dashboards
Denton,2020-10-31,16958,138,117,6,county level dashboards
Denton,2020-11-02,17196,138,238,0,county level dashboards
Denton,2020-11-03,17415,138,219,0,county level dashboards
Denton,2020-11-04,17616,138,201,0,county level dashboards
Denton,2020-11-05,17823,138,207,0,county level dashboards
Denton,2020-11-06,18037,138,214,0,county level dashboards
Denton,2020-11-07,18095,138,58,0,county level dashboards
Denton,2020-11-09,18370,138,275,0,county level dashboards
Denton,2020-11-10,18579,142,209,4,county level dashboards
Denton,2020-11-11,18873,142,294,0,county level dashboards
Denton,2020-11-12,19067,142,194,0,county level dashboards
Denton,2020-11-13,19301,142,234,0,county level dashboards
Denton,2020-11-14,19551,142,250,0,county level dashboards
Denton,2020-11-16,19886,146,335,4,county level dashboards
Denton,2020-11-17,20130,146,244,0,county level dashboards
Denton,2020-11-18,20381,146,251,0,county level dashboards
Denton,2020-11-19,20716,146,335,0,county level dashboards
Denton,2020-11-20,21119,146,403,0,county level dashboards
Denton,2020-11-21,21427,146,308,0,county level dashboards
Denton,2020-11-23,21911,147,484,1,county level dashboards
Denton,2020-11-24,22323,147,412,0,county level dashboards
Denton,2020-11-25,22758,148,435,1,county level dashboards
Denton,2020-11-26,22758,148,0,0,county level dashboards
Denton,2020-11-27,23063,148,305,0,county level dashboards
Denton,2020-11-28,23244,148,181,0,county level dashboards
Denton,2020-11-30,23612,148,368,0,county level dashboards
Denton,2020-12-01,24098,148,486,0,county level dashboards
Denton,2020-12-02,24586,148,488,0,county level dashboards
Denton,2020-12-03,25054,152,468,4,county level dashboards
Denton,2020-12-04,25604,158,550,6,county level dashboards
Denton,2020-12-05,25990,158,386,0,county level dashboards
Denton,2020-12-07,26577,158,587,0,county level dashboards
Denton,2020-12-08,27134,161,557,3,county level dashboards
Denton,2020-12-09,27849,161,715,0,county level dashboards
Denton,2020-12-10,28528,161,679,0,county level dashboards
Denton,2020-12-11,29409,165,881,4,county level dashboards
Denton,2020-12-12,29831,165,422,0,county level dashboards
Denton,2020-12-14,30666,165,835,0,county level dashboards
Denton,2020-12-15,31519,167,853,2,county level dashboards
Denton,2020-12-16,32212,172,693,5,county level dashboards
Denton,2020-12-17,33043,180,831,8,county level dashboards
Denton,2020-12-18,33740,183,697,3,county level dashboards
Denton,2020-12-19,34221,183,481,0,county level dashboards
Denton,2020-12-21,34949,184,728,1,county level dashboards
Denton,2020-12-22,35474,184,525,0,county level dashboards
Denton,2020-12-23,36221,187,747,3,county level dashboards
Denton,2020-12-24,36221,187,0,0,county level dashboards
Denton,2020-12-25,36221,187,0,0,county level dashboards
Denton,2020-12-26,36735,187,514,0,county level dashboards
Denton,2020-12-28,37189,198,454,11,county level dashboards
Denton,2020-12-29,38023,206,834,8,county level dashboards
Denton,2020-12-30,38613,209,590,3,county level dashboards
Denton,2020-12-31,39111,214,498,5,county level dashboards
Denton,2021-01-01,39111,214,0,0,county level dashboards
Denton,2021-01-02,39721,218,610,4,county level dashboards
Denton,2021-01-04,40131,218,410,0,county level dashboards
Denton,2021-01-05,40692,218,561,0,county level dashboards
Denton,2021-01-06,41338,224,646,6,county level dashboards
Denton,2021-01-07,42028,228,690,4,county level dashboards
Denton,2021-01-08,42640,228,612,0,county level dashboards
Denton,2021-01-09,43037,233,397,5,county level dashboards
Denton,2021-01-11,43512,237,475,4,county level dashboards
Denton,2021-01-12,44090,237,578,0,county level dashboards
Denton,2021-01-13,44739,237,649,0,county level dashboards
Denton,2021-01-14,45278,237,539,0,county level dashboards
Denton,2021-01-15,45747,249,469,12,county level dashboards
Denton,2021-01-16,46206,249,459,0,county level dashboards
Denton,2021-01-18,46206,249,0,0,county level dashboards
Denton,2021-01-19,47267,257,1061,8,county level dashboards
Denton,2021-01-20,48127,265,860,8,county level dashboards
Denton,2021-01-21,48877,268,750,3,county level dashboards
Denton,2021-01-22,49533,283,656,15,county level dashboards
Denton,2021-01-23,49750,283,217,0,county level dashboards
Denton,2021-01-25,50379,294,629,11,county level dashboards
Denton,2021-01-26,51152,308,773,14,county level dashboards
Denton,2021-01-27,51797,308,645,0,county level dashboards
Denton,2021-01-28,52533,313,736,5,county level dashboards
Denton,2021-01-29,53187,318,654,5,county level dashboards
Denton,2021-01-30,53494,318,307,0,county level dashboards
Denton,2021-02-01,54093,325,599,7,county level dashboards
Denton,2021-02-02,54682,325,589,0,county level dashboards
Denton,2021-02-03,55302,325,620,0,county level dashboards
Denton,2021-02-04,55760,344,458,19,county level dashboards
Denton,2021-02-05,56241,344,481,0,county level dashboards
Denton,2021-02-06,56564,344,323,0,county level dashboards
Denton,2021-02-08,57173,348,609,4,county level dashboards
Denton,2021-02-09,57853,348,680,0,county level dashboards
Denton,2021-02-10,58578,363,725,15,county level dashboards
Denton,2021-02-11,59251,374,673,11,county level dashboards
Denton,2021-02-12,59779,382,528,8,county level dashboards
Denton,2021-02-13,60097,382,318,0,county level dashboards
