"County","Date","Tests","TPR_CMS"
"Anderson","2021-06-28",692,0.02
"Andrews","2021-06-28",43,0
"Angelina","2021-06-28",691,0.035
"Aransas","2021-06-28",184,0.065
"Archer","2021-06-28",NA,NA
"Armstrong","2021-06-28",NA,NA
"Atascosa","2021-06-28",560,0.023
"Austin","2021-06-28",271,0.018
"Bailey","2021-06-28",NA,NA
"Bandera","2021-06-28",130,0.023
"Bastrop","2021-06-28",957,0.068
"Baylor","2021-06-28",NA,NA
"Bee","2021-06-28",482,0.021
"Bell","2021-06-28",5897,0.028
"Bexar","2021-06-28",48197,0.024
"Blanco","2021-06-28",113,0.027
"Borden","2021-06-28",NA,NA
"Bosque","2021-06-28",136,0.037
"Bowie","2021-06-28",856,0.044
"Brazoria","2021-06-28",5991,0.039
"Brazos","2021-06-28",3381,0.066
"Brewster","2021-06-28",NA,NA
"Briscoe","2021-06-28",NA,NA
"Brooks","2021-06-28",336,0.03
"Brown","2021-06-28",164,0.043
"Burleson","2021-06-28",334,0.075
"Burnet","2021-06-28",837,0.085
"Caldwell","2021-06-28",657,0.052
"Calhoun","2021-06-28",162,0.056
"Callahan","2021-06-28",32,0
"Cameron","2021-06-28",5642,0.098
"Camp","2021-06-28",76,0.039
"Carson","2021-06-28",23,0.043
"Cass","2021-06-28",116,0.043
"Castro","2021-06-28",25,0
"Chambers","2021-06-28",373,0.07
"Cherokee","2021-06-28",284,0.018
"Childress","2021-06-28",89,0
"Clay","2021-06-28",24,0.083
"Cochran","2021-06-28",NA,NA
"Coke","2021-06-28",NA,NA
"Coleman","2021-06-28",22,0.091
"Collin","2021-06-28",14656,0.02
"Collingsworth","2021-06-28",NA,NA
"Colorado","2021-06-28",151,0.026
"Comal","2021-06-28",2307,0.091
"Comanche","2021-06-28",66,0.015
"Concho","2021-06-28",NA,NA
"Cooke","2021-06-28",206,0.039
"Coryell","2021-06-28",1120,0.016
"Cottle","2021-06-28",NA,NA
"Crane","2021-06-28",NA,NA
"Crockett","2021-06-28",NA,NA
"Crosby","2021-06-28",NA,NA
"Culberson","2021-06-28",NA,NA
"Dallam","2021-06-28",NA,NA
"Dallas","2021-06-28",35550,0.028
"Dawson","2021-06-28",46,0
"DeWitt","2021-06-28",93,0.032
"Deaf Smith","2021-06-28",51,0.02
"Delta","2021-06-28",33,0.121
"Denton","2021-06-28",11439,0.026
"Dickens","2021-06-28",NA,NA
"Dimmit","2021-06-28",1149,0.131
"Donley","2021-06-28",NA,NA
"Duval","2021-06-28",190,0.032
"Eastland","2021-06-28",40,0.075
"Ector","2021-06-28",406,0.086
"Edwards","2021-06-28",NA,NA
"El Paso","2021-06-28",10090,0.034
"Ellis","2021-06-28",2108,0.037
"Erath","2021-06-28",306,0.036
"Falls","2021-06-28",179,0.006
"Fannin","2021-06-28",645,0.012
"Fayette","2021-06-28",189,0.032
"Fisher","2021-06-28",NA,NA
"Floyd","2021-06-28",22,0
"Foard","2021-06-28",NA,NA
