"County","Date","Tests","TPR_CMS"
"Anderson","2021-01-27",1246,0.136
"Andrews","2021-01-27",155,0.135
"Angelina","2021-01-27",3825,0.123
"Aransas","2021-01-27",711,0.094
"Archer","2021-01-27",132,0.136
"Armstrong","2021-01-27",30,0.1
"Atascosa","2021-01-27",4893,0.106
"Austin","2021-01-27",1057,0.178
"Bailey","2021-01-27",NA,NA
"Bandera","2021-01-27",477,0.172
"Bastrop","2021-01-27",3765,0.145
"Baylor","2021-01-27",32,0.094
"Bee","2021-01-27",1523,0.141
"Bell","2021-01-27",14943,0.128
"Bexar","2021-01-27",165748,0.129
"Blanco","2021-01-27",398,0.133
"Borden","2021-01-27",NA,NA
"Bosque","2021-01-27",500,0.16
"Bowie","2021-01-27",2552,0.138
"Brazoria","2021-01-27",14746,0.136
"Brazos","2021-01-27",14946,0.131
"Brewster","2021-01-27",179,0.134
"Briscoe","2021-01-27",23,0.087
"Brooks","2021-01-27",700,0.044
"Brown","2021-01-27",1203,0.11
"Burleson","2021-01-27",885,0.136
"Burnet","2021-01-27",2045,0.137
"Caldwell","2021-01-27",2841,0.18
"Calhoun","2021-01-27",746,0.13
"Callahan","2021-01-27",303,0.059
"Cameron","2021-01-27",11793,0.194
"Camp","2021-01-27",348,0.141
"Carson","2021-01-27",58,0.103
"Cass","2021-01-27",643,0.086
"Castro","2021-01-27",165,0.079
"Chambers","2021-01-27",1013,0.155
"Cherokee","2021-01-27",1023,0.071
"Childress","2021-01-27",149,0.208
"Clay","2021-01-27",208,0.226
"Cochran","2021-01-27",27,0.074
"Coke","2021-01-27",50,0.12
"Coleman","2021-01-27",178,0.247
"Collin","2021-01-27",46773,0.153
"Collingsworth","2021-01-27",59,0.237
"Colorado","2021-01-27",549,0.168
"Comal","2021-01-27",6761,0.169
"Comanche","2021-01-27",126,0.143
"Concho","2021-01-27",40,0.175
"Cooke","2021-01-27",1317,0.191
"Coryell","2021-01-27",2826,0.076
"Cottle","2021-01-27",25,0.16
"Crane","2021-01-27",278,0.011
"Crockett","2021-01-27",29,0.276
"Crosby","2021-01-27",77,0.091
"Culberson","2021-01-27",122,0.311
"Dallam","2021-01-27",100,0.03
"Dallas","2021-01-27",131383,0.161
"Dawson","2021-01-27",276,0.018
"DeWitt","2021-01-27",339,0.209
"Deaf Smith","2021-01-27",101,0.02
"Delta","2021-01-27",154,0.078
"Denton","2021-01-27",43635,0.151
"Dickens","2021-01-27",NA,NA
"Dimmit","2021-01-27",1451,0.163
"Donley","2021-01-27",41,0.171
"Duval","2021-01-27",1039,0.082
"Eastland","2021-01-27",133,0.165
"Ector","2021-01-27",1788,0.202
"Edwards","2021-01-27",56,0.089
"El Paso","2021-01-27",41389,0.133
"Ellis","2021-01-27",10565,0.163
"Erath","2021-01-27",837,0.117
"Falls","2021-01-27",672,0.124
"Fannin","2021-01-27",1651,0.098
"Fayette","2021-01-27",603,0.146
"Fisher","2021-01-27",59,0.237
"Floyd","2021-01-27",84,0.107
"Foard","2021-01-27",NA,NA
"Fort Bend","2021-01-27",45107,0.145
"Franklin","2021-01-27",179,0.106
"Freestone","2021-01-27",688,0.071
"Frio","2021-01-27",554,0.202
"Gaines","2021-01-27",92,0.185
"Galveston","2021-01-27",12199,0.139
"Garza","2021-01-27",106,0.038
"Gillespie","2021-01-27",1227,0.122
"Glasscock","2021-01-27",NA,NA
"Goliad","2021-01-27",161,0.267
"Gonzales","2021-01-27",702,0.318
"Gray","2021-01-27",235,0.111
"Grayson","2021-01-27",5896,0.143
"Gregg","2021-01-27",3375,0.116
"Grimes","2021-01-27",1456,0.13
"Guadalupe","2021-01-27",6015,0.137
"Hale","2021-01-27",559,0.088
"Hall","2021-01-27",79,0.329
"Hamilton","2021-01-27",389,0.075
"Hansford","2021-01-27",48,0.125
"Hardeman","2021-01-27",51,0.196
"Hardin","2021-01-27",966,0.141
"Harris","2021-01-27",229439,0.149
"Harrison","2021-01-27",1380,0.129
"Hartley","2021-01-27",NA,NA
"Haskell","2021-01-27",28,0.036
"Hays","2021-01-27",18627,0.143
"Hemphill","2021-01-27",NA,NA
"Henderson","2021-01-27",1455,0.192
"Hidalgo","2021-01-27",21199,0.183
"Hill","2021-01-27",1242,0.189
"Hockley","2021-01-27",274,0.201
"Hood","2021-01-27",1662,0.206
"Hopkins","2021-01-27",959,0.075
"Houston","2021-01-27",467,0.116
"Howard","2021-01-27",1117,0.11
"Hudspeth","2021-01-27",87,0.172
"Hunt","2021-01-27",2833,0.185
"Hutchinson","2021-01-27",258,0.147
"Irion","2021-01-27",20,0.2
"Jack","2021-01-27",106,0.198
"Jackson","2021-01-27",328,0.244
"Jasper","2021-01-27",798,0.158
"Jeff Davis","2021-01-27",25,0.08
"Jefferson","2021-01-27",6598,0.13
"Jim Hogg","2021-01-27",1055,0.1
"Jim Wells","2021-01-27",2080,0.132
"Johnson","2021-01-27",6730,0.211
"Jones","2021-01-27",324,0.062
"Karnes","2021-01-27",482,0.145
"Kaufman","2021-01-27",6002,0.181
"Kendall","2021-01-27",1472,0.12
"Kenedy","2021-01-27",NA,NA
"Kent","2021-01-27",NA,NA
"Kerr","2021-01-27",1681,0.092
"Kimble","2021-01-27",44,0.136
"King","2021-01-27",NA,NA
"Kinney","2021-01-27",216,0.236
"Kleberg","2021-01-27",1388,0.155
