"County","Date","Tests","TPR_CMS"
"Anderson",2020-09-23,344,0.11
"Andrews",2020-09-23,81,0.049
"Angelina",2020-09-23,1068,0.071
"Aransas",2020-09-23,85,0.082
"Archer",2020-09-23,35,0.143
"Armstrong",2020-09-23,26,0.038
"Atascosa",2020-09-23,1071,0.05
"Austin",2020-09-23,506,0.051
"Bailey",2020-09-23,NA,NA
"Bandera",2020-09-23,164,0.055
"Bastrop",2020-09-23,799,0.058
"Baylor",2020-09-23,NA,NA
"Bee",2020-09-23,329,0.152
"Bell",2020-09-23,6096,0.029
"Bexar",2020-09-23,28486,0.061
"Blanco",2020-09-23,87,0.011
"Borden",2020-09-23,NA,NA
"Bosque",2020-09-23,421,0.124
"Bowie",2020-09-23,1747,0.105
"Brazoria",2020-09-23,7163,0.047
"Brazos",2020-09-23,7240,0.055
"Brewster",2020-09-23,326,0.043
"Briscoe",2020-09-23,NA,NA
"Brooks",2020-09-23,463,0.089
"Brown",2020-09-23,341,0.067
"Burleson",2020-09-23,180,0.056
"Burnet",2020-09-23,499,0.034
"Caldwell",2020-09-23,394,0.069
"Calhoun",2020-09-23,344,0.081
"Callahan",2020-09-23,57,0.07
"Cameron",2020-09-23,5251,0.133
"Camp",2020-09-23,150,0.12
"Carson",2020-09-23,58,0.052
"Cass",2020-09-23,679,0.094
"Castro",2020-09-23,89,0.056
"Chambers",2020-09-23,593,0.061
"Cherokee",2020-09-23,416,0.123
"Childress",2020-09-23,35,0.086
"Clay",2020-09-23,46,0.022
"Cochran",2020-09-23,NA,NA
"Coke",2020-09-23,48,0.125
"Coleman",2020-09-23,94,0.074
"Collin",2020-09-23,21392,0.049
"Collingsworth",2020-09-23,20,0
"Colorado",2020-09-23,287,0.01
"Comal",2020-09-23,1650,0.05
"Comanche",2020-09-23,296,0.034
"Concho",2020-09-23,146,0.007
"Cooke",2020-09-23,503,0.091
"Coryell",2020-09-23,1093,0.042
"Cottle",2020-09-23,NA,NA
"Crane",2020-09-23,254,0.028
"Crockett",2020-09-23,24,0
"Crosby",2020-09-23,41,0.049
"Culberson",2020-09-23,90,0.178
"Dallam",2020-09-23,31,0.065
"Dallas",2020-09-23,47207,0.074
"Dawson",2020-09-23,239,0.213
"DeWitt",2020-09-23,186,0.188
"Deaf Smith",2020-09-23,101,0.149
"Delta",2020-09-23,38,0.105
"Denton",2020-09-23,11829,0.059
"Dickens",2020-09-23,NA,NA
"Dimmit",2020-09-23,118,0.119
"Donley",2020-09-23,34,0.147
"Duval",2020-09-23,975,0.055
"Eastland",2020-09-23,105,0.152
"Ector",2020-09-23,1472,0.09
"Edwards",2020-09-23,20,0
"El Paso",2020-09-23,12276,0.079
"Ellis",2020-09-23,3054,0.073
"Erath",2020-09-23,315,0.098
"Falls",2020-09-23,286,0.168
"Fannin",2020-09-23,1456,0.023
"Fayette",2020-09-23,352,0.094
"Fisher",2020-09-23,NA,NA
"Floyd",2020-09-23,43,0.163
"Foard",2020-09-23,NA,NA
"Fort Bend",2020-09-23,11569,0.041
"Franklin",2020-09-23,83,0.096
"Freestone",2020-09-23,268,0.019
"Frio",2020-09-23,358,0.056
"Gaines",2020-09-23,55,0.127
"Galveston",2020-09-23,7502,0.042
"Garza",2020-09-23,NA,NA
"Gillespie",2020-09-23,335,0.045
"Glasscock",2020-09-23,NA,NA
"Goliad",2020-09-23,31,0.065
"Gonzales",2020-09-23,438,0.025
"Gray",2020-09-23,230,0.104
"Grayson",2020-09-23,4109,0.041
"Gregg",2020-09-23,2237,0.089
"Grimes",2020-09-23,531,0.038
"Guadalupe",2020-09-23,1211,0.051
"Hale",2020-09-23,483,0.081
"Hall",2020-09-23,NA,NA
"Hamilton",2020-09-23,114,0.026
"Hansford",2020-09-23,150,0.02
"Hardeman",2020-09-23,NA,NA
"Hardin",2020-09-23,544,0.055
"Harris",2020-09-23,74447,0.051
"Harrison",2020-09-23,491,0.084
"Hartley",2020-09-23,NA,NA
"Haskell",2020-09-23,NA,NA
"Hays",2020-09-23,3825,0.089
"Hemphill",2020-09-23,60,0.017
"Henderson",2020-09-23,628,0.081
"Hidalgo",2020-09-23,11341,0.098
"Hill",2020-09-23,1848,0.072
"Hockley",2020-09-23,140,0.143
"Hood",2020-09-23,443,0.059
"Hopkins",2020-09-23,709,0.066
"Houston",2020-09-23,341,0.041
"Howard",2020-09-23,755,0.045
"Hudspeth",2020-09-23,24,0.083
"Hunt",2020-09-23,935,0.06
"Hutchinson",2020-09-23,315,0.051
"Irion",2020-09-23,NA,NA
"Jack",2020-09-23,34,0.029
"Jackson",2020-09-23,112,0.107
"Jasper",2020-09-23,377,0.156
"Jeff Davis",2020-09-23,NA,NA
"Jefferson",2020-09-23,4684,0.062
"Jim Hogg",2020-09-23,114,0.088
"Jim Wells",2020-09-23,1604,0.084
"Johnson",2020-09-23,2536,0.073
"Jones",2020-09-23,55,0.218
"Karnes",2020-09-23,127,0.039
"Kaufman",2020-09-23,1552,0.065
"Kendall",2020-09-23,606,0.023
"Kenedy",2020-09-23,NA,NA
"Kent",2020-09-23,NA,NA
