"County","Date","Tests","TPR_CMS"
"Anderson","2021-05-25",1525,0.031
"Andrews","2021-05-25",84,0.048
"Angelina","2021-05-25",930,0.038
"Aransas","2021-05-25",241,0.037
"Archer","2021-05-25",30,0
"Armstrong","2021-05-25",NA,NA
"Atascosa","2021-05-25",2929,0.014
"Austin","2021-05-25",443,0.045
"Bailey","2021-05-25",41,0.024
"Bandera","2021-05-25",217,0.06
"Bastrop","2021-05-25",2339,0.037
"Baylor","2021-05-25",NA,NA
"Bee","2021-05-25",793,0.014
"Bell","2021-05-25",8964,0.022
"Bexar","2021-05-25",96483,0.018
"Blanco","2021-05-25",220,0.055
"Borden","2021-05-25",NA,NA
"Bosque","2021-05-25",226,0.018
"Bowie","2021-05-25",1005,0.05
"Brazoria","2021-05-25",8212,0.036
"Brazos","2021-05-25",5376,0.047
"Brewster","2021-05-25",NA,NA
"Briscoe","2021-05-25",NA,NA
"Brooks","2021-05-25",1605,0.012
"Brown","2021-05-25",250,0.012
"Burleson","2021-05-25",669,0.021
"Burnet","2021-05-25",1288,0.017
"Caldwell","2021-05-25",1613,0.04
"Calhoun","2021-05-25",245,0.143
"Callahan","2021-05-25",61,0.082
"Cameron","2021-05-25",6670,0.057
"Camp","2021-05-25",57,0.053
"Carson","2021-05-25",35,0.029
"Cass","2021-05-25",177,0.028
"Castro","2021-05-25",68,0.074
"Chambers","2021-05-25",564,0.066
"Cherokee","2021-05-25",418,0.024
"Childress","2021-05-25",162,0.019
"Clay","2021-05-25",49,0.02
"Cochran","2021-05-25",NA,NA
"Coke","2021-05-25",21,0
"Coleman","2021-05-25",32,0
"Collin","2021-05-25",18221,0.027
"Collingsworth","2021-05-25",NA,NA
"Colorado","2021-05-25",189,0.021
"Comal","2021-05-25",2812,0.06
"Comanche","2021-05-25",75,0.013
"Concho","2021-05-25",NA,NA
"Cooke","2021-05-25",326,0.025
"Coryell","2021-05-25",1973,0.011
"Cottle","2021-05-25",NA,NA
"Crane","2021-05-25",NA,NA
"Crockett","2021-05-25",NA,NA
"Crosby","2021-05-25",42,0.048
"Culberson","2021-05-25",NA,NA
"Dallam","2021-05-25",151,0
"Dallas","2021-05-25",44637,0.034
"Dawson","2021-05-25",252,0.016
