"County","Date","Tests","TPR_CMS"
"Anderson",2020-09-16,1258,0.285
"Andrews",2020-09-16,30,0.1
"Angelina",2020-09-16,1067,0.06
"Aransas",2020-09-16,85,0.082
"Archer",2020-09-16,22,0
"Armstrong",2020-09-16,NA,NA
"Atascosa",2020-09-16,469,0.126
"Austin",2020-09-16,379,0.053
"Bailey",2020-09-16,NA,NA
"Bandera",2020-09-16,87,0.08
"Bastrop",2020-09-16,603,0.036
"Baylor",2020-09-16,NA,NA
"Bee",2020-09-16,243,0.177
"Bell",2020-09-16,1727,0.048
"Bexar",2020-09-16,20052,0.075
"Blanco",2020-09-16,39,0.026
"Borden",2020-09-16,NA,NA
"Bosque",2020-09-16,309,0.133
"Bowie",2020-09-16,1339,0.1
"Brazoria",2020-09-16,7625,0.045
"Brazos",2020-09-16,5880,0.063
"Brewster",2020-09-16,147,0.054
"Briscoe",2020-09-16,NA,NA
"Brooks",2020-09-16,229,0.131
"Brown",2020-09-16,172,0.087
"Burleson",2020-09-16,63,0.016
"Burnet",2020-09-16,193,0.041
"Caldwell",2020-09-16,324,0.09
"Calhoun",2020-09-16,287,0.091
"Callahan",2020-09-16,49,0.041
"Cameron",2020-09-16,4185,0.152
"Camp",2020-09-16,162,0.093
"Carson",2020-09-16,40,0.05
"Cass",2020-09-16,557,0.075
"Castro",2020-09-16,148,0.041
"Chambers",2020-09-16,506,0.061
"Cherokee",2020-09-16,334,0.147
"Childress",2020-09-16,30,0.1
"Clay",2020-09-16,43,0.07
"Cochran",2020-09-16,NA,NA
"Coke",2020-09-16,37,0.081
"Coleman",2020-09-16,51,0.098
"Collin",2020-09-16,16697,0.055
"Collingsworth",2020-09-16,NA,NA
"Colorado",2020-09-16,184,0.033
"Comal",2020-09-16,1250,0.056
"Comanche",2020-09-16,52,0.115
"Concho",2020-09-16,96,0.031
"Cooke",2020-09-16,374,0.104
"Coryell",2020-09-16,2243,0.173
"Cottle",2020-09-16,NA,NA
"Crane",2020-09-16,261,0.019
"Crockett",2020-09-16,24,0.042
"Crosby",2020-09-16,28,0
"Culberson",2020-09-16,44,0.318
"Dallam",2020-09-16,28,0.143
"Dallas",2020-09-16,35568,0.085
"Dawson",2020-09-16,184,0.136
"DeWitt",2020-09-16,241,0.145
"Deaf Smith",2020-09-16,89,0.157
"Delta",2020-09-16,30,0.1
"Denton",2020-09-16,8444,0.069
"Dickens",2020-09-16,38,0.026
"Dimmit",2020-09-16,80,0.125
"Donley",2020-09-16,26,0.115
"Duval",2020-09-16,658,0.062
"Eastland",2020-09-16,86,0.105
"Ector",2020-09-16,985,0.082
"Edwards",2020-09-16,NA,NA
"El Paso",2020-09-16,9131,0.065
"Ellis",2020-09-16,2327,0.08
"Erath",2020-09-16,268,0.119
"Falls",2020-09-16,123,0.13
"Fannin",2020-09-16,317,0.057
"Fayette",2020-09-16,288,0.097
"Fisher",2020-09-16,NA,NA
"Floyd",2020-09-16,35,0.2
"Foard",2020-09-16,NA,NA
"Fort Bend",2020-09-16,9869,0.047
"Franklin",2020-09-16,107,0.093
"Freestone",2020-09-16,123,0.016
"Frio",2020-09-16,317,0.069
"Gaines",2020-09-16,45,0.156
"Galveston",2020-09-16,6982,0.051
"Garza",2020-09-16,NA,NA
"Gillespie",2020-09-16,351,0.051
"Glasscock",2020-09-16,NA,NA
"Goliad",2020-09-16,39,0.077
"Gonzales",2020-09-16,130,0.085
"Gray",2020-09-16,194,0.057
"Grayson",2020-09-16,2833,0.071
"Gregg",2020-09-16,1593,0.078
"Grimes",2020-09-16,396,0.028
"Guadalupe",2020-09-16,939,0.047
"Hale",2020-09-16,445,0.103
"Hall",2020-09-16,NA,NA
"Hamilton",2020-09-16,126,0.024
"Hansford",2020-09-16,20,0.2
"Hardeman",2020-09-16,NA,NA
"Hardin",2020-09-16,290,0.1
"Harris",2020-09-16,66143,0.055
"Harrison",2020-09-16,436,0.08
"Hartley",2020-09-16,NA,NA
"Haskell",2020-09-16,NA,NA
"Hays",2020-09-16,2833,0.097
"Hemphill",2020-09-16,74,0.014
"Henderson",2020-09-16,320,0.091
"Hidalgo",2020-09-16,7695,0.153
"Hill",2020-09-16,1756,0.067
"Hockley",2020-09-16,61,0.18
"Hood",2020-09-16,353,0.071
"Hopkins",2020-09-16,465,0.09
"Houston",2020-09-16,181,0.028
"Howard",2020-09-16,268,0.078
"Hudspeth",2020-09-16,31,0.065
"Hunt",2020-09-16,831,0.077
"Hutchinson",2020-09-16,300,0.077
"Irion",2020-09-16,NA,NA
"Jack",2020-09-16,27,0.037
"Jackson",2020-09-16,141,0.149
"Jasper",2020-09-16,201,0.169
"Jeff Davis",2020-09-16,NA,NA
"Jefferson",2020-09-16,3796,0.085
"Jim Hogg",2020-09-16,40,0.1
"Jim Wells",2020-09-16,1312,0.095
"Johnson",2020-09-16,1932,0.064
"Jones",2020-09-16,28,0.25
"Karnes",2020-09-16,91,0.088
"Kaufman",2020-09-16,1146,0.082
"Kendall",2020-09-16,249,0.032
"Kenedy",2020-09-16,NA,NA
"Kent",2020-09-16,NA,NA
"Kerr",2020-09-16,369,0.022
"Kimble",2020-09-16,88,0
"King",2020-09-16,NA,NA
