"County","Date","Tests","TPR_CMS"
"Anderson",2020-12-02,2698,0.112
"Andrews",2020-12-02,257,0.261
"Angelina",2020-12-02,3438,0.111
"Aransas",2020-12-02,395,0.106
"Archer",2020-12-02,165,0.285
"Armstrong",2020-12-02,48,0.312
"Atascosa",2020-12-02,2139,0.115
"Austin",2020-12-02,1024,0.137
"Bailey",2020-12-02,27,0.333
"Bandera",2020-12-02,613,0.093
"Bastrop",2020-12-02,3427,0.067
"Baylor",2020-12-02,25,0.16
"Bee",2020-12-02,618,0.15
"Bell",2020-12-02,17335,0.109
"Bexar",2020-12-02,85216,0.115
"Blanco",2020-12-02,381,0.1
"Borden",2020-12-02,NA,NA
"Bosque",2020-12-02,580,0.14
"Bowie",2020-12-02,2889,0.164
"Brazoria",2020-12-02,13751,0.096
"Brazos",2020-12-02,18148,0.07
"Brewster",2020-12-02,925,0.124
"Briscoe",2020-12-02,29,0.414
"Brooks",2020-12-02,1040,0.033
"Brown",2020-12-02,1498,0.119
"Burleson",2020-12-02,833,0.098
"Burnet",2020-12-02,2219,0.142
"Caldwell",2020-12-02,1878,0.124
"Calhoun",2020-12-02,563,0.107
"Callahan",2020-12-02,363,0.149
"Cameron",2020-12-02,9945,0.123
"Camp",2020-12-02,391,0.171
"Carson",2020-12-02,140,0.471
"Cass",2020-12-02,779,0.128
"Castro",2020-12-02,139,0.403
"Chambers",2020-12-02,980,0.106
"Cherokee",2020-12-02,851,0.109
"Childress",2020-12-02,417,0.458
"Clay",2020-12-02,366,0.292
"Cochran",2020-12-02,66,0.333
"Coke",2020-12-02,57,0.193
"Coleman",2020-12-02,213,0.333
"Collin",2020-12-02,57000,0.094
"Collingsworth",2020-12-02,117,0.47
"Colorado",2020-12-02,586,0.217
"Comal",2020-12-02,5315,0.118
"Comanche",2020-12-02,593,0.282
"Concho",2020-12-02,47,0.128
"Cooke",2020-12-02,1845,0.217
"Coryell",2020-12-02,3598,0.103
"Cottle",2020-12-02,40,0.3
"Crane",2020-12-02,228,0.035
"Crockett",2020-12-02,NA,NA
"Crosby",2020-12-02,172,0.215
"Culberson",2020-12-02,253,0.202
"Dallam",2020-12-02,93,0.108
"Dallas",2020-12-02,120804,0.139
"Dawson",2020-12-02,452,0.104
"DeWitt",2020-12-02,462,0.195
"Deaf Smith",2020-12-02,255,0.392
"Delta",2020-12-02,115,0.183
"Denton",2020-12-02,40245,0.119
"Dickens",2020-12-02,24,0.125
"Dimmit",2020-12-02,295,0.098
"Donley",2020-12-02,87,0.195
"Duval",2020-12-02,960,0.095
"Eastland",2020-12-02,291,0.234
"Ector",2020-12-02,4609,0.254
"Edwards",2020-12-02,139,0.317
"El Paso",2020-12-02,60388,0.171
"Ellis",2020-12-02,9902,0.162
"Erath",2020-12-02,1183,0.192
"Falls",2020-12-02,569,0.111
"Fannin",2020-12-02,1556,0.091
"Fayette",2020-12-02,630,0.184
"Fisher",2020-12-02,101,0.287
"Floyd",2020-12-02,121,0.289
"Foard",2020-12-02,26,0.346
"Fort Bend",2020-12-02,33140,0.089
"Franklin",2020-12-02,227,0.141
"Freestone",2020-12-02,404,0.099
"Frio",2020-12-02,737,0.172
"Gaines",2020-12-02,187,0.31
"Galveston",2020-12-02,14885,0.097
"Garza",2020-12-02,79,0.203
"Gillespie",2020-12-02,1416,0.133
"Glasscock",2020-12-02,NA,NA
"Goliad",2020-12-02,113,0.195
"Gonzales",2020-12-02,930,0.122
"Gray",2020-12-02,479,0.282
"Grayson",2020-12-02,6555,0.118
"Gregg",2020-12-02,5321,0.139
"Grimes",2020-12-02,1402,0.1
"Guadalupe",2020-12-02,3386,0.123
"Hale",2020-12-02,889,0.246
"Hall",2020-12-02,156,0.558
"Hamilton",2020-12-02,318,0.028
"Hansford",2020-12-02,39,0.359
"Hardeman",2020-12-02,117,0.325
"Hardin",2020-12-02,836,0.136
"Harris",2020-12-02,195995,0.09
"Harrison",2020-12-02,1137,0.109
"Hartley",2020-12-02,NA,NA
"Haskell",2020-12-02,24,0.25
"Hays",2020-12-02,17651,0.074
"Hemphill",2020-12-02,33,0.091
"Henderson",2020-12-02,2220,0.187
"Hidalgo",2020-12-02,16468,0.128
"Hill",2020-12-02,2783,0.19
"Hockley",2020-12-02,751,0.364
"Hood",2020-12-02,2259,0.157
"Hopkins",2020-12-02,1235,0.133
"Houston",2020-12-02,906,0.095
"Howard",2020-12-02,1431,0.198
"Hudspeth",2020-12-02,291,0.162
"Hunt",2020-12-02,2436,0.107
"Hutchinson",2020-12-02,703,0.44
"Irion",2020-12-02,22,0.273
"Jack",2020-12-02,159,0.277
"Jackson",2020-12-02,302,0.225
"Jasper",2020-12-02,361,0.136
"Jeff Davis",2020-12-02,255,0.09
"Jefferson",2020-12-02,7964,0.136
"Jim Hogg",2020-12-02,681,0.051
"Jim Wells",2020-12-02,2112,0.114
"Johnson",2020-12-02,8138,0.189
"Jones",2020-12-02,372,0.167
"Karnes",2020-12-02,455,0.097
"Kaufman",2020-12-02,6567,0.175
"Kendall",2020-12-02,1268,0.093
"Kenedy",2020-12-02,NA,NA
"Kent",2020-12-02,NA,NA
"Kerr",2020-12-02,1679,0.091
"Kimble",2020-12-02,148,0.155
"King",2020-12-02,NA,NA
"Kinney",2020-12-02,80,0.088
"Kleberg",2020-12-02,842,0.096
"Knox",2020-12-02,NA,NA
"La Salle",2020-12-02,312,0.038
"Lamar",2020-12-02,1506,0.124
"Lamb",2020-12-02,401,0.347
"Lampasas",2020-12-02,889,0.107
"Lavaca",2020-12-02,455,0.257
"Lee",2020-12-02,419,0.124
"Leon",2020-12-02,446,0.15
"Liberty",2020-12-02,1707,0.15
"Limestone",2020-12-02,1118,0.121
"Lipscomb",2020-12-02,NA,NA
"Live Oak",2020-12-02,242,0.161
"Llano",2020-12-02,1125,0.111
"Loving",2020-12-02,NA,NA
"Lubbock",2020-12-02,16882,0.183
"Lynn",2020-12-02,170,0.271
"Madison",2020-12-02,339,0.127
"Marion",2020-12-02,128,0.086
"Martin",2020-12-02,122,0.279
"Mason",2020-12-02,120,0.083
"Matagorda",2020-12-02,890,0.16
"Maverick",2020-12-02,2129,0.148
"McCulloch",2020-12-02,110,0.209
"McLennan",2020-12-02,8970,0.123
"McMullen",2020-12-02,NA,NA
"Medina",2020-12-02,1366,0.176
"Menard",2020-12-02,172,0.052
"Midland",2020-12-02,3246,0.221
"Milam",2020-12-02,1028,0.08
"Mills",2020-12-02,189,0.122
"Mitchell",2020-12-02,294,0.279
"Montague",2020-12-02,1024,0.221
"Montgomery",2020-12-02,20324,0.117
"Moore",2020-12-02,472,0.18
"Morris",2020-12-02,259,0.166
"Motley",2020-12-02,27,0.593
"Nacogdoches",2020-12-02,1872,0.157
"Navarro",2020-12-02,1843,0.155
"Newton",2020-12-02,80,0.125
"Nolan",2020-12-02,605,0.293
"Nueces",2020-12-02,12208,0.099
"Ochiltree",2020-12-02,NA,NA
"Oldham",2020-12-02,49,0.224
"Orange",2020-12-02,1491,0.18
"Palo Pinto",2020-12-02,859,0.211
"Panola",2020-12-02,465,0.148
"Parker",2020-12-02,4819,0.193
"Parmer",2020-12-02,52,0.288
"Pecos",2020-12-02,482,0.118
"Polk",2020-12-02,948,0.12
"Potter",2020-12-02,3231,0.187
"Presidio",2020-12-02,1040,0.09
"Rains",2020-12-02,202,0.158
"Randall",2020-12-02,3349,0.22
"Reagan",2020-12-02,20,0.3
"Real",2020-12-02,147,0.122
"Red River",2020-12-02,439,0.075
"Reeves",2020-12-02,435,0.193
"Refugio",2020-12-02,211,0.133
"Roberts",2020-12-02,NA,NA
"Robertson",2020-12-02,535,0.12
"Rockwall",2020-12-02,7658,0.123
"Runnels",2020-12-02,252,0.179
"Rusk",2020-12-02,964,0.197
"Sabine",2020-12-02,254,0.067
"San Augustine",2020-12-02,380,0.084
"San Jacinto",2020-12-02,322,0.124
"San Patricio",2020-12-02,1623,0.144
"San Saba",2020-12-02,170,0.176
"Schleicher",2020-12-02,69,0.261
"Scurry",2020-12-02,877,0.238
"Shackelford",2020-12-02,40,0.175
"Shelby",2020-12-02,423,0.125
"Sherman",2020-12-02,NA,NA
"Smith",2020-12-02,12256,0.138
"Somervell",2020-12-02,305,0.125
"Starr",2020-12-02,1635,0.158
"Stephens",2020-12-02,207,0.145
"Sterling",2020-12-02,24,0.292
"Stonewall",2020-12-02,NA,NA
"Sutton",2020-12-02,174,0.195
"Swisher",2020-12-02,173,0.439
"Tarrant",2020-12-02,104561,0.157
"Taylor",2020-12-02,5137,0.102
"Terrell",2020-12-02,23,0.13
"Terry",2020-12-02,229,0.271
"Throckmorton",2020-12-02,NA,NA
"Titus",2020-12-02,1654,0.093
"Tom Green",2020-12-02,4426,0.146
"Travis",2020-12-02,68846,0.057
"Trinity",2020-12-02,376,0.08
"Tyler",2020-12-02,406,0.101
"Upshur",2020-12-02,701,0.147
"Upton",2020-12-02,31,0.161
"Uvalde",2020-12-02,2051,0.09
"Val Verde",2020-12-02,3428,0.088
"Van Zandt",2020-12-02,1186,0.212
"Victoria",2020-12-02,1906,0.199
"Walker",2020-12-02,5157,0.086
"Waller",2020-12-02,1622,0.078
"Ward",2020-12-02,430,0.174
"Washington",2020-12-02,3355,0.074
"Webb",2020-12-02,27058,0.135
"Wharton",2020-12-02,1369,0.165
"Wheeler",2020-12-02,98,0.367
"Wichita",2020-12-02,6460,0.205
"Wilbarger",2020-12-02,721,0.331
"Willacy",2020-12-02,1105,0.105
"Williamson",2020-12-02,30330,0.082
"Wilson",2020-12-02,2008,0.087
"Winkler",2020-12-02,76,0.276
"Wise",2020-12-02,3311,0.216
"Wood",2020-12-02,1021,0.215
"Yoakum",2020-12-02,124,0.202
"Young",2020-12-02,339,0.192
"Zapata",2020-12-02,1295,0.097
"Zavala",2020-12-02,623,0.213
