"County","Date","Tests","TPR_CMS"
"Anderson","2021-02-10",1736,0.079
"Andrews","2021-02-10",132,0.068
"Angelina","2021-02-10",3447,0.112
"Aransas","2021-02-10",584,0.164
"Archer","2021-02-10",57,0.053
"Armstrong","2021-02-10",25,0.04
"Atascosa","2021-02-10",4654,0.076
"Austin","2021-02-10",1104,0.155
"Bailey","2021-02-10",25,0
"Bandera","2021-02-10",571,0.149
"Bastrop","2021-02-10",3209,0.119
"Baylor","2021-02-10",NA,NA
"Bee","2021-02-10",1463,0.111
"Bell","2021-02-10",15935,0.1
"Bexar","2021-02-10",170925,0.093
"Blanco","2021-02-10",507,0.134
"Borden","2021-02-10",NA,NA
"Bosque","2021-02-10",447,0.116
"Bowie","2021-02-10",2324,0.128
"Brazoria","2021-02-10",15581,0.121
"Brazos","2021-02-10",16518,0.14
"Brewster","2021-02-10",268,0.127
"Briscoe","2021-02-10",33,0.121
"Brooks","2021-02-10",482,0.037
"Brown","2021-02-10",948,0.138
"Burleson","2021-02-10",1093,0.126
"Burnet","2021-02-10",2249,0.129
"Caldwell","2021-02-10",2363,0.145
"Calhoun","2021-02-10",677,0.152
"Callahan","2021-02-10",230,0.104
"Cameron","2021-02-10",13783,0.152
"Camp","2021-02-10",372,0.134
"Carson","2021-02-10",54,0.074
"Cass","2021-02-10",510,0.076
"Castro","2021-02-10",121,0.066
"Chambers","2021-02-10",1101,0.123
"Cherokee","2021-02-10",1010,0.07
"Childress","2021-02-10",189,0.042
"Clay","2021-02-10",123,0.122
"Cochran","2021-02-10",33,0.182
"Coke","2021-02-10",101,0.02
"Coleman","2021-02-10",131,0.092
"Collin","2021-02-10",46165,0.133
"Collingsworth","2021-02-10",49,0.061
"Colorado","2021-02-10",539,0.139
"Comal","2021-02-10",6656,0.133
"Comanche","2021-02-10",308,0.179
"Concho","2021-02-10",53,0.189
"Cooke","2021-02-10",1042,0.187
"Coryell","2021-02-10",3718,0.066
"Cottle","2021-02-10",27,0
"Crane","2021-02-10",454,0.029
"Crockett","2021-02-10",NA,NA
"Crosby","2021-02-10",69,0.087
"Culberson","2021-02-10",76,0.132
"Dallam","2021-02-10",29,0.103
"Dallas","2021-02-10",124796,0.136
"Dawson","2021-02-10",349,0.006
"DeWitt","2021-02-10",943,0.097
"Deaf Smith","2021-02-10",132,0.144
"Delta","2021-02-10",111,0.135
"Denton","2021-02-10",42985,0.14
"Dickens","2021-02-10",NA,NA
"Dimmit","2021-02-10",1157,0.202
"Donley","2021-02-10",39,0.128
"Duval","2021-02-10",978,0.064
"Eastland","2021-02-10",244,0.152
"Ector","2021-02-10",1964,0.165
"Edwards","2021-02-10",42,0.071
"El Paso","2021-02-10",34622,0.156
"Ellis","2021-02-10",10070,0.129
"Erath","2021-02-10",957,0.114
"Falls","2021-02-10",555,0.076
"Fannin","2021-02-10",1521,0.072
"Fayette","2021-02-10",717,0.146
