"County","Date","Tests","TPR_CMS"
"Anderson",2020-10-28,1448,0.085
"Andrews",2020-10-28,163,0.35
"Angelina",2020-10-28,1929,0.031
"Aransas",2020-10-28,171,0.041
"Archer",2020-10-28,181,0.199
"Armstrong",2020-10-28,38,0.237
"Atascosa",2020-10-28,954,0.057
"Austin",2020-10-28,542,0.033
"Bailey",2020-10-28,111,0.396
"Bandera",2020-10-28,255,0.055
"Bastrop",2020-10-28,1969,0.047
"Baylor",2020-10-28,168,0.06
"Bee",2020-10-28,324,0.142
"Bell",2020-10-28,16497,0.045
"Bexar",2020-10-28,49010,0.059
"Blanco",2020-10-28,300,0.04
"Borden",2020-10-28,NA,NA
"Bosque",2020-10-28,545,0.101
"Bowie",2020-10-28,2515,0.202
"Brazoria",2020-10-28,9552,0.061
"Brazos",2020-10-28,10184,0.043
"Brewster",2020-10-28,386,0.062
"Briscoe",2020-10-28,29,0.241
"Brooks",2020-10-28,610,0.061
"Brown",2020-10-28,535,0.073
"Burleson",2020-10-28,595,0.096
"Burnet",2020-10-28,1584,0.067
"Caldwell",2020-10-28,972,0.07
"Calhoun",2020-10-28,513,0.041
"Callahan",2020-10-28,213,0.169
"Cameron",2020-10-28,8926,0.083
"Camp",2020-10-28,169,0.095
"Carson",2020-10-28,79,0.19
"Cass",2020-10-28,787,0.15
"Castro",2020-10-28,178,0.225
"Chambers",2020-10-28,701,0.094
"Cherokee",2020-10-28,1203,0.044
"Childress",2020-10-28,134,0.358
"Clay",2020-10-28,228,0.162
"Cochran",2020-10-28,58,0.293
"Coke",2020-10-28,119,0.42
"Coleman",2020-10-28,94,0.106
"Collin",2020-10-28,30636,0.077
"Collingsworth",2020-10-28,27,0.185
"Colorado",2020-10-28,273,0.07
"Comal",2020-10-28,2638,0.051
"Comanche",2020-10-28,211,0.081
"Concho",2020-10-28,162,0.043
"Cooke",2020-10-28,1162,0.11
"Coryell",2020-10-28,3323,0.032
"Cottle",2020-10-28,45,0.356
"Crane",2020-10-28,261,0.015
"Crockett",2020-10-28,NA,NA
"Crosby",2020-10-28,204,0.201
"Culberson",2020-10-28,365,0.189
"Dallam",2020-10-28,23,0.174
"Dallas",2020-10-28,83176,0.106
"Dawson",2020-10-28,385,0.278
"DeWitt",2020-10-28,244,0.086
"Deaf Smith",2020-10-28,287,0.171
"Delta",2020-10-28,93,0.075
"Denton",2020-10-28,25280,0.08
"Dickens",2020-10-28,27,0.111
"Dimmit",2020-10-28,397,0.078
"Donley",2020-10-28,53,0.113
"Duval",2020-10-28,1263,0.058
"Eastland",2020-10-28,175,0.229
"Ector",2020-10-28,2593,0.173
"Edwards",2020-10-28,52,0.192
"El Paso",2020-10-28,70787,0.237
"Ellis",2020-10-28,5558,0.095
"Erath",2020-10-28,657,0.146
"Falls",2020-10-28,900,0.117
"Fannin",2020-10-28,1169,0.163
"Fayette",2020-10-28,418,0.069
"Fisher",2020-10-28,96,0.406
"Floyd",2020-10-28,100,0.25
"Foard",2020-10-28,45,0.044
"Fort Bend",2020-10-28,20172,0.061
"Franklin",2020-10-28,223,0.175
"Freestone",2020-10-28,958,0.029
"Frio",2020-10-28,605,0.055
"Gaines",2020-10-28,222,0.189
"Galveston",2020-10-28,11349,0.052
"Garza",2020-10-28,106,0.255
"Gillespie",2020-10-28,559,0.082
"Glasscock",2020-10-28,NA,NA
"Goliad",2020-10-28,84,0.036
"Gonzales",2020-10-28,460,0.098
"Gray",2020-10-28,413,0.242
"Grayson",2020-10-28,4741,0.085
"Gregg",2020-10-28,2970,0.087
"Grimes",2020-10-28,903,0.06
"Guadalupe",2020-10-28,2204,0.059
"Hale",2020-10-28,849,0.117
"Hall",2020-10-28,63,0.349
"Hamilton",2020-10-28,339,0.083
"Hansford",2020-10-28,33,0.485
"Hardeman",2020-10-28,78,0.269
"Hardin",2020-10-28,696,0.098
"Harris",2020-10-28,129321,0.067
"Harrison",2020-10-28,1269,0.09
"Hartley",2020-10-28,NA,NA
"Haskell",2020-10-28,32,0.312
"Hays",2020-10-28,8763,0.046
"Hemphill",2020-10-28,99,0.051
"Henderson",2020-10-28,1518,0.128
"Hidalgo",2020-10-28,20502,0.1
"Hill",2020-10-28,1854,0.08
"Hockley",2020-10-28,589,0.28
"Hood",2020-10-28,1574,0.118
"Hopkins",2020-10-28,1042,0.108
"Houston",2020-10-28,442,0.1
"Howard",2020-10-28,704,0.138
"Hudspeth",2020-10-28,311,0.148
"Hunt",2020-10-28,1297,0.079
"Hutchinson",2020-10-28,666,0.324
"Irion",2020-10-28,NA,NA
"Jack",2020-10-28,65,0.077
"Jackson",2020-10-28,200,0.1
"Jasper",2020-10-28,499,0.04
"Jeff Davis",2020-10-28,23,0.174
"Jefferson",2020-10-28,4972,0.063
"Jim Hogg",2020-10-28,1183,0.03
"Jim Wells",2020-10-28,2598,0.077
"Johnson",2020-10-28,4264,0.129
"Jones",2020-10-28,322,0.062
"Karnes",2020-10-28,189,0.058
"Kaufman",2020-10-28,3804,0.105
"Kendall",2020-10-28,880,0.043
"Kenedy",2020-10-28,NA,NA
"Kent",2020-10-28,NA,NA
"Kerr",2020-10-28,891,0.033
"Kimble",2020-10-28,84,0.107
"King",2020-10-28,NA,NA
"Kinney",2020-10-28,83,0.181
"Kleberg",2020-10-28,947,0.078
"Knox",2020-10-28,NA,NA
"La Salle",2020-10-28,153,0.046
"Lamar",2020-10-28,694,0.154
"Lamb",2020-10-28,233,0.223
"Lampasas",2020-10-28,872,0.041
"Lavaca",2020-10-28,446,0.247
"Lee",2020-10-28,291,0.041
"Leon",2020-10-28,456,0.096
"Liberty",2020-10-28,1637,0.067
"Limestone",2020-10-28,2193,0.034
"Lipscomb",2020-10-28,NA,NA
"Live Oak",2020-10-28,173,0.11
"Llano",2020-10-28,1050,0.048
"Loving",2020-10-28,NA,NA
"Lubbock",2020-10-28,12192,0.161
"Lynn",2020-10-28,185,0.168
"Madison",2020-10-28,542,0.055
"Marion",2020-10-28,137,0.109
"Martin",2020-10-28,41,0.171
"Mason",2020-10-28,84,0.024
"Matagorda",2020-10-28,784,0.064
"Maverick",2020-10-28,2222,0.161
"McCulloch",2020-10-28,249,0.084
"McLennan",2020-10-28,12708,0.073
"McMullen",2020-10-28,NA,NA
"Medina",2020-10-28,671,0.07
"Menard",2020-10-28,313,0.105
"Midland",2020-10-28,1774,0.156
"Milam",2020-10-28,941,0.019
"Mills",2020-10-28,257,0.047
"Mitchell",2020-10-28,200,0.235
"Montague",2020-10-28,513,0.074
"Montgomery",2020-10-28,12936,0.088
"Moore",2020-10-28,157,0.287
"Morris",2020-10-28,156,0.109
"Motley",2020-10-28,62,0.097
"Nacogdoches",2020-10-28,1821,0.075
"Navarro",2020-10-28,1161,0.058
"Newton",2020-10-28,94,0.043
"Nolan",2020-10-28,445,0.218
"Nueces",2020-10-28,5970,0.055
"Ochiltree",2020-10-28,28,0.143
"Oldham",2020-10-28,30,0.167
"Orange",2020-10-28,1178,0.06
"Palo Pinto",2020-10-28,633,0.172
"Panola",2020-10-28,377,0.167
"Parker",2020-10-28,2772,0.126
"Parmer",2020-10-28,107,0.308
"Pecos",2020-10-28,508,0.138
"Polk",2020-10-28,758,0.062
"Potter",2020-10-28,3447,0.161
"Presidio",2020-10-28,64,0.234
"Rains",2020-10-28,132,0.083
"Randall",2020-10-28,2627,0.181
"Reagan",2020-10-28,28,0.214
"Real",2020-10-28,32,0.094
"Red River",2020-10-28,383,0.023
"Reeves",2020-10-28,137,0.248
"Refugio",2020-10-28,77,0.091
"Roberts",2020-10-28,NA,NA
"Robertson",2020-10-28,709,0.041
"Rockwall",2020-10-28,3668,0.077
"Runnels",2020-10-28,273,0.066
"Rusk",2020-10-28,551,0.187
"Sabine",2020-10-28,148,0.135
"San Augustine",2020-10-28,160,0.181
"San Jacinto",2020-10-28,283,0.039
"San Patricio",2020-10-28,717,0.061
"San Saba",2020-10-28,225,0.102
"Schleicher",2020-10-28,41,0.098
"Scurry",2020-10-28,873,0.237
"Shackelford",2020-10-28,73,0.11
"Shelby",2020-10-28,496,0.075
"Sherman",2020-10-28,NA,NA
"Smith",2020-10-28,8809,0.103
"Somervell",2020-10-28,126,0.127
"Starr",2020-10-28,1185,0.083
"Stephens",2020-10-28,90,0.122
"Sterling",2020-10-28,42,0.262
"Stonewall",2020-10-28,NA,NA
"Sutton",2020-10-28,69,0.348
"Swisher",2020-10-28,185,0.254
"Tarrant",2020-10-28,54407,0.116
"Taylor",2020-10-28,3347,0.128
"Terrell",2020-10-28,NA,NA
"Terry",2020-10-28,112,0.348
"Throckmorton",2020-10-28,NA,NA
"Titus",2020-10-28,589,0.07
"Tom Green",2020-10-28,4182,0.076
"Travis",2020-10-28,37457,0.047
"Trinity",2020-10-28,332,0.033
"Tyler",2020-10-28,198,0.096
"Upshur",2020-10-28,497,0.087
"Upton",2020-10-28,23,0.087
"Uvalde",2020-10-28,401,0.08
"Val Verde",2020-10-28,2085,0.106
"Van Zandt",2020-10-28,744,0.155
"Victoria",2020-10-28,1078,0.083
"Walker",2020-10-28,2658,0.086
"Waller",2020-10-28,1083,0.06
"Ward",2020-10-28,168,0.101
"Washington",2020-10-28,1607,0.047
"Webb",2020-10-28,9828,0.097
"Wharton",2020-10-28,863,0.089
"Wheeler",2020-10-28,65,0.246
"Wichita",2020-10-28,5634,0.181
"Wilbarger",2020-10-28,967,0.099
"Willacy",2020-10-28,990,0.1
"Williamson",2020-10-28,16768,0.041
"Wilson",2020-10-28,905,0.038
"Winkler",2020-10-28,46,0.174
"Wise",2020-10-28,1916,0.098
"Wood",2020-10-28,804,0.178
