"County","Date","Tests","TPR_CMS"
"Anderson","2021-02-24",540,0.122
"Andrews","2021-02-24",68,0.059
"Angelina","2021-02-24",1386,0.091
"Aransas","2021-02-24",248,0.137
"Archer","2021-02-24",29,0
"Armstrong","2021-02-24",NA,NA
"Atascosa","2021-02-24",910,0.112
"Austin","2021-02-24",526,0.114
"Bailey","2021-02-24",NA,NA
"Bandera","2021-02-24",200,0.075
"Bastrop","2021-02-24",1381,0.101
"Baylor","2021-02-24",NA,NA
"Bee","2021-02-24",930,0.103
"Bell","2021-02-24",6797,0.084
"Bexar","2021-02-24",62018,0.087
"Blanco","2021-02-24",140,0.057
"Borden","2021-02-24",NA,NA
"Bosque","2021-02-24",207,0.116
"Bowie","2021-02-24",882,0.143
"Brazoria","2021-02-24",9129,0.131
"Brazos","2021-02-24",7972,0.127
"Brewster","2021-02-24",51,0.118
"Briscoe","2021-02-24",NA,NA
"Brooks","2021-02-24",578,0.024
"Brown","2021-02-24",424,0.071
"Burleson","2021-02-24",532,0.055
"Burnet","2021-02-24",1077,0.093
"Caldwell","2021-02-24",894,0.155
"Calhoun","2021-02-24",287,0.206
"Callahan","2021-02-24",60,0.067
"Cameron","2021-02-24",7511,0.114
"Camp","2021-02-24",147,0.143
"Carson","2021-02-24",31,0.032
"Cass","2021-02-24",211,0.109
"Castro","2021-02-24",64,0.078
"Chambers","2021-02-24",601,0.077
"Cherokee","2021-02-24",452,0.069
"Childress","2021-02-24",36,0.194
"Clay","2021-02-24",56,0.071
"Cochran","2021-02-24",NA,NA
"Coke","2021-02-24",59,0.068
"Coleman","2021-02-24",62,0.145
"Collin","2021-02-24",19418,0.118
"Collingsworth","2021-02-24",NA,NA
"Colorado","2021-02-24",270,0.093
"Comal","2021-02-24",2693,0.123
"Comanche","2021-02-24",88,0.102
"Concho","2021-02-24",NA,NA
"Cooke","2021-02-24",392,0.202
"Coryell","2021-02-24",2090,0.055
"Cottle","2021-02-24",NA,NA
"Crane","2021-02-24",377,0.008
"Crockett","2021-02-24",NA,NA
"Crosby","2021-02-24",51,0.02
"Culberson","2021-02-24",103,0.117
"Dallam","2021-02-24",131,0.008
"Dallas","2021-02-24",51831,0.112
"Dawson","2021-02-24",119,0
"DeWitt","2021-02-24",187,0.171
"Deaf Smith","2021-02-24",92,0.152
"Delta","2021-02-24",45,0.067
"Denton","2021-02-24",16970,0.13
"Dickens","2021-02-24",NA,NA
"Dimmit","2021-02-24",328,0.229
"Donley","2021-02-24",NA,NA
"Duval","2021-02-24",202,0.084
"Eastland","2021-02-24",133,0.09
"Ector","2021-02-24",909,0.13
"Edwards","2021-02-24",NA,NA
"El Paso","2021-02-24",30343,0.149
"Ellis","2021-02-24",3781,0.102
"Erath","2021-02-24",492,0.096
"Falls","2021-02-24",197,0.137
"Fannin","2021-02-24",556,0.085
"Fayette","2021-02-24",302,0.109
"Fisher","2021-02-24",NA,NA
"Floyd","2021-02-24",58,0.172
"Foard","2021-02-24",NA,NA
"Fort Bend","2021-02-24",20516,0.117
"Franklin","2021-02-24",83,0.169
"Freestone","2021-02-24",206,0.131
"Frio","2021-02-24",608,0.066
"Gaines","2021-02-24",64,0.016
"Galveston","2021-02-24",10010,0.131
"Garza","2021-02-24",107,0.103
"Gillespie","2021-02-24",117,0.222
"Glasscock","2021-02-24",NA,NA
"Goliad","2021-02-24",69,0.101
"Gonzales","2021-02-24",206,0.204
"Gray","2021-02-24",77,0.182
"Grayson","2021-02-24",2477,0.114
"Gregg","2021-02-24",1475,0.089
"Grimes","2021-02-24",1703,0.06
"Guadalupe","2021-02-24",2497,0.097
"Hale","2021-02-24",240,0.088
"Hall","2021-02-24",NA,NA
"Hamilton","2021-02-24",176,0.045
"Hansford","2021-02-24",30,0.167
"Hardeman","2021-02-24",NA,NA
"Hardin","2021-02-24",576,0.104
"Harris","2021-02-24",119717,0.115
"Harrison","2021-02-24",489,0.088
"Hartley","2021-02-24",NA,NA
"Haskell","2021-02-24",22,0
"Hays","2021-02-24",6486,0.11
"Hemphill","2021-02-24",NA,NA
"Henderson","2021-02-24",557,0.189
"Hidalgo","2021-02-24",10906,0.123
"Hill","2021-02-24",360,0.086
"Hockley","2021-02-24",184,0.049
"Hood","2021-02-24",648,0.176
"Hopkins","2021-02-24",283,0.134
"Houston","2021-02-24",266,0.086
"Howard","2021-02-24",393,0.025
"Hudspeth","2021-02-24",134,0.201
"Hunt","2021-02-24",984,0.13
"Hutchinson","2021-02-24",135,0.119
"Irion","2021-02-24",NA,NA
"Jack","2021-02-24",99,0.04
"Jackson","2021-02-24",124,0.145
"Jasper","2021-02-24",426,0.089
"Jeff Davis","2021-02-24",24,0.292
"Jefferson","2021-02-24",3608,0.072
"Jim Hogg","2021-02-24",685,0.036
"Jim Wells","2021-02-24",888,0.119
"Johnson","2021-02-24",2300,0.164
"Jones","2021-02-24",53,0.094
"Karnes","2021-02-24",251,0.139
"Kaufman","2021-02-24",2285,0.154
"Kendall","2021-02-24",614,0.117
"Kenedy","2021-02-24",NA,NA
"Kent","2021-02-24",NA,NA
"Kerr","2021-02-24",450,0.082
"Kimble","2021-02-24",NA,NA
"King","2021-02-24",NA,NA
"Kinney","2021-02-24",35,0.057
"Kleberg","2021-02-24",551,0.127
"Knox","2021-02-24",NA,NA
"La Salle","2021-02-24",93,0.129
"Lamar","2021-02-24",684,0.095
"Lamb","2021-02-24",115,0.07
"Lampasas","2021-02-24",370,0.116
"Lavaca","2021-02-24",248,0.218
"Lee","2021-02-24",217,0.175
"Leon","2021-02-24",253,0.083
"Liberty","2021-02-24",1720,0.133
"Limestone","2021-02-24",584,0.104
"Lipscomb","2021-02-24",NA,NA
"Live Oak","2021-02-24",274,0.077
"Llano","2021-02-24",513,0.082
"Loving","2021-02-24",NA,NA
"Lubbock","2021-02-24",4281,0.052
"Lynn","2021-02-24",25,0.08
"Madison","2021-02-24",483,0.046
"Marion","2021-02-24",102,0.088
"Martin","2021-02-24",21,0.095
"Mason","2021-02-24",32,0
"Matagorda","2021-02-24",1102,0.108
"Maverick","2021-02-24",1201,0.19
"McCulloch","2021-02-24",51,0.196
"McLennan","2021-02-24",4040,0.082
"McMullen","2021-02-24",NA,NA
"Medina","2021-02-24",663,0.118
"Menard","2021-02-24",NA,NA
"Midland","2021-02-24",1159,0.093
"Milam","2021-02-24",538,0.084
"Mills","2021-02-24",95,0.232
"Mitchell","2021-02-24",40,0.3
"Montague","2021-02-24",262,0.126
"Montgomery","2021-02-24",11846,0.143
"Moore","2021-02-24",101,0.079
"Morris","2021-02-24",99,0.172
"Motley","2021-02-24",NA,NA
"Nacogdoches","2021-02-24",930,0.091
"Navarro","2021-02-24",338,0.08
"Newton","2021-02-24",91,0.033
"Nolan","2021-02-24",70,0.071
"Nueces","2021-02-24",4600,0.102
"Ochiltree","2021-02-24",NA,NA
"Oldham","2021-02-24",NA,NA
"Orange","2021-02-24",967,0.125
"Palo Pinto","2021-02-24",254,0.138
"Panola","2021-02-24",176,0.108
"Parker","2021-02-24",1761,0.17
"Parmer","2021-02-24",43,0.047
"Pecos","2021-02-24",444,0.02
"Polk","2021-02-24",835,0.083
"Potter","2021-02-24",1784,0.038
"Presidio","2021-02-24",35,0.286
"Rains","2021-02-24",66,0.152
"Randall","2021-02-24",1262,0.038
"Reagan","2021-02-24",NA,NA
"Real","2021-02-24",52,0.058
"Red River","2021-02-24",186,0.032
"Reeves","2021-02-24",832,0.023
"Refugio","2021-02-24",105,0.171
"Roberts","2021-02-24",NA,NA
"Robertson","2021-02-24",354,0.079
"Rockwall","2021-02-24",2443,0.123
"Runnels","2021-02-24",79,0.076
"Rusk","2021-02-24",323,0.155
"Sabine","2021-02-24",174,0.034
"San Augustine","2021-02-24",135,0.044
"San Jacinto","2021-02-24",345,0.142
"San Patricio","2021-02-24",862,0.132
"San Saba","2021-02-24",60,0.133
"Schleicher","2021-02-24",NA,NA
"Scurry","2021-02-24",46,0.087
"Shackelford","2021-02-24",NA,NA
"Shelby","2021-02-24",209,0.081
"Sherman","2021-02-24",NA,NA
"Smith","2021-02-24",2322,0.097
"Somervell","2021-02-24",77,0.091
"Starr","2021-02-24",1402,0.142
"Stephens","2021-02-24",80,0.125
"Sterling","2021-02-24",NA,NA
"Stonewall","2021-02-24",NA,NA
"Sutton","2021-02-24",NA,NA
"Swisher","2021-02-24",42,0.048
"Tarrant","2021-02-24",39138,0.147
"Taylor","2021-02-24",887,0.113
"Terrell","2021-02-24",NA,NA
"Terry","2021-02-24",228,0.009
"Throckmorton","2021-02-24",NA,NA
"Titus","2021-02-24",371,0.1
"Tom Green","2021-02-24",788,0.062
"Travis","2021-02-24",26967,0.074
"Trinity","2021-02-24",505,0.038
"Tyler","2021-02-24",190,0.116
"Upshur","2021-02-24",319,0.085
"Upton","2021-02-24",30,0.033
"Uvalde","2021-02-24",640,0.18
"Val Verde","2021-02-24",691,0.129
"Van Zandt","2021-02-24",403,0.164
"Victoria","2021-02-24",946,0.145
"Walker","2021-02-24",3646,0.068
"Waller","2021-02-24",1120,0.112
"Ward","2021-02-24",84,0.048
"Washington","2021-02-24",1126,0.091
"Webb","2021-02-24",9362,0.118
"Wharton","2021-02-24",616,0.185
"Wheeler","2021-02-24",NA,NA
"Wichita","2021-02-24",949,0.062
"Wilbarger","2021-02-24",211,0.156
"Willacy","2021-02-24",820,0.09
"Williamson","2021-02-24",11402,0.1
"Wilson","2021-02-24",1147,0.081
"Winkler","2021-02-24",NA,NA
"Wise","2021-02-24",1663,0.097
"Wood","2021-02-24",263,0.186
"Yoakum","2021-02-24",NA,NA
"Young","2021-02-24",156,0.147
"Zapata","2021-02-24",357,0.204
"Zavala","2021-02-24",301,0.266
