"County","Date","Tests","TPR_CMS"
"Anderson",2020-09-09,1157,0.232
"Andrews",2020-09-09,22,0.182
"Angelina",2020-09-09,806,0.076
"Aransas",2020-09-09,55,0.091
"Archer",2020-09-09,26,0.077
"Armstrong",2020-09-09,NA,NA
"Atascosa",2020-09-09,507,0.11
"Austin",2020-09-09,246,0.081
"Bailey",2020-09-09,NA,NA
"Bandera",2020-09-09,73,0.068
"Bastrop",2020-09-09,547,0.062
"Baylor",2020-09-09,NA,NA
"Bee",2020-09-09,413,0.24
"Bell",2020-09-09,2391,0.062
"Bexar",2020-09-09,18318,0.096
"Blanco",2020-09-09,56,0.054
"Borden",2020-09-09,NA,NA
"Bosque",2020-09-09,231,0.121
"Bowie",2020-09-09,848,0.14
"Brazoria",2020-09-09,6795,0.052
"Brazos",2020-09-09,4289,0.088
"Brewster",2020-09-09,281,0.05
"Briscoe",2020-09-09,NA,NA
"Brooks",2020-09-09,404,0.089
"Brown",2020-09-09,169,0.112
"Burleson",2020-09-09,45,0.022
"Burnet",2020-09-09,399,0.165
"Caldwell",2020-09-09,337,0.101
"Calhoun",2020-09-09,233,0.15
"Callahan",2020-09-09,29,0
"Cameron",2020-09-09,4373,0.185
"Camp",2020-09-09,136,0.081
"Carson",2020-09-09,30,0
"Cass",2020-09-09,473,0.049
"Castro",2020-09-09,27,0.185
"Chambers",2020-09-09,388,0.085
"Cherokee",2020-09-09,332,0.108
"Childress",2020-09-09,32,0.125
"Clay",2020-09-09,33,0.03
"Cochran",2020-09-09,NA,NA
"Coke",2020-09-09,53,0.113
"Coleman",2020-09-09,57,0.053
"Collin",2020-09-09,14858,0.055
"Collingsworth",2020-09-09,20,0.15
"Colorado",2020-09-09,137,0.102
"Comal",2020-09-09,1086,0.075
"Comanche",2020-09-09,67,0.134
"Concho",2020-09-09,49,0.245
"Cooke",2020-09-09,324,0.099
"Coryell",2020-09-09,5107,0.213
"Cottle",2020-09-09,NA,NA
"Crane",2020-09-09,213,0.023
"Crockett",2020-09-09,NA,NA
"Crosby",2020-09-09,NA,NA
"Culberson",2020-09-09,40,0.475
"Dallam",2020-09-09,20,0.15
"Dallas",2020-09-09,29814,0.1
"Dawson",2020-09-09,135,0.104
"Deaf Smith",2020-09-09,71,0.099
"Delta",2020-09-09,25,0.16
"Denton",2020-09-09,7094,0.07
"DeWitt",2020-09-09,215,0.247
"Dickens",2020-09-09,NA,NA
"Dimmit",2020-09-09,93,0.129
"Donley",2020-09-09,36,0.083
"Duval",2020-09-09,295,0.159
"Eastland",2020-09-09,103,0.204
"Ector",2020-09-09,839,0.129
"Edwards",2020-09-09,NA,NA
"Ellis",2020-09-09,2031,0.081
"El Paso",2020-09-09,7674,0.075
"Erath",2020-09-09,287,0.15
"Falls",2020-09-09,120,0.175
"Fannin",2020-09-09,283,0.099
"Fayette",2020-09-09,163,0.104
"Fisher",2020-09-09,24,0.542
"Floyd",2020-09-09,32,0.125
"Foard",2020-09-09,NA,NA
"Fort Bend",2020-09-09,8382,0.06
"Franklin",2020-09-09,119,0.05
"Freestone",2020-09-09,50,0.08
"Frio",2020-09-09,305,0.184
"Gaines",2020-09-09,33,0.061
"Galveston",2020-09-09,5682,0.061
"Garza",2020-09-09,NA,NA
"Gillespie",2020-09-09,297,0.067
"Glasscock",2020-09-09,NA,NA
"Goliad",2020-09-09,32,0.094
"Gonzales",2020-09-09,124,0.137
"Gray",2020-09-09,203,0.099
"Grayson",2020-09-09,1737,0.112
"Gregg",2020-09-09,1730,0.082
"Grimes",2020-09-09,371,0.016
"Guadalupe",2020-09-09,804,0.042
"Hale",2020-09-09,136,0.213
"Hall",2020-09-09,NA,NA
"Hamilton",2020-09-09,134,0.007
"Hansford",2020-09-09,20,0
"Hardeman",2020-09-09,NA,NA
"Hardin",2020-09-09,257,0.101
"Harris",2020-09-09,55995,0.074
"Harrison",2020-09-09,308,0.101
"Hartley",2020-09-09,NA,NA
"Haskell",2020-09-09,NA,NA
"Hays",2020-09-09,2936,0.08
"Hemphill",2020-09-09,86,0.023
"Henderson",2020-09-09,310,0.116
"Hidalgo",2020-09-09,7781,0.182
"Hill",2020-09-09,1176,0.069
"Hockley",2020-09-09,25,0.16
"Hood",2020-09-09,358,0.045
"Hopkins",2020-09-09,495,0.075
"Houston",2020-09-09,118,0.136
"Howard",2020-09-09,87,0.161
"Hudspeth",2020-09-09,22,0.182
"Hunt",2020-09-09,1069,0.077
"Hutchinson",2020-09-09,197,0.096
"Irion",2020-09-09,NA,NA
"Jack",2020-09-09,NA,NA
"Jackson",2020-09-09,171,0.199
"Jasper",2020-09-09,88,0.17
"Jeff Davis",2020-09-09,38,0.132
"Jefferson",2020-09-09,2366,0.111
"Jim Hogg",2020-09-09,141,0.028
"Jim Wells",2020-09-09,1395,0.12
"Johnson",2020-09-09,1461,0.075
"Jones",2020-09-09,30,0.267
"Karnes",2020-09-09,115,0.052
"Kaufman",2020-09-09,957,0.079
"Kendall",2020-09-09,428,0.019
"Kenedy",2020-09-09,NA,NA
"Kent",2020-09-09,NA,NA
"Kerr",2020-09-09,569,0.019
"Kimble",2020-09-09,61,0
"King",2020-09-09,NA,NA
"Kinney",2020-09-09,44,0.205
"Kleberg",2020-09-09,776,0.143
"Knox",2020-09-09,NA,NA
"Lamar",2020-09-09,119,0.101
"Lamb",2020-09-09,54,0.056
"Lampasas",2020-09-09,270,0.07
"La Salle",2020-09-09,53,0.057
"Lavaca",2020-09-09,287,0.111
"Lee",2020-09-09,87,0.138
"Leon",2020-09-09,101,0.059
"Liberty",2020-09-09,1732,0.181
"Limestone",2020-09-09,239,0.13
"Lipscomb",2020-09-09,NA,NA
"Live Oak",2020-09-09,85,0.165
"Llano",2020-09-09,128,0.016
"Loving",2020-09-09,NA,NA
"Lubbock",2020-09-09,1163,0.169
"Lynn",2020-09-09,NA,NA
"McCulloch",2020-09-09,74,0.216
"McLennan",2020-09-09,2805,0.106
"McMullen",2020-09-09,NA,NA
"Madison",2020-09-09,78,0.064
"Marion",2020-09-09,55,0.182
"Martin",2020-09-09,NA,NA
"Mason",2020-09-09,45,0.044
"Matagorda",2020-09-09,480,0.125
"Maverick",2020-09-09,1268,0.201
"Medina",2020-09-09,254,0.15
"Menard",2020-09-09,83,0.036
"Midland",2020-09-09,714,0.073
"Milam",2020-09-09,71,0.127
"Mills",2020-09-09,NA,NA
"Mitchell",2020-09-09,20,0.2
"Montague",2020-09-09,89,0.157
"Montgomery",2020-09-09,4877,0.074
"Moore",2020-09-09,115,0.043
"Morris",2020-09-09,159,0.031
"Motley",2020-09-09,NA,NA
"Nacogdoches",2020-09-09,915,0.163
"Navarro",2020-09-09,287,0.164
"Newton",2020-09-09,36,0.111
"Nolan",2020-09-09,101,0.317
"Nueces",2020-09-09,1949,0.116
"Ochiltree",2020-09-09,NA,NA
"Oldham",2020-09-09,NA,NA
"Orange",2020-09-09,345,0.075
"Palo Pinto",2020-09-09,212,0.17
"Panola",2020-09-09,170,0.194
"Parker",2020-09-09,914,0.083
"Parmer",2020-09-09,31,0.097
"Pecos",2020-09-09,320,0.141
"Polk",2020-09-09,349,0.077
"Potter",2020-09-09,833,0.119
"Presidio",2020-09-09,382,0.026
"Rains",2020-09-09,54,0.13
"Randall",2020-09-09,1119,0.079
"Reagan",2020-09-09,25,0.48
"Real",2020-09-09,NA,NA
"Red River",2020-09-09,152,0.013
"Reeves",2020-09-09,180,0.033
"Refugio",2020-09-09,55,0.2
"Roberts",2020-09-09,NA,NA
"Robertson",2020-09-09,81,0.062
"Rockwall",2020-09-09,1305,0.051
"Runnels",2020-09-09,224,0.129
"Rusk",2020-09-09,223,0.309
"Sabine",2020-09-09,47,0.064
"San Augustine",2020-09-09,51,0.216
"San Jacinto",2020-09-09,104,0.019
"San Patricio",2020-09-09,316,0.104
"San Saba",2020-09-09,NA,NA
"Schleicher",2020-09-09,NA,NA
"Scurry",2020-09-09,50,0.04
"Shackelford",2020-09-09,NA,NA
"Shelby",2020-09-09,337,0.119
"Sherman",2020-09-09,NA,NA
"Smith",2020-09-09,2403,0.098
"Somervell",2020-09-09,33,0.03
"Starr",2020-09-09,961,0.149
"Stephens",2020-09-09,26,0.038
"Sterling",2020-09-09,25,0.32
"Stonewall",2020-09-09,NA,NA
"Sutton",2020-09-09,22,0.045
"Swisher",2020-09-09,99,0.03
"Tarrant",2020-09-09,15780,0.093
"Taylor",2020-09-09,647,0.159
"Terrell",2020-09-09,NA,NA
"Terry",2020-09-09,NA,NA
"Throckmorton",2020-09-09,NA,NA
"Titus",2020-09-09,798,0.033
"Tom Green",2020-09-09,1636,0.111
"Travis",2020-09-09,13063,0.092
"Trinity",2020-09-09,101,0.04
"Tyler",2020-09-09,86,0.116
"Upshur",2020-09-09,352,0.099
"Upton",2020-09-09,NA,NA
"Uvalde",2020-09-09,229,0.179
"Val Verde",2020-09-09,752,0.16
"Van Zandt",2020-09-09,125,0.096
"Victoria",2020-09-09,440,0.116
"Walker",2020-09-09,1617,0.146
"Waller",2020-09-09,1070,0.061
"Ward",2020-09-09,125,0.072
"Washington",2020-09-09,239,0.013
"Webb",2020-09-09,7302,0.162
"Wharton",2020-09-09,636,0.072
"Wheeler",2020-09-09,28,0.071
"Wichita",2020-09-09,829,0.058
"Wilbarger",2020-09-09,117,0.128
"Willacy",2020-09-09,571,0.142
"Williamson",2020-09-09,4028,0.041
"Wilson",2020-09-09,338,0.083
"Winkler",2020-09-09,NA,NA
"Wise",2020-09-09,821,0.028
"Wood",2020-09-09,523,0.149
"Yoakum",2020-09-09,63,0.111
"Young",2020-09-09,69,0.116
"Zapata",2020-09-09,398,0.113
"Zavala",2020-09-09,73,0.164
