"County","Date","Tests","TPR_CMS"
"Anderson","2021-03-23",1585,0.032
"Andrews","2021-03-23",72,0.083
"Angelina","2021-03-23",1301,0.072
"Aransas","2021-03-23",269,0.138
"Archer","2021-03-23",44,0.045
"Armstrong","2021-03-23",NA,NA
"Atascosa","2021-03-23",956,0.052
"Austin","2021-03-23",614,0.112
"Bailey","2021-03-23",36,0.056
"Bandera","2021-03-23",236,0.064
"Bastrop","2021-03-23",1653,0.068
"Baylor","2021-03-23",NA,NA
"Bee","2021-03-23",1052,0.019
"Bell","2021-03-23",9021,0.04
"Bexar","2021-03-23",46033,0.048
"Blanco","2021-03-23",192,0.026
"Borden","2021-03-23",NA,NA
"Bosque","2021-03-23",275,0.055
"Bowie","2021-03-23",1263,0.041
"Brazoria","2021-03-23",10365,0.086
"Brazos","2021-03-23",9236,0.079
"Brewster","2021-03-23",45,0.133
"Briscoe","2021-03-23",NA,NA
"Brooks","2021-03-23",298,0.01
"Brown","2021-03-23",309,0.045
"Burleson","2021-03-23",624,0.054
"Burnet","2021-03-23",1386,0.058
"Caldwell","2021-03-23",1164,0.093
"Calhoun","2021-03-23",274,0.091
"Callahan","2021-03-23",69,0.029
"Cameron","2021-03-23",7835,0.068
"Camp","2021-03-23",123,0.033
"Carson","2021-03-23",39,0.051
"Cass","2021-03-23",248,0.028
"Castro","2021-03-23",76,0.079
"Chambers","2021-03-23",699,0.112
"Cherokee","2021-03-23",832,0.018
"Childress","2021-03-23",37,0.162
"Clay","2021-03-23",59,0.051
"Cochran","2021-03-23",NA,NA
"Coke","2021-03-23",64,0.031
"Coleman","2021-03-23",48,0.042
"Collin","2021-03-23",20833,0.046
"Collingsworth","2021-03-23",30,0.6
"Colorado","2021-03-23",270,0.1
"Comal","2021-03-23",3343,0.044
"Comanche","2021-03-23",114,0.061
"Concho","2021-03-23",72,0.111
"Cooke","2021-03-23",450,0.069
"Coryell","2021-03-23",2468,0.015
"Cottle","2021-03-23",NA,NA
"Crane","2021-03-23",57,0.018
"Crockett","2021-03-23",NA,NA
"Crosby","2021-03-23",39,0.051
"Culberson","2021-03-23",20,0
"Dallam","2021-03-23",149,0.013
"Dallas","2021-03-23",62846,0.046
"Dawson","2021-03-23",264,0
"DeWitt","2021-03-23",152,0.059
"Deaf Smith","2021-03-23",103,0.068
"Delta","2021-03-23",49,0.102
"Denton","2021-03-23",19327,0.041
