"County","Date","Tests","TPR_CMS"
"Anderson","2021-03-30",1728,0.021
"Andrews","2021-03-30",71,0.085
"Angelina","2021-03-30",1365,0.052
"Aransas","2021-03-30",314,0.159
"Archer","2021-03-30",41,0.073
"Armstrong","2021-03-30",NA,NA
"Atascosa","2021-03-30",2035,0.022
"Austin","2021-03-30",598,0.144
"Bailey","2021-03-30",41,0.073
"Bandera","2021-03-30",261,0.065
"Bastrop","2021-03-30",1772,0.071
"Baylor","2021-03-30",NA,NA
"Bee","2021-03-30",842,0.013
"Bell","2021-03-30",8613,0.04
"Bexar","2021-03-30",78973,0.029
"Blanco","2021-03-30",177,0.028
"Borden","2021-03-30",NA,NA
"Bosque","2021-03-30",318,0.035
"Bowie","2021-03-30",1161,0.044
"Brazoria","2021-03-30",10206,0.083
"Brazos","2021-03-30",10720,0.073
"Brewster","2021-03-30",41,0.098
"Briscoe","2021-03-30",NA,NA
"Brooks","2021-03-30",988,0.003
"Brown","2021-03-30",210,0.033
"Burleson","2021-03-30",719,0.064
"Burnet","2021-03-30",1318,0.046
"Caldwell","2021-03-30",1244,0.081
"Calhoun","2021-03-30",268,0.131
"Callahan","2021-03-30",83,0.06
"Cameron","2021-03-30",8293,0.087
"Camp","2021-03-30",104,0.038
"Carson","2021-03-30",46,0.065
"Cass","2021-03-30",233,0.047
"Castro","2021-03-30",73,0.041
"Chambers","2021-03-30",720,0.089
"Cherokee","2021-03-30",684,0.015
"Childress","2021-03-30",162,0.049
"Clay","2021-03-30",65,0.062
"Cochran","2021-03-30",NA,NA
"Coke","2021-03-30",20,0
"Coleman","2021-03-30",21,0
"Collin","2021-03-30",21219,0.043
"Collingsworth","2021-03-30",88,0.193
"Colorado","2021-03-30",260,0.1
"Comal","2021-03-30",3212,0.045
"Comanche","2021-03-30",131,0.038
"Concho","2021-03-30",72,0.111
"Cooke","2021-03-30",466,0.058
"Coryell","2021-03-30",2481,0.016
"Cottle","2021-03-30",23,0.043
"Crane","2021-03-30",NA,NA
"Crockett","2021-03-30",NA,NA
"Crosby","2021-03-30",32,0.062
"Culberson","2021-03-30",NA,NA
"Dallam","2021-03-30",28,0
"Dallas","2021-03-30",59050,0.041
"Dawson","2021-03-30",94,0
"DeWitt","2021-03-30",316,0.009
"Deaf Smith","2021-03-30",80,0.112
"Delta","2021-03-30",40,0.05
"Denton","2021-03-30",18255,0.043
"Dickens","2021-03-30",NA,NA
"Dimmit","2021-03-30",1325,0.149
"Donley","2021-03-30",37,0.162
"Duval","2021-03-30",347,0.014
"Eastland","2021-03-30",109,0.018
"Ector","2021-03-30",1201,0.103
"Edwards","2021-03-30",NA,NA
"El Paso","2021-03-30",21181,0.096
"Ellis","2021-03-30",3413,0.044
"Erath","2021-03-30",697,0.033
"Falls","2021-03-30",340,0.035
"Fannin","2021-03-30",635,0.02
"Fayette","2021-03-30",524,0.113
"Fisher","2021-03-30",29,0.103
"Floyd","2021-03-30",63,0.016
"Foard","2021-03-30",NA,NA
"Fort Bend","2021-03-30",19990,0.076
"Franklin","2021-03-30",75,0.013
"Freestone","2021-03-30",407,0.01
"Frio","2021-03-30",587,0.041
"Gaines","2021-03-30",71,0.028
"Galveston","2021-03-30",9868,0.083
"Garza","2021-03-30",72,0.056
"Gillespie","2021-03-30",320,0.038
"Glasscock","2021-03-30",NA,NA
"Goliad","2021-03-30",76,0
"Gonzales","2021-03-30",196,0.102
"Gray","2021-03-30",238,0.034
"Grayson","2021-03-30",2072,0.04
"Gregg","2021-03-30",1284,0.037
"Grimes","2021-03-30",1815,0.03
"Guadalupe","2021-03-30",3242,0.042
"Hale","2021-03-30",587,0.017
"Hall","2021-03-30",29,0.103
"Hamilton","2021-03-30",270,0.007
"Hansford","2021-03-30",NA,NA
"Hardeman","2021-03-30",37,0
"Hardin","2021-03-30",797,0.088
"Harris","2021-03-30",123693,0.076
"Harrison","2021-03-30",768,0.021
"Hartley","2021-03-30",NA,NA
"Haskell","2021-03-30",NA,NA
"Hays","2021-03-30",9184,0.059
"Hemphill","2021-03-30",NA,NA
"Henderson","2021-03-30",693,0.048
"Hidalgo","2021-03-30",11871,0.074
"Hill","2021-03-30",583,0.063
"Hockley","2021-03-30",158,0.063
"Hood","2021-03-30",704,0.05
"Hopkins","2021-03-30",344,0.07
"Houston","2021-03-30",247,0.016
"Howard","2021-03-30",240,0
"Hudspeth","2021-03-30",56,0.089
"Hunt","2021-03-30",1081,0.04
"Hutchinson","2021-03-30",90,0.089
"Irion","2021-03-30",NA,NA
"Jack","2021-03-30",59,0.017
"Jackson","2021-03-30",133,0.083
"Jasper","2021-03-30",559,0.039
"Jeff Davis","2021-03-30",21,0.048
"Jefferson","2021-03-30",3993,0.068
"Jim Hogg","2021-03-30",281,0.007
"Jim Wells","2021-03-30",794,0.06
"Johnson","2021-03-30",2765,0.054
"Jones","2021-03-30",99,0
"Karnes","2021-03-30",284,0.049
"Kaufman","2021-03-30",2294,0.046
"Kendall","2021-03-30",779,0.027
"Kenedy","2021-03-30",NA,NA
"Kent","2021-03-30",NA,NA
"Kerr","2021-03-30",961,0.023
"Kimble","2021-03-30",25,0.08
"King","2021-03-30",NA,NA
"Kinney","2021-03-30",72,0
"Kleberg","2021-03-30",743,0.081
"Knox","2021-03-30",NA,NA
"La Salle","2021-03-30",156,0.013
"Lamar","2021-03-30",431,0.046
"Lamb","2021-03-30",97,0.021
