"County","Date","Tests","TPR_CMS"
"Hardeman",2020-11-18,60,0.267
"Hardin",2020-11-18,583,0.12
"Harris",2020-11-18,157801,0.094
"Harrison",2020-11-18,1208,0.14
"Hartley",2020-11-18,NA,NA
"Haskell",2020-11-18,34,0.176
"Hays",2020-11-18,12656,0.081
"Hemphill",2020-11-18,59,0.068
"Henderson",2020-11-18,1462,0.198
"Hidalgo",2020-11-18,18287,0.127
"Hill",2020-11-18,2448,0.139
"Hockley",2020-11-18,755,0.396
"Hood",2020-11-18,1954,0.145
"Hopkins",2020-11-18,1327,0.097
"Houston",2020-11-18,554,0.112
"Howard",2020-11-18,710,0.106
"Hudspeth",2020-11-18,340,0.218
"Hunt",2020-11-18,2037,0.116
"Hutchinson",2020-11-18,892,0.42
"Irion",2020-11-18,NA,NA
"Jack",2020-11-18,204,0.225
"Jackson",2020-11-18,294,0.241
"Jasper",2020-11-18,341,0.053
"Jeff Davis",2020-11-18,212,0.094
"Jefferson",2020-11-18,7276,0.094
"Jim Hogg",2020-11-18,989,0.031
"Jim Wells",2020-11-18,2050,0.135
"Johnson",2020-11-18,6378,0.166
"Jones",2020-11-18,564,0.113
"Karnes",2020-11-18,332,0.096
"Kaufman",2020-11-18,5349,0.163
"Kendall",2020-11-18,1044,0.071
"Kenedy",2020-11-18,NA,NA
"Kent",2020-11-18,NA,NA
"Kerr",2020-11-18,1323,0.07
"Kimble",2020-11-18,102,0.157
"King",2020-11-18,NA,NA
"Kinney",2020-11-18,133,0.038
"Kleberg",2020-11-18,1007,0.151
"Knox",2020-11-18,NA,NA
"La Salle",2020-11-18,408,0.044
"Lamar",2020-11-18,1703,0.139
"Lamb",2020-11-18,394,0.36
"Lampasas",2020-11-18,766,0.084
"Lavaca",2020-11-18,443,0.264
"Lee",2020-11-18,323,0.176
"Leon",2020-11-18,322,0.081
"Liberty",2020-11-18,1840,0.114
"Limestone",2020-11-18,951,0.117
"Lipscomb",2020-11-18,NA,NA
"Live Oak",2020-11-18,249,0.08
"Llano",2020-11-18,898,0.089
"Loving",2020-11-18,NA,NA
"Lubbock",2020-11-18,15926,0.218
"Lynn",2020-11-18,146,0.336
"Madison",2020-11-18,327,0.239
"Marion",2020-11-18,167,0.132
"Martin",2020-11-18,99,0.293
"Mason",2020-11-18,86,0.081
"Matagorda",2020-11-18,904,0.126
"Maverick",2020-11-18,2034,0.149
"McCulloch",2020-11-18,231,0.1
"McLennan",2020-11-18,17071,0.123
"McMullen",2020-11-18,NA,NA
"Medina",2020-11-18,1100,0.101
"Menard",2020-11-18,98,0.163
"Midland",2020-11-18,2996,0.25
"Milam",2020-11-18,836,0.06
"Mills",2020-11-18,280,0.125
"Mitchell",2020-11-18,166,0.265
"Montague",2020-11-18,740,0.264
"Montgomery",2020-11-18,16921,0.12
"Moore",2020-11-18,400,0.232
"Morris",2020-11-18,295,0.132
"Motley",2020-11-18,20,0.45
"Nacogdoches",2020-11-18,1258,0.145
"Navarro",2020-11-18,1038,0.129
"Newton",2020-11-18,77,0.104
"Nolan",2020-11-18,331,0.287
"Nueces",2020-11-18,10152,0.128
"Ochiltree",2020-11-18,33,0.182
"Oldham",2020-11-18,63,0.317
"Orange",2020-11-18,1280,0.098
"Palo Pinto",2020-11-18,856,0.207
"Panola",2020-11-18,386,0.161
"Parker",2020-11-18,4241,0.202
"Parmer",2020-11-18,85,0.376
"Pecos",2020-11-18,484,0.128
"Polk",2020-11-18,789,0.106
"Potter",2020-11-18,2730,0.253
"Presidio",2020-11-18,927,0.141
"Rains",2020-11-18,176,0.176
"Randall",2020-11-18,3029,0.277
"Reagan",2020-11-18,28,0.536
"Real",2020-11-18,77,0.026
"Red River",2020-11-18,231,0.039
"Reeves",2020-11-18,378,0.185
"Refugio",2020-11-18,116,0.147
"Roberts",2020-11-18,NA,NA
"Robertson",2020-11-18,449,0.08
"Rockwall",2020-11-18,6179,0.113
"Runnels",2020-11-18,258,0.12
"Rusk",2020-11-18,980,0.191
"Sabine",2020-11-18,357,0.05
"San Augustine",2020-11-18,404,0.03
"San Jacinto",2020-11-18,341,0.073
"San Patricio",2020-11-18,1184,0.166
"San Saba",2020-11-18,202,0.282
"Schleicher",2020-11-18,48,0.354
"Scurry",2020-11-18,1445,0.311
"Shackelford",2020-11-18,31,0.161
"Shelby",2020-11-18,376,0.082
"Sherman",2020-11-18,NA,NA
"Smith",2020-11-18,7108,0.142
"Somervell",2020-11-18,262,0.221
"Starr",2020-11-18,1695,0.158
"Stephens",2020-11-18,143,0.119
"Sterling",2020-11-18,33,0.333
"Stonewall",2020-11-18,NA,NA
"Sutton",2020-11-18,117,0.282
"Swisher",2020-11-18,141,0.404
"Tarrant",2020-11-18,84372,0.168
"Taylor",2020-11-18,6235,0.105
"Terrell",2020-11-18,115,0.061
"Terry",2020-11-18,195,0.328
"Throckmorton",2020-11-18,NA,NA
"Titus",2020-11-18,1498,0.1
"Tom Green",2020-11-18,4479,0.13
"Travis",2020-11-18,48487,0.064
"Trinity",2020-11-18,395,0.046
"Tyler",2020-11-18,328,0.061
"Upshur",2020-11-18,582,0.162
"Upton",2020-11-18,29,0.241
"Uvalde",2020-11-18,1589,0.097
"Val Verde",2020-11-18,3087,0.104
"Van Zandt",2020-11-18,1052,0.255
"Victoria",2020-11-18,1513,0.185
"Walker",2020-11-18,3396,0.107
"Waller",2020-11-18,1285,0.086
"Ward",2020-11-18,246,0.183
"Washington",2020-11-18,2957,0.1
"Webb",2020-11-18,21325,0.135
"Wharton",2020-11-18,1211,0.16
"Wheeler",2020-11-18,135,0.437
"Wichita",2020-11-18,6600,0.212
"Wilbarger",2020-11-18,740,0.324
"Willacy",2020-11-18,684,0.082
"Williamson",2020-11-18,21381,0.073
"Wilson",2020-11-18,1269,0.084
"Winkler",2020-11-18,62,0.323
"Wise",2020-11-18,2698,0.189
"Wood",2020-11-18,912,0.179
"Yoakum",2020-11-18,137,0.328
"Young",2020-11-18,371,0.086
"Zapata",2020-11-18,834,0.131
"Zavala",2020-11-18,829,0.164
