"County","Date","Tests","TPR_CMS"
"Anderson",2020-11-18,1932,0.125
"Andrews",2020-11-18,372,0.272
"Angelina",2020-11-18,1829,0.124
"Aransas",2020-11-18,372,0.086
"Archer",2020-11-18,219,0.288
"Armstrong",2020-11-18,85,0.435
"Atascosa",2020-11-18,1387,0.118
"Austin",2020-11-18,884,0.085
"Bailey",2020-11-18,52,0.5
"Bandera",2020-11-18,387,0.09
"Bastrop",2020-11-18,2754,0.072
"Baylor",2020-11-18,20,0.25
"Bee",2020-11-18,595,0.151
"Bell",2020-11-18,15109,0.086
"Bexar",2020-11-18,63801,0.101
"Blanco",2020-11-18,341,0.07
"Borden",2020-11-18,NA,NA
"Bosque",2020-11-18,664,0.119
"Bowie",2020-11-18,2723,0.183
"Brazoria",2020-11-18,11271,0.1
"Brazos",2020-11-18,14645,0.095
"Brewster",2020-11-18,1257,0.184
"Briscoe",2020-11-18,44,0.386
"Brooks",2020-11-18,160,0.131
"Brown",2020-11-18,1115,0.178
"Burleson",2020-11-18,601,0.126
"Burnet",2020-11-18,1626,0.125
"Caldwell",2020-11-18,1231,0.101
"Calhoun",2020-11-18,382,0.081
"Callahan",2020-11-18,486,0.134
"Cameron",2020-11-18,7728,0.111
"Camp",2020-11-18,349,0.123
"Carson",2020-11-18,134,0.321
"Cass",2020-11-18,649,0.14
"Castro",2020-11-18,101,0.208
"Chambers",2020-11-18,789,0.104
"Cherokee",2020-11-18,749,0.063
"Childress",2020-11-18,249,0.301
"Clay",2020-11-18,332,0.349
"Cochran",2020-11-18,64,0.359
"Coke",2020-11-18,61,0.18
"Coleman",2020-11-18,223,0.368
"Collin",2020-11-18,42782,0.112
"Collingsworth",2020-11-18,91,0.451
"Colorado",2020-11-18,626,0.155
"Comal",2020-11-18,3899,0.088
"Comanche",2020-11-18,252,0.131
"Concho",2020-11-18,75,0.173
"Cooke",2020-11-18,1608,0.151
"Coryell",2020-11-18,4287,0.101
"Cottle",2020-11-18,45,0.356
"Crane",2020-11-18,248,0.048
"Crockett",2020-11-18,NA,NA
"Crosby",2020-11-18,194,0.294
"Culberson",2020-11-18,242,0.198
"Dallam",2020-11-18,53,0.283
"Dallas",2020-11-18,105683,0.147
"Dawson",2020-11-18,240,0.167
"DeWitt",2020-11-18,249,0.221
"Deaf Smith",2020-11-18,275,0.411
"Delta",2020-11-18,100,0.09
"Denton",2020-11-18,33232,0.131
"Dickens",2020-11-18,NA,NA
"Dimmit",2020-11-18,610,0.11
"Donley",2020-11-18,72,0.264
"Duval",2020-11-18,1230,0.09
"Eastland",2020-11-18,250,0.216
"Ector",2020-11-18,3932,0.293
"Edwards",2020-11-18,32,0.312
"El Paso",2020-11-18,79290,0.257
"Ellis",2020-11-18,8460,0.159
"Erath",2020-11-18,740,0.184
"Falls",2020-11-18,815,0.158
"Fannin",2020-11-18,1709,0.12
"Fayette",2020-11-18,572,0.154
"Fisher",2020-11-18,71,0.239
"Floyd",2020-11-18,100,0.32
"Foard",2020-11-18,NA,NA
"Fort Bend",2020-11-18,25194,0.086
"Franklin",2020-11-18,243,0.152
"Freestone",2020-11-18,405,0.04
"Frio",2020-11-18,509,0.102
"Gaines",2020-11-18,193,0.223
"Galveston",2020-11-18,10604,0.089
"Garza",2020-11-18,64,0.266
"Gillespie",2020-11-18,1692,0.143
"Glasscock",2020-11-18,NA,NA
"Goliad",2020-11-18,85,0.106
"Gonzales",2020-11-18,615,0.114
"Gray",2020-11-18,625,0.328
"Grayson",2020-11-18,7094,0.137
"Gregg",2020-11-18,3850,0.155
"Grimes",2020-11-18,1074,0.105
"Guadalupe",2020-11-18,2733,0.091
"Hale",2020-11-18,603,0.285
"Hall",2020-11-18,128,0.438
"Hamilton",2020-11-18,389,0.118
"Hansford",2020-11-18,41,0.341
