"County","Date","Tests","TPR_CMS"
"Anderson","2021-06-22",908,0.018
"Andrews","2021-06-22",48,0
"Angelina","2021-06-22",707,0.034
"Aransas","2021-06-22",215,0.056
"Archer","2021-06-22",22,0
"Armstrong","2021-06-22",NA,NA
"Atascosa","2021-06-22",670,0.024
"Austin","2021-06-22",310,0.029
"Bailey","2021-06-22",NA,NA
"Bandera","2021-06-22",150,0.027
"Bastrop","2021-06-22",1109,0.045
"Baylor","2021-06-22",NA,NA
"Bee","2021-06-22",693,0.013
"Bell","2021-06-22",6686,0.019
"Bexar","2021-06-22",64568,0.017
"Blanco","2021-06-22",105,0.038
"Borden","2021-06-22",NA,NA
"Bosque","2021-06-22",150,0.027
"Bowie","2021-06-22",818,0.035
"Brazoria","2021-06-22",6563,0.032
"Brazos","2021-06-22",3855,0.064
"Brewster","2021-06-22",NA,NA
"Briscoe","2021-06-22",NA,NA
"Brooks","2021-06-22",525,0.029
"Brown","2021-06-22",272,0.07
"Burleson","2021-06-22",292,0.068
"Burnet","2021-06-22",894,0.064
"Caldwell","2021-06-22",771,0.054
"Calhoun","2021-06-22",193,0.109
"Callahan","2021-06-22",29,0
"Cameron","2021-06-22",5704,0.077
"Camp","2021-06-22",41,0.024
"Carson","2021-06-22",26,0.038
"Cass","2021-06-22",101,0.02
"Castro","2021-06-22",42,0.024
"Chambers","2021-06-22",433,0.06
"Cherokee","2021-06-22",467,0.006
"Childress","2021-06-22",NA,NA
"Clay","2021-06-22",36,0.056
"Cochran","2021-06-22",NA,NA
"Coke","2021-06-22",NA,NA
"Coleman","2021-06-22",NA,NA
"Collin","2021-06-22",15203,0.018
"Collingsworth","2021-06-22",NA,NA
"Colorado","2021-06-22",149,0.013
"Comal","2021-06-22",2459,0.077
"Comanche","2021-06-22",63,0
"Concho","2021-06-22",NA,NA
"Cooke","2021-06-22",260,0.019
"Coryell","2021-06-22",1431,0.014
"Cottle","2021-06-22",NA,NA
"Crane","2021-06-22",NA,NA
"Crockett","2021-06-22",NA,NA
"Crosby","2021-06-22",NA,NA
"Culberson","2021-06-22",NA,NA
"Dallam","2021-06-22",129,0.016
"Dallas","2021-06-22",37061,0.025
"Dawson","2021-06-22",210,0.01
"DeWitt","2021-06-22",95,0.021
"Deaf Smith","2021-06-22",57,0.018
"Delta","2021-06-22",29,0.034
"Denton","2021-06-22",12028,0.026
"Dickens","2021-06-22",NA,NA
"Dimmit","2021-06-22",901,0.115
"Donley","2021-06-22",NA,NA
"Duval","2021-06-22",85,0.012
"Eastland","2021-06-22",43,0
"Ector","2021-06-22",410,0.054
"Edwards","2021-06-22",NA,NA
"El Paso","2021-06-22",10677,0.025
"Ellis","2021-06-22",2357,0.035
"Erath","2021-06-22",361,0.033
"Falls","2021-06-22",202,0.01
"Fannin","2021-06-22",447,0.009
"Fayette","2021-06-22",224,0.031
"Fisher","2021-06-22",NA,NA
"Floyd","2021-06-22",51,0
"Foard","2021-06-22",NA,NA
"Fort Bend","2021-06-22",13372,0.031
"Franklin","2021-06-22",45,0.022
"Freestone","2021-06-22",110,0.018
"Frio","2021-06-22",481,0.06
"Gaines","2021-06-22",36,0
"Galveston","2021-06-22",8525,0.032
"Garza","2021-06-22",104,0.048
"Gillespie","2021-06-22",170,0.047
"Glasscock","2021-06-22",NA,NA
"Goliad","2021-06-22",44,0.045
"Gonzales","2021-06-22",122,0.082
"Gray","2021-06-22",42,0.024
"Grayson","2021-06-22",1611,0.034
"Gregg","2021-06-22",825,0.032
"Grimes","2021-06-22",1264,0.014
"Guadalupe","2021-06-22",1848,0.058
"Hale","2021-06-22",344,0.017
"Hall","2021-06-22",NA,NA
"Hamilton","2021-06-22",136,0.029
"Hansford","2021-06-22",NA,NA
"Hardeman","2021-06-22",NA,NA
"Hardin","2021-06-22",428,0.058
"Harris","2021-06-22",73617,0.035
"Harrison","2021-06-22",699,0.011
"Hartley","2021-06-22",NA,NA
"Haskell","2021-06-22",54,0.019
"Hays","2021-06-22",4408,0.048
"Hemphill","2021-06-22",NA,NA
"Henderson","2021-06-22",373,0.062
"Hidalgo","2021-06-22",10996,0.053
"Hill","2021-06-22",253,0.051
"Hockley","2021-06-22",140,0.043
"Hood","2021-06-22",473,0.049
"Hopkins","2021-06-22",228,0.061
"Houston","2021-06-22",231,0.026
"Howard","2021-06-22",312,0.01
"Hudspeth","2021-06-22",NA,NA
"Hunt","2021-06-22",610,0.064
"Hutchinson","2021-06-22",52,0.096
"Irion","2021-06-22",NA,NA
"Jack","2021-06-22",134,0.007
"Jackson","2021-06-22",102,0.039
"Jasper","2021-06-22",398,0.05
"Jeff Davis","2021-06-22",NA,NA
"Jefferson","2021-06-22",2257,0.03
"Jim Hogg","2021-06-22",110,0
"Jim Wells","2021-06-22",352,0.062
"Johnson","2021-06-22",1534,0.047
"Jones","2021-06-22",123,0.089
"Karnes","2021-06-22",269,0.03
"Kaufman","2021-06-22",1586,0.048
"Kendall","2021-06-22",557,0.016
"Kenedy","2021-06-22",NA,NA
"Kent","2021-06-22",NA,NA
"Kerr","2021-06-22",483,0.037
"Kimble","2021-06-22",NA,NA
"King","2021-06-22",NA,NA
"Kinney","2021-06-22",49,0.082
"Kleberg","2021-06-22",213,0.033
"Knox","2021-06-22",NA,NA
"La Salle","2021-06-22",120,0.025
"Lamar","2021-06-22",270,0.078
"Lamb","2021-06-22",54,0.019
"Lampasas","2021-06-22",341,0.032
"Lavaca","2021-06-22",215,0.028
"Lee","2021-06-22",147,0.088
"Leon","2021-06-22",168,0.018
"Liberty","2021-06-22",1359,0.063
"Limestone","2021-06-22",202,0.035
"Lipscomb","2021-06-22",NA,NA
"Live Oak","2021-06-22",164,0.037
"Llano","2021-06-22",435,0.032
"Loving","2021-06-22",NA,NA
"Lubbock","2021-06-22",2650,0.014
"Lynn","2021-06-22",32,0
"Madison","2021-06-22",340,0
"Marion","2021-06-22",32,0.062
"Martin","2021-06-22",NA,NA
"Mason","2021-06-22",NA,NA
"Matagorda","2021-06-22",408,0.042
"Maverick","2021-06-22",993,0.053
"McCulloch","2021-06-22",31,0
"McLennan","2021-06-22",4133,0.023
"McMullen","2021-06-22",NA,NA
"Medina","2021-06-22",640,0.014
"Menard","2021-06-22",NA,NA
"Midland","2021-06-22",730,0.041
"Milam","2021-06-22",400,0.035
"Mills","2021-06-22",46,0
"Mitchell","2021-06-22",191,0
"Montague","2021-06-22",147,0.034
"Montgomery","2021-06-22",8662,0.043
"Moore","2021-06-22",92,0.011
"Morris","2021-06-22",40,0.05
"Motley","2021-06-22",NA,NA
"Nacogdoches","2021-06-22",631,0.029
"Navarro","2021-06-22",266,0.026
"Newton","2021-06-22",77,0
"Nolan","2021-06-22",27,0
"Nueces","2021-06-22",3246,0.049
"Ochiltree","2021-06-22",NA,NA
"Oldham","2021-06-22",NA,NA
"Orange","2021-06-22",624,0.035
"Palo Pinto","2021-06-22",193,0.073
"Panola","2021-06-22",75,0.08
"Parker","2021-06-22",1543,0.074
"Parmer","2021-06-22",45,0.022
