"County","Date","Tests","TPR_CMS"
"Pecos","2021-06-22",151,0
"Polk","2021-06-22",875,0.043
"Potter","2021-06-22",887,0.021
"Presidio","2021-06-22",NA,NA
"Rains","2021-06-22",49,0.061
"Randall","2021-06-22",742,0.051
"Reagan","2021-06-22",NA,NA
"Real","2021-06-22",NA,NA
"Red River","2021-06-22",39,0.051
"Reeves","2021-06-22",30,0.067
"Refugio","2021-06-22",38,0
"Roberts","2021-06-22",NA,NA
"Robertson","2021-06-22",326,0.071
"Rockwall","2021-06-22",1409,0.043
"Runnels","2021-06-22",55,0
"Rusk","2021-06-22",197,0.046
"Sabine","2021-06-22",182,0.005
"San Augustine","2021-06-22",263,0.027
"San Jacinto","2021-06-22",210,0.052
"San Patricio","2021-06-22",584,0.058
"San Saba","2021-06-22",72,0
"Schleicher","2021-06-22",NA,NA
"Scurry","2021-06-22",345,0.006
"Shackelford","2021-06-22",NA,NA
"Shelby","2021-06-22",173,0.092
"Sherman","2021-06-22",NA,NA
"Smith","2021-06-22",1577,0.036
"Somervell","2021-06-22",64,0.016
"Starr","2021-06-22",920,0.037
"Stephens","2021-06-22",34,0
"Sterling","2021-06-22",NA,NA
"Stonewall","2021-06-22",NA,NA
"Sutton","2021-06-22",NA,NA
"Swisher","2021-06-22",145,0.021
"Tarrant","2021-06-22",27109,0.033
"Taylor","2021-06-22",594,0.032
"Terrell","2021-06-22",NA,NA
"Terry","2021-06-22",105,0
"Throckmorton","2021-06-22",NA,NA
"Titus","2021-06-22",114,0.044
"Tom Green","2021-06-22",548,0.007
"Travis","2021-06-22",20198,0.021
"Trinity","2021-06-22",308,0.013
"Tyler","2021-06-22",285,0.018
"Upshur","2021-06-22",117,0.068
"Upton","2021-06-22",NA,NA
"Uvalde","2021-06-22",217,0.06
"Val Verde","2021-06-22",511,0.059
"Van Zandt","2021-06-22",266,0.041
"Victoria","2021-06-22",913,0.059
"Walker","2021-06-22",2078,0.015
"Waller","2021-06-22",552,0.047
"Ward","2021-06-22",NA,NA
"Washington","2021-06-22",756,0.073
"Webb","2021-06-22",4921,0.04
"Wharton","2021-06-22",400,0.05
"Wheeler","2021-06-22",22,0.091
"Wichita","2021-06-22",840,0.033
"Wilbarger","2021-06-22",159,0
"Willacy","2021-06-22",856,0.039
"Williamson","2021-06-22",9219,0.02
"Wilson","2021-06-22",505,0.046
"Winkler","2021-06-22",NA,NA
"Wise","2021-06-22",675,0.081
"Wood","2021-06-22",218,0.018
"Yoakum","2021-06-22",NA,NA
"Young","2021-06-22",77,0.039
"Zapata","2021-06-22",119,0.017
"Zavala","2021-06-22",80,0.038
