"County","Date","Tests","TPR_CMS"
"Titus","2021-03-02",330,0.067
"Tom Green","2021-03-02",867,0.06
"Travis","2021-03-02",22512,0.075
"Trinity","2021-03-02",391,0.049
"Tyler","2021-03-02",238,0.084
"Upshur","2021-03-02",272,0.07
"Upton","2021-03-02",22,0.091
"Uvalde","2021-03-02",484,0.122
"Val Verde","2021-03-02",646,0.111
"Van Zandt","2021-03-02",313,0.15
"Victoria","2021-03-02",750,0.124
"Walker","2021-03-02",2018,0.076
"Waller","2021-03-02",905,0.118
"Ward","2021-03-02",48,0.042
"Washington","2021-03-02",928,0.073
"Webb","2021-03-02",7678,0.089
"Wharton","2021-03-02",444,0.155
"Wheeler","2021-03-02",NA,NA
"Wichita","2021-03-02",730,0.047
"Wilbarger","2021-03-02",129,0.07
"Willacy","2021-03-02",842,0.076
"Williamson","2021-03-02",9417,0.101
"Wilson","2021-03-02",733,0.105
"Winkler","2021-03-02",NA,NA
"Wise","2021-03-02",1521,0.076
"Wood","2021-03-02",317,0.114
"Yoakum","2021-03-02",22,0.091
"Young","2021-03-02",94,0.074
"Zapata","2021-03-02",269,0.126
"Zavala","2021-03-02",227,0.185
