"County","Date","Tests","TPR_CMS"
"Anderson","2021-04-27",658,0.106
"Andrews","2021-04-27",52,0
"Angelina","2021-04-27",1837,0.06
"Aransas","2021-04-27",259,0.054
"Archer","2021-04-27",27,0
"Armstrong","2021-04-27",NA,NA
"Atascosa","2021-04-27",1870,0.014
"Austin","2021-04-27",517,0.056
"Bailey","2021-04-27",35,0
"Bandera","2021-04-27",242,0.037
"Bastrop","2021-04-27",2197,0.067
"Baylor","2021-04-27",NA,NA
"Bee","2021-04-27",765,0.017
"Bell","2021-04-27",9425,0.039
"Bexar","2021-04-27",102743,0.025
"Blanco","2021-04-27",196,0.051
"Borden","2021-04-27",NA,NA
"Bosque","2021-04-27",213,0.052
"Bowie","2021-04-27",749,0.043
"Brazoria","2021-04-27",9464,0.065
"Brazos","2021-04-27",6768,0.06
"Brewster","2021-04-27",24,0.208
"Briscoe","2021-04-27",NA,NA
"Brooks","2021-04-27",1189,0.008
"Brown","2021-04-27",298,0.027
"Burleson","2021-04-27",480,0.046
"Burnet","2021-04-27",1436,0.049
"Caldwell","2021-04-27",1381,0.067
"Calhoun","2021-04-27",258,0.097
"Callahan","2021-04-27",91,0.011
"Cameron","2021-04-27",8498,0.103
"Camp","2021-04-27",78,0.115
"Carson","2021-04-27",38,0.026
"Cass","2021-04-27",133,0.098
"Castro","2021-04-27",80,0.025
"Chambers","2021-04-27",693,0.068
"Cherokee","2021-04-27",563,0.032
"Childress","2021-04-27",146,0.034
"Clay","2021-04-27",48,0
"Cochran","2021-04-27",32,0
"Coke","2021-04-27",NA,NA
"Coleman","2021-04-27",33,0.091
"Collin","2021-04-27",19771,0.041
"Collingsworth","2021-04-27",22,0.091
"Colorado","2021-04-27",221,0.095
"Comal","2021-04-27",3336,0.061
"Comanche","2021-04-27",106,0.038
"Concho","2021-04-27",NA,NA
"Cooke","2021-04-27",265,0.057
"Coryell","2021-04-27",1929,0.023
"Cottle","2021-04-27",NA,NA
"Crane","2021-04-27",NA,NA
"Crockett","2021-04-27",NA,NA
"Crosby","2021-04-27",25,0
"Culberson","2021-04-27",NA,NA
"Dallam","2021-04-27",142,0.014
"Dallas","2021-04-27",52252,0.044
"Dawson","2021-04-27",197,0.025
"DeWitt","2021-04-27",287,0.045
"Deaf Smith","2021-04-27",63,0.032
"Delta","2021-04-27",26,0
"Denton","2021-04-27",16521,0.041
"Dickens","2021-04-27",NA,NA
"Dimmit","2021-04-27",1073,0.105
"Donley","2021-04-27",21,0.143
"Duval","2021-04-27",377,0.04
"Eastland","2021-04-27",81,0.025
"Ector","2021-04-27",777,0.126
"Edwards","2021-04-27",NA,NA
"El Paso","2021-04-27",18391,0.094
"Ellis","2021-04-27",3325,0.041
"Erath","2021-04-27",500,0.042
"Falls","2021-04-27",325,0.006
"Fannin","2021-04-27",1449,0.023
