"County","Date","Tests","TPR_CMS"
"Anderson","2021-01-20",1763,0.179
"Andrews","2021-01-20",197,0.218
"Angelina","2021-01-20",3503,0.178
"Aransas","2021-01-20",823,0.107
"Archer","2021-01-20",180,0.194
"Armstrong","2021-01-20",35,0.086
"Atascosa","2021-01-20",5844,0.141
"Austin","2021-01-20",1385,0.216
"Bailey","2021-01-20",46,0.13
"Bandera","2021-01-20",597,0.219
"Bastrop","2021-01-20",4456,0.165
"Baylor","2021-01-20",39,0.154
"Bee","2021-01-20",1625,0.171
"Bell","2021-01-20",21160,0.151
"Bexar","2021-01-20",175913,0.17
"Blanco","2021-01-20",468,0.167
"Borden","2021-01-20",NA,NA
"Bosque","2021-01-20",592,0.209
"Bowie","2021-01-20",3484,0.163
"Brazoria","2021-01-20",17894,0.153
"Brazos","2021-01-20",18310,0.133
"Brewster","2021-01-20",338,0.133
"Briscoe","2021-01-20",35,0.086
"Brooks","2021-01-20",1275,0.049
"Brown","2021-01-20",1580,0.156
"Burleson","2021-01-20",1161,0.155
"Burnet","2021-01-20",2549,0.179
"Caldwell","2021-01-20",3619,0.212
"Calhoun","2021-01-20",750,0.157
"Callahan","2021-01-20",344,0.131
"Cameron","2021-01-20",15061,0.209
"Camp","2021-01-20",451,0.149
"Carson","2021-01-20",78,0.103
"Cass","2021-01-20",827,0.123
"Castro","2021-01-20",124,0.202
"Chambers","2021-01-20",1126,0.163
"Cherokee","2021-01-20",977,0.097
"Childress","2021-01-20",207,0.222
"Clay","2021-01-20",296,0.236
"Cochran","2021-01-20",38,0.105
"Coke","2021-01-20",97,0.113
"Coleman","2021-01-20",240,0.308
"Collin","2021-01-20",58594,0.169
"Collingsworth","2021-01-20",77,0.221
"Colorado","2021-01-20",635,0.235
"Comal","2021-01-20",8474,0.194
"Comanche","2021-01-20",119,0.227
"Concho","2021-01-20",60,0.067
"Cooke","2021-01-20",1726,0.201
"Coryell","2021-01-20",2546,0.134
"Cottle","2021-01-20",40,0.3
"Crane","2021-01-20",276,0.04
"Crockett","2021-01-20",26,0.308
"Crosby","2021-01-20",99,0.212
"Culberson","2021-01-20",135,0.304
"Dallam","2021-01-20",39,0.077
"Dallas","2021-01-20",163203,0.19
"Dawson","2021-01-20",197,0.112
"DeWitt","2021-01-20",390,0.308
"Deaf Smith","2021-01-20",123,0.195
"Delta","2021-01-20",153,0.092
"Denton","2021-01-20",55696,0.179
"Dickens","2021-01-20",NA,NA
"Dimmit","2021-01-20",1521,0.204
"Donley","2021-01-20",49,0.163
"Duval","2021-01-20",1454,0.091
"Eastland","2021-01-20",216,0.213
"Ector","2021-01-20",2695,0.204
"Edwards","2021-01-20",84,0.083
"El Paso","2021-01-20",45786,0.149
"Ellis","2021-01-20",12684,0.196
"Erath","2021-01-20",718,0.178
"Falls","2021-01-20",818,0.172
"Fannin","2021-01-20",1825,0.132
"Fayette","2021-01-20",786,0.174
"Fisher","2021-01-20",72,0.25
"Floyd","2021-01-20",134,0.134
"Foard","2021-01-20",22,0.273
"Fort Bend","2021-01-20",51219,0.168
"Franklin","2021-01-20",230,0.191
"Freestone","2021-01-20",530,0.1
"Frio","2021-01-20",699,0.219
"Gaines","2021-01-20",114,0.246
"Galveston","2021-01-20",17296,0.157
"Garza","2021-01-20",138,0.058
"Gillespie","2021-01-20",1418,0.138
"Glasscock","2021-01-20",NA,NA
"Goliad","2021-01-20",174,0.276
"Gonzales","2021-01-20",811,0.326
"Gray","2021-01-20",292,0.144
"Grayson","2021-01-20",7327,0.172
"Gregg","2021-01-20",4882,0.129
"Grimes","2021-01-20",1712,0.18
"Guadalupe","2021-01-20",6989,0.171
"Hale","2021-01-20",813,0.113
"Hall","2021-01-20",120,0.35
"Hamilton","2021-01-20",333,0.105
"Hansford","2021-01-20",36,0.139
"Hardeman","2021-01-20",63,0.206
"Hardin","2021-01-20",1251,0.201
"Harris","2021-01-20",264946,0.17
"Harrison","2021-01-20",1491,0.159
"Hartley","2021-01-20",NA,NA
"Haskell","2021-01-20",40,0.05
"Hays","2021-01-20",22080,0.16
"Hemphill","2021-01-20",NA,NA
"Henderson","2021-01-20",2243,0.217
"Hidalgo","2021-01-20",28166,0.175
"Hill","2021-01-20",1449,0.209
"Hockley","2021-01-20",426,0.244
"Hood","2021-01-20",2183,0.256
"Hopkins","2021-01-20",1095,0.09
"Houston","2021-01-20",606,0.114
"Howard","2021-01-20",1260,0.175
"Hudspeth","2021-01-20",103,0.194
"Hunt","2021-01-20",3426,0.197
"Hutchinson","2021-01-20",348,0.198
"Irion","2021-01-20",NA,NA
"Jack","2021-01-20",132,0.265
"Jackson","2021-01-20",359,0.22
"Jasper","2021-01-20",1041,0.195
"Jeff Davis","2021-01-20",126,0.103
"Jefferson","2021-01-20",7395,0.155
"Jim Hogg","2021-01-20",1375,0.129
"Jim Wells","2021-01-20",3120,0.125
"Johnson","2021-01-20",8764,0.262
"Jones","2021-01-20",400,0.092
"Karnes","2021-01-20",513,0.15
"Kaufman","2021-01-20",7485,0.209
"Kendall","2021-01-20",1766,0.159
"Kenedy","2021-01-20",NA,NA
"Kent","2021-01-20",NA,NA
"Kerr","2021-01-20",2018,0.113
"Kimble","2021-01-20",64,0.188
"King","2021-01-20",NA,NA
