"County","Date","Tests","TPR_CMS"
"Anderson","2021-02-03",1710,0.079
"Andrews","2021-02-03",135,0.111
"Angelina","2021-02-03",4509,0.12
"Aransas","2021-02-03",570,0.212
"Archer","2021-02-03",73,0.041
"Armstrong","2021-02-03",20,0.1
"Atascosa","2021-02-03",4625,0.101
"Austin","2021-02-03",1099,0.175
"Bailey","2021-02-03",NA,NA
"Bandera","2021-02-03",542,0.161
"Bastrop","2021-02-03",3297,0.157
"Baylor","2021-02-03",21,0.19
"Bee","2021-02-03",1543,0.117
"Bell","2021-02-03",14235,0.117
"Bexar","2021-02-03",171798,0.124
"Blanco","2021-02-03",452,0.164
"Borden","2021-02-03",NA,NA
"Bosque","2021-02-03",506,0.15
"Bowie","2021-02-03",2073,0.143
"Brazoria","2021-02-03",15358,0.148
"Brazos","2021-02-03",15625,0.168
"Brewster","2021-02-03",91,0.209
"Briscoe","2021-02-03",31,0.129
"Brooks","2021-02-03",230,0.148
"Brown","2021-02-03",824,0.138
"Burleson","2021-02-03",1011,0.167
"Burnet","2021-02-03",2100,0.17
"Caldwell","2021-02-03",2639,0.177
"Calhoun","2021-02-03",771,0.167
"Callahan","2021-02-03",286,0.073
"Cameron","2021-02-03",12387,0.188
"Camp","2021-02-03",341,0.173
"Carson","2021-02-03",49,0.122
"Cass","2021-02-03",457,0.131
"Castro","2021-02-03",161,0.043
"Chambers","2021-02-03",1050,0.144
"Cherokee","2021-02-03",1173,0.078
"Childress","2021-02-03",178,0.14
"Clay","2021-02-03",128,0.18
"Cochran","2021-02-03",20,0.15
"Coke","2021-02-03",65,0.123
"Coleman","2021-02-03",146,0.171
"Collin","2021-02-03",45352,0.167
"Collingsworth","2021-02-03",47,0.191
"Colorado","2021-02-03",607,0.188
"Comal","2021-02-03",6575,0.184
"Comanche","2021-02-03",239,0.172
"Concho","2021-02-03",67,0.239
"Cooke","2021-02-03",1183,0.197
"Coryell","2021-02-03",3601,0.081
"Cottle","2021-02-03",28,0.036
"Crane","2021-02-03",406,0.027
"Crockett","2021-02-03",28,0.286
"Crosby","2021-02-03",72,0.056
"Culberson","2021-02-03",68,0.324
"Dallam","2021-02-03",102,0.049
"Dallas","2021-02-03",122976,0.17
"Dawson","2021-02-03",296,0.007
"DeWitt","2021-02-03",364,0.214
"Deaf Smith","2021-02-03",140,0.071
"Delta","2021-02-03",137,0.175
"Denton","2021-02-03",42061,0.161
"Dickens","2021-02-03",NA,NA
"Dimmit","2021-02-03",830,0.32
"Donley","2021-02-03",39,0.256
"Duval","2021-02-03",675,0.099
"Eastland","2021-02-03",178,0.163
"Ector","2021-02-03",1666,0.163
