"County","Date","Tests","TPR_CMS"
"Anderson","2021-07-06",422,0.04
"Andrews","2021-07-06",66,0.076
"Angelina","2021-07-06",629,0.049
"Aransas","2021-07-06",221,0.09
"Archer","2021-07-06",23,0
"Armstrong","2021-07-06",NA,NA
"Atascosa","2021-07-06",416,0.06
"Austin","2021-07-06",235,0.081
"Bailey","2021-07-06",NA,NA
"Bandera","2021-07-06",154,0.071
"Bastrop","2021-07-06",779,0.063
"Baylor","2021-07-06",NA,NA
"Bee","2021-07-06",362,0.025
"Bell","2021-07-06",4599,0.057
"Bexar","2021-07-06",29282,0.051
"Blanco","2021-07-06",106,0.019
"Borden","2021-07-06",NA,NA
"Bosque","2021-07-06",107,0.075
"Bowie","2021-07-06",474,0.059
"Brazoria","2021-07-06",5538,0.051
"Brazos","2021-07-06",2872,0.096
"Brewster","2021-07-06",NA,NA
"Briscoe","2021-07-06",NA,NA
"Brooks","2021-07-06",142,0.049
"Brown","2021-07-06",228,0.044
"Burleson","2021-07-06",360,0.044
"Burnet","2021-07-06",648,0.114
"Caldwell","2021-07-06",463,0.073
"Calhoun","2021-07-06",141,0.043
"Callahan","2021-07-06",29,0
"Cameron","2021-07-06",5921,0.134
"Camp","2021-07-06",43,0.093
"Carson","2021-07-06",32,0.062
"Cass","2021-07-06",110,0.055
"Castro","2021-07-06",NA,NA
"Chambers","2021-07-06",358,0.075
"Cherokee","2021-07-06",256,0.016
"Childress","2021-07-06",105,0.01
"Clay","2021-07-06",34,0.059
"Cochran","2021-07-06",NA,NA
"Coke","2021-07-06",25,0
"Coleman","2021-07-06",31,0.097
"Collin","2021-07-06",14436,0.027
"Collingsworth","2021-07-06",NA,NA
"Colorado","2021-07-06",145,0.041
"Comal","2021-07-06",2199,0.112
"Comanche","2021-07-06",81,0.086
"Concho","2021-07-06",NA,NA
"Cooke","2021-07-06",207,0.024
"Coryell","2021-07-06",1094,0.041
"Cottle","2021-07-06",NA,NA
"Crane","2021-07-06",NA,NA
"Crockett","2021-07-06",NA,NA
"Crosby","2021-07-06",NA,NA
"Culberson","2021-07-06",NA,NA
"Dallam","2021-07-06",94,0
"Dallas","2021-07-06",34750,0.038
"Dawson","2021-07-06",131,0
"DeWitt","2021-07-06",71,0.028
"Deaf Smith","2021-07-06",55,0.036
"Delta","2021-07-06",24,0.167
"Denton","2021-07-06",11243,0.029
"Dickens","2021-07-06",NA,NA
"Dimmit","2021-07-06",1289,0.106
"Donley","2021-07-06",NA,NA
"Duval","2021-07-06",191,0.037
"Eastland","2021-07-06",71,0.099
"Ector","2021-07-06",431,0.135
"Edwards","2021-07-06",NA,NA
"El Paso","2021-07-06",8912,0.043
"Ellis","2021-07-06",2265,0.062
"Erath","2021-07-06",378,0.061
