"County","Date","Tests","TPR_CMS"
"Anderson","2021-05-04",743,0.121
"Andrews","2021-05-04",52,0.019
"Angelina","2021-05-04",1241,0.049
"Aransas","2021-05-04",235,0.047
"Archer","2021-05-04",30,0.033
"Armstrong","2021-05-04",NA,NA
"Atascosa","2021-05-04",3101,0.012
"Austin","2021-05-04",528,0.057
"Bailey","2021-05-04",41,0
"Bandera","2021-05-04",230,0.052
"Bastrop","2021-05-04",3473,0.041
"Baylor","2021-05-04",20,0.05
"Bee","2021-05-04",725,0.006
"Bell","2021-05-04",10101,0.03
"Bexar","2021-05-04",112473,0.024
"Blanco","2021-05-04",237,0.034
"Borden","2021-05-04",NA,NA
"Bosque","2021-05-04",209,0.029
"Bowie","2021-05-04",963,0.047
"Brazoria","2021-05-04",9202,0.056
"Brazos","2021-05-04",6853,0.055
"Brewster","2021-05-04",NA,NA
"Briscoe","2021-05-04",NA,NA
"Brooks","2021-05-04",1048,0.006
"Brown","2021-05-04",316,0.047
"Burleson","2021-05-04",497,0.034
"Burnet","2021-05-04",1788,0.033
"Caldwell","2021-05-04",2053,0.057
"Calhoun","2021-05-04",245,0.122
"Callahan","2021-05-04",81,0.012
"Cameron","2021-05-04",8205,0.089
"Camp","2021-05-04",87,0.115
"Carson","2021-05-04",34,0.088
"Cass","2021-05-04",164,0.049
"Castro","2021-05-04",60,0.033
"Chambers","2021-05-04",720,0.062
"Cherokee","2021-05-04",578,0.017
"Childress","2021-05-04",33,0.03
"Clay","2021-05-04",53,0.019
"Cochran","2021-05-04",21,0
"Coke","2021-05-04",45,0.111
"Coleman","2021-05-04",44,0.114
"Collin","2021-05-04",19739,0.039
"Collingsworth","2021-05-04",NA,NA
"Colorado","2021-05-04",217,0.069
"Comal","2021-05-04",3728,0.079
"Comanche","2021-05-04",76,0.013
"Concho","2021-05-04",NA,NA
"Cooke","2021-05-04",262,0.084
"Coryell","2021-05-04",1968,0.025
"Cottle","2021-05-04",NA,NA
"Crane","2021-05-04",NA,NA
"Crockett","2021-05-04",NA,NA
"Crosby","2021-05-04",43,0
"Culberson","2021-05-04",NA,NA
"Dallam","2021-05-04",132,0.023
"Dallas","2021-05-04",52811,0.044
"Dawson","2021-05-04",173,0.006
"DeWitt","2021-05-04",136,0.11
"Deaf Smith","2021-05-04",65,0.062
"Delta","2021-05-04",27,0.037
"Denton","2021-05-04",16153,0.041
"Dickens","2021-05-04",NA,NA
"Dimmit","2021-05-04",1036,0.102
"Donley","2021-05-04",NA,NA
"Duval","2021-05-04",295,0.071
"Eastland","2021-05-04",58,0.069
"Ector","2021-05-04",874,0.111
"Edwards","2021-05-04",NA,NA
"El Paso","2021-05-04",18020,0.085
"Ellis","2021-05-04",3180,0.04
"Erath","2021-05-04",494,0.03
"Falls","2021-05-04",261,0.023
"Fannin","2021-05-04",428,0.019
"Fayette","2021-05-04",636,0.049
"Fisher","2021-05-04",NA,NA
"Floyd","2021-05-04",68,0
"Foard","2021-05-04",NA,NA
"Fort Bend","2021-05-04",20335,0.071
"Franklin","2021-05-04",46,0.022
"Freestone","2021-05-04",139,0.058
"Frio","2021-05-04",404,0.064
"Gaines","2021-05-04",68,0.015
"Galveston","2021-05-04",10415,0.065
"Garza","2021-05-04",86,0
"Gillespie","2021-05-04",236,0.068
"Glasscock","2021-05-04",NA,NA
"Goliad","2021-05-04",73,0.068
"Gonzales","2021-05-04",290,0.059
"Gray","2021-05-04",80,0.038
"Grayson","2021-05-04",1965,0.034
"Gregg","2021-05-04",1056,0.07
"Grimes","2021-05-04",1643,0.051
"Guadalupe","2021-05-04",3495,0.054
"Hale","2021-05-04",464,0.026
"Hall","2021-05-04",NA,NA
"Hamilton","2021-05-04",156,0.013
"Hansford","2021-05-04",25,0
"Hardeman","2021-05-04",31,0.226
"Hardin","2021-05-04",582,0.074
"Harris","2021-05-04",117935,0.071
"Harrison","2021-05-04",300,0.08
"Hartley","2021-05-04",NA,NA
"Haskell","2021-05-04",NA,NA
"Hays","2021-05-04",11425,0.066
"Hemphill","2021-05-04",NA,NA
"Henderson","2021-05-04",684,0.07
"Hidalgo","2021-05-04",12556,0.075
"Hill","2021-05-04",458,0.05
"Hockley","2021-05-04",306,0.01
"Hood","2021-05-04",606,0.035
"Hopkins","2021-05-04",306,0.042
"Houston","2021-05-04",267,0.045
"Howard","2021-05-04",261,0.011
"Hudspeth","2021-05-04",52,0.231
"Hunt","2021-05-04",1012,0.064
"Hutchinson","2021-05-04",83,0.06
"Irion","2021-05-04",NA,NA
"Jack","2021-05-04",109,0.009
"Jackson","2021-05-04",141,0.05
"Jasper","2021-05-04",457,0.042
"Jeff Davis","2021-05-04",NA,NA
"Jefferson","2021-05-04",3501,0.052
"Jim Hogg","2021-05-04",228,0.013
"Jim Wells","2021-05-04",974,0.062
"Johnson","2021-05-04",2223,0.043
"Jones","2021-05-04",344,0.081
"Karnes","2021-05-04",440,0.027
"Kaufman","2021-05-04",2301,0.06
"Kendall","2021-05-04",861,0.053
"Kenedy","2021-05-04",NA,NA
"Kent","2021-05-04",NA,NA
"Kerr","2021-05-04",490,0.033
"Kimble","2021-05-04",33,0.03
"King","2021-05-04",NA,NA
"Kinney","2021-05-04",73,0.014
"Kleberg","2021-05-04",411,0.063
"Knox","2021-05-04",NA,NA
"La Salle","2021-05-04",60,0.033
"Lamar","2021-05-04",315,0.054
"Lamb","2021-05-04",87,0.069
"Lampasas","2021-05-04",520,0.023
"Lavaca","2021-05-04",265,0.091
"Lee","2021-05-04",329,0.076
"Leon","2021-05-04",280,0.039
"Liberty","2021-05-04",1698,0.098
"Limestone","2021-05-04",488,0.035
"Lipscomb","2021-05-04",NA,NA
"Live Oak","2021-05-04",160,0.025
"Llano","2021-05-04",900,0.021
"Loving","2021-05-04",NA,NA
"Lubbock","2021-05-04",4514,0.022
"Lynn","2021-05-04",40,0
"Madison","2021-05-04",450,0.027
"Marion","2021-05-04",51,0.02
"Martin","2021-05-04",NA,NA
"Mason","2021-05-04",38,0
"Matagorda","2021-05-04",851,0.16
"Maverick","2021-05-04",1032,0.046
"McCulloch","2021-05-04",21,0.143
"McLennan","2021-05-04",17506,0.014
"McMullen","2021-05-04",NA,NA
"Medina","2021-05-04",694,0.042
"Menard","2021-05-04",NA,NA
"Midland","2021-05-04",992,0.077
"Milam","2021-05-04",559,0.023
"Mills","2021-05-04",153,0.007
"Mitchell","2021-05-04",45,0.022
"Montague","2021-05-04",169,0.012
"Montgomery","2021-05-04",14416,0.071
"Moore","2021-05-04",110,0.027
"Morris","2021-05-04",47,0.064
"Motley","2021-05-04",NA,NA
"Nacogdoches","2021-05-04",934,0.051
"Navarro","2021-05-04",354,0.045
"Newton","2021-05-04",135,0.037
"Nolan","2021-05-04",37,0.081
"Nueces","2021-05-04",4359,0.079
"Ochiltree","2021-05-04",23,0.174
"Oldham","2021-05-04",NA,NA
"Orange","2021-05-04",1006,0.063
"Palo Pinto","2021-05-04",215,0.042
"Panola","2021-05-04",112,0.054
"Parker","2021-05-04",1695,0.058
"Parmer","2021-05-04",35,0.143
"Pecos","2021-05-04",77,0.026
"Polk","2021-05-04",1242,0.058
"Potter","2021-05-04",1480,0.036
"Presidio","2021-05-04",NA,NA
"Rains","2021-05-04",72,0.083
"Randall","2021-05-04",1388,0.05
"Reagan","2021-05-04",NA,NA
"Real","2021-05-04",NA,NA
"Red River","2021-05-04",62,0.081
"Reeves","2021-05-04",910,0.011
"Refugio","2021-05-04",59,0.169
"Roberts","2021-05-04",NA,NA
"Robertson","2021-05-04",363,0.061
"Rockwall","2021-05-04",2288,0.038
"Runnels","2021-05-04",60,0.033
"Rusk","2021-05-04",280,0.029
"Sabine","2021-05-04",163,0.031
"San Augustine","2021-05-04",82,0
"San Jacinto","2021-05-04",323,0.074
"San Patricio","2021-05-04",668,0.09
"San Saba","2021-05-04",81,0.037
"Schleicher","2021-05-04",NA,NA
"Scurry","2021-05-04",214,0.033
"Shackelford","2021-05-04",NA,NA
"Shelby","2021-05-04",173,0.035
"Sherman","2021-05-04",NA,NA
"Smith","2021-05-04",2614,0.052
"Somervell","2021-05-04",74,0.014
"Starr","2021-05-04",793,0.054
"Stephens","2021-05-04",26,0
"Sterling","2021-05-04",NA,NA
"Stonewall","2021-05-04",NA,NA
"Sutton","2021-05-04",NA,NA
"Swisher","2021-05-04",110,0.055
"Tarrant","2021-05-04",36993,0.049
"Taylor","2021-05-04",977,0.066
"Terrell","2021-05-04",NA,NA
"Terry","2021-05-04",169,0
"Throckmorton","2021-05-04",NA,NA
"Titus","2021-05-04",182,0.077
"Tom Green","2021-05-04",639,0.016
"Travis","2021-05-04",45260,0.027
"Trinity","2021-05-04",288,0.045
"Tyler","2021-05-04",314,0.032
"Upshur","2021-05-04",240,0.025
"Upton","2021-05-04",NA,NA
"Uvalde","2021-05-04",328,0.043
"Val Verde","2021-05-04",842,0.03
"Van Zandt","2021-05-04",418,0.081
"Victoria","2021-05-04",1287,0.176
"Walker","2021-05-04",2946,0.049
"Waller","2021-05-04",1266,0.061
"Ward","2021-05-04",50,0.16
"Washington","2021-05-04",1141,0.055
"Webb","2021-05-04",7280,0.042
"Wharton","2021-05-04",729,0.085
"Wheeler","2021-05-04",NA,NA
"Wichita","2021-05-04",1288,0.02
"Wilbarger","2021-05-04",218,0.041
"Willacy","2021-05-04",1156,0.056
"Williamson","2021-05-04",19110,0.036
"Wilson","2021-05-04",842,0.044
"Winkler","2021-05-04",NA,NA
"Wise","2021-05-04",978,0.033
"Wood","2021-05-04",246,0.069
"Yoakum","2021-05-04",31,0
"Young","2021-05-04",118,0.034
"Zapata","2021-05-04",155,0.013
"Zavala","2021-05-04",91,0.011
