"County","Date","Tests","TPR_CMS"
"Anderson","2021-01-13",2200,0.166
"Andrews","2021-01-13",212,0.321
"Angelina","2021-01-13",3631,0.191
"Aransas","2021-01-13",447,0.201
"Archer","2021-01-13",232,0.332
"Armstrong","2021-01-13",26,0.115
"Atascosa","2021-01-13",3987,0.17
"Austin","2021-01-13",1254,0.246
"Bailey","2021-01-13",63,0.143
"Bandera","2021-01-13",544,0.219
"Bastrop","2021-01-13",4191,0.179
"Baylor","2021-01-13",43,0.116
"Bee","2021-01-13",1394,0.175
"Bell","2021-01-13",22933,0.18
"Bexar","2021-01-13",129170,0.203
"Blanco","2021-01-13",463,0.175
"Borden","2021-01-13",NA,NA
"Bosque","2021-01-13",652,0.253
"Bowie","2021-01-13",3021,0.208
"Brazoria","2021-01-13",17762,0.173
"Brazos","2021-01-13",20180,0.136
"Brewster","2021-01-13",241,0.137
"Briscoe","2021-01-13",35,0.229
"Brooks","2021-01-13",1084,0.068
"Brown","2021-01-13",1286,0.249
"Burleson","2021-01-13",1296,0.202
"Burnet","2021-01-13",2676,0.21
"Caldwell","2021-01-13",3386,0.238
"Calhoun","2021-01-13",637,0.182
"Callahan","2021-01-13",279,0.125
"Cameron","2021-01-13",12982,0.212
"Camp","2021-01-13",427,0.22
"Carson","2021-01-13",62,0.226
"Cass","2021-01-13",685,0.184
"Castro","2021-01-13",187,0.176
"Chambers","2021-01-13",1014,0.188
"Cherokee","2021-01-13",1141,0.132
"Childress","2021-01-13",180,0.289
"Clay","2021-01-13",334,0.251
"Cochran","2021-01-13",41,0.195
"Coke","2021-01-13",155,0.09
"Coleman","2021-01-13",244,0.373
"Collin","2021-01-13",56298,0.183
"Collingsworth","2021-01-13",63,0.286
"Colorado","2021-01-13",639,0.244
"Comal","2021-01-13",7328,0.218
"Comanche","2021-01-13",201,0.318
"Concho","2021-01-13",78,0.051
"Cooke","2021-01-13",1848,0.232
"Coryell","2021-01-13",3721,0.167
"Cottle","2021-01-13",54,0.37
"Crane","2021-01-13",240,0.058
"Crockett","2021-01-13",28,0.286
"Crosby","2021-01-13",114,0.272
"Culberson","2021-01-13",72,0.278
"Dallam","2021-01-13",96,0.01
"Dallas","2021-01-13",141567,0.208
"Dawson","2021-01-13",191,0.257
"DeWitt","2021-01-13",481,0.285
"Deaf Smith","2021-01-13",160,0.281
"Delta","2021-01-13",110,0.182
"Denton","2021-01-13",50821,0.202
"Dickens","2021-01-13",24,0.125
"Dimmit","2021-01-13",661,0.336
"Donley","2021-01-13",53,0.151
"Duval","2021-01-13",900,0.124
"Eastland","2021-01-13",246,0.28
"Ector","2021-01-13",2835,0.228
"Edwards","2021-01-13",77,0.117
"El Paso","2021-01-13",45803,0.151
"Ellis","2021-01-13",11985,0.221
"Erath","2021-01-13",788,0.195
"Falls","2021-01-13",777,0.236
"Fannin","2021-01-13",1714,0.156
"Fayette","2021-01-13",820,0.226
"Fisher","2021-01-13",88,0.284
"Floyd","2021-01-13",103,0.184
"Foard","2021-01-13",35,0.229
"Fort Bend","2021-01-13",47318,0.174
"Franklin","2021-01-13",256,0.309
"Freestone","2021-01-13",559,0.107
"Frio","2021-01-13",632,0.234
"Gaines","2021-01-13",127,0.205
"Galveston","2021-01-13",19503,0.182
"Garza","2021-01-13",103,0.058
"Gillespie","2021-01-13",550,0.224
"Glasscock","2021-01-13",NA,NA
"Goliad","2021-01-13",154,0.227
"Gonzales","2021-01-13",715,0.369
"Gray","2021-01-13",325,0.166
"Grayson","2021-01-13",7009,0.203
"Gregg","2021-01-13",5032,0.137
"Grimes","2021-01-13",2013,0.207
"Guadalupe","2021-01-13",5631,0.202
"Hale","2021-01-13",572,0.149
"Hall","2021-01-13",106,0.406
"Hamilton","2021-01-13",304,0.118
"Hansford","2021-01-13",54,0.296
"Hardeman","2021-01-13",75,0.253
"Hardin","2021-01-13",1350,0.213
"Harris","2021-01-13",241483,0.183
"Harrison","2021-01-13",1384,0.212
"Hartley","2021-01-13",NA,NA
"Haskell","2021-01-13",37,0.135
"Hays","2021-01-13",17689,0.175
"Hemphill","2021-01-13",NA,NA
"Henderson","2021-01-13",2323,0.242
"Hidalgo","2021-01-13",22701,0.18
"Hill","2021-01-13",1859,0.251
"Hockley","2021-01-13",456,0.263
"Hood","2021-01-13",2152,0.283
"Hopkins","2021-01-13",1149,0.123
"Houston","2021-01-13",718,0.139
"Howard","2021-01-13",1182,0.135
"Hudspeth","2021-01-13",119,0.185
"Hunt","2021-01-13",3223,0.22
"Hutchinson","2021-01-13",244,0.266
"Irion","2021-01-13",NA,NA
"Jack","2021-01-13",187,0.219
"Jackson","2021-01-13",365,0.307
"Jasper","2021-01-13",1141,0.191
"Jeff Davis","2021-01-13",111,0.099
"Jefferson","2021-01-13",7220,0.157
"Jim Hogg","2021-01-13",1528,0.128
"Jim Wells","2021-01-13",2703,0.134
"Johnson","2021-01-13",8778,0.292
"Jones","2021-01-13",337,0.142
"Karnes","2021-01-13",488,0.152
"Kaufman","2021-01-13",7063,0.238
"Kendall","2021-01-13",1428,0.21
"Kenedy","2021-01-13",NA,NA
"Kent","2021-01-13",NA,NA
"Kerr","2021-01-13",1640,0.118
"Kimble","2021-01-13",70,0.129
"King","2021-01-13",NA,NA
"Kinney","2021-01-13",200,0.425
"Kleberg","2021-01-13",1826,0.111
"Knox","2021-01-13",45,0.444
"La Salle","2021-01-13",516,0.213
"Lamar","2021-01-13",1376,0.172
"Lamb","2021-01-13",269,0.279
"Lampasas","2021-01-13",1062,0.181
"Lavaca","2021-01-13",511,0.282
"Lee","2021-01-13",923,0.153
"Leon","2021-01-13",613,0.209
"Liberty","2021-01-13",2512,0.223
"Limestone","2021-01-13",1907,0.123
"Lipscomb","2021-01-13",NA,NA
"Live Oak","2021-01-13",422,0.256
"Llano","2021-01-13",1070,0.194
"Loving","2021-01-13",NA,NA
"Lubbock","2021-01-13",8934,0.137
"Lynn","2021-01-13",124,0.306
"Madison","2021-01-13",518,0.149
"Marion","2021-01-13",230,0.257
"Martin","2021-01-13",41,0.22
"Mason","2021-01-13",89,0.225
"Matagorda","2021-01-13",1706,0.206
"Maverick","2021-01-13",4682,0.277
"McCulloch","2021-01-13",80,0.075
"McLennan","2021-01-13",10953,0.166
"McMullen","2021-01-13",NA,NA
"Medina","2021-01-13",1988,0.197
"Menard","2021-01-13",50,0.04
"Midland","2021-01-13",2229,0.249
"Milam","2021-01-13",1326,0.149
"Mills","2021-01-13",175,0.206
"Mitchell","2021-01-13",181,0.182
"Montague","2021-01-13",855,0.233
"Montgomery","2021-01-13",27090,0.206
"Moore","2021-01-13",156,0.071
"Morris","2021-01-13",298,0.295
"Motley","2021-01-13",NA,NA
"Nacogdoches","2021-01-13",2126,0.171
"Navarro","2021-01-13",1653,0.193
"Newton","2021-01-13",228,0.202
"Nolan","2021-01-13",368,0.272
"Nueces","2021-01-13",11772,0.131
"Ochiltree","2021-01-13",25,0.08
"Oldham","2021-01-13",24,0.333
"Orange","2021-01-13",1584,0.132
"Palo Pinto","2021-01-13",973,0.328
"Panola","2021-01-13",568,0.202
"Parker","2021-01-13",5158,0.299
"Parmer","2021-01-13",74,0.095
"Pecos","2021-01-13",540,0.169
"Polk","2021-01-13",1540,0.166
"Potter","2021-01-13",2511,0.109
"Presidio","2021-01-13",265,0.106
"Rains","2021-01-13",217,0.226
"Randall","2021-01-13",1947,0.127
"Reagan","2021-01-13",27,0.259
"Real","2021-01-13",208,0.149
"Red River","2021-01-13",388,0.098
"Reeves","2021-01-13",231,0.108
"Refugio","2021-01-13",221,0.294
"Roberts","2021-01-13",NA,NA
"Robertson","2021-01-13",930,0.225
"Rockwall","2021-01-13",8523,0.189
"Runnels","2021-01-13",271,0.299
"Rusk","2021-01-13",781,0.207
"Sabine","2021-01-13",333,0.15
"San Augustine","2021-01-13",341,0.056
"San Jacinto","2021-01-13",595,0.202
"San Patricio","2021-01-13",1802,0.188
"San Saba","2021-01-13",138,0.196
"Schleicher","2021-01-13",34,0.147
"Scurry","2021-01-13",775,0.297
"Shackelford","2021-01-13",33,0.364
"Shelby","2021-01-13",594,0.16
"Sherman","2021-01-13",NA,NA
"Smith","2021-01-13",10907,0.143
"Somervell","2021-01-13",174,0.276
"Starr","2021-01-13",4797,0.186
"Stephens","2021-01-13",98,0.327
"Sterling","2021-01-13",34,0
"Stonewall","2021-01-13",NA,NA
"Sutton","2021-01-13",54,0.148
"Swisher","2021-01-13",146,0.068
"Tarrant","2021-01-13",116108,0.252
"Taylor","2021-01-13",3508,0.109
"Terrell","2021-01-13",NA,NA
"Terry","2021-01-13",72,0.167
"Throckmorton","2021-01-13",22,0.136
"Titus","2021-01-13",1499,0.177
"Tom Green","2021-01-13",4781,0.112
"Travis","2021-01-13",70983,0.133
"Trinity","2021-01-13",927,0.092
"Tyler","2021-01-13",523,0.124
"Upshur","2021-01-13",739,0.161
"Upton","2021-01-13",34,0.176
"Uvalde","2021-01-13",2360,0.263
"Val Verde","2021-01-13",4663,0.3
"Van Zandt","2021-01-13",1269,0.262
"Victoria","2021-01-13",1793,0.254
"Walker","2021-01-13",4519,0.132
"Waller","2021-01-13",2052,0.206
"Ward","2021-01-13",357,0.213
"Washington","2021-01-13",3541,0.176
"Webb","2021-01-13",41892,0.212
"Wharton","2021-01-13",2042,0.232
"Wheeler","2021-01-13",54,0.333
"Wichita","2021-01-13",7004,0.24
"Wilbarger","2021-01-13",485,0.305
"Willacy","2021-01-13",1302,0.151
"Williamson","2021-01-13",33750,0.169
"Wilson","2021-01-13",2111,0.191
"Winkler","2021-01-13",84,0.321
"Wise","2021-01-13",3346,0.268
"Wood","2021-01-13",1151,0.224
"Yoakum","2021-01-13",35,0.229
"Young","2021-01-13",424,0.278
"Zapata","2021-01-13",2131,0.177
"Zavala","2021-01-13",939,0.325
