"County","Date","Tests","TPR_CMS"
"Anderson","2021-06-01",1360,0.028
"Andrews","2021-06-01",71,0.07
"Angelina","2021-06-01",914,0.027
"Aransas","2021-06-01",214,0.037
"Archer","2021-06-01",27,0
"Armstrong","2021-06-01",NA,NA
"Atascosa","2021-06-01",1734,0.025
"Austin","2021-06-01",362,0.05
"Bailey","2021-06-01",25,0.04
"Bandera","2021-06-01",157,0.019
"Bastrop","2021-06-01",2219,0.029
"Baylor","2021-06-01",NA,NA
"Bee","2021-06-01",665,0.012
"Bell","2021-06-01",7579,0.025
"Bexar","2021-06-01",89874,0.015
"Blanco","2021-06-01",269,0.056
"Borden","2021-06-01",NA,NA
"Bosque","2021-06-01",189,0.016
"Bowie","2021-06-01",965,0.041
"Brazoria","2021-06-01",7049,0.031
"Brazos","2021-06-01",4525,0.052
"Brewster","2021-06-01",NA,NA
"Briscoe","2021-06-01",NA,NA
"Brooks","2021-06-01",874,0.01
"Brown","2021-06-01",237,0.03
"Burleson","2021-06-01",438,0.032
"Burnet","2021-06-01",1318,0.015
"Caldwell","2021-06-01",1675,0.027
"Calhoun","2021-06-01",200,0.17
"Callahan","2021-06-01",44,0.114
"Cameron","2021-06-01",5920,0.05
"Camp","2021-06-01",66,0.061
"Carson","2021-06-01",NA,NA
"Cass","2021-06-01",149,0.034
"Castro","2021-06-01",27,0.037
"Chambers","2021-06-01",503,0.068
"Cherokee","2021-06-01",574,0.016
"Childress","2021-06-01",NA,NA
"Clay","2021-06-01",39,0.026
"Cochran","2021-06-01",NA,NA
"Coke","2021-06-01",21,0
"Coleman","2021-06-01",20,0
"Collin","2021-06-01",17145,0.022
"Collingsworth","2021-06-01",NA,NA
"Colorado","2021-06-01",171,0.023
"Comal","2021-06-01",2417,0.053
"Comanche","2021-06-01",55,0
"Concho","2021-06-01",NA,NA
"Cooke","2021-06-01",268,0.007
"Coryell","2021-06-01",1763,0.011
"Cottle","2021-06-01",NA,NA
"Crane","2021-06-01",NA,NA
"Crockett","2021-06-01",NA,NA
"Crosby","2021-06-01",34,0.118
"Culberson","2021-06-01",NA,NA
"Dallam","2021-06-01",145,0
"Dallas","2021-06-01",38037,0.029
"Dawson","2021-06-01",231,0.004
"DeWitt","2021-06-01",81,0.099
"Deaf Smith","2021-06-01",52,0.038
"Delta","2021-06-01",26,0.038
"Denton","2021-06-01",12841,0.028
"Dickens","2021-06-01",NA,NA
"Dimmit","2021-06-01",931,0.06
"Donley","2021-06-01",NA,NA
"Duval","2021-06-01",74,0.041
"Eastland","2021-06-01",34,0.059
"Ector","2021-06-01",655,0.052
"Edwards","2021-06-01",NA,NA
"El Paso","2021-06-01",11126,0.034
"Ellis","2021-06-01",2289,0.039
"Erath","2021-06-01",236,0.034
"Falls","2021-06-01",199,0.035
"Fannin","2021-06-01",397,0.01
"Fayette","2021-06-01",386,0.021
"Fisher","2021-06-01",NA,NA
"Floyd","2021-06-01",55,0
"Foard","2021-06-01",NA,NA
"Fort Bend","2021-06-01",13861,0.042
"Franklin","2021-06-01",61,0.066
"Freestone","2021-06-01",173,0.04
