"County","Date","Tests","TPR_CMS"
"Anderson","2020-12-30",2601,0.19
"Andrews","2020-12-30",170,0.265
"Angelina","2020-12-30",4459,0.163
"Aransas","2020-12-30",687,0.084
"Archer","2020-12-30",186,0.355
"Armstrong","2020-12-30",22,0.045
"Atascosa","2020-12-30",2025,0.211
"Austin","2020-12-30",1043,0.209
"Bailey","2020-12-30",32,0.062
"Bandera","2020-12-30",547,0.256
"Bastrop","2020-12-30",3462,0.155
"Baylor","2020-12-30",54,0.222
"Bee","2020-12-30",876,0.218
"Bell","2020-12-30",19500,0.169
"Bexar","2020-12-30",87918,0.188
"Blanco","2020-12-30",412,0.148
"Borden","2020-12-30",NA,NA
"Bosque","2020-12-30",642,0.19
"Bowie","2020-12-30",2077,0.178
"Brazoria","2020-12-30",15811,0.171
"Brazos","2020-12-30",17835,0.15
"Brewster","2020-12-30",174,0.086
"Briscoe","2020-12-30",38,0.184
"Brooks","2020-12-30",865,0.057
"Brown","2020-12-30",920,0.255
"Burleson","2020-12-30",1222,0.178
"Burnet","2020-12-30",2212,0.146
"Caldwell","2020-12-30",2968,0.206
"Calhoun","2020-12-30",703,0.081
"Callahan","2020-12-30",375,0.165
"Cameron","2020-12-30",10079,0.178
"Camp","2020-12-30",377,0.218
"Carson","2020-12-30",63,0.254
"Cass","2020-12-30",587,0.135
"Castro","2020-12-30",105,0.314
"Chambers","2020-12-30",920,0.162
"Cherokee","2020-12-30",1245,0.134
"Childress","2020-12-30",248,0.355
"Clay","2020-12-30",246,0.313
"Cochran","2020-12-30",33,0.212
"Coke","2020-12-30",72,0.097
"Coleman","2020-12-30",221,0.376
"Collin","2020-12-30",67955,0.137
"Collingsworth","2020-12-30",44,0.341
"Colorado","2020-12-30",446,0.188
"Comal","2020-12-30",5975,0.176
"Comanche","2020-12-30",351,0.299
"Concho","2020-12-30",42,0.024
"Cooke","2020-12-30",1471,0.236
"Coryell","2020-12-30",3664,0.138
"Cottle","2020-12-30",45,0.422
"Crane","2020-12-30",252,0.036
"Crockett","2020-12-30",NA,NA
"Crosby","2020-12-30",102,0.255
"Culberson","2020-12-30",59,0.322
"Dallam","2020-12-30",23,0.13
"Dallas","2020-12-30",120017,0.177
"Dawson","2020-12-30",259,0.089
"DeWitt","2020-12-30",351,0.191
"Deaf Smith","2020-12-30",83,0.205
"Delta","2020-12-30",110,0.255
"Denton","2020-12-30",41627,0.166
"Dickens","2020-12-30",21,0.19
"Dimmit","2020-12-30",515,0.301
"Donley","2020-12-30",49,0.184
"Duval","2020-12-30",799,0.105
"Eastland","2020-12-30",263,0.297
"Ector","2020-12-30",2227,0.262
"Edwards","2020-12-30",28,0.321
"El Paso","2020-12-30",36668,0.109
"Ellis","2020-12-30",10182,0.217
"Erath","2020-12-30",952,0.244
"Falls","2020-12-30",909,0.246
"Fannin","2020-12-30",1298,0.156
"Fayette","2020-12-30",637,0.217
"Fisher","2020-12-30",85,0.188
"Floyd","2020-12-30",88,0.261
"Foard","2020-12-30",20,0.1
"Fort Bend","2020-12-30",37967,0.142
"Franklin","2020-12-30",224,0.214
"Freestone","2020-12-30",832,0.046
"Frio","2020-12-30",537,0.22
"Gaines","2020-12-30",98,0.194
"Galveston","2020-12-30",17316,0.172
"Garza","2020-12-30",37,0.162
"Gillespie","2020-12-30",980,0.203
"Glasscock","2020-12-30",NA,NA
"Goliad","2020-12-30",101,0.218
"Gonzales","2020-12-30",829,0.222
"Gray","2020-12-30",273,0.271
"Grayson","2020-12-30",5659,0.205
"Gregg","2020-12-30",4080,0.176
"Grimes","2020-12-30",2528,0.197
"Guadalupe","2020-12-30",4465,0.174
"Hale","2020-12-30",587,0.169
"Hall","2020-12-30",80,0.375
"Hamilton","2020-12-30",259,0.069
"Hansford","2020-12-30",61,0.246
"Hardeman","2020-12-30",44,0.227
"Hardin","2020-12-30",1253,0.14
"Harris","2020-12-30",206717,0.146
"Harrison","2020-12-30",1408,0.192
"Hartley","2020-12-30",NA,NA
"Haskell","2020-12-30",36,0.222
"Hays","2020-12-30",15290,0.138
"Hemphill","2020-12-30",NA,NA
"Henderson","2020-12-30",1780,0.24
"Hidalgo","2020-12-30",15759,0.174
"Hill","2020-12-30",2371,0.221
"Hockley","2020-12-30",331,0.263
"Hood","2020-12-30",1669,0.267
"Hopkins","2020-12-30",905,0.166
"Houston","2020-12-30",731,0.216
"Howard","2020-12-30",836,0.097
"Hudspeth","2020-12-30",119,0.235
"Hunt","2020-12-30",2643,0.214
"Hutchinson","2020-12-30",350,0.171
"Irion","2020-12-30",NA,NA
"Jack","2020-12-30",138,0.217
"Jackson","2020-12-30",204,0.314
"Jasper","2020-12-30",998,0.146
"Jeff Davis","2020-12-30",NA,NA
"Jefferson","2020-12-30",6588,0.183
"Jim Hogg","2020-12-30",200,0.195
"Jim Wells","2020-12-30",1821,0.132
"Johnson","2020-12-30",6297,0.266
"Jones","2020-12-30",314,0.204
"Karnes","2020-12-30",492,0.224
"Kaufman","2020-12-30",5984,0.222
"Kendall","2020-12-30",1394,0.147
"Kenedy","2020-12-30",NA,NA
"Kent","2020-12-30",NA,NA
"Kerr","2020-12-30",1662,0.12
"Kimble","2020-12-30",38,0.184
"King","2020-12-30",NA,NA
"Kinney","2020-12-30",236,0.182
"Kleberg","2020-12-30",783,0.139
"Knox","2020-12-30",NA,NA
"La Salle","2020-12-30",418,0.28
"Lamar","2020-12-30",1479,0.17
"Lamb","2020-12-30",202,0.446
"Lampasas","2020-12-30",905,0.161
"Lavaca","2020-12-30",349,0.249
"Lee","2020-12-30",712,0.216
"Leon","2020-12-30",704,0.236
"Liberty","2020-12-30",2137,0.2
"Limestone","2020-12-30",2561,0.091
"Lipscomb","2020-12-30",NA,NA
"Live Oak","2020-12-30",599,0.25
"Llano","2020-12-30",1067,0.126
"Loving","2020-12-30",NA,NA
"Lubbock","2020-12-30",7759,0.149
"Lynn","2020-12-30",161,0.286
"Madison","2020-12-30",475,0.196
"Marion","2020-12-30",157,0.185
"Martin","2020-12-30",58,0.138
"Mason","2020-12-30",165,0.158
"Matagorda","2020-12-30",1163,0.164
"Maverick","2020-12-30",3448,0.24
"McCulloch","2020-12-30",106,0.245
"McLennan","2020-12-30",12245,0.172
"McMullen","2020-12-30",29,0.345
"Medina","2020-12-30",1281,0.161
"Menard","2020-12-30",39,0.128
"Midland","2020-12-30",2051,0.174
"Milam","2020-12-30",942,0.16
"Mills","2020-12-30",149,0.188
"Mitchell","2020-12-30",155,0.29
"Montague","2020-12-30",629,0.231
"Montgomery","2020-12-30",23140,0.182
"Moore","2020-12-30",238,0.08
"Morris","2020-12-30",272,0.202
"Motley","2020-12-30",NA,NA
"Nacogdoches","2020-12-30",1970,0.166
"Navarro","2020-12-30",1430,0.178
"Newton","2020-12-30",171,0.158
"Nolan","2020-12-30",474,0.319
"Nueces","2020-12-30",10917,0.114
"Ochiltree","2020-12-30",28,0.286
"Oldham","2020-12-30",NA,NA
"Orange","2020-12-30",1697,0.121
"Palo Pinto","2020-12-30",681,0.288
"Panola","2020-12-30",384,0.339
"Parker","2020-12-30",4486,0.279
"Parmer","2020-12-30",39,0.103
"Pecos","2020-12-30",425,0.151
"Polk","2020-12-30",1058,0.186
"Potter","2020-12-30",1912,0.102
"Presidio","2020-12-30",48,0.125
"Rains","2020-12-30",199,0.251
"Randall","2020-12-30",1483,0.136
"Reagan","2020-12-30",NA,NA
"Real","2020-12-30",169,0.343
"Red River","2020-12-30",362,0.116
"Reeves","2020-12-30",123,0.106
"Refugio","2020-12-30",187,0.187
"Roberts","2020-12-30",NA,NA
"Robertson","2020-12-30",854,0.253
"Rockwall","2020-12-30",7415,0.182
"Runnels","2020-12-30",297,0.162
"Rusk","2020-12-30",933,0.206
"Sabine","2020-12-30",283,0.226
"San Augustine","2020-12-30",382,0.094
"San Jacinto","2020-12-30",453,0.135
"San Patricio","2020-12-30",1778,0.142
"San Saba","2020-12-30",210,0.124
"Schleicher","2020-12-30",32,0.219
"Scurry","2020-12-30",786,0.268
"Shackelford","2020-12-30",38,0.105
"Shelby","2020-12-30",342,0.205
"Sherman","2020-12-30",NA,NA
"Smith","2020-12-30",7357,0.158
"Somervell","2020-12-30",165,0.279
"Starr","2020-12-30",3197,0.214
"Stephens","2020-12-30",137,0.161
"Sterling","2020-12-30",26,0
"Stonewall","2020-12-30",NA,NA
"Sutton","2020-12-30",53,0.226
"Swisher","2020-12-30",93,0.14
"Tarrant","2020-12-30",99553,0.214
"Taylor","2020-12-30",4110,0.109
"Terrell","2020-12-30",NA,NA
"Terry","2020-12-30",73,0.205
"Throckmorton","2020-12-30",NA,NA
"Titus","2020-12-30",1489,0.177
"Tom Green","2020-12-30",3810,0.108
"Travis","2020-12-30",66875,0.093
"Trinity","2020-12-30",738,0.106
"Tyler","2020-12-30",468,0.244
"Upshur","2020-12-30",799,0.21
"Upton","2020-12-30",35,0.2
"Uvalde","2020-12-30",1916,0.237
"Val Verde","2020-12-30",3592,0.21
"Van Zandt","2020-12-30",967,0.269
"Victoria","2020-12-30",1227,0.196
"Walker","2020-12-30",3735,0.119
"Waller","2020-12-30",1904,0.187
"Ward","2020-12-30",209,0.077
"Washington","2020-12-30",3100,0.157
"Webb","2020-12-30",25593,0.198
"Wharton","2020-12-30",1531,0.185
"Wheeler","2020-12-30",51,0.431
"Wichita","2020-12-30",5401,0.253
"Wilbarger","2020-12-30",330,0.297
"Willacy","2020-12-30",1189,0.106
"Williamson","2020-12-30",28066,0.132
"Wilson","2020-12-30",1893,0.17
"Winkler","2020-12-30",58,0.293
"Wise","2020-12-30",2583,0.245
"Wood","2020-12-30",955,0.23
"Yoakum","2020-12-30",44,0.136
"Young","2020-12-30",198,0.167
"Zapata","2020-12-30",1572,0.15
"Zavala","2020-12-30",511,0.278
