"County","Date","Tests","TPR_CMS"
"Anderson","2021-04-20",1036,0.059
"Andrews","2021-04-20",58,0.017
"Angelina","2021-04-20",1838,0.07
"Aransas","2021-04-20",273,0.077
"Archer","2021-04-20",25,0
"Armstrong","2021-04-20",20,0
"Atascosa","2021-04-20",2039,0.016
"Austin","2021-04-20",553,0.09
"Bailey","2021-04-20",33,0
"Bandera","2021-04-20",225,0.062
"Bastrop","2021-04-20",1926,0.065
"Baylor","2021-04-20",NA,NA
"Bee","2021-04-20",680,0.028
"Bell","2021-04-20",9215,0.047
"Bexar","2021-04-20",104087,0.025
"Blanco","2021-04-20",171,0.053
"Borden","2021-04-20",NA,NA
"Bosque","2021-04-20",206,0.044
"Bowie","2021-04-20",726,0.045
"Brazoria","2021-04-20",9733,0.068
"Brazos","2021-04-20",7161,0.067
"Brewster","2021-04-20",26,0.038
"Briscoe","2021-04-20",NA,NA
"Brooks","2021-04-20",874,0.013
"Brown","2021-04-20",179,0.045
"Burleson","2021-04-20",491,0.037
"Burnet","2021-04-20",1301,0.062
"Caldwell","2021-04-20",1242,0.06
"Calhoun","2021-04-20",209,0.081
"Callahan","2021-04-20",70,0.029
"Cameron","2021-04-20",7895,0.103
"Camp","2021-04-20",80,0.088
"Carson","2021-04-20",37,0
"Cass","2021-04-20",130,0.085
"Castro","2021-04-20",88,0
"Chambers","2021-04-20",849,0.051
"Cherokee","2021-04-20",751,0.02
"Childress","2021-04-20",150,0.027
"Clay","2021-04-20",57,0
"Cochran","2021-04-20",28,0.036
"Coke","2021-04-20",NA,NA
"Coleman","2021-04-20",24,0.042
"Collin","2021-04-20",19011,0.048
"Collingsworth","2021-04-20",22,0.045
"Colorado","2021-04-20",256,0.133
"Comal","2021-04-20",3305,0.063
"Comanche","2021-04-20",87,0.023
"Concho","2021-04-20",NA,NA
"Cooke","2021-04-20",314,0.045
"Coryell","2021-04-20",1981,0.035
"Cottle","2021-04-20",NA,NA
"Crane","2021-04-20",51,0
"Crockett","2021-04-20",NA,NA
"Crosby","2021-04-20",39,0
"Culberson","2021-04-20",24,0.042
"Dallam","2021-04-20",35,0.114
"Dallas","2021-04-20",51334,0.046
"Dawson","2021-04-20",91,0.055
"DeWitt","2021-04-20",267,0.03
"Deaf Smith","2021-04-20",72,0.056
"Delta","2021-04-20",39,0
"Denton","2021-04-20",16774,0.045
"Dickens","2021-04-20",NA,NA
"Dimmit","2021-04-20",1004,0.102
"Donley","2021-04-20",NA,NA
"Duval","2021-04-20",308,0.036
"Eastland","2021-04-20",93,0.011
"Ector","2021-04-20",796,0.123
"Edwards","2021-04-20",NA,NA
"El Paso","2021-04-20",18685,0.101
"Ellis","2021-04-20",3072,0.045
"Erath","2021-04-20",509,0.047
"Falls","2021-04-20",251,0.016
"Fannin","2021-04-20",1342,0.025
"Fayette","2021-04-20",500,0.086
"Fisher","2021-04-20",NA,NA
"Floyd","2021-04-20",76,0
"Foard","2021-04-20",NA,NA
"Fort Bend","2021-04-20",20061,0.067
"Franklin","2021-04-20",80,0.012
"Freestone","2021-04-20",359,0.008
"Frio","2021-04-20",686,0.039
"Gaines","2021-04-20",58,0.034
"Galveston","2021-04-20",9954,0.078
"Garza","2021-04-20",99,0.01
"Gillespie","2021-04-20",128,0.031
"Glasscock","2021-04-20",NA,NA
"Goliad","2021-04-20",57,0.123
"Gonzales","2021-04-20",190,0.068
"Gray","2021-04-20",227,0.004
"Grayson","2021-04-20",1972,0.044
"Gregg","2021-04-20",1091,0.035
"Grimes","2021-04-20",1771,0.015
"Guadalupe","2021-04-20",3464,0.046
"Hale","2021-04-20",803,0.026
"Hall","2021-04-20",NA,NA
"Hamilton","2021-04-20",169,0.047
"Hansford","2021-04-20",20,0
"Hardeman","2021-04-20",41,0.024
"Hardin","2021-04-20",630,0.052
"Harris","2021-04-20",120639,0.08
"Harrison","2021-04-20",358,0.042
"Hartley","2021-04-20",NA,NA
"Haskell","2021-04-20",NA,NA
"Hays","2021-04-20",9230,0.087
"Hemphill","2021-04-20",NA,NA
"Henderson","2021-04-20",598,0.077
"Hidalgo","2021-04-20",11672,0.083
"Hill","2021-04-20",405,0.072
"Hockley","2021-04-20",212,0.038
"Hood","2021-04-20",570,0.054
"Hopkins","2021-04-20",286,0.045
"Houston","2021-04-20",214,0.061
"Howard","2021-04-20",324,0.025
"Hudspeth","2021-04-20",47,0.17
"Hunt","2021-04-20",1012,0.128
"Hutchinson","2021-04-20",140,0.029
"Irion","2021-04-20",NA,NA
"Jack","2021-04-20",44,0.023
"Jackson","2021-04-20",137,0.088
"Jasper","2021-04-20",612,0.039
"Jeff Davis","2021-04-20",NA,NA
"Jefferson","2021-04-20",3738,0.047
"Jim Hogg","2021-04-20",254,0.008
"Jim Wells","2021-04-20",827,0.047
"Johnson","2021-04-20",2219,0.041
"Jones","2021-04-20",128,0
"Karnes","2021-04-20",152,0.066
"Kaufman","2021-04-20",2070,0.059
"Kendall","2021-04-20",725,0.034
"Kenedy","2021-04-20",NA,NA
"Kent","2021-04-20",NA,NA
"Kerr","2021-04-20",526,0.021
"Kimble","2021-04-20",29,0
"King","2021-04-20",NA,NA
"Kinney","2021-04-20",34,0.059
"Kleberg","2021-04-20",434,0.074
"Knox","2021-04-20",NA,NA
"La Salle","2021-04-20",151,0.013
"Lamar","2021-04-20",293,0.068
"Lamb","2021-04-20",86,0.012
"Lampasas","2021-04-20",493,0.043
"Lavaca","2021-04-20",253,0.111
"Lee","2021-04-20",218,0.083
"Leon","2021-04-20",273,0.048
"Liberty","2021-04-20",1622,0.096
"Limestone","2021-04-20",287,0.073
"Lipscomb","2021-04-20",NA,NA
"Live Oak","2021-04-20",164,0.03
"Llano","2021-04-20",714,0.045
"Loving","2021-04-20",NA,NA
"Lubbock","2021-04-20",4689,0.012
"Lynn","2021-04-20",41,0
"Madison","2021-04-20",385,0.018
"Marion","2021-04-20",44,0.091
"Martin","2021-04-20",NA,NA
"Mason","2021-04-20",NA,NA
"Matagorda","2021-04-20",811,0.153
"Maverick","2021-04-20",1250,0.039
"McCulloch","2021-04-20",20,0
"McLennan","2021-04-20",5861,0.041
"McMullen","2021-04-20",NA,NA
"Medina","2021-04-20",855,0.018
"Menard","2021-04-20",NA,NA
"Midland","2021-04-20",959,0.074
"Milam","2021-04-20",457,0.039
"Mills","2021-04-20",173,0.006
"Mitchell","2021-04-20",215,0.009
"Montague","2021-04-20",160,0.025
"Montgomery","2021-04-20",14315,0.082
"Moore","2021-04-20",107,0.028
"Morris","2021-04-20",72,0.028
"Motley","2021-04-20",NA,NA
"Nacogdoches","2021-04-20",952,0.041
"Navarro","2021-04-20",474,0.025
"Newton","2021-04-20",150,0.013
"Nolan","2021-04-20",42,0
"Nueces","2021-04-20",4432,0.087
"Ochiltree","2021-04-20",NA,NA
"Oldham","2021-04-20",NA,NA
"Orange","2021-04-20",1028,0.084
"Palo Pinto","2021-04-20",261,0.05
"Panola","2021-04-20",130,0.015
"Parker","2021-04-20",1495,0.045
"Parmer","2021-04-20",45,0
"Pecos","2021-04-20",530,0.011
"Polk","2021-04-20",826,0.08
"Potter","2021-04-20",1441,0.028
"Presidio","2021-04-20",NA,NA
"Rains","2021-04-20",54,0.056
"Randall","2021-04-20",1185,0.031
"Reagan","2021-04-20",NA,NA
"Real","2021-04-20",NA,NA
"Red River","2021-04-20",69,0.058
"Reeves","2021-04-20",387,0.008
"Refugio","2021-04-20",69,0.101
"Roberts","2021-04-20",NA,NA
"Robertson","2021-04-20",345,0.046
"Rockwall","2021-04-20",1998,0.042
"Runnels","2021-04-20",64,0.031
"Rusk","2021-04-20",588,0.02
"Sabine","2021-04-20",75,0.053
"San Augustine","2021-04-20",80,0.05
