"County","Date","Tests","TPR_CMS"
"Anderson","2021-02-17",845,0.107
"Andrews","2021-02-17",95,0.063
"Angelina","2021-02-17",1672,0.13
"Aransas","2021-02-17",310,0.148
"Archer","2021-02-17",31,0
"Armstrong","2021-02-17",NA,NA
"Atascosa","2021-02-17",2575,0.073
"Austin","2021-02-17",648,0.137
"Bailey","2021-02-17",NA,NA
"Bandera","2021-02-17",294,0.143
"Bastrop","2021-02-17",1940,0.106
"Baylor","2021-02-17",NA,NA
"Bee","2021-02-17",1179,0.103
"Bell","2021-02-17",9536,0.09
"Bexar","2021-02-17",112374,0.073
"Blanco","2021-02-17",267,0.112
"Borden","2021-02-17",NA,NA
"Bosque","2021-02-17",272,0.107
"Bowie","2021-02-17",1586,0.117
"Brazoria","2021-02-17",9248,0.109
"Brazos","2021-02-17",11632,0.128
"Brewster","2021-02-17",210,0.1
"Briscoe","2021-02-17",NA,NA
"Brooks","2021-02-17",413,0.036
"Brown","2021-02-17",682,0.12
"Burleson","2021-02-17",681,0.09
"Burnet","2021-02-17",1333,0.118
"Caldwell","2021-02-17",1341,0.14
"Calhoun","2021-02-17",350,0.189
"Callahan","2021-02-17",95,0.126
"Cameron","2021-02-17",8830,0.14
"Camp","2021-02-17",238,0.126
"Carson","2021-02-17",35,0.086
"Cass","2021-02-17",366,0.096
"Castro","2021-02-17",91,0.055
"Chambers","2021-02-17",737,0.098
"Cherokee","2021-02-17",484,0.087
"Childress","2021-02-17",76,0.013
"Clay","2021-02-17",86,0.081
"Cochran","2021-02-17",24,0.167
"Coke","2021-02-17",67,0
"Coleman","2021-02-17",76,0.105
"Collin","2021-02-17",27040,0.124
"Collingsworth","2021-02-17",23,0.087
"Colorado","2021-02-17",285,0.116
"Comal","2021-02-17",4048,0.114
"Comanche","2021-02-17",162,0.136
"Concho","2021-02-17",NA,NA
"Cooke","2021-02-17",574,0.164
"Coryell","2021-02-17",2255,0.057
"Cottle","2021-02-17",NA,NA
"Crane","2021-02-17",276,0.014
"Crockett","2021-02-17",NA,NA
"Crosby","2021-02-17",34,0.088
"Culberson","2021-02-17",41,0.098
"Dallam","2021-02-17",NA,NA
"Dallas","2021-02-17",73335,0.123
"Dawson","2021-02-17",207,0
"DeWitt","2021-02-17",850,0.08
"Deaf Smith","2021-02-17",120,0.142
"Delta","2021-02-17",50,0.14
"Denton","2021-02-17",24693,0.132
"Dickens","2021-02-17",NA,NA
"Dimmit","2021-02-17",831,0.191
"Donley","2021-02-17",22,0.091
"Duval","2021-02-17",614,0.062
"Eastland","2021-02-17",168,0.119
"Ector","2021-02-17",1279,0.175
"Edwards","2021-02-17",NA,NA
"El Paso","2021-02-17",22254,0.153
"Ellis","2021-02-17",6106,0.111
"Erath","2021-02-17",707,0.095
"Falls","2021-02-17",373,0.08
"Fannin","2021-02-17",1051,0.041
"Fayette","2021-02-17",419,0.155
"Fisher","2021-02-17",23,0
"Floyd","2021-02-17",52,0.077
"Foard","2021-02-17",NA,NA
"Fort Bend","2021-02-17",24519,0.122
"Franklin","2021-02-17",99,0.111
"Freestone","2021-02-17",541,0.035
"Frio","2021-02-17",1159,0.047
"Gaines","2021-02-17",54,0.019
"Galveston","2021-02-17",6876,0.122
"Garza","2021-02-17",63,0.095
"Gillespie","2021-02-17",294,0.082
"Glasscock","2021-02-17",NA,NA
"Goliad","2021-02-17",100,0.12
"Gonzales","2021-02-17",324,0.194
"Gray","2021-02-17",165,0.109
"Grayson","2021-02-17",2696,0.125
"Gregg","2021-02-17",2472,0.075
"Grimes","2021-02-17",1935,0.065
"Guadalupe","2021-02-17",3897,0.085
"Hale","2021-02-17",467,0.039
"Hall","2021-02-17",32,0.156
"Hamilton","2021-02-17",246,0.061
"Hansford","2021-02-17",25,0.24
"Hardeman","2021-02-17",NA,NA
"Hardin","2021-02-17",712,0.108
"Harris","2021-02-17",141607,0.114
"Harrison","2021-02-17",860,0.072
"Hartley","2021-02-17",NA,NA
"Haskell","2021-02-17",21,0.048
"Hays","2021-02-17",10806,0.093
"Hemphill","2021-02-17",NA,NA
"Henderson","2021-02-17",1018,0.153
"Hidalgo","2021-02-17",14013,0.141
"Hill","2021-02-17",817,0.115
"Hockley","2021-02-17",152,0.118
