"County","Date","Tests","TPR_CMS"
"Marion",2020-10-07,91,0.077
"Martin",2020-10-07,NA,NA
"Mason",2020-10-07,56,0.036
"Matagorda",2020-10-07,668,0.078
"Maverick",2020-10-07,1278,0.145
"McCulloch",2020-10-07,81,0.173
"McLennan",2020-10-07,11877,0.059
"McMullen",2020-10-07,NA,NA
"Medina",2020-10-07,516,0.048
"Menard",2020-10-07,24,0.042
"Midland",2020-10-07,1056,0.045
"Milam",2020-10-07,864,0.024
"Mills",2020-10-07,63,0.063
"Mitchell",2020-10-07,32,0.094
"Montague",2020-10-07,193,0.052
"Montgomery",2020-10-07,9496,0.059
"Moore",2020-10-07,79,0.177
"Morris",2020-10-07,161,0.05
"Motley",2020-10-07,38,0.079
"Nacogdoches",2020-10-07,2007,0.072
"Navarro",2020-10-07,788,0.094
"Newton",2020-10-07,107,0.084
"Nolan",2020-10-07,89,0.022
"Nueces",2020-10-07,3348,0.05
"Ochiltree",2020-10-07,NA,NA
"Oldham",2020-10-07,43,0.186
"Orange",2020-10-07,869,0.072
"Palo Pinto",2020-10-07,495,0.147
"Panola",2020-10-07,284,0.176
"Parker",2020-10-07,1645,0.102
"Parmer",2020-10-07,47,0.064
"Pecos",2020-10-07,483,0.077
"Polk",2020-10-07,807,0.055
"Potter",2020-10-07,2582,0.108
"Presidio",2020-10-07,33,0.03
"Rains",2020-10-07,86,0.058
"Randall",2020-10-07,2006,0.134
"Reagan",2020-10-07,NA,NA
"Real",2020-10-07,28,0
"Red River",2020-10-07,136,0.037
"Reeves",2020-10-07,324,0.049
"Refugio",2020-10-07,157,0.025
"Roberts",2020-10-07,NA,NA
"Robertson",2020-10-07,717,0.079
"Rockwall",2020-10-07,2882,0.038
"Runnels",2020-10-07,227,0.07
"Rusk",2020-10-07,539,0.161
"Sabine",2020-10-07,252,0.032
"San Augustine",2020-10-07,151,0.046
"San Jacinto",2020-10-07,205,0.029
"San Patricio",2020-10-07,625,0.056
"San Saba",2020-10-07,155,0.116
"Schleicher",2020-10-07,23,0.174
"Scurry",2020-10-07,101,0.188
"Shackelford",2020-10-07,27,0.111
"Shelby",2020-10-07,571,0.102
"Sherman",2020-10-07,NA,NA
"Smith",2020-10-07,6834,0.1
"Somervell",2020-10-07,156,0.038
"Starr",2020-10-07,906,0.121
"Stephens",2020-10-07,48,0.083
"Sterling",2020-10-07,NA,NA
"Stonewall",2020-10-07,NA,NA
"Sutton",2020-10-07,25,0.2
"Swisher",2020-10-07,90,0.133
"Tarrant",2020-10-07,40163,0.086
"Taylor",2020-10-07,2857,0.039
"Terrell",2020-10-07,NA,NA
"Terry",2020-10-07,71,0.169
"Throckmorton",2020-10-07,NA,NA
"Titus",2020-10-07,712,0.042
"Tom Green",2020-10-07,2966,0.075
"Travis",2020-10-07,22766,0.035
"Trinity",2020-10-07,208,0.058
"Tyler",2020-10-07,161,0.093
"Upshur",2020-10-07,418,0.091
"Upton",2020-10-07,NA,NA
"Uvalde",2020-10-07,399,0.105
"Val Verde",2020-10-07,705,0.149
"Van Zandt",2020-10-07,472,0.059
"Victoria",2020-10-07,768,0.072
"Walker",2020-10-07,2964,0.09
"Waller",2020-10-07,708,0.058
"Ward",2020-10-07,187,0.086
"Washington",2020-10-07,1471,0.021
"Webb",2020-10-07,7907,0.134
"Wharton",2020-10-07,501,0.076
"Wheeler",2020-10-07,100,0
"Wichita",2020-10-07,2559,0.089
"Wilbarger",2020-10-07,303,0.188
"Willacy",2020-10-07,894,0.157
"Williamson",2020-10-07,11307,0.035
"Wilson",2020-10-07,1040,0.016
"Winkler",2020-10-07,25,0.08
"Wise",2020-10-07,1409,0.054
"Wood",2020-10-07,856,0.049
"Yoakum",2020-10-07,125,0.168
"Young",2020-10-07,134,0.134
"Zapata",2020-10-07,195,0.031
"Zavala",2020-10-07,205,0.224
