"County","Date","Tests","TPR_CMS"
"Anderson",2020-11-04,1610,0.083
"Andrews",2020-11-04,308,0.208
"Angelina",2020-11-04,2140,0.032
"Aransas",2020-11-04,190,0.032
"Archer",2020-11-04,179,0.145
"Armstrong",2020-11-04,51,0.255
"Atascosa",2020-11-04,930,0.056
"Austin",2020-11-04,560,0.043
"Bailey",2020-11-04,68,0.441
"Bandera",2020-11-04,306,0.029
"Bastrop",2020-11-04,1958,0.041
"Baylor",2020-11-04,168,0.071
"Bee",2020-11-04,409,0.164
"Bell",2020-11-04,14306,0.05
"Bexar",2020-11-04,49783,0.064
"Blanco",2020-11-04,269,0.026
"Borden",2020-11-04,NA,NA
"Bosque",2020-11-04,533,0.092
"Bowie",2020-11-04,3029,0.204
"Brazoria",2020-11-04,9722,0.072
"Brazos",2020-11-04,10531,0.051
"Brewster",2020-11-04,605,0.104
"Briscoe",2020-11-04,30,0.167
"Brooks",2020-11-04,645,0.068
"Brown",2020-11-04,874,0.056
"Burleson",2020-11-04,477,0.105
"Burnet",2020-11-04,1556,0.068
"Caldwell",2020-11-04,1029,0.069
"Calhoun",2020-11-04,400,0.052
"Callahan",2020-11-04,330,0.109
"Cameron",2020-11-04,8792,0.082
"Camp",2020-11-04,198,0.116
"Carson",2020-11-04,95,0.263
"Cass",2020-11-04,906,0.152
"Castro",2020-11-04,174,0.103
"Chambers",2020-11-04,627,0.096
"Cherokee",2020-11-04,1219,0.046
"Childress",2020-11-04,183,0.29
"Clay",2020-11-04,269,0.242
"Cochran",2020-11-04,54,0.352
"Coke",2020-11-04,76,0.395
"Coleman",2020-11-04,161,0.23
"Collin",2020-11-04,33415,0.087
"Collingsworth",2020-11-04,32,0.406
"Colorado",2020-11-04,322,0.087
"Comal",2020-11-04,2808,0.059
"Comanche",2020-11-04,298,0.057
"Concho",2020-11-04,150,0.02
"Cooke",2020-11-04,1298,0.11
"Coryell",2020-11-04,3499,0.034
"Cottle",2020-11-04,59,0.39
"Crane",2020-11-04,349,0.02
"Crockett",2020-11-04,NA,NA
"Crosby",2020-11-04,195,0.308
"Culberson",2020-11-04,280,0.164
"Dallam",2020-11-04,31,0.258
"Dallas",2020-11-04,84393,0.116
"Dawson",2020-11-04,261,0.211
"DeWitt",2020-11-04,226,0.093
"Deaf Smith",2020-11-04,209,0.287
"Delta",2020-11-04,75,0.093
"Denton",2020-11-04,26788,0.091
"Dickens",2020-11-04,21,0.238
"Dimmit",2020-11-04,438,0.094
"Donley",2020-11-04,44,0.227
"Duval",2020-11-04,1376,0.062
"Eastland",2020-11-04,215,0.186
"Ector",2020-11-04,3406,0.192
"Edwards",2020-11-04,48,0.208
"El Paso",2020-11-04,82124,0.255
"Ellis",2020-11-04,5840,0.105
"Erath",2020-11-04,684,0.142
"Falls",2020-11-04,934,0.085
"Fannin",2020-11-04,1506,0.141
"Fayette",2020-11-04,440,0.08
"Fisher",2020-11-04,114,0.281
"Floyd",2020-11-04,123,0.301
"Foard",2020-11-04,64,0.094
"Fort Bend",2020-11-04,21031,0.063
"Franklin",2020-11-04,200,0.18
"Freestone",2020-11-04,911,0.022
"Frio",2020-11-04,632,0.057
"Gaines",2020-11-04,160,0.244
"Galveston",2020-11-04,11513,0.065
"Garza",2020-11-04,132,0.205
"Gillespie",2020-11-04,331,0.073
"Glasscock",2020-11-04,NA,NA
"Goliad",2020-11-04,69,0.043
"Gonzales",2020-11-04,482,0.073
"Gray",2020-11-04,389,0.326
"Grayson",2020-11-04,5070,0.101
"Gregg",2020-11-04,3132,0.095
"Grimes",2020-11-04,962,0.062
"Guadalupe",2020-11-04,2378,0.054
"Hale",2020-11-04,670,0.167
"Hall",2020-11-04,70,0.329
"Hamilton",2020-11-04,355,0.059
"Hansford",2020-11-04,43,0.349
"Hardeman",2020-11-04,68,0.162
"Hardin",2020-11-04,647,0.11
"Harris",2020-11-04,134726,0.071
"Harrison",2020-11-04,1284,0.095
"Hartley",2020-11-04,NA,NA
"Haskell",2020-11-04,32,0.219
"Hays",2020-11-04,8990,0.053
"Hemphill",2020-11-04,126,0.04
"Henderson",2020-11-04,1455,0.157
"Hidalgo",2020-11-04,21664,0.103
"Hill",2020-11-04,1819,0.095
"Hockley",2020-11-04,611,0.268
"Hood",2020-11-04,1563,0.106
"Hopkins",2020-11-04,971,0.106
"Houston",2020-11-04,582,0.06
"Howard",2020-11-04,670,0.101
"Hudspeth",2020-11-04,145,0.241
"Hunt",2020-11-04,1498,0.095
"Hutchinson",2020-11-04,646,0.406
"Irion",2020-11-04,NA,NA
"Jack",2020-11-04,95,0.126
"Jackson",2020-11-04,214,0.117
"Jasper",2020-11-04,438,0.041
"Jeff Davis",2020-11-04,146,0.096
"Jefferson",2020-11-04,5980,0.064
"Jim Hogg",2020-11-04,1106,0.034
"Jim Wells",2020-11-04,3145,0.084
"Johnson",2020-11-04,4933,0.128
"Jones",2020-11-04,423,0.123
"Karnes",2020-11-04,252,0.044
"Kaufman",2020-11-04,4485,0.113
"Kendall",2020-11-04,819,0.049
"Kenedy",2020-11-04,NA,NA
"Kent",2020-11-04,NA,NA
"Kerr",2020-11-04,933,0.034
"Kimble",2020-11-04,55,0.145
"King",2020-11-04,NA,NA
"Kinney",2020-11-04,79,0.038
"Kleberg",2020-11-04,1011,0.083
"Knox",2020-11-04,NA,NA
"La Salle",2020-11-04,222,0.041
"Lamar",2020-11-04,945,0.153
"Lamb",2020-11-04,284,0.257
"Lampasas",2020-11-04,800,0.058
"Lavaca",2020-11-04,425,0.259
"Lee",2020-11-04,270,0.052
"Leon",2020-11-04,433,0.097
"Liberty",2020-11-04,1788,0.058
"Limestone",2020-11-04,2212,0.03
"Lipscomb",2020-11-04,20,0.1
"Live Oak",2020-11-04,180,0.089
"Llano",2020-11-04,1030,0.07
"Loving",2020-11-04,NA,NA
"Lubbock",2020-11-04,14429,0.185
"Lynn",2020-11-04,127,0.228
"Madison",2020-11-04,428,0.075
"Marion",2020-11-04,148,0.088
"Martin",2020-11-04,39,0.051
"Mason",2020-11-04,81,0.037
"Matagorda",2020-11-04,683,0.063
"Maverick",2020-11-04,2812,0.125
"McCulloch",2020-11-04,274,0.062
"McLennan",2020-11-04,16135,0.067
"McMullen",2020-11-04,NA,NA
"Medina",2020-11-04,846,0.059
"Menard",2020-11-04,241,0.104
"Midland",2020-11-04,2145,0.207
"Milam",2020-11-04,853,0.032
"Mills",2020-11-04,456,0.055
"Mitchell",2020-11-04,231,0.268
"Montague",2020-11-04,518,0.149
"Montgomery",2020-11-04,13695,0.094
"Moore",2020-11-04,167,0.299
"Morris",2020-11-04,225,0.142
"Motley",2020-11-04,NA,NA
"Nacogdoches",2020-11-04,1594,0.056
"Navarro",2020-11-04,1209,0.056
"Newton",2020-11-04,96,0.073
"Nolan",2020-11-04,413,0.177
"Nueces",2020-11-04,6684,0.07
"Ochiltree",2020-11-04,26,0.192
"Oldham",2020-11-04,29,0.276
"Orange",2020-11-04,1139,0.054
"Palo Pinto",2020-11-04,705,0.136
"Panola",2020-11-04,349,0.166
"Parker",2020-11-04,2768,0.133
"Parmer",2020-11-04,87,0.31
"Pecos",2020-11-04,451,0.151
"Polk",2020-11-04,721,0.082
"Potter",2020-11-04,3525,0.2
"Presidio",2020-11-04,893,0.109
"Rains",2020-11-04,129,0.085
"Randall",2020-11-04,3194,0.237
"Reagan",2020-11-04,54,0.148
"Real",2020-11-04,47,0.043
"Red River",2020-11-04,370,0.022
"Reeves",2020-11-04,246,0.138
"Refugio",2020-11-04,71,0.07
"Roberts",2020-11-04,NA,NA
"Robertson",2020-11-04,671,0.039
"Rockwall",2020-11-04,4213,0.08
"Runnels",2020-11-04,296,0.088
"Rusk",2020-11-04,529,0.18
"Sabine",2020-11-04,208,0.12
"San Augustine",2020-11-04,297,0.138
"San Jacinto",2020-11-04,240,0.058
"San Patricio",2020-11-04,764,0.071
"San Saba",2020-11-04,190,0.126
"Schleicher",2020-11-04,44,0.114
"Scurry",2020-11-04,2009,0.236
"Shackelford",2020-11-04,61,0.131
"Shelby",2020-11-04,518,0.062
"Sherman",2020-11-04,NA,NA
"Smith",2020-11-04,9072,0.096
"Somervell",2020-11-04,145,0.228
"Starr",2020-11-04,1177,0.092
"Stephens",2020-11-04,111,0.153
"Sterling",2020-11-04,33,0.303
"Stonewall",2020-11-04,NA,NA
"Sutton",2020-11-04,70,0.2
"Swisher",2020-11-04,229,0.332
"Tarrant",2020-11-04,60224,0.126
"Taylor",2020-11-04,5107,0.094
"Terrell",2020-11-04,NA,NA
"Terry",2020-11-04,141,0.411
"Throckmorton",2020-11-04,NA,NA
"Titus",2020-11-04,659,0.08
"Tom Green",2020-11-04,3298,0.08
"Travis",2020-11-04,38326,0.046
"Trinity",2020-11-04,369,0.022
"Tyler",2020-11-04,241,0.091
"Upshur",2020-11-04,529,0.11
"Upton",2020-11-04,33,0.03
"Uvalde",2020-11-04,750,0.056
"Val Verde",2020-11-04,2741,0.086
"Van Zandt",2020-11-04,880,0.167
