"County","Date","Tests","TPR_CMS"
"Anderson",2020-12-09,2358,0.109
"Andrews",2020-12-09,198,0.212
"Angelina",2020-12-09,4125,0.14
"Aransas",2020-12-09,296,0.166
"Archer",2020-12-09,214,0.285
"Armstrong",2020-12-09,37,0.243
"Atascosa",2020-12-09,2133,0.158
"Austin",2020-12-09,1066,0.139
"Bailey",2020-12-09,26,0.269
"Bandera",2020-12-09,541,0.109
"Bastrop",2020-12-09,3589,0.082
"Baylor",2020-12-09,38,0.316
"Bee",2020-12-09,650,0.188
"Bell",2020-12-09,17912,0.117
"Bexar",2020-12-09,90250,0.135
"Blanco",2020-12-09,357,0.132
"Borden",2020-12-09,NA,NA
"Bosque",2020-12-09,650,0.154
"Bowie",2020-12-09,2636,0.16
"Brazoria",2020-12-09,13922,0.121
"Brazos",2020-12-09,17566,0.1
"Brewster",2020-12-09,354,0.093
"Briscoe",2020-12-09,28,0.143
"Brooks",2020-12-09,833,0.042
"Brown",2020-12-09,1309,0.162
"Burleson",2020-12-09,1388,0.095
"Burnet",2020-12-09,2115,0.121
"Caldwell",2020-12-09,2221,0.161
"Calhoun",2020-12-09,547,0.113
"Callahan",2020-12-09,338,0.142
"Cameron",2020-12-09,9373,0.133
"Camp",2020-12-09,359,0.178
"Carson",2020-12-09,120,0.392
"Cass",2020-12-09,700,0.174
"Castro",2020-12-09,121,0.38
"Chambers",2020-12-09,1132,0.113
"Cherokee",2020-12-09,948,0.073
"Childress",2020-12-09,368,0.451
"Clay",2020-12-09,326,0.27
"Cochran",2020-12-09,41,0.244
"Coke",2020-12-09,61,0.18
"Coleman",2020-12-09,226,0.283
"Collin",2020-12-09,58135,0.108
"Collingsworth",2020-12-09,84,0.524
"Colorado",2020-12-09,495,0.194
"Comal",2020-12-09,5430,0.144
"Comanche",2020-12-09,605,0.276
"Concho",2020-12-09,36,0.167
"Cooke",2020-12-09,2046,0.191
"Coryell",2020-12-09,4703,0.129
"Cottle",2020-12-09,41,0.341
"Crane",2020-12-09,143,0.084
"Crockett",2020-12-09,NA,NA
"Crosby",2020-12-09,145,0.283
"Culberson",2020-12-09,246,0.22
"Dallam",2020-12-09,40,0.35
"Dallas",2020-12-09,121753,0.148
"Dawson",2020-12-09,278,0.065
"DeWitt",2020-12-09,382,0.223
"Deaf Smith",2020-12-09,186,0.29
"Delta",2020-12-09,111,0.153
"Denton",2020-12-09,38053,0.131
"Dickens",2020-12-09,NA,NA
"Dimmit",2020-12-09,379,0.19
"Donley",2020-12-09,68,0.147
"Duval",2020-12-09,831,0.09
"Eastland",2020-12-09,284,0.232
"Ector",2020-12-09,3769,0.253
"Edwards",2020-12-09,144,0.264
"El Paso",2020-12-09,46469,0.165
"Ellis",2020-12-09,10044,0.158
"Erath",2020-12-09,995,0.22
