"County","Date","Tests","TPR_CMS"
"Anderson","2021-05-11",1319,0.068
"Andrews","2021-05-11",42,0
"Angelina","2021-05-11",1056,0.027
"Aransas","2021-05-11",144,0.035
"Archer","2021-05-11",NA,NA
"Armstrong","2021-05-11",NA,NA
"Atascosa","2021-05-11",1849,0.018
"Austin","2021-05-11",470,0.047
"Bailey","2021-05-11",36,0
"Bandera","2021-05-11",192,0.042
"Bastrop","2021-05-11",3026,0.028
"Baylor","2021-05-11",NA,NA
"Bee","2021-05-11",643,0.011
"Bell","2021-05-11",9151,0.027
"Bexar","2021-05-11",95817,0.022
"Blanco","2021-05-11",186,0.005
"Borden","2021-05-11",NA,NA
"Bosque","2021-05-11",187,0.016
"Bowie","2021-05-11",1008,0.044
"Brazoria","2021-05-11",7238,0.056
"Brazos","2021-05-11",5727,0.049
"Brewster","2021-05-11",24,0.083
"Briscoe","2021-05-11",NA,NA
"Brooks","2021-05-11",874,0.007
"Brown","2021-05-11",204,0.088
"Burleson","2021-05-11",410,0.049
"Burnet","2021-05-11",1468,0.028
"Caldwell","2021-05-11",2098,0.047
"Calhoun","2021-05-11",215,0.153
"Callahan","2021-05-11",54,0.019
"Cameron","2021-05-11",6500,0.076
"Camp","2021-05-11",82,0.061
"Carson","2021-05-11",21,0.048
"Cass","2021-05-11",121,0.017
"Castro","2021-05-11",66,0.045
"Chambers","2021-05-11",597,0.07
"Cherokee","2021-05-11",605,0.013
"Childress","2021-05-11",41,0
"Clay","2021-05-11",40,0.075
"Cochran","2021-05-11",NA,NA
"Coke","2021-05-11",41,0.024
"Coleman","2021-05-11",33,0.061
"Collin","2021-05-11",14600,0.035
"Collingsworth","2021-05-11",NA,NA
"Colorado","2021-05-11",183,0.066
"Comal","2021-05-11",3029,0.086
"Comanche","2021-05-11",53,0.019
"Concho","2021-05-11",NA,NA
"Cooke","2021-05-11",226,0.071
"Coryell","2021-05-11",1763,0.022
"Cottle","2021-05-11",NA,NA
"Crane","2021-05-11",34,0
"Crockett","2021-05-11",NA,NA
"Crosby","2021-05-11",45,0.022
"Culberson","2021-05-11",NA,NA
"Dallam","2021-05-11",22,0
"Dallas","2021-05-11",39092,0.047
"Dawson","2021-05-11",62,0
"DeWitt","2021-05-11",104,0.077
"Deaf Smith","2021-05-11",57,0.035
"Delta","2021-05-11",29,0
"Denton","2021-05-11",12213,0.041
"Dickens","2021-05-11",NA,NA
"Dimmit","2021-05-11",906,0.065
"Donley","2021-05-11",NA,NA
