"County","Date","Tests","TPR_CMS"
"Anderson","2021-07-13",692,0.027
"Andrews","2021-07-13",49,0.082
"Angelina","2021-07-13",665,0.054
"Aransas","2021-07-13",248,0.23
"Archer","2021-07-13",NA,NA
"Armstrong","2021-07-13",23,0.174
"Atascosa","2021-07-13",422,0.126
"Austin","2021-07-13",306,0.095
"Bailey","2021-07-13",NA,NA
"Bandera","2021-07-13",164,0.104
"Bastrop","2021-07-13",883,0.11
"Baylor","2021-07-13",NA,NA
"Bee","2021-07-13",605,0.035
"Bell","2021-07-13",5238,0.087
"Bexar","2021-07-13",29724,0.088
"Blanco","2021-07-13",119,0.034
"Borden","2021-07-13",NA,NA
"Bosque","2021-07-13",119,0.118
"Bowie","2021-07-13",470,0.091
"Brazoria","2021-07-13",5905,0.075
"Brazos","2021-07-13",3495,0.098
"Brewster","2021-07-13",NA,NA
"Briscoe","2021-07-13",NA,NA
"Brooks","2021-07-13",130,0.031
"Brown","2021-07-13",228,0.044
"Burleson","2021-07-13",345,0.046
"Burnet","2021-07-13",697,0.099
"Caldwell","2021-07-13",612,0.116
"Calhoun","2021-07-13",113,0.062
"Callahan","2021-07-13",32,0.031
"Cameron","2021-07-13",6492,0.127
"Camp","2021-07-13",48,0.083
"Carson","2021-07-13",30,0
"Cass","2021-07-13",101,0.099
"Castro","2021-07-13",41,0.024
"Chambers","2021-07-13",419,0.079
"Cherokee","2021-07-13",443,0.034
"Childress","2021-07-13",36,0.056
"Clay","2021-07-13",54,0.111
"Cochran","2021-07-13",NA,NA
"Coke","2021-07-13",29,0
"Coleman","2021-07-13",NA,NA
"Collin","2021-07-13",15626,0.037
"Collingsworth","2021-07-13",NA,NA
"Colorado","2021-07-13",139,0.065
"Comal","2021-07-13",2500,0.128
"Comanche","2021-07-13",100,0.13
"Concho","2021-07-13",NA,NA
"Cooke","2021-07-13",284,0.035
"Coryell","2021-07-13",1054,0.047
"Cottle","2021-07-13",NA,NA
"Crane","2021-07-13",NA,NA
"Crockett","2021-07-13",NA,NA
"Crosby","2021-07-13",NA,NA
"Culberson","2021-07-13",NA,NA
"Dallam","2021-07-13",102,0
"Dallas","2021-07-13",36473,0.054
"Dawson","2021-07-13",148,0.007
"DeWitt","2021-07-13",62,0.032
"Deaf Smith","2021-07-13",80,0.038
"Delta","2021-07-13",28,0.071
"Denton","2021-07-13",11784,0.045
"Dickens","2021-07-13",NA,NA
"Dimmit","2021-07-13",1214,0.125
"Donley","2021-07-13",NA,NA
"Duval","2021-07-13",94,0.085
"Eastland","2021-07-13",77,0.143
"Ector","2021-07-13",476,0.158
"Edwards","2021-07-13",NA,NA
"El Paso","2021-07-13",9487,0.046
"Ellis","2021-07-13",2418,0.075
"Erath","2021-07-13",454,0.055
"Falls","2021-07-13",125,0.016
"Fannin","2021-07-13",512,0.033
"Fayette","2021-07-13",193,0.104
"Fisher","2021-07-13",NA,NA
"Floyd","2021-07-13",24,0.083
"Foard","2021-07-13",NA,NA
"Fort Bend","2021-07-13",12905,0.053
"Franklin","2021-07-13",54,0.037
"Freestone","2021-07-13",102,0.049
"Frio","2021-07-13",588,0.082
"Gaines","2021-07-13",31,0.032
"Galveston","2021-07-13",7947,0.079
"Garza","2021-07-13",91,0
"Gillespie","2021-07-13",163,0.129
"Glasscock","2021-07-13",NA,NA
"Goliad","2021-07-13",36,0.083
"Gonzales","2021-07-13",99,0.081
"Gray","2021-07-13",57,0.053
"Grayson","2021-07-13",1936,0.06
"Gregg","2021-07-13",891,0.08
