"County","Date","Tests","TPR_CMS"
"Anderson","2021-04-06",1535,0.025
"Andrews","2021-04-06",65,0.062
"Angelina","2021-04-06",1232,0.062
"Aransas","2021-04-06",337,0.131
"Archer","2021-04-06",41,0
"Armstrong","2021-04-06",NA,NA
"Atascosa","2021-04-06",3094,0.014
"Austin","2021-04-06",564,0.115
"Bailey","2021-04-06",33,0.03
"Bandera","2021-04-06",258,0.07
"Bastrop","2021-04-06",1715,0.082
"Baylor","2021-04-06",NA,NA
"Bee","2021-04-06",829,0.022
"Bell","2021-04-06",9378,0.042
"Bexar","2021-04-06",108426,0.023
"Blanco","2021-04-06",176,0.062
"Borden","2021-04-06",NA,NA
"Bosque","2021-04-06",263,0.03
"Bowie","2021-04-06",877,0.044
"Brazoria","2021-04-06",9872,0.081
"Brazos","2021-04-06",11491,0.068
"Brewster","2021-04-06",28,0.107
"Briscoe","2021-04-06",NA,NA
"Brooks","2021-04-06",1164,0.005
"Brown","2021-04-06",303,0.036
"Burleson","2021-04-06",665,0.08
"Burnet","2021-04-06",1233,0.054
"Caldwell","2021-04-06",1140,0.064
"Calhoun","2021-04-06",271,0.203
"Callahan","2021-04-06",89,0.09
"Cameron","2021-04-06",7740,0.095
"Camp","2021-04-06",82,0.049
"Carson","2021-04-06",44,0
"Cass","2021-04-06",289,0.048
"Castro","2021-04-06",73,0.014
"Chambers","2021-04-06",695,0.083
"Cherokee","2021-04-06",635,0.008
"Childress","2021-04-06",165,0.024
"Clay","2021-04-06",88,0.045
"Cochran","2021-04-06",NA,NA
"Coke","2021-04-06",38,0
"Coleman","2021-04-06",22,0
"Collin","2021-04-06",19816,0.045
"Collingsworth","2021-04-06",84,0.048
"Colorado","2021-04-06",222,0.135
"Comal","2021-04-06",3253,0.047
"Comanche","2021-04-06",104,0
"Concho","2021-04-06",NA,NA
"Cooke","2021-04-06",377,0.056
"Coryell","2021-04-06",2121,0.021
"Cottle","2021-04-06",25,0
"Crane","2021-04-06",NA,NA
"Crockett","2021-04-06",NA,NA
"Crosby","2021-04-06",33,0
"Culberson","2021-04-06",21,0.143
"Dallam","2021-04-06",153,0.013
"Dallas","2021-04-06",54876,0.041
