"County","Date","Tests","TPR_CMS"
"Dawson","2021-04-06",164,0.024
"DeWitt","2021-04-06",311,0.019
"Deaf Smith","2021-04-06",91,0.11
"Delta","2021-04-06",36,0
"Denton","2021-04-06",17134,0.044
"Dickens","2021-04-06",NA,NA
"Dimmit","2021-04-06",1028,0.183
"Donley","2021-04-06",39,0.103
"Duval","2021-04-06",320,0.012
"Eastland","2021-04-06",83,0.012
"Ector","2021-04-06",998,0.092
"Edwards","2021-04-06",NA,NA
"El Paso","2021-04-06",19259,0.1
"Ellis","2021-04-06",3196,0.04
"Erath","2021-04-06",630,0.086
"Falls","2021-04-06",335,0.033
"Fannin","2021-04-06",632,0.019
"Fayette","2021-04-06",499,0.116
"Fisher","2021-04-06",41,0.073
"Floyd","2021-04-06",58,0.121
"Foard","2021-04-06",NA,NA
"Fort Bend","2021-04-06",18963,0.078
"Franklin","2021-04-06",52,0.019
"Freestone","2021-04-06",352,0.003
"Frio","2021-04-06",615,0.044
"Gaines","2021-04-06",56,0.018
"Galveston","2021-04-06",9457,0.075
"Garza","2021-04-06",72,0.014
"Gillespie","2021-04-06",174,0.034
"Glasscock","2021-04-06",NA,NA
"Goliad","2021-04-06",63,0.016
"Gonzales","2021-04-06",169,0.053
"Gray","2021-04-06",271,0.041
"Grayson","2021-04-06",1961,0.044
"Gregg","2021-04-06",1098,0.034
"Grimes","2021-04-06",1751,0.03
"Guadalupe","2021-04-06",3775,0.039
"Hale","2021-04-06",604,0.038
"Hall","2021-04-06",26,0.154
"Hamilton","2021-04-06",165,0
"Hansford","2021-04-06",NA,NA
"Hardeman","2021-04-06",40,0.075
"Hardin","2021-04-06",649,0.08
"Harris","2021-04-06",121483,0.079
"Harrison","2021-04-06",772,0.017
"Hartley","2021-04-06",NA,NA
"Haskell","2021-04-06",NA,NA
"Hays","2021-04-06",9312,0.064
"Hemphill","2021-04-06",NA,NA
"Henderson","2021-04-06",590,0.049
"Hidalgo","2021-04-06",11669,0.067
"Hill","2021-04-06",488,0.051
"Hockley","2021-04-06",186,0.043
"Hood","2021-04-06",516,0.039
"Hopkins","2021-04-06",266,0.075
"Houston","2021-04-06",277,0.007
"Howard","2021-04-06",259,0.004
"Hudspeth","2021-04-06",40,0.15
"Hunt","2021-04-06",850,0.044
"Hutchinson","2021-04-06",114,0.053
"Irion","2021-04-06",NA,NA
"Jack","2021-04-06",107,0.009
"Jackson","2021-04-06",135,0.089
"Jasper","2021-04-06",367,0.041
"Jeff Davis","2021-04-06",NA,NA
"Jefferson","2021-04-06",4386,0.046
"Jim Hogg","2021-04-06",212,0.014
"Jim Wells","2021-04-06",782,0.047
"Johnson","2021-04-06",2331,0.047
"Jones","2021-04-06",111,0.027
"Karnes","2021-04-06",388,0.028
"Kaufman","2021-04-06",2091,0.047
"Kendall","2021-04-06",771,0.025
"Kenedy","2021-04-06",NA,NA
"Kent","2021-04-06",NA,NA
"Kerr","2021-04-06",899,0.014
"Kimble","2021-04-06",27,0.037
"King","2021-04-06",NA,NA
"Kinney","2021-04-06",50,0
"Kleberg","2021-04-06",569,0.076
"Knox","2021-04-06",NA,NA
"La Salle","2021-04-06",102,0.01
"Lamar","2021-04-06",364,0.06
"Lamb","2021-04-06",69,0.072
"Lampasas","2021-04-06",462,0.056
"Lavaca","2021-04-06",304,0.082
"Lee","2021-04-06",223,0.058
"Leon","2021-04-06",279,0.072
"Liberty","2021-04-06",1433,0.08
"Limestone","2021-04-06",328,0.04
"Lipscomb","2021-04-06",NA,NA
"Live Oak","2021-04-06",162,0.025
"Llano","2021-04-06",653,0.029
"Loving","2021-04-06",NA,NA
"Lubbock","2021-04-06",4346,0.024
"Lynn","2021-04-06",46,0.087
"Madison","2021-04-06",236,0.059
"Marion","2021-04-06",76,0.013
"Martin","2021-04-06",24,0.042
"Mason","2021-04-06",NA,NA
"Matagorda","2021-04-06",983,0.176
"Maverick","2021-04-06",1028,0.065
"McCulloch","2021-04-06",42,0
"McLennan","2021-04-06",9010,0.027
"McMullen","2021-04-06",NA,NA
"Medina","2021-04-06",944,0.042
"Menard","2021-04-06",NA,NA
"Midland","2021-04-06",1134,0.058
"Milam","2021-04-06",637,0.031
"Mills","2021-04-06",224,0.009
"Mitchell","2021-04-06",81,0.012
"Montague","2021-04-06",183,0.044
"Montgomery","2021-04-06",13517,0.09
"Moore","2021-04-06",147,0.014
"Morris","2021-04-06",67,0
"Motley","2021-04-06",NA,NA
"Nacogdoches","2021-04-06",1092,0.049
"Navarro","2021-04-06",330,0.036
"Newton","2021-04-06",116,0.034
"Nolan","2021-04-06",79,0.013
"Nueces","2021-04-06",4390,0.085
"Ochiltree","2021-04-06",NA,NA
"Oldham","2021-04-06",NA,NA
"Orange","2021-04-06",1362,0.059
"Palo Pinto","2021-04-06",238,0.088
"Panola","2021-04-06",167,0.012
"Parker","2021-04-06",1647,0.045
"Parmer","2021-04-06",66,0.045
"Pecos","2021-04-06",377,0.005
"Polk","2021-04-06",1179,0.053
"Potter","2021-04-06",1503,0.029
"Presidio","2021-04-06",NA,NA
"Rains","2021-04-06",76,0.039
"Randall","2021-04-06",1412,0.023
"Reagan","2021-04-06",NA,NA
"Real","2021-04-06",21,0.143
"Red River","2021-04-06",118,0.008
"Reeves","2021-04-06",168,0.012
"Refugio","2021-04-06",60,0.017
"Roberts","2021-04-06",NA,NA
"Robertson","2021-04-06",361,0.039
"Rockwall","2021-04-06",2295,0.044
"Runnels","2021-04-06",77,0.013
"Rusk","2021-04-06",556,0.032
"Sabine","2021-04-06",122,0.033
"San Augustine","2021-04-06",78,0.103
"San Jacinto","2021-04-06",340,0.088
"San Patricio","2021-04-06",717,0.102
"San Saba","2021-04-06",109,0.037
"Schleicher","2021-04-06",NA,NA
"Scurry","2021-04-06",680,0.034
"Shackelford","2021-04-06",NA,NA
"Shelby","2021-04-06",309,0.055
"Sherman","2021-04-06",NA,NA
"Smith","2021-04-06",3054,0.044
"Somervell","2021-04-06",62,0.048
"Starr","2021-04-06",994,0.103
"Stephens","2021-04-06",128,0.031
"Sterling","2021-04-06",NA,NA
"Stonewall","2021-04-06",NA,NA
"Sutton","2021-04-06",NA,NA
"Swisher","2021-04-06",100,0.02
"Tarrant","2021-04-06",39589,0.052
"Taylor","2021-04-06",1072,0.035
"Terrell","2021-04-06",NA,NA
"Terry","2021-04-06",129,0
"Throckmorton","2021-04-06",NA,NA
"Titus","2021-04-06",407,0.01
"Tom Green","2021-04-06",905,0.02
"Travis","2021-04-06",36440,0.042
"Trinity","2021-04-06",297,0.017
"Tyler","2021-04-06",247,0.073
"Upshur","2021-04-06",224,0.036
"Upton","2021-04-06",NA,NA
"Uvalde","2021-04-06",484,0.118
"Val Verde","2021-04-06",790,0.032
"Van Zandt","2021-04-06",378,0.058
"Victoria","2021-04-06",1120,0.094
"Walker","2021-04-06",3558,0.065
"Waller","2021-04-06",1383,0.065
"Ward","2021-04-06",66,0.045
"Washington","2021-04-06",1280,0.061
"Webb","2021-04-06",8042,0.04
"Wharton","2021-04-06",643,0.087
"Wheeler","2021-04-06",NA,NA
"Wichita","2021-04-06",1375,0.023
"Wilbarger","2021-04-06",234,0.038
"Willacy","2021-04-06",1093,0.114
"Williamson","2021-04-06",15347,0.047
"Wilson","2021-04-06",942,0.032
"Winkler","2021-04-06",21,0.095
"Wise","2021-04-06",966,0.037
"Wood","2021-04-06",315,0.032
"Yoakum","2021-04-06",24,0.042
"Young","2021-04-06",140,0.021
"Zapata","2021-04-06",224,0.022
"Zavala","2021-04-06",158,0.07
