"County","Date","Tests","TPR_CMS"
"Frio","2021-05-18",878,0.082
"Gaines","2021-05-18",61,0.049
"Galveston","2021-05-18",9590,0.064
"Garza","2021-05-18",90,0.022
"Gillespie","2021-05-18",162,0.056
"Glasscock","2021-05-18",NA,NA
"Goliad","2021-05-18",54,0.074
"Gonzales","2021-05-18",215,0.028
"Gray","2021-05-18",191,0.016
"Grayson","2021-05-18",1701,0.029
"Gregg","2021-05-18",923,0.065
"Grimes","2021-05-18",1706,0.024
"Guadalupe","2021-05-18",2532,0.047
"Hale","2021-05-18",766,0.02
"Hall","2021-05-18",31,0
"Hamilton","2021-05-18",167,0.048
"Hansford","2021-05-18",NA,NA
"Hardeman","2021-05-18",33,0
"Hardin","2021-05-18",530,0.089
"Harris","2021-05-18",96102,0.052
"Harrison","2021-05-18",419,0.057
"Hartley","2021-05-18",NA,NA
"Haskell","2021-05-18",21,0
"Hays","2021-05-18",9589,0.046
"Hemphill","2021-05-18",NA,NA
"Henderson","2021-05-18",559,0.072
"Hidalgo","2021-05-18",13044,0.057
"Hill","2021-05-18",435,0.021
"Hockley","2021-05-18",233,0.026
"Hood","2021-05-18",518,0.056
"Hopkins","2021-05-18",208,0.072
"Houston","2021-05-18",159,0.031
"Howard","2021-05-18",258,0.012
"Hudspeth","2021-05-18",33,0.061
"Hunt","2021-05-18",855,0.056
"Hutchinson","2021-05-18",105,0.057
"Irion","2021-05-18",NA,NA
"Jack","2021-05-18",37,0.027
"Jackson","2021-05-18",148,0.074
"Jasper","2021-05-18",468,0.019
"Jeff Davis","2021-05-18",NA,NA
"Jefferson","2021-05-18",2832,0.06
"Jim Hogg","2021-05-18",128,0
"Jim Wells","2021-05-18",743,0.048
"Johnson","2021-05-18",1990,0.031
"Jones","2021-05-18",193,0.036
"Karnes","2021-05-18",152,0.039
"Kaufman","2021-05-18",1905,0.052
"Kendall","2021-05-18",770,0.032
"Kenedy","2021-05-18",NA,NA
"Kent","2021-05-18",NA,NA
"Kerr","2021-05-18",333,0.087
"Kimble","2021-05-18",31,0.065
"King","2021-05-18",NA,NA
"Kinney","2021-05-18",36,0.056
"Kleberg","2021-05-18",283,0.035
"Knox","2021-05-18",NA,NA
"La Salle","2021-05-18",148,0.027
"Lamar","2021-05-18",236,0.042
"Lamb","2021-05-18",91,0
"Lampasas","2021-05-18",567,0.014
"Lavaca","2021-05-18",289,0.042
"Lee","2021-05-18",345,0.035
"Leon","2021-05-18",269,0.015
"Liberty","2021-05-18",1491,0.054
"Limestone","2021-05-18",378,0.053
"Lipscomb","2021-05-18",NA,NA
"Live Oak","2021-05-18",148,0.068
"Llano","2021-05-18",735,0.022
"Loving","2021-05-18",NA,NA
"Lubbock","2021-05-18",4544,0.028
"Lynn","2021-05-18",29,0.034
"Madison","2021-05-18",259,0.046
"Marion","2021-05-18",31,0
"Martin","2021-05-18",NA,NA
"Mason","2021-05-18",NA,NA
"Matagorda","2021-05-18",643,0.121
"Maverick","2021-05-18",1089,0.028
"McCulloch","2021-05-18",22,0.045
"McLennan","2021-05-18",7541,0.023
"McMullen","2021-05-18",NA,NA
"Medina","2021-05-18",944,0.038
"Menard","2021-05-18",NA,NA
"Midland","2021-05-18",951,0.059
"Milam","2021-05-18",520,0.033
"Mills","2021-05-18",107,0.009
"Mitchell","2021-05-18",241,0
"Montague","2021-05-18",136,0.029
"Montgomery","2021-05-18",11788,0.063
"Moore","2021-05-18",121,0.025
"Morris","2021-05-18",41,0.171
"Motley","2021-05-18",NA,NA
"Nacogdoches","2021-05-18",763,0.062
"Navarro","2021-05-18",605,0.02
"Newton","2021-05-18",103,0.019
"Nolan","2021-05-18",45,0
"Nueces","2021-05-18",3754,0.063
"Ochiltree","2021-05-18",21,0.286
"Oldham","2021-05-18",20,0.1
"Orange","2021-05-18",845,0.073
"Palo Pinto","2021-05-18",177,0.056
"Panola","2021-05-18",152,0.046
"Parker","2021-05-18",1568,0.061
"Parmer","2021-05-18",42,0.095
"Pecos","2021-05-18",280,0
"Polk","2021-05-18",826,0.063
"Potter","2021-05-18",1556,0.039
"Presidio","2021-05-18",NA,NA
"Rains","2021-05-18",61,0.049
"Randall","2021-05-18",1208,0.051
"Reagan","2021-05-18",NA,NA
"Real","2021-05-18",NA,NA
"Red River","2021-05-18",53,0.057
"Reeves","2021-05-18",302,0.126
"Refugio","2021-05-18",36,0.028
"Roberts","2021-05-18",NA,NA
"Robertson","2021-05-18",402,0.08
"Rockwall","2021-05-18",1699,0.032
"Runnels","2021-05-18",60,0.05
"Rusk","2021-05-18",530,0.017
"Sabine","2021-05-18",169,0.006
"San Augustine","2021-05-18",81,0.037
"San Jacinto","2021-05-18",274,0.088
"San Patricio","2021-05-18",629,0.068
"San Saba","2021-05-18",171,0.012
"Schleicher","2021-05-18",NA,NA
"Scurry","2021-05-18",163,0.012
"Shackelford","2021-05-18",NA,NA
"Shelby","2021-05-18",211,0.019
"Sherman","2021-05-18",NA,NA
"Smith","2021-05-18",2144,0.034
"Somervell","2021-05-18",48,0
"Starr","2021-05-18",860,0.067
"Stephens","2021-05-18",153,0.013
"Sterling","2021-05-18",NA,NA
"Stonewall","2021-05-18",NA,NA
"Sutton","2021-05-18",NA,NA
"Swisher","2021-05-18",275,0.029
"Tarrant","2021-05-18",32088,0.039
"Taylor","2021-05-18",1311,0.021
"Terrell","2021-05-18",NA,NA
"Terry","2021-05-18",46,0.043
"Throckmorton","2021-05-18",NA,NA
"Titus","2021-05-18",129,0.039
"Tom Green","2021-05-18",581,0.033
"Travis","2021-05-18",37673,0.022
"Trinity","2021-05-18",289,0.055
"Tyler","2021-05-18",198,0.056
"Upshur","2021-05-18",235,0.026
"Upton","2021-05-18",NA,NA
"Uvalde","2021-05-18",352,0.057
"Val Verde","2021-05-18",728,0.025
"Van Zandt","2021-05-18",368,0.071
"Victoria","2021-05-18",1138,0.144
"Walker","2021-05-18",2622,0.032
"Waller","2021-05-18",1011,0.063
"Ward","2021-05-18",35,0
"Washington","2021-05-18",1040,0.04
"Webb","2021-05-18",6539,0.031
"Wharton","2021-05-18",611,0.095
"Wheeler","2021-05-18",22,0.182
"Wichita","2021-05-18",807,0.076
"Wilbarger","2021-05-18",152,0.053
"Willacy","2021-05-18",1078,0.053
"Williamson","2021-05-18",16693,0.031
"Wilson","2021-05-18",801,0.047
"Winkler","2021-05-18",NA,NA
"Wise","2021-05-18",902,0.041
"Wood","2021-05-18",337,0.021
"Yoakum","2021-05-18",NA,NA
"Young","2021-05-18",107,0.009
"Zapata","2021-05-18",184,0.027
"Zavala","2021-05-18",87,0.057
