"County","Date","Tests","TPR_CMS"
"Anderson","2021-06-15",578,0.048
"Andrews","2021-06-15",43,0
"Angelina","2021-06-15",765,0.029
"Aransas","2021-06-15",256,0.055
"Archer","2021-06-15",32,0.031
"Armstrong","2021-06-15",NA,NA
"Atascosa","2021-06-15",704,0.037
"Austin","2021-06-15",350,0.034
"Bailey","2021-06-15",26,0.038
"Bandera","2021-06-15",182,0.055
"Bastrop","2021-06-15",1602,0.037
"Baylor","2021-06-15",NA,NA
"Bee","2021-06-15",577,0.019
"Bell","2021-06-15",7751,0.018
"Bexar","2021-06-15",70053,0.017
"Blanco","2021-06-15",157,0.032
"Borden","2021-06-15",NA,NA
"Bosque","2021-06-15",170,0.035
"Bowie","2021-06-15",800,0.04
"Brazoria","2021-06-15",7464,0.038
"Brazos","2021-06-15",4731,0.065
"Brewster","2021-06-15",26,0
"Briscoe","2021-06-15",NA,NA
"Brooks","2021-06-15",369,0.041
"Brown","2021-06-15",325,0.043
"Burleson","2021-06-15",325,0.058
"Burnet","2021-06-15",1015,0.046
"Caldwell","2021-06-15",1045,0.039
"Calhoun","2021-06-15",210,0.09
"Callahan","2021-06-15",58,0.052
"Cameron","2021-06-15",6149,0.061
"Camp","2021-06-15",52,0.019
"Carson","2021-06-15",42,0.024
"Cass","2021-06-15",114,0.053
"Castro","2021-06-15",89,0
"Chambers","2021-06-15",493,0.053
"Cherokee","2021-06-15",412,0.032
"Childress","2021-06-15",109,0
"Clay","2021-06-15",54,0.056
"Cochran","2021-06-15",25,0
"Coke","2021-06-15",NA,NA
"Coleman","2021-06-15",20,0
"Collin","2021-06-15",16531,0.016
"Collingsworth","2021-06-15",NA,NA
"Colorado","2021-06-15",157,0
"Comal","2021-06-15",2658,0.078
"Comanche","2021-06-15",67,0
"Concho","2021-06-15",NA,NA
"Cooke","2021-06-15",279,0.025
"Coryell","2021-06-15",1844,0.012
"Cottle","2021-06-15",NA,NA
"Crane","2021-06-15",NA,NA
"Crockett","2021-06-15",NA,NA
"Crosby","2021-06-15",28,0
"Culberson","2021-06-15",NA,NA
"Dallam","2021-06-15",124,0
"Dallas","2021-06-15",38922,0.023
"Dawson","2021-06-15",240,0.008
"DeWitt","2021-06-15",217,0.009
"Deaf Smith","2021-06-15",61,0.033
"Delta","2021-06-15",NA,NA
"Denton","2021-06-15",12843,0.022
"Dickens","2021-06-15",NA,NA
"Dimmit","2021-06-15",1107,0.082
"Donley","2021-06-15",NA,NA
"Duval","2021-06-15",215,0.009
"Eastland","2021-06-15",52,0
"Ector","2021-06-15",493,0.028
"Edwards","2021-06-15",NA,NA
"El Paso","2021-06-15",11750,0.022
"Ellis","2021-06-15",2503,0.041
"Erath","2021-06-15",407,0.034
"Falls","2021-06-15",337,0.009
"Fannin","2021-06-15",583,0.012
"Fayette","2021-06-15",296,0.02
"Fisher","2021-06-15",NA,NA
"Floyd","2021-06-15",68,0
"Foard","2021-06-15",NA,NA
"Fort Bend","2021-06-15",14479,0.028
"Franklin","2021-06-15",40,0.05
"Freestone","2021-06-15",306,0.013
"Frio","2021-06-15",494,0.065
"Gaines","2021-06-15",50,0
"Galveston","2021-06-15",9701,0.036
"Garza","2021-06-15",82,0.012
"Gillespie","2021-06-15",190,0.032
"Glasscock","2021-06-15",NA,NA
"Goliad","2021-06-15",52,0.038
"Gonzales","2021-06-15",166,0.072
"Gray","2021-06-15",184,0.011
"Grayson","2021-06-15",1845,0.027
"Gregg","2021-06-15",853,0.03
"Grimes","2021-06-15",1489,0.011
"Guadalupe","2021-06-15",1871,0.045
"Hale","2021-06-15",551,0.015
"Hall","2021-06-15",NA,NA
"Hamilton","2021-06-15",121,0
"Hansford","2021-06-15",NA,NA
"Hardeman","2021-06-15",21,0.095
"Hardin","2021-06-15",421,0.033
"Harris","2021-06-15",82546,0.035
"Harrison","2021-06-15",804,0.002
"Hartley","2021-06-15",NA,NA
"Haskell","2021-06-15",32,0.031
"Hays","2021-06-15",5528,0.038
"Hemphill","2021-06-15",NA,NA
"Henderson","2021-06-15",416,0.046
"Hidalgo","2021-06-15",10738,0.042
"Hill","2021-06-15",331,0.042
"Hockley","2021-06-15",205,0.02
"Hood","2021-06-15",452,0.027
"Hopkins","2021-06-15",227,0.062
"Houston","2021-06-15",200,0.035
"Howard","2021-06-15",262,0.011
"Hudspeth","2021-06-15",NA,NA
"Hunt","2021-06-15",638,0.077
"Hutchinson","2021-06-15",62,0.065
"Irion","2021-06-15",NA,NA
"Jack","2021-06-15",136,0
"Jackson","2021-06-15",128,0.047
"Jasper","2021-06-15",343,0.047
"Jeff Davis","2021-06-15",NA,NA
"Jefferson","2021-06-15",2573,0.025
"Jim Hogg","2021-06-15",128,0.008
"Jim Wells","2021-06-15",433,0.067
"Johnson","2021-06-15",2253,0.027
"Jones","2021-06-15",252,0.052
"Karnes","2021-06-15",315,0.022
"Kaufman","2021-06-15",1600,0.055
"Kendall","2021-06-15",637,0.013
"Kenedy","2021-06-15",NA,NA
"Kent","2021-06-15",NA,NA
"Kerr","2021-06-15",552,0.022
"Kimble","2021-06-15",20,0.35
"King","2021-06-15",NA,NA
"Kinney","2021-06-15",40,0
"Kleberg","2021-06-15",228,0.039
"Knox","2021-06-15",NA,NA
"La Salle","2021-06-15",65,0.046
"Lamar","2021-06-15",325,0.095
"Lamb","2021-06-15",93,0.054
"Lampasas","2021-06-15",380,0.018
