ZIP,County
78341,Duval
78342,Jim Wells
78343,Nueces
78344,Webb
78347,Nueces
78349,Duval
78350,Live Oak
78351,Nueces
78352,San Patricio
78353,Brooks
78355,Brooks
78357,Duval
78358,Aransas
78359,San Patricio
78360,Jim Hogg
78361,Jim Hogg
78362,San Patricio
78363,Kleberg
78364,Kleberg
78368,San Patricio
78369,Webb
78370,San Patricio
78371,Webb
78372,Jim Wells
78373,Nueces
78374,San Patricio
78375,Jim Wells
78376,Duval
78377,Refugio
78379,Kleberg
78380,Nueces
78381,Aransas
78382,Aransas
78383,Jim Wells
78384,Duval
78385,Kenedy
78387,San Patricio
78389,Bee
78390,San Patricio
78391,Bee
78393,Refugio
78401,Nueces
78402,Nueces
78403,Nueces
78404,Nueces
78405,Nueces
78406,Nueces
78407,Nueces
78408,Nueces
78409,Nueces
78410,Nueces
78411,Nueces
78412,Nueces
78413,Nueces
78414,Nueces
78415,Nueces
78416,Nueces
78417,Nueces
78418,Nueces
78419,Nueces
78426,Nueces
78427,Nueces
78460,Nueces
78463,Nueces
78465,Nueces
78466,Nueces
78467,Nueces
78468,Nueces
78469,Nueces
78472,Nueces
78480,Nueces
78501,Hidalgo
78502,Hidalgo
78503,Hidalgo
78504,Hidalgo
78505,Hidalgo
78516,Hidalgo
78520,Cameron
78521,Cameron
78522,Cameron
78523,Cameron
78526,Cameron
78535,Cameron
78536,Starr
78537,Hidalgo
78538,Hidalgo
78539,Hidalgo
78540,Hidalgo
78541,Hidalgo
78542,Hidalgo
78543,Hidalgo
78545,Starr
78547,Starr
78548,Starr
78549,Hidalgo
78550,Cameron
78551,Cameron
78552,Cameron
78553,Cameron
78557,Hidalgo
78558,Hidalgo
78559,Cameron
78560,Hidalgo
78561,Willacy
78562,Hidalgo
78563,Hidalgo
78564,Zapata
78565,Hidalgo
78566,Cameron
78567,Cameron
78568,Cameron
78569,Willacy
78570,Hidalgo
78572,Hidalgo
78573,Hidalgo
78574,Hidalgo
78575,Cameron
78576,Hidalgo
78577,Hidalgo
78578,Cameron
78579,Hidalgo
78580,Willacy
78582,Starr
78583,Cameron
78584,Starr
78585,Starr
78586,Cameron
78588,Starr
78589,Hidalgo
78590,Willacy
78591,Starr
78592,Cameron
78593,Cameron
78594,Willacy
78595,Hidalgo
78596,Hidalgo
78597,Cameron
78598,Willacy
78599,Hidalgo
78602,Bastrop
78604,Gonzales
78605,Burnet
78606,Blanco
78607,Llano
78608,Burnet
78609,Llano
78610,Hays
78611,Burnet
78612,Bastrop
78613,Williamson
78614,Gonzales
78615,Williamson
78616,Caldwell
78617,Travis
78618,Gillespie
78619,Hays
78620,Hays
78621,Bastrop
78622,Caldwell
78623,Comal
78624,Gillespie
78626,Williamson
78627,Williamson
78628,Williamson
78629,Gonzales
78630,Williamson
78631,Gillespie
78632,Gonzales
78633,Williamson
78634,Williamson
78635,Blanco
78636,Blanco
78638,Guadalupe
78639,Llano
78640,Hays
78641,Williamson
78642,Williamson
78643,Llano
78644,Caldwell
78645,Travis
78646,Williamson
78648,Caldwell
78650,Bastrop
78651,Travis
78652,Travis
78653,Travis
78654,Burnet
78655,Caldwell
78656,Caldwell
78657,Llano
78658,Gonzales
78659,Bastrop
78660,Travis
78661,Caldwell
78662,Bastrop
78663,Blanco
78664,Williamson
78665,Williamson
78666,Hays
78667,Hays
78669,Travis
78670,Guadalupe
78671,Gillespie
78672,Llano
78673,Williamson
78674,Williamson
78675,Gillespie
78676,Hays
78677,Gonzales
78680,Williamson
78681,Williamson
78682,Williamson
78683,Williamson
78691,Travis
78701,Travis
78702,Travis
78703,Travis
78704,Travis
78705,Travis
78708,Travis
78709,Travis
78710,Travis
78711,Travis
78712,Travis
78713,Travis
78714,Travis
78715,Travis
78716,Travis
78717,Williamson
78718,Travis
78719,Travis
78720,Travis
78721,Travis
78722,Travis
78723,Travis
78724,Travis
78725,Travis
78726,Travis
78727,Travis
78728,Travis
78729,Williamson
78730,Travis
78731,Travis
78732,Travis
78733,Travis
78734,Travis
78735,Travis
78736,Travis
78737,Hays
78738,Travis
78739,Travis
78741,Travis
78742,Travis
78744,Travis
78745,Travis
78746,Travis
78747,Travis
78748,Travis
78749,Travis
78750,Travis
78751,Travis
78752,Travis
78753,Travis
78754,Travis
78755,Travis
78756,Travis
78757,Travis
78758,Travis
78759,Travis
78760,Travis
78761,Travis
78762,Travis
78763,Travis
78764,Travis
78765,Travis
78766,Travis
78767,Travis
78768,Travis
78772,Travis
78773,Travis
78774,Travis
78778,Travis
78779,Travis
78783,Travis
78799,Travis
78801,Uvalde
78802,Uvalde
78827,Dimmit
78828,Edwards
78829,Zavala
78830,Dimmit
78832,Kinney
78833,Real
78834,Dimmit
78836,Dimmit
78837,Val Verde
78838,Uvalde
78839,Zavala
78840,Val Verde
78841,Val Verde
78842,Val Verde
78843,Val Verde
78847,Val Verde
78850,Medina
78851,Terrell
78852,Maverick
78853,Maverick
78860,Maverick
78861,Medina
78870,Uvalde
78871,Val Verde
78872,Zavala
78873,Real
78877,Maverick
78879,Real
78880,Edwards
78881,Uvalde
78883,Bandera
78884,Uvalde
78885,Bandera
78886,Medina
78931,Austin
78932,Fayette
78933,Austin
78934,Colorado
78935,Colorado
78938,Fayette
78940,Fayette
78941,Fayette
78942,Lee
78943,Colorado
78944,Austin
78945,Fayette
78946,Fayette
78947,Lee
78948,Lee
78949,Fayette
78950,Austin
78951,Colorado
78952,Fayette
78953,Bastrop
78954,Fayette
78956,Fayette
78957,Bastrop
78959,Gonzales
78960,Fayette
78961,Fayette
78962,Colorado
78963,Fayette
79001,Oldham
79002,Gray
79003,Wheeler
79005,Lipscomb
79007,Hutchinson
79008,Hutchinson
79009,Parmer
79010,Oldham
79011,Wheeler
79012,Potter
79013,Moore
79014,Hemphill
79015,Randall
79016,Randall
79018,Hartley
79019,Armstrong
79021,Hale
79022,Dallam
79024,Lipscomb
79025,Deaf Smith
79027,Castro
79029,Moore
79031,Lamb
79032,Hale
79033,Ochiltree
79034,Lipscomb
79035,Parmer
79036,Hutchinson
79039,Carson
79040,Hansford
79041,Hale
79042,Swisher
79043,Castro
79044,Hartley
79045,Deaf Smith
79046,Lipscomb
79051,Dallam
79052,Swisher
79053,Parmer
79054,Gray
79056,Lipscomb
79057,Gray
79058,Moore
79059,Roberts
79061,Wheeler
79062,Hansford
79063,Castro
79064,Lamb
79065,Gray
79066,Gray
79068,Carson
79070,Ochiltree
79072,Hale
79073,Hale
79077,Collingsworth
79078,Hutchinson
79079,Wheeler
79080,Carson
79081,Hansford
79082,Lamb
79083,Hutchinson
79084,Sherman
79085,Castro
79086,Moore
79087,Dallam
79088,Swisher
79091,Randall
79092,Oldham
79093,Ochiltree
79094,Armstrong
79095,Collingsworth
79096,Wheeler
79097,Carson
79098,Oldham
79101,Potter
79102,Potter
79103,Potter
79104,Potter
79105,Potter
79106,Potter
79107,Potter
79108,Potter
79109,Randall
79110,Randall
79111,Potter
79114,Randall
79116,Potter
79117,Potter
79118,Randall
79119,Randall
79120,Potter
79121,Randall
79124,Potter
79159,Potter
79166,Potter
79168,Potter
79172,Potter
79174,Potter
79178,Potter
79185,Potter
79189,Potter
79201,Childress
79220,Dickens
79221,Floyd
79223,Cottle
79225,Hardeman
79226,Donley
79227,Foard
79229,Dickens
79230,Collingsworth
79231,Floyd
79233,Hall
79234,Motley
79235,Floyd
79236,King
79237,Donley
79239,Hall
79240,Donley
79241,Floyd
79243,Dickens
79244,Motley
79245,Hall
79247,Wilbarger
79248,Cottle
79250,Hale
79251,Collingsworth
79252,Hardeman
79255,Briscoe
79256,Motley
79257,Briscoe
79258,Floyd
79259,Childress
79261,Hall
79311,Hale
79312,Lamb
79313,Hockley
79314,Cochran
79316,Terry
79322,Crosby
79323,Yoakum
79324,Bailey
79325,Parmer
79326,Lamb
79329,Lubbock
79330,Garza
79331,Dawson
79336,Hockley
79338,Hockley
79339,Lamb
79342,Gaines
79343,Crosby
79344,Bailey
79345,Terry
79346,Cochran
79347,Bailey
79350,Lubbock
79351,Lynn
79353,Hockley
79355,Yoakum
79356,Garza
79357,Crosby
79358,Hockley
79359,Gaines
79360,Gaines
79363,Lubbock
79364,Lubbock
79366,Lubbock
79367,Hockley
79369,Lamb
79370,Dickens
79371,Lamb
79372,Hockley
79373,Lynn
79376,Yoakum
79377,Dawson
79378,Terry
79379,Cochran
79380,Hockley
79381,Lynn
79382,Lubbock
79383,Lynn
79401,Lubbock
79402,Lubbock
79403,Lubbock
79404,Lubbock
79406,Lubbock
79407,Lubbock
79408,Lubbock
79409,Lubbock
79410,Lubbock
79411,Lubbock
79412,Lubbock
79413,Lubbock
79414,Lubbock
79415,Lubbock
79416,Lubbock
79423,Lubbock
79424,Lubbock
79430,Lubbock
79452,Lubbock
79453,Lubbock
79457,Lubbock
79464,Lubbock
79490,Lubbock
79491,Lubbock
79493,Lubbock
79499,Lubbock
79501,Jones
79502,Stonewall
79503,Jones
79504,Callahan
79505,Knox
79506,Nolan
79508,Taylor
79510,Callahan
79511,Howard
79512,Mitchell
79516,Scurry
79517,Scurry
79518,Kent
79519,Coleman
79520,Jones
79521,Haskell
79525,Jones
79526,Scurry
79527,Scurry
79528,Kent
79529,Knox
79530,Taylor
79532,Mitchell
79533,Jones
79534,Fisher
79535,Nolan
79536,Taylor
79537,Nolan
79538,Coleman
79539,Haskell
79540,Stonewall
79541,Taylor
79543,Fisher
79544,Haskell
79545,Nolan
79546,Fisher
79547,Haskell
79548,Haskell
79549,Scurry
79550,Scurry
79553,Jones
79556,Nolan
79560,Fisher
79561,Taylor
79562,Taylor
79563,Taylor
79565,Mitchell
79566,Runnels
79567,Runnels
79601,Taylor
79602,Taylor
79603,Taylor
79604,Taylor
79605,Taylor
79606,Taylor
79607,Taylor
79608,Taylor
79697,Taylor
79698,Taylor
79699,Taylor
79701,Midland
79702,Midland
79703,Midland
79704,Midland
79705,Midland
79706,Midland
79707,Midland
79708,Midland
79710,Midland
79711,Midland
79712,Midland
79713,Martin
79714,Andrews
79718,Reeves
79719,Ward
79720,Howard
79721,Howard
79730,Pecos
79731,Crane
79733,Howard
79734,Jeff Davis
79735,Pecos
79738,Borden
79739,Glasscock
79740,Pecos
79741,Ector
79742,Ward
79743,Pecos
79744,Pecos
79745,Winkler
79748,Howard
79749,Martin
79752,Upton
79754,Loving
79755,Upton
79756,Ward
79758,Ector
79759,Ector
79760,Ector
79761,Ector
79762,Ector
79763,Ector
79764,Ector
79765,Ector
79766,Ector
79768,Ector
79769,Ector
79770,Reeves
79772,Reeves
79776,Ector
79777,Ward
79778,Upton
79780,Reeves
79781,Pecos
79782,Martin
79783,Martin
79785,Reeves
79786,Reeves
79788,Ward
79789,Winkler
79821,El Paso
79830,Brewster
79831,Brewster
79832,Brewster
79834,Brewster
79835,El Paso
79836,El Paso
79837,Hudspeth
79838,El Paso
79839,Hudspeth
79842,Brewster
79843,Presidio
79845,Presidio
79846,Presidio
79847,Hudspeth
79848,Terrell
79849,El Paso
79851,Hudspeth
79852,Brewster
79853,El Paso
79854,Presidio
79855,Culberson
79901,El Paso
79902,El Paso
79903,El Paso
79904,El Paso
79905,El Paso
79906,El Paso
79907,El Paso
79908,El Paso
79910,El Paso
79911,El Paso
79912,El Paso
79913,El Paso
79914,El Paso
79915,El Paso
79916,El Paso
79917,El Paso
79918,El Paso
79920,El Paso
79922,El Paso
79923,El Paso
79924,El Paso
79925,El Paso
79926,El Paso
79927,El Paso
79928,El Paso
79929,El Paso
79930,El Paso
79931,El Paso
79932,El Paso
79934,El Paso
79935,El Paso
79936,El Paso
79937,El Paso
79938,El Paso
79940,El Paso
79941,El Paso
79942,El Paso
79943,El Paso
79944,El Paso
79945,El Paso
79946,El Paso
79947,El Paso
79948,El Paso
79949,El Paso
79950,El Paso
79951,El Paso
79952,El Paso
79953,El Paso
79954,El Paso
79955,El Paso
79958,El Paso
79960,El Paso
79961,El Paso
79968,El Paso
79976,El Paso
79978,El Paso
79980,El Paso
79995,El Paso
79996,El Paso
79997,El Paso
79998,El Paso
79999,El Paso
88510,El Paso
88511,El Paso
88512,El Paso
88513,El Paso
88514,El Paso
88515,El Paso
88517,El Paso
88518,El Paso
88519,El Paso
88520,El Paso
88521,El Paso
88523,El Paso
88524,El Paso
88525,El Paso
88526,El Paso
88527,El Paso
88528,El Paso
88529,El Paso
88530,El Paso
88531,El Paso
88532,El Paso
88533,El Paso
88534,El Paso
88535,El Paso
88536,El Paso
88538,El Paso
88539,El Paso
88540,El Paso
88541,El Paso
88542,El Paso
88543,El Paso
88544,El Paso
88545,El Paso
88546,El Paso
88547,El Paso
88548,El Paso
88549,El Paso
88550,El Paso
88553,El Paso
88554,El Paso
88555,El Paso
88556,El Paso
88557,El Paso
88558,El Paso
88559,El Paso
88560,El Paso
88561,El Paso
88562,El Paso
88563,El Paso
88565,El Paso
88566,El Paso
88567,El Paso
88568,El Paso
88569,El Paso
88570,El Paso
88571,El Paso
88572,El Paso
88573,El Paso
88574,El Paso
88575,El Paso
88576,El Paso
88577,El Paso
88578,El Paso
88579,El Paso
88580,El Paso
88581,El Paso
88582,El Paso
88583,El Paso
88584,El Paso
88585,El Paso
88586,El Paso
88587,El Paso
88588,El Paso
88589,El Paso
88590,El Paso
88595,El Paso
