ZIP,County,TSA_Combined,PHR_Combined
79604,Taylor,D - Abilene,2/3 - Arlington PHR
79605,Taylor,D - Abilene,2/3 - Arlington PHR
79606,Taylor,D - Abilene,2/3 - Arlington PHR
79607,Taylor,D - Abilene,2/3 - Arlington PHR
79608,Taylor,D - Abilene,2/3 - Arlington PHR
79697,Taylor,D - Abilene,2/3 - Arlington PHR
79698,Taylor,D - Abilene,2/3 - Arlington PHR
79699,Taylor,D - Abilene,2/3 - Arlington PHR
79701,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79702,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79703,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79704,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79705,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79706,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79707,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79708,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79710,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79711,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79712,Midland,J - Midland/Odessa,9/10 - El Paso PHR
79713,Martin,J - Midland/Odessa,9/10 - El Paso PHR
79714,Andrews,J - Midland/Odessa,9/10 - El Paso PHR
79718,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79719,Ward,J - Midland/Odessa,9/10 - El Paso PHR
79720,Howard,J - Midland/Odessa,9/10 - El Paso PHR
79721,Howard,J - Midland/Odessa,9/10 - El Paso PHR
79730,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79731,Crane,J - Midland/Odessa,9/10 - El Paso PHR
79733,Howard,J - Midland/Odessa,9/10 - El Paso PHR
79734,Jeff Davis,J - Midland/Odessa,9/10 - El Paso PHR
79735,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79738,Borden,B - Lubbock,9/10 - El Paso PHR
79739,Glasscock,J - Midland/Odessa,9/10 - El Paso PHR
79740,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79741,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79742,Ward,J - Midland/Odessa,9/10 - El Paso PHR
79743,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79744,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79745,Winkler,J - Midland/Odessa,9/10 - El Paso PHR
79748,Howard,J - Midland/Odessa,9/10 - El Paso PHR
79749,Martin,J - Midland/Odessa,9/10 - El Paso PHR
79752,Upton,J - Midland/Odessa,9/10 - El Paso PHR
79754,Loving,J - Midland/Odessa,9/10 - El Paso PHR
79755,Upton,J - Midland/Odessa,9/10 - El Paso PHR
79756,Ward,J - Midland/Odessa,9/10 - El Paso PHR
79758,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79759,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79760,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79761,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79762,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79763,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79764,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79765,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79766,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79768,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79769,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79770,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79772,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79776,Ector,J - Midland/Odessa,9/10 - El Paso PHR
79777,Ward,J - Midland/Odessa,9/10 - El Paso PHR
79778,Upton,J - Midland/Odessa,9/10 - El Paso PHR
79780,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79781,Pecos,J - Midland/Odessa,9/10 - El Paso PHR
79782,Martin,J - Midland/Odessa,9/10 - El Paso PHR
79783,Martin,J - Midland/Odessa,9/10 - El Paso PHR
79785,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79786,Reeves,J - Midland/Odessa,9/10 - El Paso PHR
79788,Ward,J - Midland/Odessa,9/10 - El Paso PHR
79789,Winkler,J - Midland/Odessa,9/10 - El Paso PHR
79821,El Paso,I - El Paso,9/10 - El Paso PHR
79830,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79831,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79832,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79834,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79835,El Paso,I - El Paso,9/10 - El Paso PHR
79836,El Paso,I - El Paso,9/10 - El Paso PHR
79837,Hudspeth,I - El Paso,9/10 - El Paso PHR
79838,El Paso,I - El Paso,9/10 - El Paso PHR
79839,Hudspeth,I - El Paso,9/10 - El Paso PHR
79842,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79843,Presidio,J - Midland/Odessa,9/10 - El Paso PHR
79845,Presidio,J - Midland/Odessa,9/10 - El Paso PHR
79846,Presidio,J - Midland/Odessa,9/10 - El Paso PHR
79847,Hudspeth,I - El Paso,9/10 - El Paso PHR
79848,Terrell,J - Midland/Odessa,9/10 - El Paso PHR
79849,El Paso,I - El Paso,9/10 - El Paso PHR
79851,Hudspeth,I - El Paso,9/10 - El Paso PHR
79852,Brewster,J - Midland/Odessa,9/10 - El Paso PHR
79853,El Paso,I - El Paso,9/10 - El Paso PHR
79854,Presidio,J - Midland/Odessa,9/10 - El Paso PHR
79855,Culberson,I - El Paso,9/10 - El Paso PHR
79901,El Paso,I - El Paso,9/10 - El Paso PHR
79902,El Paso,I - El Paso,9/10 - El Paso PHR
79903,El Paso,I - El Paso,9/10 - El Paso PHR
79904,El Paso,I - El Paso,9/10 - El Paso PHR
79905,El Paso,I - El Paso,9/10 - El Paso PHR
79906,El Paso,I - El Paso,9/10 - El Paso PHR
79907,El Paso,I - El Paso,9/10 - El Paso PHR
79908,El Paso,I - El Paso,9/10 - El Paso PHR
79910,El Paso,I - El Paso,9/10 - El Paso PHR
79911,El Paso,I - El Paso,9/10 - El Paso PHR
79912,El Paso,I - El Paso,9/10 - El Paso PHR
79913,El Paso,I - El Paso,9/10 - El Paso PHR
79914,El Paso,I - El Paso,9/10 - El Paso PHR
79915,El Paso,I - El Paso,9/10 - El Paso PHR
79916,El Paso,I - El Paso,9/10 - El Paso PHR
79917,El Paso,I - El Paso,9/10 - El Paso PHR
79918,El Paso,I - El Paso,9/10 - El Paso PHR
79920,El Paso,I - El Paso,9/10 - El Paso PHR
79922,El Paso,I - El Paso,9/10 - El Paso PHR
79923,El Paso,I - El Paso,9/10 - El Paso PHR
79924,El Paso,I - El Paso,9/10 - El Paso PHR
79925,El Paso,I - El Paso,9/10 - El Paso PHR
79926,El Paso,I - El Paso,9/10 - El Paso PHR
79927,El Paso,I - El Paso,9/10 - El Paso PHR
79928,El Paso,I - El Paso,9/10 - El Paso PHR
79929,El Paso,I - El Paso,9/10 - El Paso PHR
79930,El Paso,I - El Paso,9/10 - El Paso PHR
79931,El Paso,I - El Paso,9/10 - El Paso PHR
79932,El Paso,I - El Paso,9/10 - El Paso PHR
79934,El Paso,I - El Paso,9/10 - El Paso PHR
79935,El Paso,I - El Paso,9/10 - El Paso PHR
79936,El Paso,I - El Paso,9/10 - El Paso PHR
79937,El Paso,I - El Paso,9/10 - El Paso PHR
79938,El Paso,I - El Paso,9/10 - El Paso PHR
79940,El Paso,I - El Paso,9/10 - El Paso PHR
79941,El Paso,I - El Paso,9/10 - El Paso PHR
79942,El Paso,I - El Paso,9/10 - El Paso PHR
79943,El Paso,I - El Paso,9/10 - El Paso PHR
79944,El Paso,I - El Paso,9/10 - El Paso PHR
79945,El Paso,I - El Paso,9/10 - El Paso PHR
79946,El Paso,I - El Paso,9/10 - El Paso PHR
79947,El Paso,I - El Paso,9/10 - El Paso PHR
79948,El Paso,I - El Paso,9/10 - El Paso PHR
79949,El Paso,I - El Paso,9/10 - El Paso PHR
79950,El Paso,I - El Paso,9/10 - El Paso PHR
79951,El Paso,I - El Paso,9/10 - El Paso PHR
79952,El Paso,I - El Paso,9/10 - El Paso PHR
79953,El Paso,I - El Paso,9/10 - El Paso PHR
79954,El Paso,I - El Paso,9/10 - El Paso PHR
79955,El Paso,I - El Paso,9/10 - El Paso PHR
79958,El Paso,I - El Paso,9/10 - El Paso PHR
79960,El Paso,I - El Paso,9/10 - El Paso PHR
79961,El Paso,I - El Paso,9/10 - El Paso PHR
79968,El Paso,I - El Paso,9/10 - El Paso PHR
79976,El Paso,I - El Paso,9/10 - El Paso PHR
79978,El Paso,I - El Paso,9/10 - El Paso PHR
79980,El Paso,I - El Paso,9/10 - El Paso PHR
79995,El Paso,I - El Paso,9/10 - El Paso PHR
79996,El Paso,I - El Paso,9/10 - El Paso PHR
79997,El Paso,I - El Paso,9/10 - El Paso PHR
79998,El Paso,I - El Paso,9/10 - El Paso PHR
79999,El Paso,I - El Paso,9/10 - El Paso PHR
88510,El Paso,I - El Paso,9/10 - El Paso PHR
88511,El Paso,I - El Paso,9/10 - El Paso PHR
88512,El Paso,I - El Paso,9/10 - El Paso PHR
88513,El Paso,I - El Paso,9/10 - El Paso PHR
88514,El Paso,I - El Paso,9/10 - El Paso PHR
88515,El Paso,I - El Paso,9/10 - El Paso PHR
88517,El Paso,I - El Paso,9/10 - El Paso PHR
88518,El Paso,I - El Paso,9/10 - El Paso PHR
88519,El Paso,I - El Paso,9/10 - El Paso PHR
88520,El Paso,I - El Paso,9/10 - El Paso PHR
88521,El Paso,I - El Paso,9/10 - El Paso PHR
88523,El Paso,I - El Paso,9/10 - El Paso PHR
88524,El Paso,I - El Paso,9/10 - El Paso PHR
88525,El Paso,I - El Paso,9/10 - El Paso PHR
88526,El Paso,I - El Paso,9/10 - El Paso PHR
88527,El Paso,I - El Paso,9/10 - El Paso PHR
88528,El Paso,I - El Paso,9/10 - El Paso PHR
88529,El Paso,I - El Paso,9/10 - El Paso PHR
88530,El Paso,I - El Paso,9/10 - El Paso PHR
88531,El Paso,I - El Paso,9/10 - El Paso PHR
88532,El Paso,I - El Paso,9/10 - El Paso PHR
88533,El Paso,I - El Paso,9/10 - El Paso PHR
88534,El Paso,I - El Paso,9/10 - El Paso PHR
88535,El Paso,I - El Paso,9/10 - El Paso PHR
88536,El Paso,I - El Paso,9/10 - El Paso PHR
88538,El Paso,I - El Paso,9/10 - El Paso PHR
88539,El Paso,I - El Paso,9/10 - El Paso PHR
88540,El Paso,I - El Paso,9/10 - El Paso PHR
88541,El Paso,I - El Paso,9/10 - El Paso PHR
88542,El Paso,I - El Paso,9/10 - El Paso PHR
88543,El Paso,I - El Paso,9/10 - El Paso PHR
88544,El Paso,I - El Paso,9/10 - El Paso PHR
88545,El Paso,I - El Paso,9/10 - El Paso PHR
88546,El Paso,I - El Paso,9/10 - El Paso PHR
88547,El Paso,I - El Paso,9/10 - El Paso PHR
88548,El Paso,I - El Paso,9/10 - El Paso PHR
88549,El Paso,I - El Paso,9/10 - El Paso PHR
88550,El Paso,I - El Paso,9/10 - El Paso PHR
88553,El Paso,I - El Paso,9/10 - El Paso PHR
88554,El Paso,I - El Paso,9/10 - El Paso PHR
88555,El Paso,I - El Paso,9/10 - El Paso PHR
88556,El Paso,I - El Paso,9/10 - El Paso PHR
88557,El Paso,I - El Paso,9/10 - El Paso PHR
88558,El Paso,I - El Paso,9/10 - El Paso PHR
88559,El Paso,I - El Paso,9/10 - El Paso PHR
88560,El Paso,I - El Paso,9/10 - El Paso PHR
88561,El Paso,I - El Paso,9/10 - El Paso PHR
88562,El Paso,I - El Paso,9/10 - El Paso PHR
88563,El Paso,I - El Paso,9/10 - El Paso PHR
88565,El Paso,I - El Paso,9/10 - El Paso PHR
88566,El Paso,I - El Paso,9/10 - El Paso PHR
88567,El Paso,I - El Paso,9/10 - El Paso PHR
88568,El Paso,I - El Paso,9/10 - El Paso PHR
88569,El Paso,I - El Paso,9/10 - El Paso PHR
88570,El Paso,I - El Paso,9/10 - El Paso PHR
88571,El Paso,I - El Paso,9/10 - El Paso PHR
88572,El Paso,I - El Paso,9/10 - El Paso PHR
88573,El Paso,I - El Paso,9/10 - El Paso PHR
88574,El Paso,I - El Paso,9/10 - El Paso PHR
88575,El Paso,I - El Paso,9/10 - El Paso PHR
88576,El Paso,I - El Paso,9/10 - El Paso PHR
88577,El Paso,I - El Paso,9/10 - El Paso PHR
88578,El Paso,I - El Paso,9/10 - El Paso PHR
88579,El Paso,I - El Paso,9/10 - El Paso PHR
88580,El Paso,I - El Paso,9/10 - El Paso PHR
88581,El Paso,I - El Paso,9/10 - El Paso PHR
88582,El Paso,I - El Paso,9/10 - El Paso PHR
88583,El Paso,I - El Paso,9/10 - El Paso PHR
88584,El Paso,I - El Paso,9/10 - El Paso PHR
88585,El Paso,I - El Paso,9/10 - El Paso PHR
88586,El Paso,I - El Paso,9/10 - El Paso PHR
88587,El Paso,I - El Paso,9/10 - El Paso PHR
88588,El Paso,I - El Paso,9/10 - El Paso PHR
88589,El Paso,I - El Paso,9/10 - El Paso PHR
88590,El Paso,I - El Paso,9/10 - El Paso PHR
88595,El Paso,I - El Paso,9/10 - El Paso PHR
