ZIP,County,TSA_Combined,PHR_Combined
73301,Travis,O - Austin,7 - Temple PHR
73344,Travis,O - Austin,7 - Temple PHR
73960,Sherman,A - Amarillo,1 - Lubbock PHR
75001,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75002,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75006,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75007,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75009,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75010,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75011,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75013,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75014,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75015,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75016,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75017,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75019,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75020,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75021,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75022,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75023,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75024,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75025,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75026,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75027,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75028,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75029,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75030,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75032,Rockwall,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75033,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75034,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75035,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75036,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75038,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75039,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75040,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75041,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75042,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75043,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75044,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75045,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75046,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75047,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75048,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75049,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75050,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75051,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75052,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75053,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75054,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75056,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75057,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75058,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75059,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75060,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75061,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75062,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75063,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75064,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75065,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75067,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75068,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75069,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75070,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75071,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75072,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75074,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75075,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75076,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75077,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75078,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75080,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75081,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75082,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75083,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75085,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75086,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75087,Rockwall,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75088,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75089,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75090,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75091,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75092,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75093,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75094,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75097,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75098,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75099,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75101,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75102,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75103,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75104,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75105,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75106,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75109,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75110,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75114,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75115,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75116,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75117,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75118,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75119,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75120,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75121,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75123,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75124,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75125,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75126,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75127,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75132,Rockwall,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75134,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75135,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75137,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75138,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75140,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75141,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75142,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75143,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75144,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75146,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75147,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75148,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75149,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75150,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75151,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75152,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75153,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75154,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75155,Navarro,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75156,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75157,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75158,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75159,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75160,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75161,Kaufman,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75163,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75164,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75165,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75166,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75167,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75168,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75169,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75172,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75173,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75180,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75181,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75182,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75185,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75187,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75189,Rockwall,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75201,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75202,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75203,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75204,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75205,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75206,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75207,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75208,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75209,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75210,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75211,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75212,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75214,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75215,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75216,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75217,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75218,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75219,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75220,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75221,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75222,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75223,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75224,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75225,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75226,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75227,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75228,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75229,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75230,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75231,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75232,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75233,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75234,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75235,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75236,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75237,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75238,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75240,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75241,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75242,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75243,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75244,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75246,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75247,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75248,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75249,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75250,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75251,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75252,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75253,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75254,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75260,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75261,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75262,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75263,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75264,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75265,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75266,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75267,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75270,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75275,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75277,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75283,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75284,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75285,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75287,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75301,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75303,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75312,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75313,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75315,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75320,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75326,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75336,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75339,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75342,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75354,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75355,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75356,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75357,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75358,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75359,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75360,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75367,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75368,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75370,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75371,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75372,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75373,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75374,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75376,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75378,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75379,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75380,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75381,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75382,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75389,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75390,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75391,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75392,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75393,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75394,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75395,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75397,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75398,Dallas,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75401,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75402,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75403,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75404,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75407,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75409,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75410,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75411,Lamar,F - Paris,4/5N - Tyler PHR
75412,Red River,F - Paris,4/5N - Tyler PHR
75413,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75414,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75415,Delta,F - Paris,4/5N - Tyler PHR
75416,Lamar,F - Paris,4/5N - Tyler PHR
75417,Red River,F - Paris,4/5N - Tyler PHR
75418,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75420,Hopkins,F - Paris,4/5N - Tyler PHR
75421,Lamar,F - Paris,4/5N - Tyler PHR
75422,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75423,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75424,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75425,Lamar,F - Paris,4/5N - Tyler PHR
75426,Red River,F - Paris,4/5N - Tyler PHR
75428,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75429,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75431,Hopkins,F - Paris,4/5N - Tyler PHR
75432,Delta,F - Paris,4/5N - Tyler PHR
75433,Hopkins,F - Paris,4/5N - Tyler PHR
75434,Lamar,F - Paris,4/5N - Tyler PHR
75435,Lamar,F - Paris,4/5N - Tyler PHR
75436,Red River,F - Paris,4/5N - Tyler PHR
75437,Hopkins,F - Paris,4/5N - Tyler PHR
75438,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75439,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75440,Rains,G - Longview/Tyler,4/5N - Tyler PHR
75441,Delta,F - Paris,4/5N - Tyler PHR
75442,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75443,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75444,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75446,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75447,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75448,Delta,F - Paris,4/5N - Tyler PHR
75449,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75450,Delta,F - Paris,4/5N - Tyler PHR
75451,Camp,G - Longview/Tyler,4/5N - Tyler PHR
75452,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75453,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75454,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75455,Titus,F - Paris,4/5N - Tyler PHR
75456,Titus,F - Paris,4/5N - Tyler PHR
75457,Franklin,G - Longview/Tyler,4/5N - Tyler PHR
75458,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75459,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75460,Lamar,F - Paris,4/5N - Tyler PHR
75461,Lamar,F - Paris,4/5N - Tyler PHR
75462,Lamar,F - Paris,4/5N - Tyler PHR
75468,Lamar,F - Paris,4/5N - Tyler PHR
75469,Delta,F - Paris,4/5N - Tyler PHR
75470,Lamar,F - Paris,4/5N - Tyler PHR
75471,Hopkins,F - Paris,4/5N - Tyler PHR
75472,Rains,G - Longview/Tyler,4/5N - Tyler PHR
75473,Lamar,F - Paris,4/5N - Tyler PHR
75474,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75475,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75476,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75477,Lamar,F - Paris,4/5N - Tyler PHR
75478,Hopkins,F - Paris,4/5N - Tyler PHR
75479,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75480,Franklin,G - Longview/Tyler,4/5N - Tyler PHR
75481,Hopkins,F - Paris,4/5N - Tyler PHR
75482,Hopkins,F - Paris,4/5N - Tyler PHR
75483,Hopkins,F - Paris,4/5N - Tyler PHR
75485,Collin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75486,Lamar,F - Paris,4/5N - Tyler PHR
75487,Franklin,G - Longview/Tyler,4/5N - Tyler PHR
75488,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75489,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75490,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75491,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75492,Fannin,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75493,Titus,F - Paris,4/5N - Tyler PHR
75494,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75495,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75496,Hunt,E - Dallas/Ft. Worth,2/3 - Arlington PHR
75497,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75501,Bowie,F - Paris,4/5N - Tyler PHR
75503,Bowie,F - Paris,4/5N - Tyler PHR
75504,Bowie,F - Paris,4/5N - Tyler PHR
75505,Bowie,F - Paris,4/5N - Tyler PHR
75507,Bowie,F - Paris,4/5N - Tyler PHR
75550,Red River,F - Paris,4/5N - Tyler PHR
75551,Cass,F - Paris,4/5N - Tyler PHR
75554,Red River,F - Paris,4/5N - Tyler PHR
75555,Cass,F - Paris,4/5N - Tyler PHR
75556,Cass,F - Paris,4/5N - Tyler PHR
75558,Titus,F - Paris,4/5N - Tyler PHR
75559,Bowie,F - Paris,4/5N - Tyler PHR
75560,Cass,F - Paris,4/5N - Tyler PHR
75561,Bowie,F - Paris,4/5N - Tyler PHR
75562,Cass,F - Paris,4/5N - Tyler PHR
75563,Cass,F - Paris,4/5N - Tyler PHR
75564,Marion,G - Longview/Tyler,4/5N - Tyler PHR
75565,Cass,F - Paris,4/5N - Tyler PHR
75566,Cass,F - Paris,4/5N - Tyler PHR
75567,Bowie,F - Paris,4/5N - Tyler PHR
75568,Morris,F - Paris,4/5N - Tyler PHR
75569,Bowie,F - Paris,4/5N - Tyler PHR
75570,Bowie,F - Paris,4/5N - Tyler PHR
75571,Morris,F - Paris,4/5N - Tyler PHR
75572,Cass,F - Paris,4/5N - Tyler PHR
75573,Bowie,F - Paris,4/5N - Tyler PHR
75574,Bowie,F - Paris,4/5N - Tyler PHR
75599,Bowie,F - Paris,4/5N - Tyler PHR
75601,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75602,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75603,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75604,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75605,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75606,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75607,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75608,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75615,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75630,Cass,F - Paris,4/5N - Tyler PHR
75631,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75633,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75636,Morris,F - Paris,4/5N - Tyler PHR
75637,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75638,Morris,F - Paris,4/5N - Tyler PHR
75639,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75640,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75641,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75642,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75643,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75644,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75645,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75647,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75650,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75651,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75652,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75653,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75654,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75656,Cass,F - Paris,4/5N - Tyler PHR
75657,Marion,G - Longview/Tyler,4/5N - Tyler PHR
75658,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75659,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75660,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75661,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75662,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75663,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75666,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75667,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75668,Morris,F - Paris,4/5N - Tyler PHR
75669,Panola,G - Longview/Tyler,4/5N - Tyler PHR
75670,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75671,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75672,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75680,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75681,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75682,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75683,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75684,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75685,Panola,G - Longview/Tyler,4/5N - Tyler PHR
