"County","AGEGRP","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","NA_MALE","NA_FEMALE","TOM_MALE","TOM_FEMALE","WAC_MALE","WAC_FEMALE","BAC_MALE","BAC_FEMALE","IAC_MALE","IAC_FEMALE","AAC_MALE","AAC_FEMALE","NAC_MALE","NAC_FEMALE","NH_MALE","NH_FEMALE","NHWA_MALE","NHWA_FEMALE","NHBA_MALE","NHBA_FEMALE","NHIA_MALE","NHIA_FEMALE","NHAA_MALE","NHAA_FEMALE","NHNA_MALE","NHNA_FEMALE","NHTOM_MALE","NHTOM_FEMALE","NHWAC_MALE","NHWAC_FEMALE","NHBAC_MALE","NHBAC_FEMALE","NHIAC_MALE","NHIAC_FEMALE","NHAAC_MALE","NHAAC_FEMALE","NHNAC_MALE","NHNAC_FEMALE","H_MALE","H_FEMALE","HWA_MALE","HWA_FEMALE","HBA_MALE","HBA_FEMALE","HIA_MALE","HIA_FEMALE","HAA_MALE","HAA_FEMALE","HNA_MALE","HNA_FEMALE","HTOM_MALE","HTOM_FEMALE","HWAC_MALE","HWAC_FEMALE","HBAC_MALE","HBAC_FEMALE","HIAC_MALE","HIAC_FEMALE","HAAC_MALE","HAAC_FEMALE","HNAC_MALE","HNAC_FEMALE"
"Pecos","20-24",946,559,387,476,358,53,8,12,2,3,7,3,0,12,12,487,370,56,13,18,4,6,8,4,4,183,76,118,56,52,6,5,2,3,6,1,0,4,6,122,62,54,9,6,2,3,6,2,3,376,311,358,302,1,2,7,0,0,1,2,0,8,6,365,308,2,4,12,2,3,2,2,1
"Pecos","25-29",1191,741,450,640,424,79,5,6,6,12,9,0,1,4,5,643,429,82,8,9,7,12,10,0,1,268,103,183,87,71,4,3,3,9,8,0,0,2,1,184,88,73,4,4,4,9,8,0,0,473,347,457,337,8,1,3,3,3,1,0,1,2,4,459,341,9,4,5,3,3,2,0,1
"Pecos","30-34",1266,788,478,691,450,75,8,7,10,10,4,0,2,5,4,695,453,78,10,9,11,10,4,1,4,312,109,233,97,67,2,3,3,7,2,0,2,2,3,234,99,69,4,4,3,7,2,0,4,476,369,458,353,8,6,4,7,3,2,0,0,3,1,461,354,9,6,5,8,3,2,1,0
"Pecos","35-39",1237,795,442,693,422,82,8,11,5,5,3,0,0,4,4,697,426,83,10,14,7,5,3,0,0,295,105,210,93,79,6,1,2,2,2,0,0,3,2,213,95,80,7,3,3,2,2,0,0,500,337,483,329,3,2,10,3,3,1,0,0,1,2,484,331,3,3,11,4,3,1,0,0
"Pecos","40-44",1056,693,363,596,343,80,4,8,6,5,5,0,0,4,5,600,347,82,6,9,8,6,6,0,1,282,81,195,67,79,2,1,3,5,5,0,0,2,4,197,70,80,4,1,4,6,6,0,1,411,282,401,276,1,2,7,3,0,0,0,0,2,1,403,277,2,2,8,4,0,0,0,0
"Pecos","45-49",995,635,360,547,342,77,4,2,5,4,5,0,1,5,3,550,345,79,5,5,7,5,5,1,1,292,88,207,75,75,3,2,4,4,5,0,0,4,1,209,76,77,3,5,5,4,5,1,0,343,272,340,267,2,1,0,1,0,0,0,1,1,2,341,269,2,2,0,2,1,0,0,1
"Pecos","50-54",1002,587,415,525,384,44,7,7,6,6,8,0,1,5,9,529,392,44,10,11,10,8,11,0,1,253,134,199,115,42,6,3,2,5,7,0,0,4,4,203,119,42,6,6,4,6,9,0,0,334,281,326,269,2,1,4,4,1,1,0,1,1,5,326,273,2,4,5,6,2,2,0,1
"Pecos","55-59",894,496,398,441,375,38,5,8,6,4,9,0,0,5,3,444,378,39,5,11,8,7,10,0,0,215,169,172,150,35,2,1,5,4,9,0,0,3,3,174,153,36,2,2,7,6,10,0,0,281,229,269,225,3,3,7,1,0,0,0,0,2,0,270,225,3,3,9,1,1,0,0,0
"Pecos","60-64",792,431,361,406,354,13,1,4,2,5,4,0,0,3,0,409,354,14,1,6,2,5,4,0,0,184,116,163,111,13,1,2,0,4,4,0,0,2,0,165,111,14,1,3,0,4,4,0,0,247,245,243,243,0,0,2,2,1,0,0,0,1,0,244,243,0,0,3,2,1,0,0,0
"Pecos","65-69",676,333,343,304,328,11,4,11,4,4,4,0,0,3,3,307,331,13,4,12,6,4,5,0,0,139,123,116,112,9,3,7,2,4,4,0,0,3,2,119,114,11,3,8,3,4,5,0,0,194,220,188,216,2,1,4,2,0,0,0,0,0,1,188,217,2,1,4,3,0,0,0,0
"Pecos","70-74",535,279,256,266,249,5,2,5,3,3,1,0,0,0,1,266,250,5,2,5,3,3,2,0,0,98,99,89,94,3,2,3,1,3,1,0,0,0,1,89,95,3,2,3,1,3,2,0,0,181,157,177,155,2,0,2,2,0,0,0,0,0,0,177,155,2,0,2,2,0,0,0,0
"Pecos","75-79",400,179,221,171,213,0,0,2,3,3,1,1,1,2,3,173,216,1,0,3,5,3,2,1,1,58,77,53,72,0,0,0,1,3,0,1,1,1,3,54,75,0,0,1,3,3,1,1,1,121,144,118,141,0,0,2,2,0,1,0,0,1,0,119,141,1,0,2,2,0,1,0,0
"Pecos","80-84",262,147,115,140,114,0,1,3,0,2,0,0,0,2,0,141,114,2,1,4,0,3,0,0,0,58,45,56,45,0,0,0,0,1,0,0,0,1,0,57,45,1,0,1,0,1,0,0,0,89,70,84,69,0,1,3,0,1,0,0,0,1,0,84,69,1,1,3,0,2,0,0,0
"Pecos","85+",228,106,122,102,111,1,0,0,6,2,3,0,1,1,1,103,112,1,0,0,7,3,3,0,1,38,59,36,53,0,0,0,2,2,2,0,1,0,1,36,54,0,0,0,3,2,2,0,1,68,63,66,58,1,0,0,4,0,1,0,0,1,0,67,58,1,0,0,4,1,1,0,0
"Polk","0-4",2713,1336,1377,1096,1109,132,122,41,46,13,8,0,0,54,92,1148,1196,165,186,53,67,22,21,2,2,1026,1071,820,848,124,110,29,31,13,6,0,0,40,76,858,921,151,165,36,45,20,17,1,1,310,306,276,261,8,12,12,15,0,2,0,0,14,16,290,275,14,21,17,22,2,4,1,1
"Polk","5-9",2776,1453,1323,1207,1065,147,141,45,45,13,16,0,3,41,53,1247,1117,174,176,54,60,18,20,1,5,1117,1051,917,823,132,134,23,35,12,14,0,1,33,44,949,867,155,163,29,46,16,17,1,3,336,272,290,242,15,7,22,10,1,2,0,2,8,9,298,250,19,13,25,14,2,3,0,2
"Polk","10-14",2936,1582,1354,1355,1140,142,113,41,47,9,13,3,3,32,38,1385,1176,162,137,51,59,13,18,3,3,1240,1066,1043,880,131,107,30,39,9,12,1,0,26,28,1067,908,149,124,36,48,13,15,1,0,342,288,312,260,11,6,11,8,0,1,2,3,6,10,318,268,13,13,15,11,0,3,2,3
"Polk","15-19",2657,1442,1215,1215,987,141,149,45,37,5,6,4,4,32,32,1247,1014,157,169,53,47,11,12,6,6,1124,967,919,764,133,140,35,28,5,6,2,0,30,29,949,788,148,159,43,37,10,10,4,2,318,248,296,223,8,9,10,9,0,0,2,4,2,3,298,226,9,10,10,10,1,2,2,4
"Polk","20-24",2767,1649,1118,1308,901,262,122,41,51,10,12,2,1,26,31,1333,931,272,139,53,63,13,13,4,4,1088,898,788,701,245,120,27,42,7,10,2,0,19,25,807,725,255,135,34,51,8,11,3,2,561,220,520,200,17,2,14,9,3,2,0,1,7,6,526,206,17,4,19,12,5,2,1,2
"Polk","25-29",3045,1797,1248,1403,1049,316,116,46,31,12,38,1,1,19,13,1419,1062,325,119,52,35,17,43,3,2,1315,1036,957,863,300,106,34,22,11,35,0,0,13,10,968,873,307,109,38,25,14,38,1,1,482,212,446,186,16,10,12,9,1,3,1,1,6,3,451,189,18,10,14,10,3,5,2,1
"Polk","30-34",3006,1772,1234,1375,1064,322,94,42,34,15,25,1,0,17,17,1388,1080,329,101,47,42,21,27,4,2,1290,1016,940,865,301,89,27,23,11,25,0,0,11,14,949,878,306,96,30,28,15,27,1,2,482,218,435,199,21,5,15,11,4,0,1,0,6,3,439,202,23,5,17,14,6,0,3,0
"Polk","35-39",3080,1844,1236,1393,1043,373,125,37,30,17,25,0,4,24,9,1412,1051,383,127,51,35,20,28,2,4,1429,1031,1010,852,361,123,27,22,15,24,0,1,16,9,1022,860,369,125,37,27,17,27,0,1,415,205,383,191,12,2,10,8,2,1,0,3,8,0,390,191,14,2,14,8,3,1,2,3
"Polk","40-44",2801,1629,1172,1256,992,314,123,32,31,9,15,1,1,17,10,1273,1001,317,128,43,37,11,17,2,2,1318,1004,967,837,303,118,31,28,6,15,1,0,10,6,977,842,306,122,36,31,7,17,2,1,311,168,289,155,11,5,1,3,3,0,0,1,7,4,296,159,11,6,7,6,4,0,0,1
"Polk","45-49",3084,1766,1318,1396,1145,312,110,33,37,12,14,1,0,12,12,1405,1155,316,111,41,46,15,17,2,1,1453,1134,1100,969,306,108,28,35,12,11,0,0,7,11,1105,978,307,109,32,43,15,14,1,1,313,184,296,176,6,2,5,2,0,3,1,0,5,1,300,177,9,2,9,3,0,3,1,0
"Polk","50-54",3277,1733,1544,1460,1346,217,127,33,40,8,11,1,2,14,18,1473,1361,221,131,42,54,9,15,2,2,1481,1367,1221,1184,214,122,28,34,8,11,0,2,10,14,1230,1196,216,125,35,45,9,14,1,2,252,177,239,162,3,5,5,6,0,0,1,0,4,4,243,165,5,6,7,9,0,1,1,0
"Polk","55-59",3950,1878,2072,1624,1848,174,142,38,43,13,14,4,2,25,23,1645,1869,181,145,57,60,17,18,5,3,1649,1881,1414,1669,171,140,31,36,13,14,3,0,17,22,1428,1689,176,142,42,53,17,18,4,1,229,191,210,179,3,2,7,7,0,0,1,2,8,1,217,180,5,3,15,7,0,0,1,2
"Polk","60-64",4517,2242,2275,1991,2049,169,146,37,29,15,27,2,2,28,22,2019,2070,174,149,56,46,17,28,4,4,2076,2131,1847,1914,167,145,24,22,13,27,2,2,23,21,1870,1934,170,147,41,39,15,28,3,4,166,144,144,135,2,1,13,7,2,0,0,0,5,1,149,136,4,2,15,7,2,0,1,0
"Polk","65-69",3875,1974,1901,1811,1733,101,109,31,33,10,13,1,0,20,13,1831,1746,105,110,46,43,11,15,1,0,1874,1811,1721,1650,101,106,25,30,10,13,1,0,16,12,1737,1662,104,107,38,39,10,15,1,0,100,90,90,83,0,3,6,3,0,0,0,0,4,1,94,84,1,3,8,4,1,0,0,0
"Polk","70-74",2684,1427,1257,1339,1169,56,50,17,16,7,10,0,0,8,12,1346,1180,57,51,24,26,8,12,0,0,1371,1214,1288,1128,55,50,14,15,6,10,0,0,8,11,1295,1138,56,51,21,25,7,11,0,0,56,43,51,41,1,0,3,1,1,0,0,0,0,1,51,42,1,0,3,1,1,1,0,0
"Polk","75-79",1517,804,713,744,653,31,31,19,16,5,4,0,0,5,9,749,661,33,33,22,23,5,5,0,0,775,689,718,634,31,31,18,13,4,4,0,0,4,7,722,641,32,32,21,19,4,4,0,0,29,24,26,19,0,0,1,3,1,0,0,0,1,2,27,20,1,1,1,4,1,1,0,0
"Polk","80-84",756,374,382,336,347,24,26,8,6,0,1,0,0,6,2,342,349,25,26,14,8,0,1,0,0,359,369,323,336,24,26,6,4,0,1,0,0,6,2,329,338,25,26,12,6,0,1,0,0,15,13,13,11,0,0,2,2,0,0,0,0,0,0,13,11,0,0,2,2,0,0,0,0
"Polk","85+",590,235,355,212,317,11,25,5,5,0,0,0,0,7,8,219,324,11,25,11,13,1,1,0,0,215,341,196,303,11,25,3,5,0,0,0,0,5,8,201,310,11,25,7,13,1,1,0,0,20,14,16,14,0,0,2,0,0,0,0,0,2,0,18,14,0,0,4,0,0,0,0,0
"Potter","0-4",9313,4758,4555,3511,3332,625,541,59,51,342,399,10,10,211,222,3713,3542,767,691,93,93,382,443,20,19,2433,2319,1415,1325,530,449,18,14,318,376,5,5,147,150,1554,1466,635,556,34,34,348,408,12,9,2325,2236,2096,2007,95,92,41,37,24,23,5,5,64,72,2159,2076,132,135,59,59,34,35,8,10
"Potter","5-9",9505,4873,4632,3541,3504,604,544,56,49,439,317,10,8,223,210,3754,3706,748,687,98,90,483,357,19,17,2587,2324,1493,1402,514,456,12,15,419,303,3,4,146,144,1630,1541,616,557,32,33,451,332,9,10,2286,2308,2048,2102,90,88,44,34,20,14,7,4,77,66,2124,2165,132,130,66,57,32,25,10,7
"Potter","10-14",9047,4608,4439,3486,3415,542,520,36,55,351,269,9,7,184,173,3657,3577,659,634,76,90,389,305,15,14,2360,2217,1435,1387,448,434,4,13,336,258,1,2,136,123,1562,1505,541,516,27,33,367,286,3,6,2248,2222,2051,2028,94,86,32,42,15,11,8,5,48,50,2095,2072,118,118,49,57,22,19,12,8
"Potter","15-19",7832,3948,3884,3034,3075,433,362,61,48,282,274,13,5,125,120,3149,3185,511,440,90,76,308,297,21,10,1977,1943,1243,1294,365,289,17,10,260,258,2,2,90,90,1328,1377,425,351,32,26,279,276,6,5,1971,1941,1791,1781,68,73,44,38,22,16,11,3,35,30,1821,1808,86,89,58,50,29,21,15,5
"Potter","20-24",7945,4166,3779,3163,2990,622,402,69,70,225,205,4,9,83,103,3241,3085,670,465,91,100,243,219,9,17,2146,1866,1274,1209,580,353,18,29,210,194,0,5,64,76,1335,1279,620,403,31,46,225,207,3,11,2020,1913,1889,1781,42,49,51,41,15,11,4,4,19,27,1906,1806,50,62,60,54,18,12,6,6
"Potter","25-29",9306,4885,4421,3681,3466,731,489,56,55,343,317,9,6,65,88,3739,3548,767,538,78,82,358,337,13,8,2746,2496,1642,1677,694,430,20,14,332,312,3,4,55,59,1691,1733,724,463,36,30,346,327,6,6,2139,1925,2039,1789,37,59,36,41,11,5,6,2,10,29,2048,1815,43,75,42,52,12,10,7,2
"Potter","30-34",8825,4859,3966,3643,3125,705,430,63,54,376,292,5,8,67,57,3703,3176,733,458,89,74,392,306,9,11,2849,2349,1758,1616,671,384,15,18,367,280,1,4,37,47,1792,1658,688,409,25,32,379,292,2,7,2010,1617,1885,1509,34,46,48,36,9,12,4,4,30,10,1911,1518,45,49,64,42,13,14,7,4
"Potter","35-39",8396,4626,3770,3521,3086,686,332,52,55,296,250,7,8,64,39,3573,3120,713,345,81,72,308,260,16,12,2880,2211,1876,1639,655,288,19,15,291,239,5,2,34,28,1902,1664,670,298,32,26,300,246,11,5,1746,1559,1645,1447,31,44,33,40,5,11,2,6,30,11,1671,1456,43,47,49,46,8,14,5,7
"Potter","40-44",7264,3942,3322,3010,2725,576,265,50,46,269,245,3,1,34,40,3042,2761,588,283,63,64,278,255,5,8,2543,2014,1686,1495,562,236,17,14,259,235,1,1,18,33,1703,1525,570,252,21,28,265,243,2,7,1399,1308,1324,1230,14,29,33,32,10,10,2,0,16,7,1339,1236,18,31,42,36,13,12,3,1
"Potter","45-49",7190,3969,3221,3101,2672,547,270,55,43,228,191,5,2,33,43,3130,2710,557,281,71,65,239,203,7,6,2584,2035,1784,1541,532,249,25,22,221,187,1,0,21,36,1803,1572,539,259,33,39,229,198,2,4,1385,1186,1317,1131,15,21,30,21,7,4,4,2,12,7,1327,1138,18,22,38,26,10,5,5,2
"Potter","50-54",6787,3679,3108,2932,2585,473,282,75,56,172,139,2,5,25,41,2952,2620,480,293,91,79,178,150,4,9,2414,2036,1739,1575,450,260,34,30,169,136,2,3,20,32,1755,1602,455,268,47,49,174,145,4,6,1265,1072,1193,1010,23,22,41,26,3,3,0,2,5,9,1197,1018,25,25,44,30,4,5,0,3
"Potter","55-59",6908,3493,3415,2913,2888,339,315,61,51,147,114,1,1,32,46,2938,2925,349,332,85,79,152,126,4,2,2516,2475,1991,2005,326,299,32,22,143,110,0,1,24,38,2009,2036,334,312,48,46,148,120,3,2,977,940,922,883,13,16,29,29,4,4,1,0,8,8,929,889,15,20,37,33,4,6,1,0
"Potter","60-64",6408,3170,3238,2684,2770,295,266,45,38,115,125,1,5,30,34,2712,2796,301,276,65,61,119,130,3,10,2389,2445,1939,2014,291,253,23,21,113,123,0,3,23,31,1960,2037,296,261,38,43,117,128,1,8,781,793,745,756,4,13,22,17,2,2,1,2,7,3,752,759,5,15,27,18,2,2,2,2
"Potter","65-69",4970,2423,2547,2083,2151,175,217,46,34,99,122,1,1,19,22,2102,2172,180,218,58,50,101,126,1,3,1877,2046,1577,1678,166,212,25,18,96,119,1,0,12,19,1589,1696,168,213,34,31,97,123,1,2,546,501,506,473,9,5,21,16,3,3,0,1,7,3,513,476,12,5,24,19,4,3,0,1
"Potter","70-74",3627,1650,1977,1426,1725,113,131,23,20,75,73,0,0,13,28,1439,1749,113,134,33,41,78,81,0,1,1340,1593,1131,1360,108,128,13,11,75,69,0,0,13,25,1144,1381,108,131,23,31,78,75,0,1,310,384,295,365,5,3,10,9,0,4,0,0,0,3,295,368,5,3,10,10,0,6,0,0
"Potter","75-79",2528,1122,1406,1003,1253,61,90,15,15,34,31,0,1,9,16,1012,1267,63,94,20,27,36,33,0,1,947,1173,833,1031,61,88,12,9,34,31,0,0,7,14,840,1043,62,91,17,20,35,33,0,0,175,233,170,222,0,2,3,6,0,0,0,1,2,2,172,224,1,3,3,7,1,0,0,1
"Potter","80-84",1810,742,1068,657,955,45,60,9,18,22,24,0,0,9,11,665,966,48,63,17,24,23,27,1,0,631,899,553,797,44,58,4,11,22,24,0,0,8,9,560,806,46,60,11,17,23,26,1,0,111,169,104,158,1,2,5,7,0,0,0,0,1,2,105,160,2,3,6,7,0,1,0,0
"Potter","85+",1987,696,1291,633,1186,39,65,7,12,15,15,1,1,1,12,634,1197,39,67,8,22,15,17,1,1,580,1128,521,1035,38,64,5,5,15,13,0,1,1,10,522,1044,38,66,6,14,15,14,0,1,116,163,112,151,1,1,2,7,0,2,1,0,0,2,112,153,1,1,2,8,0,3,1,0
"Presidio","0-4",559,278,281,255,268,13,6,6,2,2,2,0,0,2,3,257,271,13,7,6,3,4,3,0,0,42,30,31,25,6,2,2,0,2,2,0,0,1,1,32,26,6,3,2,0,3,2,0,0,236,251,224,243,7,4,4,2,0,0,0,0,1,2,225,245,7,4,4,3,1,1,0,0
"Presidio","5-9",491,269,222,218,205,7,4,2,3,38,6,0,0,4,4,222,209,10,7,3,3,38,6,0,1,59,27,15,15,4,3,0,0,38,5,0,0,2,4,17,19,6,6,0,0,38,5,0,1,210,195,203,190,3,1,2,3,0,1,0,0,2,0,205,190,4,1,3,3,0,1,0,0
"Presidio","10-14",520,298,222,244,209,4,4,4,2,39,6,1,0,6,1,249,210,6,4,8,3,40,6,1,0,64,28,18,21,4,1,0,0,39,5,0,0,3,1,21,22,5,1,1,1,40,5,0,0,234,194,226,188,0,3,4,2,0,1,1,0,3,0,228,188,1,3,7,2,0,1,1,0
"Presidio","15-19",433,223,210,209,194,5,3,6,1,1,8,0,0,2,4,211,198,6,5,6,2,2,9,0,0,22,16,15,5,4,2,2,0,0,8,0,0,1,1,16,6,5,2,2,1,0,8,0,0,201,194,194,189,1,1,4,1,1,0,0,0,1,3,195,192,1,3,4,1,2,1,0,0
"Presidio","20-24",392,191,201,177,186,3,6,4,5,4,3,0,0,3,1,180,187,4,6,6,6,4,3,0,0,21,20,11,11,3,4,3,1,2,3,0,0,2,1,13,12,4,4,4,2,2,3,0,0,170,181,166,175,0,2,1,4,2,0,0,0,1,0,167,175,0,2,2,4,2,0,0,0
"Presidio","25-29",346,183,163,171,152,7,1,2,6,2,3,0,0,1,1,172,153,8,1,2,7,2,3,0,0,27,26,17,22,6,1,1,0,2,2,0,0,1,1,18,23,7,1,1,1,2,2,0,0,156,137,154,130,1,0,1,6,0,1,0,0,0,0,154,130,1,0,1,6,0,1,0,0
"Presidio","30-34",388,216,172,209,165,4,1,1,2,1,3,0,0,1,1,210,166,5,1,1,3,1,3,0,0,31,37,28,34,0,0,1,0,1,2,0,0,1,1,29,35,1,0,1,1,1,2,0,0,185,135,181,131,4,1,0,2,0,1,0,0,0,0,181,131,4,1,0,2,0,1,0,0
"Presidio","35-39",405,231,174,198,161,6,2,1,5,21,4,0,0,5,2,201,163,8,2,5,7,22,4,0,0,53,33,25,26,4,1,0,0,21,4,0,0,3,2,26,28,6,1,3,2,21,4,0,0,178,141,173,135,2,1,1,5,0,0,0,0,2,0,175,135,2,1,2,5,1,0,0,0
"Presidio","40-44",359,163,196,141,173,2,1,5,4,11,15,0,0,4,3,145,175,2,3,9,6,11,16,0,0,36,41,22,21,2,0,1,2,11,15,0,0,0,3,22,23,2,2,1,4,11,16,0,0,127,155,119,152,0,1,4,2,0,0,0,0,4,0,123,152,0,1,8,2,0,0,0,0
"Presidio","45-49",363,174,189,157,175,4,3,7,2,3,6,0,0,3,3,159,178,5,4,9,2,4,8,0,0,44,34,34,24,3,3,1,1,3,5,0,0,3,1,36,25,4,3,3,1,4,6,0,0,130,155,123,151,1,0,6,1,0,1,0,0,0,2,123,153,1,1,6,1,0,2,0,0
"Presidio","50-54",370,171,199,166,192,0,1,3,3,1,2,0,0,1,1,167,193,0,1,3,4,1,2,1,0,21,23,19,19,0,1,1,0,1,2,0,0,0,1,19,20,0,1,1,1,1,2,0,0,150,176,147,173,0,0,2,3,0,0,0,0,1,0,148,173,0,0,2,3,0,0,1,0
"Presidio","55-59",347,168,179,157,171,4,1,4,1,2,3,0,0,1,3,157,174,5,1,5,3,2,4,0,0,26,30,18,25,4,0,1,0,2,3,0,0,1,2,18,27,5,0,2,1,2,4,0,0,142,149,139,146,0,1,3,1,0,0,0,0,0,1,139,147,0,1,3,2,0,0,0,0
"Presidio","60-64",368,185,183,176,177,3,0,3,3,1,1,0,0,2,2,178,179,3,1,5,4,1,1,0,0,41,36,37,34,1,0,1,2,1,0,0,0,1,0,38,34,1,0,2,2,1,0,0,0,144,147,139,143,2,0,2,1,0,1,0,0,1,2,140,145,2,1,3,2,0,1,0,0
"Presidio","65-69",397,202,195,190,190,1,3,5,0,1,0,0,0,5,2,195,192,3,3,8,1,1,1,0,0,48,44,40,41,1,1,2,0,1,0,0,0,4,2,44,43,2,1,5,1,1,1,0,0,154,151,150,149,0,2,3,0,0,0,0,0,1,0,151,149,1,2,3,0,0,0,0,0
"Presidio","70-74",376,204,172,195,165,2,0,5,4,0,1,0,0,2,2,197,167,4,0,6,5,0,2,0,0,56,34,51,28,2,0,3,3,0,1,0,0,0,2,51,30,2,0,3,4,0,2,0,0,148,138,144,137,0,0,2,1,0,0,0,0,2,0,146,137,2,0,3,1,0,0,0,0
"Presidio","75-79",312,140,172,138,166,1,1,1,3,0,0,0,0,0,2,138,168,1,2,1,4,0,0,0,0,23,32,22,29,1,1,0,1,0,0,0,0,0,1,22,30,1,1,0,2,0,0,0,0,117,140,116,137,0,0,1,2,0,0,0,0,0,1,116,138,0,1,1,2,0,0,0,0
"Presidio","80-84",244,136,108,133,107,1,0,1,1,1,0,0,0,0,0,133,107,1,0,1,1,1,0,0,0,21,15,21,15,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,115,93,112,92,1,0,1,1,1,0,0,0,0,0,112,92,1,0,1,1,1,0,0,0
"Presidio","85+",278,125,153,120,152,1,0,3,1,0,0,0,0,1,0,121,152,1,0,4,1,0,0,0,0,15,27,13,27,1,0,0,0,0,0,0,0,1,0,14,27,1,0,1,0,0,0,0,0,110,126,107,125,0,0,3,1,0,0,0,0,0,0,107,125,0,0,3,1,0,0,0,0
"Rains","0-4",584,309,275,283,258,3,8,4,0,12,3,0,0,7,6,289,264,6,11,5,1,15,5,1,0,266,235,241,218,3,8,3,0,12,3,0,0,7,6,247,224,6,11,4,1,15,5,1,0,43,40,42,40,0,0,1,0,0,0,0,0,0,0,42,40,0,0,1,0,0,0,0,0
"Rains","5-9",723,386,337,356,309,10,13,3,1,10,2,0,0,7,12,363,320,13,21,4,4,12,4,1,2,327,278,299,254,9,12,2,1,10,2,0,0,7,9,306,262,12,18,3,3,12,4,1,2,59,59,57,55,1,1,1,0,0,0,0,0,0,3,57,58,1,3,1,1,0,0,0,0
"Rains","10-14",691,369,322,335,310,13,2,6,3,4,1,1,0,10,6,342,316,19,5,10,6,7,2,1,0,311,268,283,257,11,2,4,3,4,1,0,0,9,5,289,262,17,5,7,5,7,2,0,0,58,54,52,53,2,0,2,0,0,0,1,0,1,1,53,54,2,0,3,1,0,0,1,0
"Rains","15-19",648,325,323,293,290,12,12,8,4,6,2,0,1,6,14,299,303,15,16,9,9,8,8,0,1,271,280,247,256,11,9,4,3,4,2,0,0,5,10,252,265,13,12,5,7,6,6,0,0,54,43,46,34,1,3,4,1,2,0,0,1,1,4,47,38,2,4,4,2,2,2,0,1
"Rains","20-24",560,294,266,260,242,9,10,7,3,5,5,1,1,12,5,272,247,14,13,12,4,6,5,2,2,253,220,223,204,8,9,6,1,4,4,1,0,11,2,234,206,12,11,11,1,5,4,2,0,41,46,37,38,1,1,1,2,1,1,0,1,1,3,38,41,2,2,1,3,1,1,0,2
"Rains","25-29",618,296,322,272,300,7,12,8,5,0,2,0,0,9,3,279,303,11,13,13,7,1,2,1,0,250,288,229,269,7,10,5,4,0,2,0,0,9,3,236,272,11,11,10,6,1,2,1,0,46,34,43,31,0,2,3,1,0,0,0,0,0,0,43,31,0,2,3,1,0,0,0,0
"Rains","30-34",647,307,340,293,317,8,8,1,1,3,11,0,0,2,3,295,320,9,10,2,2,3,11,0,0,259,295,246,273,8,7,1,1,3,11,0,0,1,3,247,276,9,9,1,2,3,11,0,0,48,45,47,44,0,1,0,0,0,0,0,0,1,0,48,44,0,1,1,0,0,0,0,0
"Rains","35-39",656,324,332,306,302,5,7,3,3,3,13,0,0,7,7,311,309,7,8,9,8,4,14,0,0,269,300,254,271,5,7,2,2,3,13,0,0,5,7,257,278,7,8,7,7,3,14,0,0,55,32,52,31,0,0,1,1,0,0,0,0,2,0,54,31,0,0,2,1,1,0,0,0
"Rains","40-44",596,296,300,281,278,10,10,2,7,1,4,0,0,2,1,283,279,11,10,3,8,1,4,0,0,271,263,257,249,10,6,2,4,1,4,0,0,1,0,258,249,11,6,2,4,1,4,0,0,25,37,24,29,0,4,0,3,0,0,0,0,1,1,25,30,0,4,1,4,0,0,0,0
"Rains","45-49",708,346,362,324,342,8,12,9,4,0,2,0,0,5,2,328,344,10,12,10,6,2,2,1,0,308,333,291,314,5,11,7,4,0,2,0,0,5,2,295,316,7,11,8,6,2,2,1,0,38,29,33,28,3,1,2,0,0,0,0,0,0,0,33,28,3,1,2,0,0,0,0,0
"Rains","50-54",742,377,365,358,346,11,5,2,2,3,5,0,0,3,7,361,353,12,6,3,6,4,7,0,0,349,345,330,329,11,4,2,0,3,5,0,0,3,7,333,336,12,5,3,4,4,7,0,0,28,20,28,17,0,1,0,2,0,0,0,0,0,0,28,17,0,1,0,2,0,0,0,0
"Rains","55-59",992,498,494,471,466,9,7,5,8,5,8,1,0,7,5,477,471,10,8,10,11,6,9,2,0,473,469,450,443,7,7,4,6,5,8,0,0,7,5,456,448,8,8,9,9,6,9,1,0,25,25,21,23,2,0,1,2,0,0,1,0,0,0,21,23,2,0,1,2,0,0,1,0
"Rains","60-64",1011,464,547,436,511,5,22,9,6,6,4,0,1,8,3,444,514,8,22,13,9,7,4,0,1,449,525,421,490,5,22,9,5,6,4,0,1,8,3,429,493,8,22,13,8,7,4,0,1,15,22,15,21,0,0,0,1,0,0,0,0,0,0,15,21,0,0,0,1,0,0,0,0
"Rains","65-69",989,484,505,456,480,19,9,5,9,0,3,0,0,4,4,460,484,22,9,6,12,0,4,0,0,469,490,442,465,19,9,5,9,0,3,0,0,3,4,445,469,21,9,6,12,0,4,0,0,15,15,14,15,0,0,0,0,0,0,0,0,1,0,15,15,1,0,0,0,0,0,0,0
