District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
PITTSBURG ISD,2022-08-07,032902,2447,,,,,,,
GROOM ISD,2022-08-07,033901,147,,,,,,,
PANHANDLE ISD,2022-08-07,033902,664,,,,,,,
WHITE DEER ISD,2022-08-07,033904,344,,,,,,,
ATLANTA ISD,2022-08-07,034901,1940,,,,,,,
AVINGER ISD,2022-08-07,034902,140,,,,,,,
HUGHES SPRINGS ISD,2022-08-07,034903,1153,,,,,,,
LINDEN-KILDARE CISD,2022-08-07,034905,639,,,,,,,
MCLEOD ISD,2022-08-07,034906,418,,,,,,,
QUEEN CITY ISD,2022-08-07,034907,942,,,,,,,
BLOOMBURG ISD,2022-08-07,034909,246,,,,,,,
DIMMITT ISD,2022-08-07,035901,1160,,,,,,,
HART ISD,2022-08-07,035902,210,,,,,,,
NAZARETH ISD,2022-08-07,035903,250,,,,,,,
ANAHUAC ISD,2022-08-07,036901,1401,,,,,,,
BARBERS HILL ISD,2022-08-07,036902,6823,,,,,,,
EAST CHAMBERS ISD,2022-08-07,036903,1551,,,,,,,
ALTO ISD,2022-08-07,037901,589,,,,,,,
JACKSONVILLE ISD,2022-08-07,037904,4764,,,,,,,
RUSK ISD,2022-08-07,037907,2031,,,,,,,
NEW SUMMERFIELD ISD,2022-08-07,037908,545,,,,,,,
WELLS ISD,2022-08-07,037909,266,,,,,,,
CHILDRESS ISD,2022-08-07,038901,1026,,,,,,,
HENRIETTA ISD,2022-08-07,039902,951,,,,,,,
PETROLIA CISD,2022-08-07,039903,462,,,,,,,
BELLEVUE ISD,2022-08-07,039904,158,,,,,,,
MIDWAY ISD,2022-08-07,039905,135,,,,,,,
MORTON ISD,2022-08-07,040901,369,,,,,,,
WHITEFACE CISD,2022-08-07,040902,313,,,,,,,
BRONTE ISD,2022-08-07,041901,243,,,,,,,
ROBERT LEE ISD,2022-08-07,041902,265,,,,,,,
COLEMAN ISD,2022-08-07,042901,816,,,,,,,
SANTA ANNA ISD,2022-08-07,042903,262,,,,,,,
PANTHER CREEK CISD,2022-08-07,042905,165,,,,,,,
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-08-07,043801,1388,,,,,,,
LONE STAR LANGUAGE ACADEMY,2022-08-07,043802,161,,,,,,,
ALLEN ISD,2022-08-07,043901,21642,,,,,,,
ANNA ISD,2022-08-07,043902,4463,,,,,,,
CELINA ISD,2022-08-07,043903,3353,,,,,,,
FARMERSVILLE ISD,2022-08-07,043904,2018,,,,,,,
FRISCO ISD,2022-08-07,043905,64027,,,,,,,
MCKINNEY ISD,2022-08-07,043907,23581,,,,,,,
MELISSA ISD,2022-08-07,043908,5039,,,,,,,
PLANO ISD,2022-08-07,043910,49896,,,,,,,
PRINCETON ISD,2022-08-07,043911,6768,,,,,,,
PROSPER ISD,2022-08-07,043912,21697,,,,,,,
WYLIE ISD,2022-08-07,043914,18311,,,0,5,0,0,5
BLUE RIDGE ISD,2022-08-07,043917,962,,,,,,,
COMMUNITY ISD,2022-08-07,043918,3320,,,,,,,
LOVEJOY ISD,2022-08-07,043919,4366,,,,,,,
WELLINGTON ISD,2022-08-07,044902,551,,,,,,,
COLUMBUS ISD,2022-08-07,045902,1597,,,,,,,
RICE CISD,2022-08-07,045903,1240,,,,,,,
WEIMAR ISD,2022-08-07,045905,685,,,,,,,
TRINITY CHARTER SCHOOL,2022-08-07,046802,336,,,,,,,
NEW BRAUNFELS ISD,2022-08-07,046901,9720,,,0,3,0,0,3
COMAL ISD,2022-08-07,046902,27478,,,,,,,
COMANCHE ISD,2022-08-07,047901,1328,,,,,,,
DE LEON ISD,2022-08-07,047902,758,,,,,,,
GUSTINE ISD,2022-08-07,047903,147,,,,,,,
SIDNEY ISD,2022-08-07,047905,128,,,,,,,
EDEN CISD,2022-08-07,048901,217,,,,,,,
PAINT ROCK ISD,2022-08-07,048903,230,,,,,,,
GAINESVILLE ISD,2022-08-07,049901,3161,,,,,,,
MUENSTER ISD,2022-08-07,049902,466,,,,,,,
VALLEY VIEW ISD,2022-08-07,049903,945,,,,,,,
CALLISBURG ISD,2022-08-07,049905,1148,,,,,,,
ERA ISD,2022-08-07,049906,495,,,,,,,
LINDSAY ISD,2022-08-07,049907,488,,,,,,,
WALNUT BEND ISD,2022-08-07,049908,61,,,,,,,
SIVELLS BEND ISD,2022-08-07,049909,70,,,,,,,
EVANT ISD,2022-08-07,050901,211,,,,,,,
GATESVILLE ISD,2022-08-07,050902,2751,,,,,,,
OGLESBY ISD,2022-08-07,050904,199,,,,,,,
JONESBORO ISD,2022-08-07,050909,342,,,,,,,
COPPERAS COVE ISD,2022-08-07,050910,8132,,,,,,,
PADUCAH ISD,2022-08-07,051901,162,,,,,,,
CRANE ISD,2022-08-07,052901,1158,,,,,,,
CROCKETT COUNTY CONSOLIDATED CSD,2022-08-07,053001,733,,,,,,,
CROSBYTON CISD,2022-08-07,054901,331,,,,,,,
LORENZO ISD,2022-08-07,054902,239,,,,,,,
RALLS ISD,2022-08-07,054903,479,,,,,,,
CULBERSON COUNTY-ALLAMOORE ISD,2022-08-07,055901,375,,,,,,,
DALHART ISD,2022-08-07,056901,1732,,,,,,,
TEXLINE ISD,2022-08-07,056902,220,,,,,,,
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-08-07,057802,451,,,,,,,
UPLIFT EDUCATION,2022-08-07,057803,20316,,,,,,,
TEXANS CAN ACADEMIES,2022-08-07,057804,5381,,,,,,,
LUMIN EDUCATION,2022-08-07,057805,255,,,,,,,
ADVANTAGE ACADEMY,2022-08-07,057806,1149,,,,,,,
LIFE SCHOOL,2022-08-07,057807,5617,,,0,4,0,0,4
UNIVERSAL ACADEMY,2022-08-07,057808,2164,,,,,,,
NOVA ACADEMY,2022-08-07,057809,120,,,,,,,
ACADEMY OF DALLAS,2022-08-07,057810,252,,,,,,,
TRINITY BASIN PREPARATORY,2022-08-07,057813,4298,,,,,,,
ACADEMY FOR ACADEMIC EXCELLENCE,2022-08-07,057814,323,,,,,,,
A W BROWN LEADERSHIP ACADEMY,2022-08-07,057816,1090,,,,,,,
JEAN MASSIEU ACADEMY,2022-08-07,057819,204,,,,,,,
NOVA ACADEMY SOUTHEAST,2022-08-07,057827,559,,,,,,,
WINFREE ACADEMY CHARTER SCHOOLS,2022-08-07,057828,1162,,,,,,,
A+ ACADEMY,2022-08-07,057829,1446,,,,,,,
INSPIRED VISION ACADEMY,2022-08-07,057830,1284,,,,,,,
GATEWAY CHARTER ACADEMY,2022-08-07,057831,656,,,,,,,
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-08-07,057833,518,,,,,,,
EVOLUTION ACADEMY CHARTER SCHOOL,2022-08-07,057834,614,,,,,,,
GOLDEN RULE CHARTER SCHOOL,2022-08-07,057835,1581,,,,,,,
ST ANTHONY SCHOOL,2022-08-07,057836,318,,,,,,,
LA ACADEMIA DE ESTRELLAS,2022-08-07,057839,1002,,,,,,,
RICHLAND COLLEGIATE HIGH SCHOOL,2022-08-07,057840,333,,,,,,,
CITYSCAPE SCHOOLS,2022-08-07,057841,31,,,,,,,
MANARA ACADEMY,2022-08-07,057844,552,,,,,,,
UME PREPARATORY ACADEMY,2022-08-07,057845,1379,,,,,,,
LEGACY PREPARATORY,2022-08-07,057846,1497,,,,,,,
VILLAGE TECH SCHOOLS,2022-08-07,057847,1239,,,,,,,
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-08-07,057848,20674,,,,,,,
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-08-07,057850,54,,,,,,,
BRIDGEWAY PREPARATORY ACADEMY,2022-08-07,057851,93,,,,,,,
CARROLLTON-FARMERS BRANCH ISD,2022-08-07,057903,25101,,,,,,,
CEDAR HILL ISD,2022-08-07,057904,7131,,,,,,,
DALLAS ISD,2022-08-07,057905,134360,,,,,,,
DESOTO ISD,2022-08-07,057906,7491,,,,,,,
DUNCANVILLE ISD,2022-08-07,057907,11868,,,,,,,
GARLAND ISD,2022-08-07,057909,54062,,,,,,,
GRAND PRAIRIE ISD,2022-08-07,057910,27630,,,,,,,
HIGHLAND PARK ISD,2022-08-07,057911,6644,,,,,,,
IRVING ISD,2022-08-07,057912,32533,,,0,10,0,0,10
LANCASTER ISD,2022-08-07,057913,7175,,,,,,,
MESQUITE ISD,2022-08-07,057914,38748,,,0,2,0,0,2
RICHARDSON ISD,2022-08-07,057916,37863,,,,8,,,
SUNNYVALE ISD,2022-08-07,057919,2123,,,,,,,
COPPELL ISD,2022-08-07,057922,13275,,,,,,,
DAWSON ISD,2022-08-07,058902,157,,,,,,,
KLONDIKE ISD,2022-08-07,058905,259,,,,,,,
LAMESA ISD,2022-08-07,058906,1636,,,,,,,
SANDS CISD,2022-08-07,058909,249,,,,,,,
HEREFORD ISD,2022-08-07,059901,3962,,,,,,,
WALCOTT ISD,2022-08-07,059902,154,,,,,,,
COOPER ISD,2022-08-07,060902,851,,,,,,,
FANNINDEL ISD,2022-08-07,060914,145,,,,,,,
UNIVERSITY OF NORTH TEXAS,2022-08-07,061501,0,,,,,,,
NORTH TEXAS COLLEGIATE ACADEMY,2022-08-07,061802,704,,,,,,,
LEADERSHIP PREP SCHOOL,2022-08-07,061804,1301,,,,,,,
TRIVIUM ACADEMY,2022-08-07,061805,567,,,,,,,
DENTON ISD,2022-08-07,061901,32273,,,,,,,
LEWISVILLE ISD,2022-08-07,061902,49347,,,,,,,
PILOT POINT ISD,2022-08-07,061903,1435,,,,,,,
KRUM ISD,2022-08-07,061905,2212,,,,,,,
PONDER ISD,2022-08-07,061906,1589,,,,,,,
AUBREY ISD,2022-08-07,061907,3136,,,,,,,
SANGER ISD,2022-08-07,061908,2775,,,,,,,
ARGYLE ISD,2022-08-07,061910,4286,,,,,,,
NORTHWEST ISD,2022-08-07,061911,27119,,,,,,,
LAKE DALLAS ISD,2022-08-07,061912,4052,,,,,,,
LITTLE ELM ISD,2022-08-07,061914,8290,,,,,,,
CUERO ISD,2022-08-07,062901,1954,,,,,,,
NORDHEIM ISD,2022-08-07,062902,150,,,,,,,
YOAKUM ISD,2022-08-07,062903,1508,,,,,,,
YORKTOWN ISD,2022-08-07,062904,553,,,,,,,
WESTHOFF ISD,2022-08-07,062905,56,,,,,,,
MEYERSVILLE ISD,2022-08-07,062906,143,,,,,,,
SPUR ISD,2022-08-07,063903,217,,,,,,,
PATTON SPRINGS ISD,2022-08-07,063906,84,,,,,,,
CARRIZO SPRINGS CISD,2022-08-07,064903,1715,,,,,,,
CLARENDON ISD,2022-08-07,065901,453,,,,,,,
HEDLEY ISD,2022-08-07,065902,125,,,,,,,
RAMIREZ CSD,2022-08-07,066005,29,,,,,,,
BENAVIDES ISD,2022-08-07,066901,226,,,,,,,
SAN DIEGO ISD,2022-08-07,066902,1421,,,,,,,
FREER ISD,2022-08-07,066903,765,,,,,,,
CISCO ISD,2022-08-07,067902,807,,,,,,,
EASTLAND ISD,2022-08-07,067903,1117,,,,,,,
GORMAN ISD,2022-08-07,067904,266,,,,,,,
RANGER ISD,2022-08-07,067907,342,,,,,,,
RISING STAR ISD,2022-08-07,067908,202,,,,,,,
COMPASS ACADEMY CHARTER SCHOOL,2022-08-07,068802,1375,,,,,,,
UTPB STEM ACADEMY,2022-08-07,068803,773,,,,,,,
ECTOR COUNTY ISD,2022-08-07,068901,32529,,,0,7,0,0,7
ROCKSPRINGS ISD,2022-08-07,069901,261,,,,,,,
NUECES CANYON CISD,2022-08-07,069902,259,,,,,,,
WAXAHACHIE FAITH FAMILY ACADEMY,2022-08-07,070801,2537,,,,,,,
AVALON ISD,2022-08-07,070901,343,,,,,,,
ENNIS ISD,2022-08-07,070903,6077,,,,,,,
FERRIS ISD,2022-08-07,070905,2635,,,,,,,
ITALY ISD,2022-08-07,070907,647,,,,,,,
MIDLOTHIAN ISD,2022-08-07,070908,10390,,,,,,,
MILFORD ISD,2022-08-07,070909,240,,,,,,,
PALMER ISD,2022-08-07,070910,1279,,,,,,,
RED OAK ISD,2022-08-07,070911,6351,,,,,,,
WAXAHACHIE ISD,2022-08-07,070912,10185,,,0,3,0,0,3
MAYPEARL ISD,2022-08-07,070915,1184,,,,,,,
BURNHAM WOOD CHARTER SCHOOL DISTRICT,2022-08-07,071801,1407,,,,,,,
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,2022-08-07,071803,210,,,,,,,
EL PASO ACADEMY,2022-08-07,071804,320,,,,,,,
HARMONY PUBLIC SCHOOLS - WEST TEXAS,2022-08-07,071806,4646,,,,,,,
LA FE PREPARATORY SCHOOL,2022-08-07,071807,191,,,,,,,
VISTA DEL FUTURO CHARTER SCHOOL,2022-08-07,071809,332,,,,,,,
EL PASO LEADERSHIP ACADEMY,2022-08-07,071810,271,,,,,,,
CLINT ISD,2022-08-07,071901,10613,,,62,0,0,0,62
EL PASO ISD,2022-08-07,071902,51281,,,,,,,
FABENS ISD,2022-08-07,071903,2006,,,0,6,0,0,6
SAN ELIZARIO ISD,2022-08-07,071904,3235,,,,,,,
YSLETA ISD,2022-08-07,071905,37665,,,,79,,,
ANTHONY ISD,2022-08-07,071906,800,,,,,,,
CANUTILLO ISD,2022-08-07,071907,6061,,,,12,,,
TORNILLO ISD,2022-08-07,071908,894,,,0,1,0,0,1
SOCORRO ISD,2022-08-07,071909,47787,,,,,,,
PREMIER HIGH SCHOOLS,2022-08-07,072801,6657,,,,,,,
ERATH EXCELS ACADEMY INC,2022-08-07,072802,101,,,,,,,
THREE WAY ISD,2022-08-07,072901,246,,,,,,,
DUBLIN ISD,2022-08-07,072902,1106,,,,,,,
STEPHENVILLE ISD,2022-08-07,072903,3715,,,,,,,
BLUFF DALE ISD,2022-08-07,072904,223,,,,,,,
HUCKABAY ISD,2022-08-07,072908,312,,,,,,,
LINGLEVILLE ISD,2022-08-07,072909,288,,,,,,,
MORGAN MILL ISD,2022-08-07,072910,120,,,,,,,
CHILTON ISD,2022-08-07,073901,488,,,,,,,
MARLIN ISD,2022-08-07,073903,892,,,,,,,
WESTPHALIA ISD,2022-08-07,073904,138,,,,,,,
ROSEBUD-LOTT ISD,2022-08-07,073905,734,,,,,,,
BONHAM ISD,2022-08-07,074903,1921,,,,,,,
DODD CITY ISD,2022-08-07,074904,327,,,,,,,
ECTOR ISD,2022-08-07,074905,238,,,,,,,
HONEY GROVE ISD,2022-08-07,074907,645,,,,,,,
LEONARD ISD,2022-08-07,074909,781,,,,,,,
SAVOY ISD,2022-08-07,074911,308,,,,,,,
TRENTON ISD,2022-08-07,074912,733,,,,,,,
SAM RAYBURN ISD,2022-08-07,074917,506,,,,,,,
FLATONIA ISD,2022-08-07,075901,629,,,,,,,
LA GRANGE ISD,2022-08-07,075902,1883,,,,,,,
SCHULENBURG ISD,2022-08-07,075903,705,,,,,,,
FAYETTEVILLE ISD,2022-08-07,075906,281,,,,,,,
ROUND TOP-CARMINE ISD,2022-08-07,075908,237,,,,,,,
ROBY CISD,2022-08-07,076903,330,,,,,,,
ROTAN ISD,2022-08-07,076904,260,,,,,,,
FLOYDADA COLLEGIATE ISD,2022-08-07,077901,693,,,,,,,
LOCKNEY ISD,2022-08-07,077902,433,,,,,,,
CROWELL ISD,2022-08-07,078901,199,,,,,,,
LAMAR CISD,2022-08-07,079901,39732,,,0,3,0,0,3
NEEDVILLE ISD,2022-08-07,079906,3398,,,,,,,
FORT BEND ISD,2022-08-07,079907,77951,,,,21,,,
STAFFORD MSD,2022-08-07,079910,3497,,,0,2,0,0,2
MOUNT VERNON ISD,2022-08-07,080901,1538,,,,,,,
FAIRFIELD ISD,2022-08-07,081902,1709,,,,,,,
TEAGUE ISD,2022-08-07,081904,1189,,,,,,,
WORTHAM ISD,2022-08-07,081905,519,,,,,,,
DEW ISD,2022-08-07,081906,127,,,,,,,
DILLEY ISD,2022-08-07,082902,919,,,,,,,
PEARSALL ISD,2022-08-07,082903,2036,,,,,,,
SEAGRAVES ISD,2022-08-07,083901,528,,,,,,,
LOOP ISD,2022-08-07,083902,158,,,,,,,
SEMINOLE ISD,2022-08-07,083903,2998,,,,,,,
ODYSSEY ACADEMY INC,2022-08-07,084802,1500,,,,,,,
AMBASSADORS PREPARATORY ACADEMY,2022-08-07,084804,193,,,,,,,
DICKINSON ISD,2022-08-07,084901,11973,,,,,,,
GALVESTON ISD,2022-08-07,084902,6683,,,,,,,
HIGH ISLAND ISD,2022-08-07,084903,160,,,,,,,
TEXAS CITY ISD,2022-08-07,084906,7830,,,,,,,
HITCHCOCK ISD,2022-08-07,084908,1736,,,,,,,
SANTA FE ISD,2022-08-07,084909,4371,,,,,,,
CLEAR CREEK ISD,2022-08-07,084910,41065,,,,,,,
