District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
CAYUGA ISD,2021-10-03,001902,541,NA,NA,NA,2,NA,NA,NA
ELKHART ISD,2021-10-03,001903,1167,NA,NA,5,2,0,0,7
FRANKSTON ISD,2021-10-03,001904,756,NA,NA,NA,0,NA,NA,NA
NECHES ISD,2021-10-03,001906,338,NA,NA,NA,1,NA,NA,NA
PALESTINE ISD,2021-10-03,001907,3347,NA,NA,NA,3,NA,NA,NA
WESTWOOD ISD,2021-10-03,001908,1333,NA,NA,NA,NA,NA,NA,NA
SLOCUM ISD,2021-10-03,001909,360,NA,NA,NA,NA,NA,NA,NA
ANDREWS ISD,2021-10-03,002901,3992,NA,NA,NA,NA,NA,NA,NA
PINEYWOODS COMMUNITY ACADEMY,2021-10-03,003801,920,NA,NA,NA,0,NA,NA,NA
HUDSON ISD,2021-10-03,003902,2762,NA,NA,5,0,0,0,5
LUFKIN ISD,2021-10-03,003903,7297,NA,NA,NA,NA,NA,NA,NA
HUNTINGTON ISD,2021-10-03,003904,1569,NA,NA,NA,NA,NA,NA,NA
DIBOLL ISD,2021-10-03,003905,1698,NA,NA,5,0,0,0,5
ZAVALLA ISD,2021-10-03,003906,308,NA,NA,NA,NA,NA,NA,NA
CENTRAL ISD,2021-10-03,003907,1442,NA,NA,NA,NA,NA,NA,NA
ARANSAS COUNTY ISD,2021-10-03,004901,2989,NA,NA,9,0,0,0,9
ARCHER CITY ISD,2021-10-03,005901,502,NA,NA,NA,NA,NA,NA,NA
HOLLIDAY ISD,2021-10-03,005902,1064,NA,NA,14,1,0,0,15
WINDTHORST ISD,2021-10-03,005904,438,NA,NA,NA,NA,NA,NA,NA
CLAUDE ISD,2021-10-03,006902,301,NA,NA,NA,NA,NA,NA,NA
CHARLOTTE ISD,2021-10-03,007901,419,NA,NA,NA,NA,NA,NA,NA
JOURDANTON ISD,2021-10-03,007902,1517,NA,NA,NA,0,NA,NA,NA
LYTLE ISD,2021-10-03,007904,1689,NA,NA,NA,0,NA,NA,NA
PLEASANTON ISD,2021-10-03,007905,3304,NA,NA,NA,0,NA,NA,NA
POTEET ISD,2021-10-03,007906,1518,NA,NA,7,1,6,2,0
BELLVILLE ISD,2021-10-03,008901,2206,NA,NA,NA,0,NA,NA,NA
SEALY ISD,2021-10-03,008902,2788,NA,NA,9,1,0,1,9
BRAZOS ISD,2021-10-03,008903,761,NA,NA,NA,NA,NA,NA,NA
MULESHOE ISD,2021-10-03,009901,1309,NA,NA,NA,NA,NA,NA,NA
MEDINA ISD,2021-10-03,010901,259,NA,NA,NA,NA,NA,NA,NA
BANDERA ISD,2021-10-03,010902,2155,NA,NA,NA,NA,NA,NA,NA
BASTROP ISD,2021-10-03,011901,11423,NA,NA,26,2,0,0,28
ELGIN ISD,2021-10-03,011902,4670,NA,NA,7,0,0,0,7
SMITHVILLE ISD,2021-10-03,011904,1687,NA,NA,NA,NA,NA,NA,NA
MCDADE ISD,2021-10-03,011905,327,NA,NA,NA,NA,NA,NA,NA
SEYMOUR ISD,2021-10-03,012901,625,NA,NA,NA,NA,NA,NA,NA
ST MARY'S ACADEMY CHARTER SCHOOL,2021-10-03,013801,376,NA,NA,NA,1,NA,NA,NA
BEEVILLE ISD,2021-10-03,013901,3072,NA,NA,12,0,0,0,12
PAWNEE ISD,2021-10-03,013902,296,NA,NA,0,1,0,0,1
PETTUS ISD,2021-10-03,013903,361,NA,NA,NA,2,NA,NA,NA
SKIDMORE-TYNAN ISD,2021-10-03,013905,792,NA,NA,NA,1,NA,NA,NA
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),2021-10-03,014801,1943,NA,NA,NA,2,NA,NA,NA
PRIORITY CHARTER SCHOOLS,2021-10-03,014803,846,NA,NA,NA,NA,NA,NA,NA
ORENDA CHARTER SCHOOL,2021-10-03,014804,1867,NA,NA,NA,3,NA,NA,NA
ACADEMY ISD,2021-10-03,014901,1730,NA,NA,NA,1,NA,NA,NA
BARTLETT ISD,2021-10-03,014902,386,NA,NA,NA,NA,NA,NA,NA
BELTON ISD,2021-10-03,014903,12757,NA,NA,26,8,2,19,13
HOLLAND ISD,2021-10-03,014905,656,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-10-03,014906,43634,NA,NA,191,45,0,0,236
ROGERS ISD,2021-10-03,014907,890,NA,NA,NA,0,NA,NA,NA
SALADO ISD,2021-10-03,014908,2141,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-10-03,014909,8363,NA,NA,31,6,0,0,37
TROY ISD,2021-10-03,014910,1576,NA,NA,NA,0,NA,NA,NA
POR VIDA ACADEMY,2021-10-03,015801,134,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-10-03,015802,811,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-10-03,015805,474,NA,NA,NA,0,NA,NA,NA
SCHOOL OF EXCELLENCE IN EDUCATION,2021-10-03,015806,346,NA,NA,NA,NA,NA,NA,NA
SOUTHWEST PREPARATORY SCHOOL,2021-10-03,015807,860,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-10-03,015808,575,NA,NA,NA,NA,NA,NA,NA
BEXAR COUNTY ACADEMY,2021-10-03,015809,258,NA,NA,NA,0,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-10-03,015814,121,NA,NA,NA,NA,NA,NA,NA
HERITAGE ACADEMY,2021-10-03,015815,611,NA,NA,NA,0,NA,NA,NA
JUBILEE ACADEMIES,2021-10-03,015822,6124,NA,NA,NA,NA,NA,NA,NA
LIGHTHOUSE PUBLIC SCHOOLS,2021-10-03,015825,287,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-10-03,015827,3243,NA,NA,14,1,0,0,15
HARMONY SCIENCE ACAD (SAN ANTONIO),2021-10-03,015828,4473,NA,NA,6,2,2,6,0
BROOKS ACADEMIES OF TEXAS,2021-10-03,015830,2844,NA,NA,NA,0,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-10-03,015831,4792,NA,NA,20,0,0,1,19
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-10-03,015833,97,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-10-03,015834,2988,NA,NA,NA,3,NA,NA,NA
GREAT HEARTS TEXAS,2021-10-03,015835,6529,NA,NA,14,1,0,0,15
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-10-03,015836,467,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE ACADEMY,2021-10-03,015838,1124,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-10-03,015839,191,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-10-03,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-10-03,015841,365,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-10-03,015842,0,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-10-03,015843,0,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-10-03,015901,4824,NA,NA,19,4,4,19,0
HARLANDALE ISD,2021-10-03,015904,12032,NA,NA,46,9,0,20,35
EDGEWOOD ISD,2021-10-03,015905,8814,NA,NA,27,3,0,0,30
RANDOLPH FIELD ISD,2021-10-03,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-10-03,015907,45514,NA,NA,110,16,0,0,126
SOUTH SAN ANTONIO ISD,2021-10-03,015908,8294,NA,NA,33,4,0,0,37
SOMERSET ISD,2021-10-03,015909,4032,NA,NA,30,3,0,0,33
NORTH EAST ISD,2021-10-03,015910,60482,NA,NA,147,12,0,0,159
EAST CENTRAL ISD,2021-10-03,015911,9764,NA,NA,54,4,0,0,58
SOUTHWEST ISD,2021-10-03,015912,13457,NA,NA,17,3,0,20,0
LACKLAND ISD,2021-10-03,015913,899,NA,NA,NA,NA,NA,NA,NA
