District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
SAN ANTONIO PREPARATORY CHARTER SCHOOL,2021-09-26,015840,200,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-09-26,015841,365,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-09-26,015842,0,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-09-26,015843,0,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-09-26,015901,4824,NA,NA,15,3,4,14,0
HARLANDALE ISD,2021-09-26,015904,12032,NA,NA,33,8,0,22,19
EDGEWOOD ISD,2021-09-26,015905,8814,NA,NA,33,7,0,0,40
RANDOLPH FIELD ISD,2021-09-26,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-09-26,015907,45514,NA,NA,90,20,0,0,110
SOUTH SAN ANTONIO ISD,2021-09-26,015908,8294,NA,NA,64,0,0,0,64
SOMERSET ISD,2021-09-26,015909,4032,NA,NA,19,3,0,0,22
NORTH EAST ISD,2021-09-26,015910,60482,NA,NA,163,30,0,0,193
EAST CENTRAL ISD,2021-09-26,015911,9764,NA,NA,45,9,0,0,54
SOUTHWEST ISD,2021-09-26,015912,13457,NA,NA,NA,NA,NA,NA,NA
LACKLAND ISD,2021-09-26,015913,899,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2021-09-26,015914,1527,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2021-09-26,015915,102631,NA,NA,194,17,7,69,135
JUDSON ISD,2021-09-26,015916,23771,NA,NA,82,15,18,79,0
SOUTHSIDE ISD,2021-09-26,015917,5661,NA,NA,19,2,1,10,10
JOHNSON CITY ISD,2021-09-26,016901,603,NA,NA,5,0,0,0,5
BLANCO ISD,2021-09-26,016902,1011,NA,NA,NA,1,NA,NA,NA
BORDEN COUNTY ISD,2021-09-26,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-09-26,018901,958,NA,NA,10,3,0,0,13
MERIDIAN ISD,2021-09-26,018902,409,NA,NA,NA,2,NA,NA,NA
MORGAN ISD,2021-09-26,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-09-26,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-09-26,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-09-26,018906,144,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-09-26,018907,179,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-09-26,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-09-26,019901,722,NA,NA,NA,1,NA,NA,NA
HOOKS ISD,2021-09-26,019902,838,NA,NA,NA,2,NA,NA,NA
MAUD ISD,2021-09-26,019903,482,NA,NA,NA,0,NA,NA,NA
NEW BOSTON ISD,2021-09-26,019905,1181,NA,NA,NA,2,NA,NA,NA
REDWATER ISD,2021-09-26,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-09-26,019907,7596,NA,NA,10,2,0,0,12
LIBERTY-EYLAU ISD,2021-09-26,019908,2263,NA,NA,NA,0,NA,NA,NA
SIMMS ISD,2021-09-26,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-09-26,019910,217,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-09-26,019911,505,NA,NA,NA,1,NA,NA,NA
PLEASANT GROVE ISD,2021-09-26,019912,2224,NA,NA,5,0,0,0,5
HUBBARD ISD,2021-09-26,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-09-26,019914,109,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-09-26,020901,26835,NA,NA,115,16,0,0,131
ANGLETON ISD,2021-09-26,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-09-26,020904,700,NA,NA,NA,0,NA,NA,NA
BRAZOSPORT ISD,2021-09-26,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-09-26,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-09-26,020907,2841,NA,NA,5,0,0,0,5
PEARLAND ISD,2021-09-26,020908,21011,NA,NA,67,4,0,0,71
DAMON ISD,2021-09-26,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-09-26,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-09-26,021805,673,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-09-26,021901,13610,NA,NA,115,9,0,0,124
BRYAN ISD,2021-09-26,021902,15765,NA,NA,59,8,0,1,66
TERLINGUA CSD,2021-09-26,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-09-26,022901,944,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-09-26,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-09-26,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-09-26,023902,183,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2021-09-26,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-09-26,025901,822,NA,NA,NA,0,NA,NA,NA
BROWNWOOD ISD,2021-09-26,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-09-26,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-09-26,025905,245,NA,NA,NA,0,NA,NA,NA
ZEPHYR ISD,2021-09-26,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-09-26,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-09-26,025909,1131,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2021-09-26,026901,1705,NA,NA,9,4,0,0,13
SOMERVILLE ISD,2021-09-26,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-09-26,026903,511,NA,NA,NA,0,NA,NA,NA
BURNET CISD,2021-09-26,027903,3105,NA,NA,23,1,9,10,5
MARBLE FALLS ISD,2021-09-26,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-09-26,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-09-26,028903,1394,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2021-09-26,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-09-26,029901,3673,NA,NA,11,1,0,0,12
CROSS PLAINS ISD,2021-09-26,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-09-26,030902,1387,NA,NA,NA,0,NA,NA,NA
BAIRD ISD,2021-09-26,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-09-26,030906,448,NA,NA,NA,1,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-09-26,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-09-26,031901,39352,NA,NA,69,8,0,0,77
HARLINGEN CISD,2021-09-26,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-09-26,031905,3091,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2021-09-26,031906,10509,NA,NA,16,1,0,17,0
POINT ISABEL ISD,2021-09-26,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-09-26,031911,1734,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2021-09-26,031912,9723,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2021-09-26,031913,572,NA,NA,NA,2,NA,NA,NA
SANTA ROSA ISD,2021-09-26,031914,939,NA,NA,5,0,0,2,3
SOUTH TEXAS ISD,2021-09-26,031916,4163,NA,NA,NA,0,NA,NA,NA
PITTSBURG ISD,2021-09-26,032902,2355,NA,NA,NA,1,NA,NA,NA
GROOM ISD,2021-09-26,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-09-26,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-09-26,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-09-26,034901,1859,NA,NA,NA,4,NA,NA,NA
AVINGER ISD,2021-09-26,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-09-26,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-09-26,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-09-26,034906,392,NA,NA,NA,0,NA,NA,NA
QUEEN CITY ISD,2021-09-26,034907,954,NA,NA,NA,0,NA,NA,NA
BLOOMBURG ISD,2021-09-26,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-09-26,035901,1160,NA,NA,6,2,0,0,8
HART ISD,2021-09-26,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-09-26,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-09-26,036901,1314,NA,NA,5,1,0,6,0
BARBERS HILL ISD,2021-09-26,036902,6421,NA,NA,27,0,1,26,0
EAST CHAMBERS ISD,2021-09-26,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-09-26,037901,607,NA,NA,NA,1,NA,NA,NA
JACKSONVILLE ISD,2021-09-26,037904,4635,NA,NA,21,9,0,1,29
RUSK ISD,2021-09-26,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-09-26,037908,529,NA,NA,6,0,0,0,6
WELLS ISD,2021-09-26,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-09-26,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-09-26,039902,889,NA,NA,NA,2,NA,NA,NA
PETROLIA CISD,2021-09-26,039903,433,NA,NA,NA,0,NA,NA,NA
BELLEVUE ISD,2021-09-26,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-09-26,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-09-26,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-09-26,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-09-26,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-09-26,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-09-26,042901,825,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2021-09-26,042903,266,NA,NA,NA,0,NA,NA,NA
PANTHER CREEK CISD,2021-09-26,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-09-26,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-09-26,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-09-26,043901,21641,NA,NA,63,7,0,0,70
ANNA ISD,2021-09-26,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-09-26,043903,3023,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-09-26,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-09-26,043905,63758,NA,NA,162,20,21,7,154
MCKINNEY ISD,2021-09-26,043907,23180,NA,NA,74,6,0,0,80
MELISSA ISD,2021-09-26,043908,3984,NA,NA,23,4,3,6,18
PLANO ISD,2021-09-26,043910,49933,NA,NA,123,12,0,17,118
PRINCETON ISD,2021-09-26,043911,5959,NA,NA,20,6,0,2,24
PROSPER ISD,2021-09-26,043912,19412,NA,NA,76,5,0,2,79
WYLIE ISD,2021-09-26,043914,17513,NA,NA,98,17,0,0,115
BLUE RIDGE ISD,2021-09-26,043917,862,NA,NA,0,2,0,0,2
COMMUNITY ISD,2021-09-26,043918,2769,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-09-26,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-09-26,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-09-26,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-09-26,045903,1225,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-09-26,045905,668,NA,NA,NA,0,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-09-26,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-09-26,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-09-26,046902,25680,NA,NA,150,19,28,48,93
COMANCHE ISD,2021-09-26,047901,1223,NA,NA,0,1,0,0,1
DE LEON ISD,2021-09-26,047902,738,NA,NA,6,1,0,7,0
GUSTINE ISD,2021-09-26,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-09-26,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-09-26,048901,229,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-09-26,048903,236,NA,NA,NA,0,NA,NA,NA
GAINESVILLE ISD,2021-09-26,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-09-26,049902,533,NA,NA,NA,0,NA,NA,NA
VALLEY VIEW ISD,2021-09-26,049903,890,NA,NA,NA,1,NA,NA,NA
CALLISBURG ISD,2021-09-26,049905,1083,NA,NA,NA,0,NA,NA,NA
ERA ISD,2021-09-26,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-09-26,049907,485,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-09-26,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-09-26,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-09-26,050901,301,NA,NA,NA,1,NA,NA,NA
GATESVILLE ISD,2021-09-26,050902,2758,NA,NA,16,2,1,11,6
OGLESBY ISD,2021-09-26,050904,186,NA,NA,NA,0,NA,NA,NA
JONESBORO ISD,2021-09-26,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-09-26,050910,8029,NA,NA,54,14,5,23,40
PADUCAH ISD,2021-09-26,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-09-26,052901,1088,NA,NA,9,1,0,1,9
CROCKETT COUNTY CONSOLIDATED CSD,2021-09-26,053001,756,NA,NA,0,1,0,0,1
CROSBYTON CISD,2021-09-26,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-09-26,054902,226,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-09-26,054903,475,NA,NA,NA,0,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-09-26,055901,363,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-09-26,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-09-26,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-09-26,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-09-26,057803,21215,NA,NA,36,1,0,19,18
TEXANS CAN ACADEMIES,2021-09-26,057804,4453,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-09-26,057805,255,NA,NA,NA,0,NA,NA,NA
ADVANTAGE ACADEMY,2021-09-26,057806,1185,NA,NA,5,2,0,1,6
LIFE SCHOOL,2021-09-26,057807,5518,NA,NA,35,6,0,0,41
UNIVERSAL ACADEMY,2021-09-26,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-09-26,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-09-26,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-09-26,057813,4183,NA,NA,5,1,0,0,6
ACADEMY FOR ACADEMIC EXCELLENCE,2021-09-26,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-09-26,057816,1357,NA,NA,NA,0,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-09-26,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-09-26,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-09-26,057828,1235,NA,NA,NA,0,NA,NA,NA
A+ ACADEMY,2021-09-26,057829,1449,NA,NA,NA,2,NA,NA,NA
INSPIRED VISION ACADEMY,2021-09-26,057830,1283,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-09-26,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-09-26,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-09-26,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-09-26,057835,1480,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-09-26,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-09-26,057839,996,NA,NA,NA,0,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-09-26,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-09-26,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-09-26,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-09-26,057845,1250,NA,NA,11,1,0,0,12
LEGACY PREPARATORY,2021-09-26,057846,1535,NA,NA,NA,1,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-09-26,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-09-26,057848,20761,NA,NA,35,6,0,0,41
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-09-26,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-09-26,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-09-26,057903,24938,NA,NA,NA,0,NA,NA,NA
CEDAR HILL ISD,2021-09-26,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-09-26,057905,144828,NA,NA,10,0,0,0,10
DESOTO ISD,2021-09-26,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-09-26,057907,11784,NA,NA,27,5,0,32,0
GARLAND ISD,2021-09-26,057909,53816,NA,NA,18,2,1,19,0
GRAND PRAIRIE ISD,2021-09-26,057910,28147,NA,NA,123,25,0,4,144
HIGHLAND PARK ISD,2021-09-26,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-09-26,057912,32690,NA,NA,79,17,1,15,80
LANCASTER ISD,2021-09-26,057913,7227,NA,NA,NA,2,NA,NA,NA
MESQUITE ISD,2021-09-26,057914,38451,NA,NA,92,16,5,42,61
RICHARDSON ISD,2021-09-26,057916,37528,NA,NA,101,17,0,0,118
SUNNYVALE ISD,2021-09-26,057919,2037,NA,NA,NA,1,NA,NA,NA
COPPELL ISD,2021-09-26,057922,13022,NA,NA,42,7,5,11,33
DAWSON ISD,2021-09-26,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-09-26,058905,260,NA,NA,NA,1,NA,NA,NA
LAMESA ISD,2021-09-26,058906,1709,NA,NA,NA,NA,NA,NA,NA
SANDS CISD,2021-09-26,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-09-26,059901,3842,NA,NA,NA,1,NA,NA,NA
WALCOTT ISD,2021-09-26,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-09-26,060902,818,NA,NA,NA,NA,NA,NA,NA
FANNINDEL ISD,2021-09-26,060914,165,NA,NA,NA,0,NA,NA,NA
UNIVERSITY OF NORTH TEXAS,2021-09-26,061501,0,NA,NA,NA,NA,NA,NA,NA
NORTH TEXAS COLLEGIATE ACADEMY,2021-09-26,061802,613,NA,NA,NA,NA,NA,NA,NA
LEADERSHIP PREP SCHOOL,2021-09-26,061804,1349,NA,NA,NA,2,NA,NA,NA
